"Município (Res)";"Freqüência"
"230700 Jaguaruana";1
"230730 Juazeiro do Norte";1
"230765 Maracanaú";6
"230770 Maranguape";4
"230900 Mucambo";2
"230930 Nova Russas";1
"230940 Novo Oriente";1
"230950 Orós";1
"230990 Pacujá";1
"231025 Paraipaba";1
"231060 Penaforte";1
"231070 Pentecoste";1
"231180 Russas";2
"231230 São Benedito";3
"231240 São Gonçalo do Amarante";1
"231290 Sobral";8
"231340 Tianguá";1
"231350 Trairi";1
"231395 Varjota";1
"240010 Acari";1
"240090 Antônio Martins";1
"240110 Areia Branca";3
"240170 Bom Jesus";1
"240260 Ceará-Mirim";3
"240310 Currais Novos";1
"240810 Natal";51
"240890 Parelhas";1
"240930 Patu";1
"240940 Pau dos Ferros";1
"240950 Pedra Grande";1
"241020 Portalegre";1
"241110 Ruy Barbosa";1
"241220 São José de Mipibu";1
"241360 Severiano Melo";1
"241390 Taipu";1
"250030 Alagoa Grande";4
"250040 Alagoa Nova";1
"250150 Bananeiras";2
"250160 Barra de Santa Rosa";1
"250180 Bayeux";3
"250320 Cabedelo";2
"250370 Cajazeiras";1
"250400 Campina Grande";37
"250460 Conde";1
"250630 Guarabira";1
"250680 Ingá";4
"250730 Jacaraú";1
"250750 João Pessoa";40
"250790 Juripiranga";1
"250910 Mari";1
"250930 Mataraca";1
"250939 Maturéia";1
"250950 Montadas";1
"251080 Patos";1
"251180 Pirpirituba";1
"251200 Pocinhos";2
"251210 Pombal";2
"251250 Queimadas";4
"251370 Santa Rita";1
"251530 Sapé";1
"251600 Solânea";2
"251650 Taperoá";1
"260005 Abreu e Lima";4
"260140 Barreiros";1
"260160 Belém de São Francisco";1
"260250 Brejinho";1
"260290 Cabo de Santo Agostinho";7
"260345 Camaragibe";5
"260390 Carnaíba";1
"260400 Carpina";1
"260410 Caruaru";11
"260545 Fernando de Noronha";1
"260580 Frei Miguelinho";1
"260600 Garanhuns";1
"260610 Glória do Goitá";1
"260620 Goiana";1
"260640 Gravatá";1
"260680 Igarassu";3
"260765 Itambé";1
"260770 Itapetim";3
"260790 Jaboatão dos Guararapes";28
"260880 Lajedo";1
"260890 Limoeiro";1
"260940 Moreno";2
"260960 Olinda";46
"261000 Palmares";4
"261070 Paulista";18
"261090 Pesqueira";1
"261110 Petrolina";7
"261160 Recife";218
"261220 Salgueiro";1
"261250 Santa Cruz do Capibaribe";2
"261310 São Caitano";1
"261370 São Lourenço da Mata";3
"261410 Sertânia";1
"261450 Surubim";1
"261500 Taquaritinga do Norte";1
"261520 Terra Nova";1
"261530 Timbaúba";2
"261570 Triunfo";1
"261600 Venturosa";1
"261630 Vicência";1
"261640 Vitória de Santo Antão";5
"270030 Arapiraca";4
"270040 Atalaia";1
"270230 Coruripe";1
"270255 Estrela de Alagoas";1
"270430 Maceió";68
"270440 Major Isidoro";1
"270630 Palmeira dos Índios";1
"270670 Penedo";1
"270770 Rio Largo";1
"270800 Santana do Ipanema";1
"270910 Taquarana";1
"270940 Viçosa";1
"280030 Aracaju";47
"280067 Boquim";6
"280070 Brejo Grande";2
"280100 Campo do Brito";1
"280110 Canhoba";1
"280140 Carira";2
"280150 Carmópolis";1
"280190 Cumbe";1
"280210 Estância";2
"280250 General Maynard";1
"280290 Itabaiana";3
"280330 Japaratuba";2
"280340 Japoatã";1
"280350 Lagarto";1
"280450 Nossa Senhora da Glória";1
"280480 Nossa Senhora do Socorro";1
"280550 Poço Verde";1
"280580 Riachão do Dantas";1
"280600 Ribeirópolis";1
"280670 São Cristóvão";1
"280720 Siriri";1
"280740 Tobias Barreto";2
"280750 Tomar do Geru";1
"290070 Alagoinhas";2
"290100 Amargosa";1
"290110 Amélia Rodrigues";2
"290120 Anagé";1
"290190 Aporá";1
"290290 Barra do Choça";1
"290320 Barreiras";3
"290350 Belo Campo";1
"290390 Bom Jesus da Lapa";1
"290570 Camaçari";2
"290650 Candeias";4
"290670 Cândido Sales";1
"290720 Casa Nova";1
"290800 Coaraci";1
"290890 Coração de Maria";1
"290990 Curaçá";4
"291005 Dias d'Ávila";2
"291060 Esplanada";1
"291070 Euclides da Cunha";1
"291072 Eunápolis";1
"291080 Feira de Santana";38
"291100 Floresta Azul";1
"291160 Governador Mangabeira";2
"291280 Ibirapuã";1
"291360 Ilhéus";4
"291390 Ipiaú";1
"291420 Irajuba";1
"291470 Itaberaba";1
"291480 Itabuna";3
"291560 Itamaraju";1
"291610 Itaparica";1
"291640 Itapetinga";2
"291650 Itapicuru";1
"291710 Itororó";2
"291750 Jacobina";1
"291760 Jaguaquara";1
"291800 Jequié";4
"291810 Jeremoabo";1
"291830 Jitaúna";1
"291840 Juazeiro";8
"291920 Lauro de Freitas";4
"291980 Macaúbas";1
"292060 Maragogipe";2
"292100 Mata de São João";2
"292130 Milagres";1
"292190 Mucugê";1
"292240 Mutuípe";1
"292250 Nazaré";1
"292400 Paulo Afonso";2
"292450 Pindaí";1
"292530 Porto Seguro";1
"292600 Remanso";1
"292670 Rio de Contas";1
"292740 Salvador";166
"292750 Santa Bárbara";1
"292840 Santa Rita de Cássia";1
"292960 Sapeaçu";1
"293010 Senhor do Bonfim";1
"293070 Simões Filho";3
"293120 Taperoá";1
"293135 Teixeira de Freitas";3
"293180 Tremedal";1
"293230 Ubatã";1
"293270 Uruçuca";1
"293290 Valença";3
"293315 Várzea Nova";1
"293330 Vitória da Conquista";10
"293345 Wanderley";1
"310110 Aimorés";1
"310150 Além Paraíba";1
"310160 Alfenas";6
"310200 Alterosa";1
"310280 Andrelândia";1
"310340 Araçuaí";3
"310350 Araguari";15
"310400 Araxá";13
"310420 Arcos";3
"310510 Bambuí";1
"310560 Barbacena";1
"310600 Bela Vista de Minas";2
"310620 Belo Horizonte";479
"310630 Belo Oriente";1
"310670 Betim";29
"310690 Bicas";1
"310710 Boa Esperança";1
"310860 Brasília de Minas";1
"310890 Brasópolis";1
"310900 Brumadinho";3
"311000 Caeté";3
"311060 Cambuí";2
"311110 Campina Verde";3
"311130 Campo do Meio";2
"311160 Campos Gerais";1
"311230 Capelinha";2
"311260 Capinópolis";1
"311320 Carandaí";1
"311340 Caratinga";5
"311390 Carmo da Cachoeira";1
"311400 Carmo da Mata";1
"311440 Carmo do Rio Claro";1
"311510 Cássia";2
"311530 Cataguases";4
"311550 Caxambu";1
"311660 Cláudio";1
"311690 Comendador Gomes";1
"311730 Conceição das Alagoas";2
"311800 Congonhas";1
"311830 Conselheiro Lafaiete";1
"311860 Contagem";70
"311920 Coroaci";1
"311930 Coromandel";1
"311940 Coronel Fabriciano";5
"312040 Cristiano Otoni";1
"312080 Cruzília";1
"312090 Curvelo";1
"312110 Delfim Moreira";1
"312130 Descoberto";1
"312230 Divinópolis";10
"312410 Esmeraldas";3
"312420 Espera Feliz";1
"312430 Espinosa";1
"312510 Extrema";1
"312530 Faria Lemos";1
"312600 Florestal";1
"312610 Formiga";1
"312710 Frutal";8
"312760 Gouveia";1
"312770 Governador Valadares";35
"312780 Grão Mogol";1
"312800 Guanhães";1
"312830 Guaranésia";1
"312870 Guaxupé";3
"312980 Ibirité";8
"313010 Igarapé";1
"313050 Ilicínea";1
"313130 Ipatinga";19
"313150 Ipuiúna";1
"313170 Itabira";9
"313190 Itabirito";4
"313240 Itajubá";13
"313250 Itamarandiba";1
"313310 Itanhandu";1
"313350 Itapecerica";1
"313380 Itaúna";3
"313420 Ituiutaba";19
"313440 Iturama";3
"313520 Januária";1
"313530 Japaraíba";1
"313560 Jequitaí";1
"313620 João Monlevade";5
"313630 João Pinheiro";1
"313670 Juiz de Fora";111
"313720 Lagoa da Prata";1
"313760 Lagoa Santa";5
"313820 Lavras";3
"313840 Leopoldina";4
"313850 Liberdade";2
"313870 Luminárias";2
"313900 Machado";1
"313940 Manhuaçu";1
"313980 Mar de Espanha";1
"314000 Mariana";2
"314015 Mário Campos";1
"314110 Matozinhos";1
"314200 Mirabela";1
"314220 Miraí";2
"314280 Monte Alegre de Minas";3
"314310 Monte Carmelo";1
"314340 Monte Sião";5
"314330 Montes Claros";22
"314390 Muriaé";1
"314430 Nanuque";2
"314460 Nepomuceno";1
"314480 Nova Lima";6
"314560 Oliveira";1
"314590 Ouro Branco";1
"314600 Ouro Fino";1
"314610 Ouro Preto";4
"314670 Palma";2
"314710 Pará de Minas";1
"314700 Paracatu";1
"314730 Paraisópolis";4
"314760 Passa Quatro";2
"314770 Passa Tempo";1
"314790 Passos";12
"314800 Patos de Minas";10
"314810 Patrocínio";2
"314870 Pedra Azul";2
"314910 Pedralva";1
"314930 Pedro Leopoldo";5
"314980 Perdizes";1
"314990 Perdões";3
"315120 Pirapora";5
"315140 Pitangui";2
"315150 Piumhi";2
"315180 Poços de Caldas";16
"315210 Ponte Nova";4
"315217 Ponto dos Volantes";1
"315220 Porteirinha";1
"315250 Pouso Alegre";11
"315280 Prata";1
"315390 Raposos";2
"315410 Recreio";1
"315460 Ribeirão das Neves";13
"315560 Rio Pardo de Minas";1
"315570 Rio Piracicaba";1
"315580 Rio Pomba";1
"315670 Sabará";19
"315680 Sabinópolis";2
"315710 Salto da Divisa";1
"315720 Santa Bárbara";1
"315780 Santa Luzia";20
"315820 Santa Maria do Suaçuí";1
"315960 Santa Rita do Sapucaí";1
"316070 Santos Dumont";3
"316210 São Gotardo";1
"316240 São João da Ponte";1
"316250 São João del Rei";5
"316290 São João Nepomuceno";3
"316370 São Lourenço";9
"316470 São Sebastião do Paraíso";9
"316520 São Thomé das Letras";1
"316630 Sericita";1
"316710 Serro";1
"316720 Sete Lagoas";2
"316840 Tarumirim";1
"316860 Teófilo Otoni";2
"316870 Timóteo";8
"316890 Tiros";1
"316930 Três Corações";16
"316940 Três Pontas";7
"316970 Turmalina";1
"316990 Ubá";3
"317010 Uberaba";62
"317020 Uberlândia";68
"317030 Umburatiba";1
"317070 Varginha";5
"317090 Varzelândia";2
"317120 Vespasiano";7
"317200 Visconde do Rio Branco";1
"317210 Volta Grande";1
"320020 Alegre";1
"320040 Anchieta";1
"320060 Aracruz";2
"320090 Barra de São Francisco";1
"320110 Bom Jesus do Norte";2
"320120 Cachoeiro de Itapemirim";10
"320130 Cariacica";27
"320140 Castelo";2
"320150 Colatina";4
"320160 Conceição da Barra";2
"320230 Guaçuí";1
"320240 Guarapari";10
"320245 Ibatiba";1
"320280 Itapemirim";1
"320300 Iúna";1
"320320 Linhares";2
"320350 Montanha";2
"320390 Nova Venécia";2
"320405 Pedro Canário";2
"320420 Piúma";1
"320455 Santa Maria de Jetibá";1
"320470 São Gabriel da Palha";1
"320490 São Mateus";3
"320500 Serra";31
"320510 Viana";5
"320520 Vila Velha";43
"320530 Vitória";46
"330010 Angra dos Reis";7
"330020 Araruama";9
"330022 Areal";1
"330023 Armação dos Búzios";2
"330025 Arraial do Cabo";1
"330030 Barra do Piraí";11
"330040 Barra Mansa";29
"330045 Belford Roxo";58
"330060 Bom Jesus do Itabapoana";2
"330070 Cabo Frio";5
"330100 Campos dos Goytacazes";4
"330115 Cardoso Moreira";1
"330130 Casimiro de Abreu";1
"330140 Conceição de Macabu";1
"330160 Duas Barras";1
"330170 Duque de Caxias";119
"330185 Guapimirim";4
"330190 Itaboraí";24
"330200 Itaguaí";13
"330210 Itaocara";1
"330220 Itaperuna";1
"330225 Itatiaia";3
"330227 Japeri";8
"330240 Macaé";26
"330250 Magé";15
"330260 Mangaratiba";3
"330270 Maricá";10
"330280 Mendes";5
"330290 Miguel Pereira";5
"330300 Miracema";4
"330320 Nilópolis";16
"330330 Niterói";160
"330340 Nova Friburgo";12
"330350 Nova Iguaçu";166
"330360 Paracambi";6
"330380 Parati";3
"330385 Paty do Alferes";1
"330390 Petrópolis";53
"330400 Piraí";2
"330410 Porciúncula";3
"330411 Porto Real";1
"330412 Quatis";1
"330414 Queimados";17
"330415 Quissamã";3
"330420 Resende";5
"330430 Rio Bonito";2
"330452 Rio das Ostras";3
"330455 Rio de Janeiro";1668
"330490 São Gonçalo";99
"330510 São João de Meriti";79
"330515 São José do Vale do Rio Preto";1
"330520 São Pedro da Aldeia";3
"330550 Saquarema";4
"330555 Seropédica";2
"330560 Silva Jardim";1
"330580 Teresópolis";32
"330600 Três Rios";5
"330610 Valença";6
"330620 Vassouras";1
"330630 Volta Redonda";31
"350030 Aguaí";1
"350040 Águas da Prata";1
"350055 Águas de Santa Bárbara";1
"350070 Agudos";3
"350080 Alfredo Marcondes";1
"350130 Álvares Machado";2
"350160 Americana";34
"350170 Américo Brasiliense";11
"350190 Amparo";15
"350210 Andradina";11
"350220 Angatuba";2
"350230 Anhembi";1
"350250 Aparecida";10
"350270 Apiaí";1
"350275 Araçariguama";2
"350280 Araçatuba";69
"350290 Araçoiaba da Serra";3
"350320 Araraquara";83
"350330 Araras";24
"350370 Ariranha";1
"350380 Artur Nogueira";2
"350390 Arujá";7
"350400 Assis";19
"350410 Atibaia";15
"350420 Auriflama";1
"350450 Avaré";13
"350460 Bady Bassitt";1
"350490 Bananal";2
"350510 Barbosa";4
"350520 Bariri";4
"350530 Barra Bonita";5
"350550 Barretos";64
"350560 Barrinha";4
"350570 Barueri";18
"350590 Batatais";5
"350600 Bauru";152
"350610 Bebedouro";48
"350630 Bernardino de Campos";1
"350635 Bertioga";4
"350650 Birigui";22
"350660 Biritiba-Mirim";1
"350670 Boa Esperança do Sul";1
"350680 Bocaina";1
"350700 Boituva";3
"350750 Botucatu";20
"350760 Bragança Paulista";14
"350780 Brodowski";1
"350790 Brotas";2
"350810 Buritama";1
"350840 Cabreúva";1
"350850 Caçapava";45
"350860 Cachoeira Paulista";4
"350870 Caconde";1
"350880 Cafelândia";1
"350900 Caieiras";8
"350920 Cajamar";11
"350925 Cajati";2
"350950 Campinas";315
"350960 Campo Limpo Paulista";9
"350970 Campos do Jordão";5
"350980 Campos Novos Paulista";1
"351000 Cândido Mota";1
"351010 Cândido Rodrigues";1
"351020 Capão Bonito";3
"351030 Capela do Alto";1
"351040 Capivari";11
"351050 Caraguatatuba";19
"351060 Carapicuíba";58
"351070 Cardoso";1
"351080 Casa Branca";1
"351100 Castilho";1
"351110 Catanduva";62
"351130 Cedral";1
"351150 Cerquilho";4
"351170 Charqueada";1
"351190 Clementina";1
"351200 Colina";3
"351220 Conchal";1
"351240 Cordeirópolis";3
"351280 Cosmópolis";4
"351300 Cotia";17
"351310 Cravinhos";5
"351320 Cristais Paulista";1
"351340 Cruzeiro";16
"351350 Cubatão";56
"351360 Cunha";2
"351370 Descalvado";2
"351380 Diadema";88
"351410 Dois Córregos";2
"351440 Dracena";2
"351450 Duartina";1
"351490 Elias Fausto";1
"351500 Embu";32
"351510 Embu-Guaçu";6
"351518 Espírito Santo do Pinhal";2
"351530 Estrela do Norte";1
"351540 Fartura";1
"351550 Fernandópolis";9
"351570 Ferraz de Vasconcelos";26
"351610 Florínia";1
"351620 Franca";65
"351630 Francisco Morato";30
"351640 Franco da Rocha";24
"351660 Gália";3
"351670 Garça";2
"351690 General Salgado";1
"351720 Guaiçara";3
"351740 Guaíra";3
"351750 Guapiaçu";3
"351770 Guará";1
"351780 Guaraçaí";1
"351820 Guararapes";2
"351830 Guararema";1
"351840 Guaratinguetá";33
"351850 Guareí";1
"351860 Guariba";6
"351870 Guarujá";92
"351880 Guarulhos";157
"351907 Hortolândia";30
"351910 Iacanga";1
"351930 Ibaté";3
"351950 Ibirarema";2
"351960 Ibitinga";1
"351970 Ibiúna";4
"351980 Icém";2
"352000 Igaraçu do Tietê";3
"352010 Igarapava";3
"352020 Igaratá";1
"352030 Iguape";2
"352042 Ilha Comprida";1
"352044 Ilha Solteira";5
"352040 Ilhabela";2
"352050 Indaiatuba";18
"352100 Iperó";2
"352170 Itaberá";4
"352180 Itaí";2
"352190 Itajobi";1
"352210 Itanhaém";13
"352215 Itaóca";1
"352220 Itapecerica da Serra";8
"352230 Itapetininga";33
"352240 Itapeva";12
"352250 Itapevi";19
"352260 Itapira";22
"352270 Itápolis";1
"352290 Itapuí";2
"352310 Itaquaquecetuba";21
"352320 Itararé";6
"352340 Itatiba";9
"352350 Itatinga";1
"352360 Itirapina";3
"352390 Itu";37
"352400 Itupeva";2
"352410 Ituverava";8
"352430 Jaboticabal";43
"352440 Jacareí";88
"352450 Jaci";4
"352460 Jacupiranga";2
"352470 Jaguariúna";2
"352480 Jales";7
"352500 Jandira";10
"352510 Jardinópolis";5
"352530 Jaú";19
"352550 Joanópolis";1
"352570 José Bonifácio";3
"352590 Jundiaí";74
"352600 Junqueirópolis";2
"352610 Juquiá";3
"352620 Juquitiba";2
"352640 Laranjal Paulista";1
"352660 Lavrinhas";1
"352670 Leme";12
"352680 Lençóis Paulista";6
"352690 Limeira";50
"352710 Lins";25
"352720 Lorena";24
"352740 Lucélia";4
"352810 Macaubal";1
"352840 Mairinque";2
"352850 Mairiporã";10
"352860 Manduri";2
"352900 Marília";45
"352920 Martinópolis";2
"352930 Matão";12
"352940 Mauá";85
"352980 Mineiros do Tietê";3
"353010 Mirandópolis";6
"353030 Mirassol";19
"353050 Mococa";13
"353060 Mogi das Cruzes";49
"353070 Mogi Guaçu";15
"353080 Moji Mirim";19
"353110 Mongaguá";5
"353130 Monte Alto";19
"353140 Monte Aprazível";1
"353150 Monte Azul Paulista";2
"353180 Monte Mor";4
"353240 Nazaré Paulista";1
"353250 Neves Paulista";1
"353260 Nhandeara";1
"353270 Nipoã";1
"353290 Nova Europa";3
"353300 Nova Granada";1
"353340 Nova Odessa";3
"353325 Novais";1
"353350 Novo Horizonte";3
"353390 Olímpia";5
"353410 Oriente";1
"353430 Orlândia";8
"353440 Osasco";167
"353450 Oscar Bressane";1
"353460 Osvaldo Cruz";2
"353470 Ourinhos";15
"353490 Pacaembu";2
"353500 Palestina";2
"353550 Paraguaçu Paulista";4
"353580 Paranapanema";1
"353620 Pariquera-Açu";3
"353650 Paulínia";5
"353670 Pederneiras";4
"353700 Pedregulho";3
"353710 Pedreira";1
"353720 Pedro de Toledo";2
"353730 Penápolis";2
"353740 Pereira Barreto";2
"353760 Peruíbe";12
"353780 Piedade";5
"353800 Pindamonhangaba";12
"353810 Pindorama";4
"353820 Pinhalzinho";1
"353850 Piquete";1
"353860 Piracaia";2
"353870 Piracicaba";81
"353880 Piraju";3
"353890 Pirajuí";11
"353900 Pirangi";1
"353930 Pirassununga";12
"353940 Piratininga";1
"353950 Pitangueiras";1
"353980 Poá";10
"354020 Pontal";8
"354025 Pontalinda";1
"354060 Porto Feliz";5
"354070 Porto Ferreira";8
"354090 Pradópolis";1
"354100 Praia Grande";56
"354120 Presidente Bernardes";3
"354130 Presidente Epitácio";7
"354140 Presidente Prudente";44
"354150 Presidente Venceslau";3
"354160 Promissão";3
"354170 Quatá";1
"354210 Rafard";4
"354220 Rancharia";2
"354260 Registro";2
"354290 Ribeirão Bonito";1
"354330 Ribeirão Pires";18
"354340 Ribeirão Preto";336
"354360 Rifaina";2
"354370 Rincão";3
"354380 Rinópolis";2
"354390 Rio Claro";52
"354410 Rio Grande da Serra";5
"354425 Rosana";1
"354430 Roseira";1
"354515 Saltinho";1
"354520 Salto";9
"354530 Salto de Pirapora";5
"354560 Santa Adélia";1
"354570 Santa Albertina";1
"354580 Santa Bárbara d'Oeste";8
"354600 Santa Branca";1
"354640 Santa Cruz do Rio Pardo";1
"354660 Santa Fé do Sul";8
"354680 Santa Isabel";1
"354750 Santa Rita do Passa Quatro";1
"354730 Santana de Parnaíba";4
"354780 Santo André";247
"354805 Santo Antônio do Aracanguá";1
"354850 Santos";388
"354860 São Bento do Sapucaí";2
"354870 São Bernardo do Campo";138
"354880 São Caetano do Sul";57
"354890 São Carlos";46
"354910 São João da Boa Vista";4
"354940 São Joaquim da Barra";7
"354970 São José do Rio Pardo";1
"354980 São José do Rio Preto";229
"354990 São José dos Campos";203
"355010 São Manuel";3
"355020 São Miguel Arcanjo";1
"355030 São Paulo";4085
"355060 São Roque";12
"355070 São Sebastião";17
"355100 São Vicente";200
"355150 Serrana";7
"355170 Sertãozinho";11
"355190 Severínia";1
"355210 Socorro";3
"355220 Sorocaba";212
"355240 Sumaré";26
"355250 Suzano";30
"355270 Tabatinga";1
"355280 Taboão da Serra";41
"355310 Taiaçu";2
"355340 Tanabi";4
"355365 Taquaral";1
"355370 Taquaritinga";20
"355380 Taquarituba";2
"355395 Tarumã";1
"355400 Tatuí";17
"355410 Taubaté";103
"355450 Tietê";1
"355480 Tremembé";22
"355500 Tupã";6
"355535 Ubarana";1
"355540 Ubatuba";15
"355570 União Paulista";1
"355620 Valinhos";6
"355630 Valparaíso";4
"355640 Vargem Grande do Sul";1
"355645 Vargem Grande Paulista";4
"355650 Várzea Paulista";17
"355670 Vinhedo";7
"355680 Viradouro";3
"355700 Votorantim";25
"355710 Votuporanga";16
"410040 Almirante Tamandaré";5
"410060 Alto Paraná";1
"410070 Alto Piquiri";2
"410050 Altônia";2
"410110 Andirá";1
"410120 Antonina";1
"410140 Apucarana";4
"410150 Arapongas";3
"410160 Arapoti";1
"410170 Araruna";1
"410180 Araucária";5
"410190 Assaí";2
"410210 Astorga";1
"410240 Bandeirantes";1
"410360 Cambará";2
"410370 Cambé";4
"410420 Campo Largo";1
"410430 Campo Mourão";7
"410480 Cascavel";17
"410490 Castro";2
"410500 Catanduvas";1
"410550 Cianorte";3
"410580 Colombo";16
"410590 Colorado";1
"410630 Corbélia";1
"410640 Cornélio Procópio";3
"410660 Cruzeiro do Oeste";1
"410690 Curitiba";412
"410765 Fazenda Rio Grande";2
"410790 Floresta";1
"410820 Formosa do Oeste";1
"410830 Foz do Iguaçu";31
"410840 Francisco Beltrão";3
"410860 Goioerê";2
"410880 Guaíra";6
"410890 Guairaçá";1
"410940 Guarapuava";5
"410960 Guaratuba";4
"410980 Ibiporã";2
"411130 Itaúna do Sul";1
"411180 Jacarezinho";2
"411190 Jaguapitã";2
"411200 Jaguariaíva";2
"411340 Leópolis";1
"411350 Loanda";3
"411360 Lobato";1
"411370 Londrina";82
"411420 Mandaguari";3
"411460 Marechal Cândido Rondon";1
"411480 Marialva";3
"411520 Maringá";40
"411570 Matinhos";3
"411580 Medianeira";3
"411620 Morretes";2
"411630 Munhoz de Melo";1
"411690 Nova Esperança";1
"411750 Paiçandu";1
"411820 Paranaguá";30
"411840 Paranavaí";4
"411850 Pato Branco";1
"411915 Pinhais";8
"411950 Piraquara";2
"411990 Ponta Grossa";34
"412020 Porto Rico";1
"412050 Primeiro de Maio";2
"412080 Quatro Barras";2
"412090 Quedas do Iguaçu";1
"412240 Rolândia";3
"412310 Santa Amélia";1
"412340 Santa Fé";1
"412410 Santo Antônio da Platina";1
"412420 Santo Antônio do Caiuá";1
"412460 São Carlos do Ivaí";1
"412550 São José dos Pinhais";20
"412560 São Mateus do Sul";1
"412625 Sarandi";4
"412710 Telêmaco Borba";1
"412730 Terra Rica";1
"412770 Toledo";4
"412785 Três Barras do Paraná";1
"412810 Umuarama";2
"412855 Vera Cruz do Oeste";1
"412850 Wenceslau Braz";1
"420130 Araquari";1
"420140 Araranguá";1
"420150 Armazém";1
"420200 Balneário Camboriú";39
"420210 Barra Velha";2
"420220 Benedito Novo";1
"420230 Biguaçu";7
"420240 Blumenau";58
"420260 Bom Retiro";1
"420280 Braço do Norte";1
"420290 Brusque";19
"420300 Caçador";2
"420320 Camboriú";24
"420360 Campos Novos";2
"420380 Canoinhas";3
"420395 Capivari de Baixo";2
"420420 Chapecó";7
"420460 Criciúma";54
"420540 Florianópolis";260
"420550 Fraiburgo";2
"420570 Garopaba";2
"420590 Gaspar";3
"420600 Governador Celso Ramos";1
"420630 Guabiruba";1
"420650 Guaramirim";5
"420700 Içara";5
"420730 Imbituba";8
"420750 Indaial";2
"420820 Itajaí";119
"420830 Itapema";2
"420890 Jaraguá do Sul";5
"420900 Joaçaba";2
"420910 Joinville";78
"420930 Lages";24
"420940 Laguna";7
"421010 Mafra";3
"421055 Marema";1
"421120 Morro da Fumaça";1
"421130 Navegantes";12
"421150 Nova Trento";1
"421175 Otacílio Costa";1
"421190 Palhoça";24
"421225 Passo de Torres";1
"421230 Paulo Lopes";1
"421250 Penha";4
"421280 Piçarras";1
"421320 Pomerode";1
"421350 Porto Belo";2
"421360 Porto União";2
"421480 Rio do Sul";8
"421470 Rio dos Cedros";1
"421570 Santo Amaro da Imperatriz";2
"421580 São Bento do Sul";3
"421610 São Domingos";1
"421620 São Francisco do Sul";7
"421630 São João Batista";1
"421635 São João do Itaperiú";1
"421660 São José";66
"421770 Sombrio";2
