"Município (Res)";"Freqüência"
"260450 Chã Grande";3
"260460 Condado";6
"260470 Correntes";1
"260490 Cumaru";1
"260500 Cupira";2
"260510 Custódia";1
"260520 Escada";22
"260530 Exu";1
"260540 Feira Nova";2
"260550 Ferreiros";2
"260590 Gameleira";4
"260600 Garanhuns";18
"260610 Glória do Goitá";3
"260620 Goiana";31
"260640 Gravatá";2
"260650 Iati";1
"260670 Ibirajuba";1
"260680 Igarassu";5
"260760 Ilha de Itamaracá";4
"260700 Inajá";1
"260720 Ipojuca";14
"260765 Itambé";4
"260770 Itapetim";2
"260775 Itapissuma";9
"260780 Itaquitinga";2
"260790 Jaboatão dos Guararapes";215
"260805 Jatobá";1
"260810 João Alfredo";5
"260820 Joaquim Nabuco";1
"260850 Lagoa do Itaenga";3
"260880 Lajedo";2
"260890 Limoeiro";15
"260940 Moreno";11
"260950 Nazaré da Mata";1
"260960 Olinda";132
"260990 Ouricuri";2
"261000 Palmares";16
"261030 Paranatama";2
"261050 Passira";1
"261060 Paudalho";11
"261070 Paulista";77
"261080 Pedra";2
"261090 Pesqueira";1
"261100 Petrolândia";1
"261110 Petrolina";26
"261120 Poção";1
"261130 Pombos";4
"261140 Primavera";1
"261150 Quipapá";4
"261160 Recife";618
"261180 Ribeirão";3
"261190 Rio Formoso";2
"261200 Sairé";1
"261220 Salgueiro";7
"261250 Santa Cruz do Capibaribe";4
"261260 Santa Maria da Boa Vista";1
"261280 Santa Terezinha";1
"261300 São Bento do Una";1
"261310 São Caitano";6
"261320 São João";1
"261370 São Lourenço da Mata";17
"261380 São Vicente Ferrer";1
"261390 Serra Talhada";2
"261400 Serrita";1
"261410 Sertânia";6
"261420 Sirinhaém";5
"261450 Surubim";3
"261460 Tabira";1
"261485 Tamandaré";7
"261530 Timbaúba";1
"261550 Tracunhaém";1
"261560 Trindade";3
"261570 Triunfo";1
"261590 Tuparetama";1
"261610 Verdejante";1
"261620 Vertentes";1
"261630 Vicência";2
"261640 Vitória de Santo Antão";31
"270030 Arapiraca";3
"270040 Atalaia";3
"270050 Barra de Santo Antônio";4
"270100 Boca da Mata";1
"270120 Cacimbinhas";1
"270140 Campo Alegre";1
"270210 Colônia Leopoldina";1
"270230 Coruripe";2
"270240 Delmiro Gouveia";2
"270290 Girau do Ponciano";2
"270300 Ibateguara";1
"270310 Igaci";1
"270380 Joaquim Gomes";2
"270400 Junqueiro";1
"270430 Maceió";200
"270450 Maragogi";1
"270460 Maravilha";2
"270470 Marechal Deodoro";5
"270500 Mata Grande";1
"270510 Matriz de Camaragibe";1
"270520 Messias";1
"270550 Murici";3
"270600 Olivença";1
"270630 Palmeira dos Índios";6
"270660 Paulo Jacinto";1
"270670 Penedo";1
"270690 Pilar";7
"270730 Porto Calvo";2
"270740 Porto de Pedras";1
"270750 Porto Real do Colégio";2
"270770 Rio Largo";9
"270800 Santana do Ipanema";2
"270810 Santana do Mundaú";1
"270830 São José da Laje";2
"270850 São Luís do Quitunde";4
"270860 São Miguel dos Campos";7
"270870 São Miguel dos Milagres";1
"270880 São Sebastião";1
"270890 Satuba";1
"270915 Teotônio Vilela";1
"270930 União dos Palmares";4
"270940 Viçosa";2
"280030 Aracaju";86
"280050 Areia Branca";1
"280060 Barra dos Coqueiros";1
"280067 Boquim";3
"280100 Campo do Brito";2
"280110 Canhoba";1
"280130 Capela";2
"280150 Carmópolis";3
"280210 Estância";8
"280270 Ilha das Flores";1
"280280 Indiaroba";1
"280290 Itabaiana";10
"280300 Itabaianinha";2
"280320 Itaporanga d'Ajuda";1
"280330 Japaratuba";1
"280350 Lagarto";4
"280360 Laranjeiras";1
"280400 Maruim";1
"280410 Moita Bonita";2
"280450 Nossa Senhora da Glória";1
"280460 Nossa Senhora das Dores";1
"280480 Nossa Senhora do Socorro";19
"280510 Pedrinhas";1
"280550 Poço Verde";1
"280560 Porto da Folha";1
"280570 Propriá";4
"280580 Riachão do Dantas";1
"280600 Ribeirópolis";3
"280620 Salgado";2
"280640 Santana do São Francisco";1
"280670 São Cristóvão";4
"280680 São Domingos";1
"280730 Telha";1
"280740 Tobias Barreto";1
"280000 Município ignorado - SE";1
"290040 Água Fria";1
"290070 Alagoinhas";13
"290080 Alcobaça";2
"290100 Amargosa";3
"290110 Amélia Rodrigues";5
"290120 Anagé";1
"290135 Andorinha";1
"290140 Angical";1
"290270 Barra";1
"290290 Barra do Choça";1
"290320 Barreiras";7
"290323 Barro Alto";2
"290327 Barrocas";2
"290340 Belmonte";3
"290360 Biritinga";1
"290390 Bom Jesus da Lapa";7
"290460 Brumado";2
"290470 Buerarema";3
"290490 Cachoeira";2
"290500 Caculé";1
"290540 Cairu";2
"290550 Caldeirão Grande";1
"290560 Camacan";3
"290570 Camaçari";20
"290600 Campo Formoso";1
"290630 Canavieiras";2
"290650 Candeias";10
"290670 Cândido Sales";3
"290687 Capim Grosso";1
"290710 Carinhanha";2
"290720 Casa Nova";3
"290750 Catu";2
"290780 Cícero Dantas";4
"290800 Coaraci";2
"290810 Cocos";1
"290840 Conceição do Coité";2
"290850 Conceição do Jacuípe";3
"290860 Conde";2
"290870 Condeúba";1
"290890 Coração de Maria";1
"290950 Cravolândia";1
"290960 Crisópolis";1
"290980 Cruz das Almas";4
"290990 Curaçá";1
"291000 Dário Meira";1
"291005 Dias d'Ávila";6
"291030 Elísio Medrado";2
"291040 Encruzilhada";1
"291050 Entre Rios";1
"290050 Érico Cardoso";1
"291060 Esplanada";1
"291070 Euclides da Cunha";5
"291072 Eunápolis";26
"291075 Fátima";1
"291077 Feira da Mata";1
"291080 Feira de Santana";82
"291120 Gandu";1
"291140 Glória";2
"291150 Gongogi";2
"291160 Governador Mangabeira";1
"291165 Guajeru";2
"291170 Guanambi";2
"291190 Iaçu";2
"291210 Ibicaraí";2
"291270 Ibirapitanga";3
"291280 Ibirapuã";1
"291360 Ilhéus";29
"291370 Inhambupe";1
"291390 Ipiaú";2
"291400 Ipirá";5
"291420 Irajuba";1
"291440 Iraquara";2
"291460 Irecê";5
"291465 Itabela";5
"291470 Itaberaba";6
"291480 Itabuna";17
"291490 Itacaré";2
"291550 Itajuípe";6
"291560 Itamaraju";11
"291580 Itambé";2
"291610 Itaparica";1
"291640 Itapetinga";4
"291650 Itapicuru";1
"291680 Itarantim";1
"291685 Itatim";2
"291735 Jaborandi";2
"291800 Jequié";17
"291840 Juazeiro";21
"291905 Lajedo do Tabocal";1
"291920 Lauro de Freitas";23
"291950 Livramento de Nossa Senhora";1
"291992 Madre de Deus";4
"292000 Maiquinique";1
"292010 Mairi";2
"292045 Mansidão";1
"292060 Maragogipe";1
"292090 Mascote";2
"292100 Mata de São João";2
"292110 Medeiros Neto";3
"292150 Monte Santo";1
"292170 Morro do Chapéu";1
"292190 Mucugê";2
"292200 Mucuri";2
"292210 Mundo Novo";2
"292230 Muritiba";5
"292240 Mutuípe";1
"292273 Nova Fátima";1
"292300 Nova Viçosa";7
"292305 Novo Triunfo";1
"292310 Olindina";1
"292335 Ourolândia";3
"292360 Paramirim";1
"292370 Paratinga";2
"292380 Paripiranga";1
"292400 Paulo Afonso";8
"292500 Planalto";7
"292510 Poções";3
"292525 Ponto Novo";3
"292530 Porto Seguro";37
"292540 Potiraguá";1
"292550 Prado";6
"292560 Presidente Dutra";1
"292595 Rafael Jambeiro";1
"292600 Remanso";21
"292660 Ribeira do Pombal";5
"292670 Rio de Contas";1
"292700 Rio Real";2
"292720 Ruy Barbosa";2
"292730 Salinas da Margarida";2
"292740 Salvador";594
"292750 Santa Bárbara";1
"292770 Santa Cruz Cabrália";5
"292780 Santa Cruz da Vitória";1
"292810 Santa Maria da Vitória";1
"292800 Santaluz";2
"292860 Santo Amaro";3
"292870 Santo Antônio de Jesus";5
"292880 Santo Estêvão";4
"292910 São Felipe";2
"292900 São Félix";3
"292930 São Gonçalo dos Campos";1
"292950 São Sebastião do Passé";2
"292975 Saubara";1
"292990 Seabra";1
"293010 Senhor do Bonfim";10
"293020 Sento Sé";2
"293015 Serra do Ramalho";1
"293030 Serra Dourada";1
"293050 Serrinha";5
"293060 Serrolândia";1
"293070 Simões Filho";17
"293080 Souto Soares";1
"293100 Tanhaçu";3
"293120 Taperoá";1
"293135 Teixeira de Freitas";25
"293140 Teodoro Sampaio";1
"293150 Teofilândia";3
"293160 Teolândia";1
"293200 Uauá";2
"293230 Ubatã";1
"293270 Uruçuca";3
"293290 Valença";12
"293305 Várzea da Roça";1
"293317 Varzedo";2
"293320 Vera Cruz";4
"293330 Vitória da Conquista";30
"293350 Wenceslau Guimarães";1
"293360 Xique-Xique";1
"290000 Município ignorado - BA";7
"310020 Abaeté";2
"310090 Águas Formosas";1
"310150 Além Paraíba";4
"310160 Alfenas";15
"310170 Almenara";2
"310190 Alpinópolis";3
"310200 Alterosa";2
"315350 Alto Jequitibá";1
"310230 Alvinópolis";3
"310250 Amparo do Serra";1
"310260 Andradas";4
"310330 Aracitaba";1
"310340 Araçuaí";3
"310350 Araguari";25
"310375 Araporã";1
"310400 Araxá";17
"310420 Arcos";5
"310460 Astolfo Dutra";4
"310480 Augusto de Lima";1
"310490 Baependi";1
"310500 Baldim";1
"310520 Bandeira";1
"310540 Barão de Cocais";3
"310550 Barão de Monte Alto";1
"310560 Barbacena";13
"310600 Bela Vista de Minas";4
"310620 Belo Horizonte";692
"310630 Belo Oriente";3
"310665 Berizal";1
"310660 Bertópolis";2
"310670 Betim";83
"310680 Bias Fortes";2
"310690 Bicas";2
"310710 Boa Esperança";4
"310730 Bocaiúva";5
"310740 Bom Despacho";6
"310750 Bom Jardim de Minas";2
"310760 Bom Jesus da Penha";2
"310790 Bom Repouso";4
"310800 Bom Sucesso";3
"310870 Brás Pires";1
"310855 Brasilândia de Minas";1
"310890 Brasópolis";1
"310900 Brumadinho";6
"310970 Cachoeira de Minas";1
"310990 Caetanópolis";1
"311000 Caeté";6
"311020 Cajuri";1
"311030 Caldas";1
"311050 Camanducaia";6
"311060 Cambuí";1
"311070 Cambuquira";2
"311080 Campanário";1
"311090 Campanha";2
"311100 Campestre";1
"311120 Campo Belo";7
"311140 Campo Florido";2
"311160 Campos Gerais";1
"311230 Capelinha";3
"311250 Capim Branco";1
"311260 Capinópolis";2
"311300 Caraí";4
"311320 Carandaí";5
"311330 Carangola";5
"311340 Caratinga";4
"311370 Carlos Chagas";3
"311390 Carmo da Cachoeira";3
"311400 Carmo da Mata";7
"311410 Carmo de Minas";1
"311420 Carmo do Cajuru";3
"311430 Carmo do Paranaíba";3
"311440 Carmo do Rio Claro";1
"311460 Carrancas";1
"311480 Carvalhos";1
"311490 Casa Grande";1
"311510 Cássia";1
"311530 Cataguases";14
"311540 Catas Altas da Noruega";1
"311545 Catuji";1
"311580 Centralina";3
"311620 Chiador";1
"311660 Cláudio";2
"311730 Conceição das Alagoas";2
"311770 Conceição do Rio Verde";1
"311780 Conceição dos Ouros";1
"311800 Congonhas";7
"311830 Conselheiro Lafaiete";15
"311860 Contagem";126
"311880 Coração de Jesus";1
"311910 Corinto";4
"311920 Coroaci";1
"311930 Coromandel";2
"311940 Coronel Fabriciano";11
"311980 Córrego Danta";2
"312050 Cristina";1
"312080 Cruzília";1
"312090 Curvelo";9
"312100 Datas";2
"312110 Delfim Moreira";2
"312125 Delta";4
"312130 Descoberto";1
"312160 Diamantina";6
"312200 Divino";2
"312230 Divinópolis";35
"312235 Divisa Alegre";1
"312320 Dores do Indaiá";4
"312352 Durandé";1
"312360 Elói Mendes";1
"312390 Entre Rios de Minas";1
"312400 Ervália";1
"312410 Esmeraldas";7
"312420 Espera Feliz";1
"312450 Estiva";1
"312470 Estrela do Indaiá";1
"312480 Estrela do Sul";4
"312510 Extrema";10
"312520 Fama";1
"312540 Felício dos Santos";2
"312600 Florestal";1
"312610 Formiga";12
"312675 Franciscópolis";1
"312680 Frei Gaspar";1
