"Município (Res)";"Freqüência"
"241150 Santo Antônio";1
"241190 São Francisco do Oeste";1
"241200 São Gonçalo do Amarante";1
"241250 São Miguel";1
"241420 Tibau do Sul";1
"241450 Umarizal";1
"250040 Alagoa Nova";2
"250060 Alhandra";1
"250150 Bananeiras";2
"250180 Bayeux";8
"250215 Boa Vista";1
"250250 Boqueirão";1
"250280 Brejo do Cruz";1
"250320 Cabedelo";9
"250370 Cajazeiras";1
"250380 Caldas Brandão";1
"250400 Campina Grande";28
"250460 Conde";1
"250480 Coremas";1
"250510 Cuité";1
"250540 Desterro";1
"250600 Esperança";2
"250630 Guarabira";4
"250640 Gurinhém";1
"250690 Itabaiana";2
"250750 João Pessoa";49
"250820 Lagoa de Dentro";1
"250830 Lagoa Seca";1
"250880 Malta";1
"250890 Mamanguape";2
"250910 Mari";3
"251080 Patos";4
"251120 Pedras de Fogo";3
"251150 Pilar";1
"251190 Pitimbu";1
"251210 Pombal";2
"251250 Queimadas";1
"251290 Rio Tinto";4
"251370 Santa Rita";1
"250070 São João do Rio do Peixe";1
"251530 Sapé";1
"251580 Serra Redonda";1
"251600 Solânea";1
"251610 Soledade";1
"251620 Sousa";1
"251630 Sumé";1
"251650 Taperoá";1
"260005 Abreu e Lima";7
"260030 Agrestina";1
"260040 Água Preta";3
"260080 Altinho";2
"260110 Araripina";1
"260140 Barreiros";3
"260190 Bezerros";1
"260200 Bodocó";1
"260290 Cabo de Santo Agostinho";21
"260345 Camaragibe";15
"260350 Camocim de São Félix";1
"260400 Carpina";1
"260410 Caruaru";25
"260420 Catende";1
"260440 Chã de Alegria";1
"260460 Condado";1
"260500 Cupira";2
"260540 Feira Nova";1
"260580 Frei Miguelinho";1
"260600 Garanhuns";5
"260620 Goiana";3
"260640 Gravatá";1
"260680 Igarassu";5
"260760 Ilha de Itamaracá";6
"260720 Ipojuca";5
"260765 Itambé";2
"260775 Itapissuma";4
"260790 Jaboatão dos Guararapes";68
"260820 Joaquim Nabuco";1
"260870 Lagoa dos Gatos";1
"260875 Lagoa Grande";1
"260880 Lajedo";1
"260890 Limoeiro";3
"260910 Machados";1
"260940 Moreno";3
"260960 Olinda";65
"261070 Paulista";29
"261090 Pesqueira";3
"261110 Petrolina";10
"261130 Pombos";1
"261140 Primavera";1
"261150 Quipapá";1
"261160 Recife";238
"261170 Riacho das Almas";1
"261240 Sanharó";1
"261300 São Bento do Una";1
"261330 São Joaquim do Monte";1
"261340 São José da Coroa Grande";2
"261360 São José do Egito";1
"261370 São Lourenço da Mata";7
"261450 Surubim";3
"261485 Tamandaré";1
"261530 Timbaúba";3
"261570 Triunfo";1
"261590 Tuparetama";1
"261630 Vicência";2
"261640 Vitória de Santo Antão";4
"270010 Água Branca";1
"270030 Arapiraca";9
"270050 Barra de Santo Antônio";1
"270160 Canapi";1
"270230 Coruripe";2
"270240 Delmiro Gouveia";1
"270250 Dois Riachos";2
"270270 Feliz Deserto";1
"270300 Ibateguara";1
"270310 Igaci";1
"270410 Lagoa da Canoa";1
"270430 Maceió";100
"270470 Marechal Deodoro";1
"270500 Mata Grande";1
"270520 Messias";1
"270630 Palmeira dos Índios";2
"270640 Pão de Açúcar";1
"270670 Penedo";1
"270770 Rio Largo";2
"270780 Roteiro";1
"270800 Santana do Ipanema";1
"270840 São José da Tapera";2
"270850 São Luís do Quitunde";1
"270915 Teotônio Vilela";1
"270930 União dos Palmares";1
"280010 Amparo de São Francisco";1
"280030 Aracaju";51
"280050 Areia Branca";2
"280060 Barra dos Coqueiros";2
"280067 Boquim";2
"280190 Cumbe";1
"280210 Estância";3
"280230 Frei Paulo";1
"280250 General Maynard";1
"280270 Ilha das Flores";1
"280290 Itabaiana";2
"280300 Itabaianinha";1
"280350 Lagarto";4
"280360 Laranjeiras";1
"280380 Malhada dos Bois";1
"280390 Malhador";1
"280400 Maruim";1
"280420 Monte Alegre de Sergipe";1
"280480 Nossa Senhora do Socorro";7
"280550 Poço Verde";2
"280570 Propriá";1
"280580 Riachão do Dantas";1
"280600 Ribeirópolis";3
"280610 Rosário do Catete";2
"280670 São Cristóvão";2
"280740 Tobias Barreto";1
"280750 Tomar do Geru";1
"290030 Acajutiba";2
"290070 Alagoinhas";2
"290210 Araci";1
"290310 Barra do Rocha";1
"290320 Barreiras";4
"290350 Belo Campo";1
"290370 Boa Nova";1
"290395 Bom Jesus da Serra";1
"290450 Brotas de Macaúbas";1
"290460 Brumado";1
"290500 Caculé";1
"290550 Caldeirão Grande";1
"290570 Camaçari";5
"290600 Campo Formoso";1
"290650 Candeias";3
"290660 Candiba";1
"290685 Capela do Alto Alegre";1
"290689 Caraíbas";1
"290690 Caravelas";1
"290720 Casa Nova";1
"290940 Cotegipe";1
"290980 Cruz das Almas";1
"291005 Dias d'Ávila";6
"291050 Entre Rios";2
"291060 Esplanada";1
"291070 Euclides da Cunha";3
"291072 Eunápolis";2
"291080 Feira de Santana";17
"291180 Guaratinga";1
"291210 Ibicaraí";1
"291250 Ibipitanga";1
"291350 Iguaí";2
"291360 Ilhéus";11
"291400 Ipirá";1
"291450 Irará";1
"291460 Irecê";1
"291465 Itabela";1
"291480 Itabuna";25
"291550 Itajuípe";1
"291560 Itamaraju";6
"291600 Itanhém";1
"291610 Itaparica";1
"291700 Itiúba";1
"291750 Jacobina";1
"291770 Jaguarari";1
"291800 Jequié";4
"291840 Juazeiro";14
"291920 Lauro de Freitas";5
"291950 Livramento de Nossa Senhora";1
"291992 Madre de Deus";2
"292010 Mairi";1
"292060 Maragogipe";1
"292100 Mata de São João";1
"292110 Medeiros Neto";2
"292180 Mortugaba";1
"292400 Paulo Afonso";6
"292500 Planalto";1
"292510 Poções";1
"292530 Porto Seguro";3
"292550 Prado";1
"292630 Riachão do Jacuípe";2
"292700 Rio Real";1
"292740 Salvador";348
"292770 Santa Cruz Cabrália";1
"292790 Santa Inês";1
"292860 Santo Amaro";1
"292870 Santo Antônio de Jesus";3
"292900 São Félix";2
"292920 São Francisco do Conde";1
"292930 São Gonçalo dos Campos";2
"292990 Seabra";1
"293010 Senhor do Bonfim";4
"293020 Sento Sé";1
"293050 Serrinha";4
"293070 Simões Filho";4
"293135 Teixeira de Freitas";2
"293180 Tremedal";1
"293220 Ubaitaba";2
"293290 Valença";4
"293320 Vera Cruz";1
"293330 Vitória da Conquista";20
"293350 Wenceslau Guimarães";1
"290000 Município ignorado - BA";1
"310050 Açucena";1
"310110 Aimorés";1
"310150 Além Paraíba";7
"310160 Alfenas";6
"310190 Alpinópolis";1
"310290 Antônio Carlos";1
"310340 Araçuaí";1
"310350 Araguari";25
"310400 Araxá";19
"310420 Arcos";1
"310490 Baependi";1
"310500 Baldim";1
"310540 Barão de Cocais";1
"310560 Barbacena";11
"310600 Bela Vista de Minas";1
"310620 Belo Horizonte";475
"310640 Belo Vale";1
"310670 Betim";55
"310690 Bicas";2
"310710 Boa Esperança";1
"310730 Bocaiúva";1
"310740 Bom Despacho";1
"310790 Bom Repouso";2
"310810 Bonfim";1
"310880 Braúnas";1
"310900 Brumadinho";1
"310910 Bueno Brandão";1
"310940 Buritizeiro";1
"311000 Caeté";6
"311070 Cambuquira";1
"311090 Campanha";1
"311100 Campestre";1
"311110 Campina Verde";1
"311120 Campo Belo";3
"311140 Campo Florido";1
"311150 Campos Altos";4
"311160 Campos Gerais";1
"311240 Capetinga";1
"311320 Carandaí";1
"311340 Caratinga";5
"311360 Careaçu";1
"311370 Carlos Chagas";2
"311400 Carmo da Mata";1
"311430 Carmo do Paranaíba";1
"311455 Carneirinho";1
"311510 Cássia";1
"311530 Cataguases";4
"311620 Chiador";1
"311630 Cipotânea";1
"311730 Conceição das Alagoas";5
"311780 Conceição dos Ouros";1
"311790 Congonhal";3
"311830 Conselheiro Lafaiete";3
"311860 Contagem";78
"311910 Corinto";1
"311940 Coronel Fabriciano";13
"311990 Córrego do Bom Jesus";1
"312100 Datas";1
"312120 Delfinópolis";1
"312125 Delta";1
"312160 Diamantina";1
"312230 Divinópolis";16
"312360 Elói Mendes";1
"312385 Entre Folhas";1
"312410 Esmeraldas";1
"312450 Estiva";1
"312510 Extrema";1
"312590 Ferros";1
"312610 Formiga";5
"312650 Francisco Badaró";1
"312690 Frei Inocêncio";1
"312700 Fronteira";3
"312710 Frutal";18
"312770 Governador Valadares";27
"312870 Guaxupé";6
"312910 Gurinhatã";1
"312950 Ibiá";4
"312980 Ibirité";10
"313010 Igarapé";5
"313050 Ilicínea";1
"313100 Inhaúma";1
"313115 Ipaba";1
"313120 Ipanema";1
"313130 Ipatinga";19
"313170 Itabira";12
"313190 Itabirito";2
"313210 Itacarambi";1
"313220 Itaguara";3
"313240 Itajubá";20
"313250 Itamarandiba";1
"313260 Itamarati de Minas";1
"313270 Itambacuri";1
"313290 Itamogi";1
"313310 Itanhandu";1
"313320 Itanhomi";1
"313330 Itaobim";1
"313340 Itapagipe";1
"313350 Itapecerica";3
"313380 Itaúna";5
"313420 Ituiutaba";12
"313440 Iturama";3
"313520 Januária";1
"313620 João Monlevade";6
"313630 João Pinheiro";1
"313665 Juatuba";1
"313670 Juiz de Fora";169
"313720 Lagoa da Prata";1
"313750 Lagoa Formosa";1
"313760 Lagoa Santa";4
"313780 Lambari";1
"313800 Laranjal";1
"313810 Lassance";2
"313820 Lavras";3
"313840 Leopoldina";4
"313865 Lontra";1
"313900 Machado";2
"313925 Mamonas";1
"313980 Mar de Espanha";1
"313990 Maria da Fé";3
"314000 Mariana";3
"314070 Mateus Leme";1
"314110 Matozinhos";1
"314280 Monte Alegre de Minas";1
"314290 Monte Azul";1
"314310 Monte Carmelo";1
"314340 Monte Sião";4
"314330 Montes Claros";12
"314380 Munhoz";1
"314390 Muriaé";3
"314435 Naque";1
"314470 Nova Era";2
"314480 Nova Lima";4
"314500 Nova Ponte";1
"314510 Nova Resende";2
"314610 Ouro Preto";5
"314630 Padre Paraíso";2
"314710 Pará de Minas";3
"314700 Paracatu";1
"314760 Passa Quatro";1
"314790 Passos";12
"314800 Patos de Minas";10
"314810 Patrocínio";1
"314930 Pedro Leopoldo";7
"314950 Pequeri";1
"314990 Perdões";1
"315100 Piranguinho";1
"315110 Pirapetinga";8
"315120 Pirapora";1
"315150 Piumhi";2
"315180 Poços de Caldas";25
"315200 Pompéu";1
"315210 Ponte Nova";2
"315240 Poté";1
"315250 Pouso Alegre";17
"315280 Prata";3
"315390 Raposos";2
"315410 Recreio";1
"315460 Ribeirão das Neves";28
"315480 Rio Acima";1
"315540 Rio Novo";2
"315580 Rio Pomba";1
"315670 Sabará";20
"315700 Salinas";1
"315720 Santa Bárbara";1
"315725 Santa Bárbara do Leste";1
"315727 Santa Bárbara do Monte Verde";2
"315780 Santa Luzia";22
"315820 Santa Maria do Suaçuí";3
"315960 Santa Rita do Sapucaí";1
"315895 Santana do Paraíso";1
"315900 Santana do Riacho";1
"316070 Santos Dumont";5
"316110 São Francisco";2
"316120 São Francisco de Paula";1
"316140 São Francisco do Glória";1
"316190 São Gonçalo do Rio Abaixo";1
"316210 São Gotardo";5
"316250 São João del Rei";10
"316260 São João do Oriente";2
"316290 São João Nepomuceno";4
"316292 São Joaquim de Bicas";4
"316295 São José da Lapa";3
"316370 São Lourenço";5
"316470 São Sebastião do Paraíso";14
"316520 São Thomé das Letras";1
"316553 Sarzedo";2
"316720 Sete Lagoas";14
"316780 Soledade de Minas";1
"316840 Tarumirim";2
"316860 Teófilo Otoni";5
"316870 Timóteo";3
"316900 Tocantins";2
"316920 Tombos";1
"316930 Três Corações";16
"316940 Três Pontas";2
"316990 Ubá";2
"317010 Uberaba";111
"317020 Uberlândia";56
"317030 Umburatiba";1
"317040 Unaí";1
"317070 Varginha";7
"317080 Várzea da Palma";1
"317120 Vespasiano";6
"317130 Viçosa";1
"317160 Virgem da Lapa";1
"317200 Visconde do Rio Branco";5
"320010 Afonso Cláudio";1
"320030 Alfredo Chaves";2
"320040 Anchieta";2
"320060 Aracruz";4
"320090 Barra de São Francisco";3
"320100 Boa Esperança";1
"320110 Bom Jesus do Norte";1
"320120 Cachoeiro de Itapemirim";16
"320130 Cariacica";57
"320150 Colatina";6
"320170 Conceição do Castelo";1
"320190 Domingos Martins";1
"320210 Ecoporanga";1
"320220 Fundão";2
"320240 Guarapari";20
"320260 Iconha";2
"320265 Irupi";1
"320270 Itaguaçu";1
"320280 Itapemirim";2
"320290 Itarana";2
"320300 Iúna";2
"320305 Jaguaré";2
"320320 Linhares";8
"320330 Mantenópolis";1
"320332 Marataízes";2
"320334 Marechal Floriano";1
"320360 Mucurici";2
"320390 Nova Venécia";1
"320405 Pedro Canário";1
"320410 Pinheiros";3
"320420 Piúma";4
"320470 São Gabriel da Palha";2
"320490 São Mateus";6
"320500 Serra";38
"320510 Viana";7
"320520 Vila Velha";54
"320530 Vitória";86
"330010 Angra dos Reis";29
"330020 Araruama";6
"330023 Armação dos Búzios";2
"330025 Arraial do Cabo";1
"330030 Barra do Piraí";11
"330040 Barra Mansa";40
"330045 Belford Roxo";105
"330070 Cabo Frio";24
"330080 Cachoeiras de Macacu";4
"330100 Campos dos Goytacazes";30
"330110 Cantagalo";1
"330093 Carapebus";1
"330120 Carmo";1
"330130 Casimiro de Abreu";1
"330150 Cordeiro";1
"330170 Duque de Caxias";148
"330185 Guapimirim";2
"330187 Iguaba Grande";3
"330190 Itaboraí";27
"330200 Itaguaí";10
"330210 Itaocara";2
"330220 Itaperuna";16
"330225 Itatiaia";5
"330227 Japeri";14
"330240 Macaé";46
"330245 Macuco";1
"330250 Magé";25
"330260 Mangaratiba";2
"330270 Maricá";18
"330280 Mendes";2
"330290 Miguel Pereira";4
"330300 Miracema";5
"330320 Nilópolis";31
"330330 Niterói";133
"330340 Nova Friburgo";15
"330350 Nova Iguaçu";319
"330360 Paracambi";8
"330370 Paraíba do Sul";1
"330380 Parati";5
"330385 Paty do Alferes";1
"330390 Petrópolis";52
"330400 Piraí";1
"330412 Quatis";1
"330414 Queimados";39
"330415 Quissamã";1
"330420 Resende";9
"330430 Rio Bonito";2
"330452 Rio das Ostras";7
"330455 Rio de Janeiro";2312
"330460 Santa Maria Madalena";1
"330470 Santo Antônio de Pádua";3
"330480 São Fidélis";1
"330490 São Gonçalo";150
"330500 São João da Barra";1
"330510 São João de Meriti";83
"330520 São Pedro da Aldeia";1
"330550 Saquarema";7
"330555 Seropédica";2
"330575 Tanguá";1
"330580 Teresópolis";13
"330600 Três Rios";6
"330610 Valença";10
"330615 Varre-Sai";1
"330620 Vassouras";5
"330630 Volta Redonda";48
"330000 Município ignorado - RJ";1
"350010 Adamantina";3
"350020 Adolfo";1
"350030 Aguaí";5
"350040 Águas da Prata";1
"350050 Águas de Lindóia";1
"350060 Águas de São Pedro";2
"350070 Agudos";4
"350100 Altinópolis";1
"350130 Álvares Machado";5
"350160 Americana";52
"350170 Américo Brasiliense";5
"350180 Américo de Campos";1
"350190 Amparo";8
"350210 Andradina";14
"350250 Aparecida";15
"350270 Apiaí";2
"350280 Araçatuba";74
"350290 Araçoiaba da Serra";1
"350320 Araraquara";126
"350330 Araras";35
"350340 Arealva";4
"350360 Areiópolis";1
"350370 Ariranha";1
"350390 Arujá";6
"350400 Assis";20
"350410 Atibaia";28
"350440 Avanhandava";1
"350450 Avaré";14
"350460 Bady Bassitt";2
"350480 Bálsamo";1
"350520 Bariri";2
"350530 Barra Bonita";8
"350540 Barra do Turvo";1
"350550 Barretos";101
"350560 Barrinha";3
"350570 Barueri";29
"350590 Batatais";20
"350600 Bauru";107
"350610 Bebedouro";48
"350620 Bento de Abreu";1
"350630 Bernardino de Campos";1
"350635 Bertioga";2
"350650 Birigui";16
"350670 Boa Esperança do Sul";3
"350700 Boituva";2
"350710 Bom Jesus dos Perdões";3
"350730 Boracéia";1
"350750 Botucatu";11
"350760 Bragança Paulista";22
"350780 Brodowski";3
"350790 Brotas";4
"350850 Caçapava";53
"350860 Cachoeira Paulista";5
"350870 Caconde";4
"350880 Cafelândia";3
"350900 Caieiras";7
"350920 Cajamar";7
"350925 Cajati";6
"350930 Cajobi";1
"350950 Campinas";285
"350960 Campo Limpo Paulista";14
"350970 Campos do Jordão";9
"350980 Campos Novos Paulista";3
"350990 Cananéia";4
"351000 Cândido Mota";3
"351040 Capivari";20
"351050 Caraguatatuba";15
"351060 Carapicuíba";71
"351070 Cardoso";1
"351080 Casa Branca";5
"351110 Catanduva";65
"351120 Catiguá";3
"351150 Cerquilho";1
"355720 Chavantes";2
"351200 Colina";2
"351210 Colômbia";2
"351230 Conchas";1
"351240 Cordeirópolis";1
"351270 Corumbataí";1
"351280 Cosmópolis";8
"351300 Cotia";20
"351310 Cravinhos";7
"351340 Cruzeiro";34
"351350 Cubatão";48
"351360 Cunha";1
"351370 Descalvado";4
"351380 Diadema";79
"351410 Dois Córregos";3
"351440 Dracena";4
"351470 Echaporã";3
"351490 Elias Fausto";2
"351500 Embu";35
"351510 Embu-Guaçu";7
"351515 Engenheiro Coelho";1
"351518 Espírito Santo do Pinhal";2
"351550 Fernandópolis";8
"351570 Ferraz de Vasconcelos";32
"351600 Flórida Paulista";1
"351620 Franca";98
"351630 Francisco Morato";19
"351640 Franco da Rocha";21
"351660 Gália";2
"351670 Garça";3
"351700 Getulina";2
"351720 Guaiçara";4
"351740 Guaíra";7
"351750 Guapiaçu";4
"351770 Guará";7
"351780 Guaraçaí";1
"351790 Guaraci";1
"351800 Guarani d'Oeste";1
"351820 Guararapes";1
"351830 Guararema";4
"351840 Guaratinguetá";21
"351860 Guariba";4
"351870 Guarujá";57
"351880 Guarulhos";166
"351885 Guatapará";2
"351900 Herculândia";1
"351907 Hortolândia";37
"351910 Iacanga";1
"351920 Iacri";1
"351930 Ibaté";1
"351940 Ibirá";1
"351960 Ibitinga";6
"351970 Ibiúna";2
"351980 Icém";1
"351990 Iepê";1
"352000 Igaraçu do Tietê";2
"352010 Igarapava";1
"352030 Iguape";4
"352042 Ilha Comprida";1
"352044 Ilha Solteira";2
"352040 Ilhabela";1
"352050 Indaiatuba";15
"352060 Indiana";1
"352070 Indiaporã";1
"352090 Ipaussu";1
"352100 Iperó";1
"352115 Ipiguá";1
"352130 Ipuã";1
"352140 Iracemápolis";1
"352150 Irapuã";1
"352160 Irapuru";1
"352170 Itaberá";1
"352180 Itaí";1
"352190 Itajobi";1
"352210 Itanhaém";19
"352220 Itapecerica da Serra";8
"352230 Itapetininga";22
"352240 Itapeva";7
"352250 Itapevi";45
"352260 Itapira";30
"352270 Itápolis";3
"352280 Itaporanga";2
"352290 Itapuí";1
"352310 Itaquaquecetuba";61
"352320 Itararé";1
"352330 Itariri";1
"352340 Itatiba";12
"352350 Itatinga";1
"352360 Itirapina";4
"352380 Itobi";1
"352390 Itu";30
"352400 Itupeva";2
"352410 Ituverava";7
"352430 Jaboticabal";37
"352440 Jacareí";74
"352450 Jaci";3
"352460 Jacupiranga";6
"352470 Jaguariúna";4
"352480 Jales";2
"352500 Jandira";11
"352510 Jardinópolis";7
"352520 Jarinu";1
"352530 Jaú";34
"352540 Jeriquara";1
"352570 José Bonifácio";4
"352590 Jundiaí";98
"352610 Juquiá";3
"352620 Juquitiba";2
"352630 Lagoinha";1
"352640 Laranjal Paulista";1
"352660 Lavrinhas";2
"352670 Leme";16
"352680 Lençóis Paulista";9
"352690 Limeira";88
"352710 Lins";21
"352720 Lorena";21
"352740 Lucélia";1
"352810 Macaubal";1
"352840 Mairinque";2
"352850 Mairiporã";12
"352860 Manduri";4
"352880 Maracaí";1
"352900 Marília";53
"352920 Martinópolis";1
"352930 Matão";20
"352940 Mauá";79
"352970 Miguelópolis";2
"352980 Mineiros do Tietê";1
"352990 Miracatu";2
"353010 Mirandópolis";8
"353020 Mirante do Paranapanema";2
"353030 Mirassol";29
"353040 Mirassolândia";1
"353050 Mococa";11
"353060 Mogi das Cruzes";46
"353070 Mogi Guaçu";10
"353080 Moji Mirim";17
"353110 Mongaguá";6
"353120 Monte Alegre do Sul";1
"353130 Monte Alto";14
"353140 Monte Aprazível";1
"353150 Monte Azul Paulista";3
"353180 Monte Mor";10
"353205 Motuca";1
"353215 Nantes";1
"353220 Narandiba";1
"353230 Natividade da Serra";1
"353240 Nazaré Paulista";1
"353250 Neves Paulista";2
"353280 Nova Aliança";1
"353300 Nova Granada";1
"353310 Nova Guataporanga";1
"353340 Nova Odessa";4
"353350 Novo Horizonte";3
"353360 Nuporanga";1
"353390 Olímpia";10
"353400 Onda Verde";1
"353430 Orlândia";3
"353440 Osasco";183
"353460 Osvaldo Cruz";3
"353470 Ourinhos";16
"353490 Pacaembu";2
"353500 Palestina";2
"353510 Palmares Paulista";3
"353530 Palmital";4
"353550 Paraguaçu Paulista";6
"353580 Paranapanema";2
"353620 Pariquera-Açu";2
"353630 Patrocínio Paulista";1
"353640 Paulicéia";1
"353650 Paulínia";9
"353670 Pederneiras";9
"353700 Pedregulho";4
"353720 Pedro de Toledo";1
"353730 Penápolis";6
"353740 Pereira Barreto";3
"353760 Peruíbe";16
"353780 Piedade";5
"353790 Pilar do Sul";3
"353800 Pindamonhangaba";26
"353850 Piquete";2
"353860 Piracaia";1
"353870 Piracicaba";111
"353880 Piraju";1
"353890 Pirajuí";6
"353910 Pirapora do Bom Jesus";1
"353920 Pirapozinho";3
"353930 Pirassununga";20
"353940 Piratininga";3
"353950 Pitangueiras";5
"353970 Platina";1
"353980 Poá";25
"354000 Pompéia";1
"354020 Pontal";5
"354050 Porangaba";1
"354060 Porto Feliz";5
"354070 Porto Ferreira";4
"354075 Potim";1
"354080 Potirendaba";2
"354100 Praia Grande";64
"354120 Presidente Bernardes";12
