"Município (Res)";"Freqüência"
"210910 Presidente Dutra";2
"210920 Presidente Juscelino";4
"210927 Presidente Sarney";1
"210940 Primeira Cruz";1
"210945 Raposa";5
"210950 Riachão";3
"210955 Ribamar Fiquene";1
"210960 Rosário";4
"210980 Santa Helena";2
"210990 Santa Inês";11
"211000 Santa Luzia";17
"211010 Santa Quitéria do Maranhão";3
"211020 Santa Rita";3
"211027 Santo Amaro do Maranhão";1
"211030 Santo Antônio dos Lopes";2
"211040 São Benedito do Rio Preto";3
"211050 São Bento";1
"211060 São Bernardo";4
"211070 São Domingos do Maranhão";2
"211085 São Francisco do Brejão";1
"211100 São João Batista";1
"211110 São João dos Patos";3
"211120 São José de Ribamar";39
"211130 São Luís";314
"211140 São Luís Gonzaga do Maranhão";3
"211150 São Mateus do Maranhão";10
"211160 São Raimundo das Mangabeiras";5
"211174 Senador Alexandre Costa";3
"211220 Timon";25
"211227 Tufilândia";1
"211230 Tuntum";1
"211240 Turiaçu";3
"211245 Turilândia";1
"211250 Tutóia";3
"211260 Urbano Santos";1
"211270 Vargem Grande";4
"211280 Viana";5
"211290 Vitória do Mearim";3
"211300 Vitorino Freire";3
"211400 Zé Doca";6
"220020 Água Branca";1
"220040 Altos";6
"220060 Angical do Piauí";1
"220117 Barra D'Alcântara";2
"220160 Beneditinos";1
"220177 Boa Hora";1
"220190 Bom Jesus";1
"220192 Bonfim do Piauí";2
"220205 Cabeceiras do Piauí";1
"220220 Campo Maior";13
"220230 Canto do Buriti";1
"220270 Cocal";2
"220271 Cocal de Telha";1
"220290 Corrente";1
"220320 Curimatá";1
"220330 Demerval Lobão";3
"220350 Elesbão Veloso";2
"220370 Esperantina";3
"220390 Floriano";4
"220410 Francisco Ayres";2
"220420 Francisco Santos";1
"220450 Guadalupe";1
"220465 Ilha Grande";5
"220520 Jaicós";1
"220555 Lagoa Alegre";1
"220559 Lagoa do Sítio";1
"220560 Landri Sales";2
"220570 Luís Correia";2
"220580 Luzilândia";4
"220590 Manoel Emídio";1
"220605 Massapê do Piauí";2
"220610 Matias Olímpio";2
"220620 Miguel Alves";1
"220670 Nazaré do Piauí";1
"220700 Oeiras";10
"220770 Parnaíba";18
"220780 Paulistana";1
"220790 Pedro II";2
"220800 Picos";5
"220820 Pio IX";1
"220830 Piracuruca";3
"220840 Piripiri";8
"220955 São Braz do Piauí";1
"220990 São João da Serra";1
"221000 São João do Piauí";3
"221038 São Miguel da Baixa Grande";2
"221040 São Miguel do Tapuio";1
"221065 Sigefredo Pacheco";1
"221080 Simplício Mendes";1
"221100 Teresina";200
"221110 União";4
"221120 Uruçuí";1
"230020 Acaraú";1
"230030 Acopiara";5
"230090 Apuiarés";2
"230100 Aquiraz";1
"230110 Aracati";15
"230130 Araripe";1
"230185 Banabuiú";1
"230190 Barbalha";1
"230210 Baturité";3
"230220 Beberibe";5
"230230 Bela Cruz";3
"230240 Boa Viagem";3
"230250 Brejo Santo";1
"230260 Camocim";3
"230270 Campos Sales";1
"230280 Canindé";7
"230290 Capistrano";1
"230300 Caridade";1
"230320 Caririaçu";3
"230350 Cascavel";11
"230370 Caucaia";54
"230395 Chorozinho";1
"230400 Coreaú";3
"230410 Crateús";11
"230420 Crato";5
"230425 Cruz";1
"230428 Eusébio";1
"230430 Farias Brito";1
"230435 Forquilha";2
"230440 Fortaleza";635
"230445 Fortim";3
"230450 Frecheirinha";1
"230460 General Sampaio";1
"230470 Granja";6
"230490 Groaíras";2
"230495 Guaiúba";2
"230500 Guaraciaba do Norte";1
"230510 Guaramiranga";3
"230520 Hidrolândia";1
"230523 Horizonte";11
"230526 Ibaretama";1
"230535 Icapuí";6
"230540 Icó";1
"230550 Iguatu";17
"230560 Independência";1
"230580 Ipu";6
"230590 Ipueiras";5
"230620 Itaiçaba";2
"230625 Itaitinga";7
"230640 Itapipoca";6
"230650 Itapiúna";1
"230655 Itarema";3
"230660 Itatira";1
"230670 Jaguaretama";1
"230690 Jaguaribe";2
"230725 Jijoca de Jericoacoara";4
"230730 Juazeiro do Norte";17
"230740 Jucás";4
"230750 Lavras da Mangabeira";1
"230760 Limoeiro do Norte";2
"230763 Madalena";1
"230765 Maracanaú";45
"230770 Maranguape";3
"230780 Marco";1
"230800 Massapê";4
"230810 Mauriti";3
"230830 Milagres";2
"230850 Mombaça";7
"230860 Monsenhor Tabosa";2
"230870 Morada Nova";5
"230880 Moraújo";1
"230890 Morrinhos";2
"230900 Mucambo";2
"230910 Mulungu";1
"230920 Nova Olinda";2
"230930 Nova Russas";2
"230945 Ocara";1
"230950 Orós";2
"230960 Pacajus";8
"230970 Pacatuba";6
"231000 Palhano";1
"231025 Paraipaba";5
"231030 Parambu";3
"231070 Pentecoste";11
"231085 Pindoretama";2
"231120 Potengi";1
"231130 Quixadá";10
"231140 Quixeramobim";2
"231150 Quixeré";2
"231160 Redenção";2
"231180 Russas";8
"231220 Santa Quitéria";4
"231200 Santana do Acaraú";1
"231230 São Benedito";4
"231240 São Gonçalo do Amarante";1
"231260 São Luís do Curu";1
"231270 Senador Pompeu";1
"231290 Sobral";23
"231300 Solonópole";1
"231310 Tabuleiro do Norte";2
"231330 Tauá";5
"231340 Tianguá";2
"231360 Ubajara";1
"231390 Uruoca";1
"231395 Varjota";1
"231410 Viçosa do Ceará";2
"240020 Açu";1
"240050 Alexandria";1
"240060 Almino Afonso";2
"240080 Angicos";1
"240100 Apodi";2
"240110 Areia Branca";4
"240140 Baía Formosa";1
"240145 Baraúna";7
"240190 Caiçara do Rio do Vento";1
"240200 Caicó";5
"240220 Canguaretama";1
"240230 Caraúbas";1
"240260 Ceará-Mirim";6
"240280 Coronel Ezequiel";1
"240300 Cruzeta";2
"240310 Currais Novos";3
"240320 Doutor Severiano";1
"240350 Espírito Santo";2
"240360 Extremoz";2
"240400 Frutuoso Gomes";1
"240420 Goianinha";6
"240450 Guamaré";2
"240460 Ielmo Marinho";1
"240485 Itajá";1
"240490 Itaú";1
"240530 Januário Cicco";1
"240580 João Câmara";3
"240670 Lajes";1
"240710 Macaíba";9
"240720 Macau";7
"240800 Mossoró";43
"240810 Natal";155
"240820 Nísia Floresta";1
"240830 Nova Cruz";2
"240880 Parazinho";1
"240890 Parelhas";1
"240325 Parnamirim";23
"240930 Patu";2
"240940 Pau dos Ferros";4
"240950 Pedra Grande";1
"240970 Pedro Avelino";1
"240980 Pedro Velho";1
"241010 Poço Branco";1
"241020 Portalegre";1
"241050 Rafael Fernandes";1
"240895 Rio do Fogo";2
"241100 Rodolfo Fernandes";2
"241120 Santa Cruz";6
"241150 Santo Antônio";3
"241170 São Bento do Trairí";1
"241200 São Gonçalo do Amarante";10
"241220 São José de Mipibu";2
"241230 São José do Campestre";1
"241240 São José do Seridó";1
"241260 São Paulo do Potengi";2
"241320 Senador Georgino Avelino";1
"241440 Touros";3
"241450 Umarizal";1
"241470 Várzea";2
"241500 Vila Flor";1
"250030 Alagoa Grande";4
"250040 Alagoa Nova";1
"250050 Alagoinha";1
"250057 Algodão de Jandaíra";1
"250060 Alhandra";3
"250080 Araçagi";2
"250100 Araruna";2
"250110 Areia";2
"250130 Aroeiras";1
"250140 Baía da Traição";2
"250157 Barra de Santana";1
"250170 Barra de São Miguel";1
"250180 Bayeux";19
"250250 Boqueirão";1
"250290 Brejo dos Santos";1
"250300 Caaporã";7
"250320 Cabedelo";15
"250330 Cachoeira dos Índios";2
"250370 Cajazeiras";5
"250390 Camalaú";1
"250400 Campina Grande";46
"250415 Casserengue";2
"250440 Conceição";1
"250460 Conde";1
"250510 Cuité";2
"250523 Cuité de Mamanguape";1
"250527 Curral de Cima";3
"250580 Duas Estradas";1
"250600 Esperança";3
"250610 Fagundes";1
"250630 Guarabira";9
"250260 Igaracy";2
"250690 Itabaiana";4
"250710 Itapororoca";3
"250730 Jacaraú";1
"250750 João Pessoa";133
"250780 Junco do Seridó";1
"250790 Juripiranga";3
"250800 Juru";2
"250820 Lagoa de Dentro";1
"250830 Lagoa Seca";2
"250860 Lucena";6
"250880 Malta";2
"250890 Mamanguape";6
"250905 Marcação";2
"250910 Mari";7
"250915 Marizópolis";1
"250970 Monteiro";2
"250990 Natuba";1
"251080 Patos";13
"251120 Pedras de Fogo";3
"251180 Pirpirituba";1
"251190 Pitimbu";7
"251210 Pombal";5
"251230 Princesa Isabel";1
"251250 Queimadas";1
"251290 Rio Tinto";6
"251370 Santa Rita";24
"251390 São Bento";2
"251450 São José de Piranhas";1
"251460 São José do Bonfim";1
"251490 São Mamede";1
"251530 Sapé";5
"251580 Serra Redonda";1
"251600 Solânea";1
"251610 Soledade";1
"251620 Sousa";4
"251630 Sumé";2
"251675 Tenório";1
"251700 Umbuzeiro";1
"260005 Abreu e Lima";19
"260010 Afogados da Ingazeira";2
"260020 Afrânio";1
"260040 Água Preta";6
"260050 Águas Belas";2
"260070 Aliança";3
"260080 Altinho";2
"260090 Amaraji";2
"260105 Araçoiaba";1
"260110 Araripina";6
"260120 Arcoverde";11
"260130 Barra de Guabiraba";1
"260140 Barreiros";6
"260160 Belém de São Francisco";2
"260170 Belo Jardim";5
"260180 Betânia";4
"260190 Bezerros";1
"260220 Bom Jardim";1
"260230 Bonito";2
"260260 Brejo da Madre de Deus";3
"260270 Buenos Aires";2
"260290 Cabo de Santo Agostinho";57
"260310 Cachoeirinha";1
"260330 Calçado";1
"260345 Camaragibe";21
"260360 Camutanga";1
"260400 Carpina";11
"260410 Caruaru";55
"260420 Catende";2
"260440 Chã de Alegria";1
"260460 Condado";3
"260470 Correntes";1
"260490 Cumaru";1
"260500 Cupira";3
"260510 Custódia";4
"260520 Escada";19
"260530 Exu";2
"260540 Feira Nova";1
"260550 Ferreiros";1
"260580 Frei Miguelinho";1
"260590 Gameleira";12
"260600 Garanhuns";15
"260610 Glória do Goitá";2
"260620 Goiana";23
"260640 Gravatá";15
"260680 Igarassu";19
"260760 Ilha de Itamaracá";8
"260720 Ipojuca";33
"260750 Itaíba";1
"260765 Itambé";6
"260775 Itapissuma";16
"260780 Itaquitinga";1
"260790 Jaboatão dos Guararapes";219
"260810 João Alfredo";4
"260845 Lagoa do Carro";2
"260850 Lagoa do Itaenga";3
"260870 Lagoa dos Gatos";1
"260880 Lajedo";2
"260890 Limoeiro";10
"260900 Macaparana";1
"260910 Machados";2
"260940 Moreno";4
"260950 Nazaré da Mata";2
"260960 Olinda";125
"260970 Orobó";1
"260990 Ouricuri";2
"261000 Palmares";11
"261020 Panelas";1
"261040 Parnamirim";2
"261050 Passira";1
"261060 Paudalho";3
"261070 Paulista";84
"261090 Pesqueira";6
"261110 Petrolina";61
"261120 Poção";1
"261140 Primavera";1
"261150 Quipapá";1
"261160 Recife";550
"261180 Ribeirão";4
"261190 Rio Formoso";5
"261220 Salgueiro";8
"261240 Sanharó";3
"261250 Santa Cruz do Capibaribe";10
"261260 Santa Maria da Boa Vista";3
"261300 São Bento do Una";3
"261310 São Caitano";5
"261330 São Joaquim do Monte";2
"261340 São José da Coroa Grande";6
"261350 São José do Belmonte";2
"261360 São José do Egito";2
"261370 São Lourenço da Mata";17
"261390 Serra Talhada";3
"261400 Serrita";1
"261410 Sertânia";5
"261420 Sirinhaém";7
"261450 Surubim";6
"261460 Tabira";2
"261470 Tacaimbó";1
"261485 Tamandaré";9
"261530 Timbaúba";6
"261540 Toritama";4
"261550 Tracunhaém";1
"261560 Trindade";2
"261570 Triunfo";1
"261600 Venturosa";1
"261610 Verdejante";1
"261640 Vitória de Santo Antão";26
"261650 Xexéu";2
"270020 Anadia";1
"270030 Arapiraca";16
"270050 Barra de Santo Antônio";2
"270060 Barra de São Miguel";1
"270100 Boca da Mata";1
"270110 Branquinha";1
"270140 Campo Alegre";2
"270170 Capela";3
"270210 Colônia Leopoldina";2
"270220 Coqueiro Seco";1
"270230 Coruripe";1
"270240 Delmiro Gouveia";3
"270280 Flexeiras";2
"270310 Igaci";1
"270320 Igreja Nova";1
"270380 Joaquim Gomes";3
"270420 Limoeiro de Anadia";1
"270430 Maceió";267
"270450 Maragogi";7
"270470 Marechal Deodoro";8
"270510 Matriz de Camaragibe";4
"270520 Messias";2
"270540 Monteirópolis";1
"270550 Murici";3
"270560 Novo Lino";2
"270570 Olho d'Água das Flores";2
"270580 Olho d'Água do Casado";1
"270600 Olivença";5
"270620 Palestina";1
"270630 Palmeira dos Índios";5
"270640 Pão de Açúcar";1
"270644 Paripueira";1
"270670 Penedo";4
"270680 Piaçabuçu";1
"270690 Pilar";5
"270730 Porto Calvo";3
"270740 Porto de Pedras";1
"270750 Porto Real do Colégio";1
"270770 Rio Largo";9
"270790 Santa Luzia do Norte";1
"270830 São José da Laje";2
"270840 São José da Tapera";1
"270850 São Luís do Quitunde";3
"270860 São Miguel dos Campos";7
"270870 São Miguel dos Milagres";1
"270880 São Sebastião";2
"270915 Teotônio Vilela";2
"270930 União dos Palmares";5
"270940 Viçosa";5
"280020 Aquidabã";1
"280030 Aracaju";131
"280040 Arauá";1
"280050 Areia Branca";1
"280060 Barra dos Coqueiros";3
"280067 Boquim";8
"280070 Brejo Grande";2
"280100 Campo do Brito";6
"280120 Canindé de São Francisco";1
"280130 Capela";3
"280140 Carira";2
"280150 Carmópolis";1
"280160 Cedro de São João";2
"280170 Cristinápolis";2
"280210 Estância";17
"280230 Frei Paulo";3
"280280 Indiaroba";3
"280290 Itabaiana";15
"280300 Itabaianinha";5
"280310 Itabi";3
"280320 Itaporanga d'Ajuda";2
"280330 Japaratuba";3
"280350 Lagarto";10
"280360 Laranjeiras";2
"280410 Moita Bonita";1
"280420 Monte Alegre de Sergipe";1
"280440 Neópolis";2
"280450 Nossa Senhora da Glória";4
"280460 Nossa Senhora das Dores";2
"280480 Nossa Senhora do Socorro";32
"280500 Pedra Mole";1
"280510 Pedrinhas";3
"280520 Pinhão";1
"280530 Pirambu";2
"280540 Poço Redondo";2
"280570 Propriá";10
"280590 Riachuelo";1
"280600 Ribeirópolis";4
"280620 Salgado";1
"280660 Santo Amaro das Brotas";2
"280670 São Cristóvão";11
"280680 São Domingos";1
"280710 Simão Dias";4
"280720 Siriri";1
"280740 Tobias Barreto";5
"280760 Umbaúba";2
"280000 Município ignorado - SE";1
"290030 Acajutiba";1
"290060 Aiquara";1
"290070 Alagoinhas";13
"290080 Alcobaça";6
"290100 Amargosa";3
"290110 Amélia Rodrigues";1
"290115 América Dourada";1
"290120 Anagé";1
"290130 Andaraí";1
"290135 Andorinha";2
"290190 Aporá";2
"290210 Araci";4
"290225 Arataca";2
"290230 Aratuípe";1
"290240 Aurelino Leal";2
"290270 Barra";8
"290290 Barra do Choça";1
"290320 Barreiras";12
"290327 Barrocas";2
"290340 Belmonte";3
"290350 Belo Campo";1
"290380 Boa Vista do Tupim";2
"290390 Bom Jesus da Lapa";5
"290430 Brejões";2
"290460 Brumado";5
"290470 Buerarema";1
"290475 Buritirama";3
"290490 Cachoeira";6
"290510 Caém";1
"290515 Caetanos";1
"290540 Cairu";3
"290550 Caldeirão Grande";2
"290560 Camacan";4
"290570 Camaçari";37
"290580 Camamu";1
"290590 Campo Alegre de Lourdes";2
"290600 Campo Formoso";1
"290630 Canavieiras";7
"290650 Candeias";14
"290670 Cândido Sales";1
"290687 Capim Grosso";3
"290689 Caraíbas";1
"290720 Casa Nova";2
"290730 Castro Alves";1
"290750 Catu";4
"290790 Cipó";1
"290800 Coaraci";1
"290820 Conceição da Feira";2
"290830 Conceição do Almeida";1
"290840 Conceição do Coité";5
"290850 Conceição do Jacuípe";3
"290860 Conde";2
"290890 Coração de Maria";2
"290920 Coronel João Sá";1
"290970 Cristópolis";2
"290980 Cruz das Almas";4
"291005 Dias d'Ávila";7
"291050 Entre Rios";3
"291060 Esplanada";1
"291070 Euclides da Cunha";1
"291072 Eunápolis";38
"291080 Feira de Santana";101
"291085 Filadélfia";3
"291100 Floresta Azul";1
"291120 Gandu";1
"291160 Governador Mangabeira";4
"291170 Guanambi";5
"291190 Iaçu";4
"291200 Ibiassucê";1
"291250 Ibipitanga";1
"291280 Ibirapuã";2
"291320 Ibotirama";5
"291340 Igaporã";1
"291360 Ilhéus";30
"291380 Ipecaetá";1
"291390 Ipiaú";4
"291400 Ipirá";10
"291430 Iramaia";2
"291450 Irará";1
"291460 Irecê";2
"291465 Itabela";18
"291470 Itaberaba";6
"291480 Itabuna";42
"291490 Itacaré";1
"291520 Itagibá";3
"291550 Itajuípe";1
"291560 Itamaraju";13
"291580 Itambé";2
"291600 Itanhém";2
"291610 Itaparica";2
"291630 Itapebi";2
"291640 Itapetinga";4
"291650 Itapicuru";1
"291660 Itapitanga";1
"291680 Itarantim";2
"291685 Itatim";4
"291690 Itiruçu";1
"291710 Itororó";1
"291750 Jacobina";3
"291760 Jaguaquara";3
"291770 Jaguarari";1
"291800 Jequié";22
"291810 Jeremoabo";4
"291835 João Dourado";2
"291840 Juazeiro";23
"291915 Lapão";1
"291920 Lauro de Freitas";31
"291930 Lençóis";3
"291940 Licínio de Almeida";1
"291955 Luís Eduardo Magalhães";3
"291970 Macarani";1
"291992 Madre de Deus";7
"292010 Mairi";1
"292040 Manoel Vitorino";1
"292050 Maracás";2
"292060 Maragogipe";2
"292070 Maraú";2
"292100 Mata de São João";4
"292105 Matina";1
"292110 Medeiros Neto";4
"292130 Milagres";1
"292145 Mirante";1
"292150 Monte Santo";2
"292180 Mortugaba";1
"292190 Mucugê";1
"292200 Mucuri";4
"292230 Muritiba";1
"292250 Nazaré";3
"292260 Nilo Peçanha";1
"292265 Nordestina";2
"292270 Nova Canaã";1
"292273 Nova Fátima";1
"292300 Nova Viçosa";11
"292310 Olindina";1
"292330 Ouriçangas";1
"292370 Paratinga";1
"292380 Paripiranga";1
"292390 Pau Brasil";2
"292400 Paulo Afonso";9
"292410 Pedrão";1
"292430 Piatã";2
"292460 Pindobaçu";3
"292470 Piripá";1
"292480 Piritiba";1
"292500 Planalto";3
"292510 Poções";9
"292520 Pojuca";2
"292530 Porto Seguro";33
"292550 Prado";3
"292560 Presidente Dutra";2
"292575 Presidente Tancredo Neves";2
"292590 Quijingue";1
"292600 Remanso";6
"292630 Riachão do Jacuípe";2
"292650 Ribeira do Amparo";1
"292660 Ribeira do Pombal";2
"292680 Rio do Antônio";3
"292720 Ruy Barbosa";1
"292740 Salvador";722
"292790 Santa Inês";1
"292840 Santa Rita de Cássia";3
"292800 Santaluz";4
"292860 Santo Amaro";4
"292870 Santo Antônio de Jesus";12
"292880 Santo Estêvão";3
"292890 São Desidério";1
"292900 São Félix";5
"292920 São Francisco do Conde";4
"292935 São José da Vitória";1
"292937 São José do Jacuípe";2
"292950 São Sebastião do Passé";2
"292960 Sapeaçu";2
"292990 Seabra";2
"293000 Sebastião Laranjeiras";1
"293010 Senhor do Bonfim";9
"293020 Sento Sé";2
"293040 Serra Preta";1
"293050 Serrinha";6
"293070 Simões Filho";22
"293080 Souto Soares";1
"293110 Tanquinho";1
"293130 Tapiramutá";2
"293135 Teixeira de Freitas";23
"293150 Teofilândia";1
"293180 Tremedal";1
"293220 Ubaitaba";2
"293240 Uibaí";1
"293250 Una";3
"293280 Utinga";1
"293290 Valença";16
