"Município (Res)";"Freqüência"
"150630 Salvaterra";3
"150635 Santa Bárbara do Pará";6
"150650 Santa Isabel do Pará";5
"150660 Santa Maria do Pará";6
"150670 Santana do Araguaia";8
"150680 Santarém";52
"150690 Santarém Novo";1
"150700 Santo Antônio do Tauá";1
"150710 São Caetano de Odivelas";3
"150715 São Domingos do Araguaia";1
"150720 São Domingos do Capim";4
"150730 São Félix do Xingu";12
"150740 São Francisco do Pará";3
"150745 São Geraldo do Araguaia";1
"150747 São João de Pirabas";1
"150750 São João do Araguaia";1
"150760 São Miguel do Guamá";6
"150775 Sapucaia";1
"150790 Soure";3
"150795 Tailândia";16
"150797 Terra Santa";1
"150800 Tomé-Açu";2
"150803 Tracuateua";1
"150805 Trairão";1
"150808 Tucumã";9
"150810 Tucuruí";32
"150812 Ulianópolis";4
"150815 Uruará";3
"150820 Vigia";10
"150830 Viseu";6
"150840 Xinguara";4
"160020 Calçoene";5
"160027 Laranjal do Jari";4
"160030 Macapá";87
"160040 Mazagão";2
"160050 Oiapoque";8
"160015 Pedra Branca do Amapari";1
"160060 Santana";13
"160070 Tartarugalzinho";1
"160080 Vitória do Jari";1
"170030 Aguiarnópolis";1
"170035 Aliança do Tocantins";1
"170040 Almas";1
"170070 Alvorada";2
"170100 Ananás";1
"170190 Araguacema";1
"170210 Araguaína";24
"170215 Araguanã";1
"170220 Araguatins";4
"170255 Augustinópolis";2
"170290 Axixá do Tocantins";1
"170300 Babaçulândia";2
"170310 Barrolândia";1
"170320 Bernardo Sayão";1
"170389 Carrasco Bonito";1
"170460 Chapada de Areia";3
"170550 Colinas do Tocantins";2
"170600 Couto de Magalhães";1
"170700 Dianópolis";3
"170710 Divinópolis do Tocantins";1
"170740 Esperantina";1
"170765 Figueirópolis";1
"170825 Fortaleza do Tabocão";1
"170830 Goianorte";1
"170930 Guaraí";7
"170950 Gurupi";5
"170980 Ipueiras";1
"171190 Lagoa da Confusão";2
"171330 Miranorte";1
"171420 Natividade";3
"171525 Novo Jardim";1
"172100 Palmas";40
"171570 Palmeirante";1
"171380 Palmeiras do Tocantins";1
"171610 Paraíso do Tocantins";3
"171650 Pedro Afonso";1
"171660 Peixe";1
"171820 Porto Nacional";6
"171845 Pugmil";2
"171886 Santa Fé do Araguaia";1
"172010 São Bento do Tocantins";1
"172015 São Félix do Tocantins";1
"172020 São Miguel do Tocantins";1
"172080 Sítio Novo do Tocantins";1
"172090 Taguatinga";1
"172120 Tocantinópolis";5
"172208 Wanderlândia";1
"172210 Xambioá";1
"210005 Açailândia";16
"210015 Água Doce do Maranhão";1
"210020 Alcântara";1
"210030 Aldeias Altas";5
"210040 Altamira do Maranhão";2
"210043 Alto Alegre do Maranhão";8
"210055 Amapá do Maranhão";2
"210060 Amarante do Maranhão";1
"210080 Anapurus";1
"210083 Apicum-Açu";4
"210087 Araguanã";2
"210090 Araioses";1
"210100 Arari";5
"210110 Axixá";2
"210120 Bacabal";21
"210125 Bacabeira";3
"210130 Bacuri";5
"210135 Bacurituba";1
"210140 Balsas";11
"210150 Barão de Grajaú";3
"210160 Barra do Corda";25
"210170 Barreirinhas";5
"210190 Bequimão";1
"210203 Bom Jesus das Selvas";1
"210207 Bom Lugar";1
"210210 Brejo";3
"210232 Buriticupu";9
"210235 Buritirana";3
"210237 Cachoeira Grande";1
"210255 Campestre do Maranhão";1
"210260 Cândido Mendes";2
"210270 Cantanhede";3
"210280 Carolina";2
"210300 Caxias";25
"210310 Cedral";4
"210312 Central do Maranhão";1
"210317 Centro Novo do Maranhão";4
"210320 Chapadinha";3
"210325 Cidelândia";2
"210330 Codó";20
"210340 Coelho Neto";13
"210350 Colinas";4
"210355 Conceição do Lago-Açu";2
"210360 Coroatá";9
"210370 Cururupu";3
"210375 Davinópolis";2
"210380 Dom Pedro";3
"210390 Duque Bacelar";1
"210400 Esperantinópolis";1
"210405 Estreito";8
"210430 Godofredo Viana";2
"210450 Governador Archer";1
"210455 Governador Edison Lobão";2
"210460 Governador Eugênio Barros";1
"210462 Governador Luiz Rocha";2
"210467 Governador Nunes Freire";4
"210480 Grajaú";4
"210500 Humberto de Campos";4
"210510 Icatu";3
"210520 Igarapé Grande";1
"210530 Imperatriz";62
"210540 Itapecuru Mirim";4
"210542 Itinga do Maranhão";5
"210545 Jatobá";1
"210550 João Lisboa";2
"210560 Joselândia";1
"210570 Lago da Pedra";7
"210590 Lago Verde";9
"210620 Luís Domingues";1
"210630 Magalhães de Almeida";1
"210632 Maracaçumé";4
"210637 Maranhãozinho";1
"210650 Matinha";1
"210667 Milagres do Maranhão";1
"210670 Mirador";1
"210675 Miranda do Norte";9
"210700 Montes Altos";2
"210735 Nova Olinda do Maranhão";4
"210740 Olho d'Água das Cunhãs";1
"210750 Paço do Lumiar";21
"210770 Paraibano";1
"210780 Parnarama";1
"210800 Pastos Bons";1
"210805 Paulino Neves";2
"210820 Pedreiras";10
"210825 Pedro do Rosário";2
"210830 Penalva";1
"210845 Peritoró";8
"210850 Pindaré-Mirim";3
"210860 Pinheiro";17
"210870 Pio XII";6
"210880 Pirapemas";2
"210900 Porto Franco";3
"210905 Porto Rico do Maranhão";1
"210910 Presidente Dutra";5
"210927 Presidente Sarney";1
"210940 Primeira Cruz";2
"210945 Raposa";10
"210950 Riachão";1
"210955 Ribamar Fiquene";4
"210960 Rosário";5
"210990 Santa Inês";10
"211000 Santa Luzia";16
"211010 Santa Quitéria do Maranhão";4
"211023 Santana do Maranhão";1
"211050 São Bento";3
"211060 São Bernardo";3
"211070 São Domingos do Maranhão";5
"211085 São Francisco do Brejão";2
"211100 São João Batista";1
"211102 São João do Carú";1
"211105 São João do Paraíso";1
"211120 São José de Ribamar";47
"211130 São Luís";393
"211140 São Luís Gonzaga do Maranhão";4
"211150 São Mateus do Maranhão";8
"211160 São Raimundo das Mangabeiras";2
"211163 São Raimundo do Doca Bezerra";1
"211174 Senador Alexandre Costa";1
"211178 Serrano do Maranhão";1
"211180 Sítio Novo";2
"211190 Sucupira do Norte";2
"211200 Tasso Fragoso";1
"211210 Timbiras";2
"211220 Timon";24
"211230 Tuntum";1
"211240 Turiaçu";2
"211245 Turilândia";3
"211250 Tutóia";2
"211260 Urbano Santos";3
"211280 Viana";4
"211290 Vitória do Mearim";7
"211300 Vitorino Freire";8
"211400 Zé Doca";2
"220020 Água Branca";1
"220027 Alegrete do Piauí";1
"220040 Altos";7
"220060 Angical do Piauí";1
"220117 Barra D'Alcântara";1
"220120 Barras";3
"220140 Barro Duro";3
"220150 Batalha";6
"220209 Caldeirão Grande do Piauí";1
"220220 Campo Maior";5
"220260 Castelo do Piauí";1
"220271 Cocal de Telha";2
"220272 Cocal dos Alves";1
"220310 Cristino Castro";2
"220320 Curimatá";2
"220330 Demerval Lobão";3
"220340 Dom Expedito Lopes";1
"220350 Elesbão Veloso";1
"220370 Esperantina";3
"220390 Floriano";10
"220420 Francisco Santos";3
"220450 Guadalupe";5
"220465 Ilha Grande";1
"220480 Ipiranga do Piauí";1
"220520 Jaicós";2
"220545 Joca Marques";1
"220550 José de Freitas";3
"220555 Lagoa Alegre";1
"220580 Luzilândia";4
"220620 Miguel Alves";7
"220640 Monsenhor Gil";2
"220670 Nazaré do Piauí";1
"220675 Nossa Senhora de Nazaré";1
"220680 Nossa Senhora dos Remédios";1
"220700 Oeiras";3
"220750 Palmeirais";2
"220770 Parnaíba";11
"220777 Patos do Piauí";1
"220790 Pedro II";4
"220800 Picos";3
"220820 Pio IX";1
"220830 Piracuruca";2
"220840 Piripiri";10
"220880 Regeneração";1
"220940 Santo Antônio de Lisboa";2
"220950 Santo Inácio do Piauí";1
"220985 São João da Canabrava";1
"220987 São João da Fronteira";1
"220995 São João da Varjota";1
"221020 São José do Piauí";1
"221038 São Miguel da Baixa Grande";1
"221040 São Miguel do Tapuio";1
"221060 São Raimundo Nonato";3
"221100 Teresina";234
"221110 União";4
"221120 Uruçuí";2
"221130 Valença do Piauí";1
"230015 Acarape";2
"230020 Acaraú";3
"230040 Aiuaba";1
"230070 Alto Santo";1
"230075 Amontada";1
"230100 Aquiraz";5
"230110 Aracati";16
"230120 Aracoiaba";4
"230130 Araripe";1
"230160 Assaré";1
"230170 Aurora";1
"230185 Banabuiú";1
"230190 Barbalha";2
"230195 Barreira";1
"230210 Baturité";3
"230220 Beberibe";10
"230230 Bela Cruz";1
"230250 Brejo Santo";4
"230260 Camocim";6
"230270 Campos Sales";3
"230280 Canindé";6
"230290 Capistrano";1
"230300 Caridade";1
"230310 Cariré";3
"230320 Caririaçu";1
"230330 Cariús";2
"230350 Cascavel";12
"230360 Catarina";1
"230370 Caucaia";40
"230380 Cedro";4
"230390 Chaval";1
"230395 Chorozinho";3
"230400 Coreaú";3
"230410 Crateús";4
"230420 Crato";2
"230423 Croatá";4
"230425 Cruz";2
"230428 Eusébio";6
"230435 Forquilha";3
"230440 Fortaleza";619
"230445 Fortim";3
"230450 Frecheirinha";1
"230470 Granja";1
"230495 Guaiúba";1
"230500 Guaraciaba do Norte";2
"230520 Hidrolândia";1
"230523 Horizonte";7
"230530 Ibiapina";1
"230535 Icapuí";1
"230540 Icó";5
"230550 Iguatu";19
"230570 Ipaumirim";1
"230580 Ipu";1
"230590 Ipueiras";2
"230600 Iracema";1
"230610 Irauçuba";1
"230620 Itaiçaba";1
"230625 Itaitinga";9
"230640 Itapipoca";7
"230650 Itapiúna";1
"230655 Itarema";2
"230690 Jaguaribe";10
"230700 Jaguaruana";2
"230725 Jijoca de Jericoacoara";3
"230730 Juazeiro do Norte";26
"230760 Limoeiro do Norte";1
"230765 Maracanaú";42
"230770 Maranguape";9
"230810 Mauriti";2
"230820 Meruoca";1
"230830 Milagres";1
"230837 Miraíma";1
"230840 Missão Velha";1
"230860 Monsenhor Tabosa";2
"230870 Morada Nova";2
"230900 Mucambo";1
"230930 Nova Russas";3
"230940 Novo Oriente";1
"230945 Ocara";1
"230960 Pacajus";10
"230970 Pacatuba";2
"230980 Pacoti";3
"230990 Pacujá";2
"231000 Palhano";1
"231020 Paracuru";11
"231025 Paraipaba";2
"231030 Parambu";1
"231040 Paramoti";1
"231050 Pedra Branca";1
"231070 Pentecoste";5
"231080 Pereiro";2
"231085 Pindoretama";4
"231090 Piquet Carneiro";1
"231126 Quiterianópolis";1
"231130 Quixadá";10
"231140 Quixeramobim";1
"231150 Quixeré";1
"231160 Redenção";1
"231170 Reriutaba";1
"231180 Russas";11
"231220 Santa Quitéria";2
"231200 Santana do Acaraú";1
"231230 São Benedito";2
"231240 São Gonçalo do Amarante";5
"231260 São Luís do Curu";1
"231290 Sobral";20
"231300 Solonópole";1
"231310 Tabuleiro do Norte";6
"231320 Tamboril";1
"231330 Tauá";1
"231340 Tianguá";2
"231350 Trairi";3
"231355 Tururu";1
"231375 Umirim";1
"231380 Uruburetama";2
"231410 Viçosa do Ceará";5
"240020 Açu";3
"240030 Afonso Bezerra";1
"240050 Alexandria";1
"240080 Angicos";1
"240100 Apodi";1
"240110 Areia Branca";8
"240145 Baraúna";2
"240200 Caicó";1
"240210 Campo Redondo";2
"240220 Canguaretama";3
"240230 Caraúbas";2
"240260 Ceará-Mirim";3
"240310 Currais Novos";1
"240410 Galinhos";1
"240420 Goianinha";4
"240430 Governador Dix-Sept Rosado";2
"240440 Grossos";3
"240450 Guamaré";1
"240500 Jaçanã";1
"240530 Januário Cicco";1
"240560 Jardim de Piranhas";2
"240580 João Câmara";2
"240660 Lagoa Salgada";1
"240670 Lajes";1
"240710 Macaíba";13
"240720 Macau";5
"240740 Martins";3
"240750 Maxaranguape";1
"240800 Mossoró";49
"240810 Natal";162
"240820 Nísia Floresta";4
"240830 Nova Cruz";5
"240890 Parelhas";1
"240325 Parnamirim";28
"240910 Passa e Fica";1
"240930 Patu";5
"240940 Pau dos Ferros";1
"240980 Pedro Velho";2
"240990 Pendências";2
"241050 Rafael Fernandes";1
"240895 Rio do Fogo";1
"241100 Rodolfo Fernandes";1
"241120 Santa Cruz";3
"241150 Santo Antônio";3
"241200 São Gonçalo do Amarante";8
"241220 São José de Mipibu";1
"241260 São Paulo do Potengi";1
"241280 São Rafael";2
"241335 Serra do Mel";1
"241400 Tangará";1
"241410 Tenente Ananias";1
"241420 Tibau do Sul";1
"241445 Triunfo Potiguar";2
"241480 Vera Cruz";1
"240000 Município ignorado - RN";1
"250010 Água Branca";1
"250030 Alagoa Grande";4
"250050 Alagoinha";1
"250060 Alhandra";2
"250080 Araçagi";3
"250130 Aroeiras";1
"250140 Baía da Traição";4
"250160 Barra de Santa Rosa";1
"250157 Barra de Santana";1
"250180 Bayeux";25
"250190 Belém";4
"250215 Boa Vista";1
"250240 Bonito de Santa Fé";1
"250280 Brejo do Cruz";1
"250300 Caaporã";4
"250320 Cabedelo";7
"250370 Cajazeiras";7
"250400 Campina Grande";47
"251640 Campo de Santana";3
"250403 Capim";2
"250420 Catingueira";1
"250430 Catolé do Rocha";2
"250460 Conde";5
"250480 Coremas";1
"250490 Cruz do Espírito Santo";1
"250570 Dona Inês";2
"250580 Duas Estradas";1
"250600 Esperança";1
"250610 Fagundes";2
"250630 Guarabira";3
"250640 Gurinhém";1
"250680 Ingá";3
"250690 Itabaiana";3
"250710 Itapororoca";2
"250720 Itatuba";2
"250730 Jacaraú";1
"250750 João Pessoa";161
"250780 Junco do Seridó";1
"250790 Juripiranga";4
"250830 Lagoa Seca";1
"250860 Lucena";2
"250890 Mamanguape";6
"250900 Manaíra";1
"250905 Marcação";1
"250910 Mari";8
"250930 Mataraca";2
"250970 Monteiro";1
"250980 Mulungu";3
"251000 Nazarezinho";3
"251010 Nova Floresta";1
"251020 Nova Olinda";2
"251080 Patos";8
"251090 Paulista";2
"251120 Pedras de Fogo";4
"251150 Pilar";3
"251180 Pirpirituba";3
"251190 Pitimbu";6
"251230 Princesa Isabel";1
"251250 Queimadas";2
"251275 Riachão do Bacamarte";1
"251276 Riachão do Poço";1
"251290 Rio Tinto";2
"251310 Salgado de São Félix";1
"251370 Santa Rita";19
"251390 São Bento";2
"251450 São José de Piranhas";1
"251470 São José do Sabugi";1
"251500 São Miguel de Taipu";1
"251530 Sapé";11
"251550 Serra Branca";2
"251560 Serra da Raiz";1
"251600 Solânea";1
"251610 Soledade";4
"251615 Sossêgo";3
"251620 Sousa";3
"251630 Sumé";2
"251650 Taperoá";1
"251700 Umbuzeiro";1
"251710 Várzea";1
"251720 Vieirópolis";1
"260005 Abreu e Lima";23
"260020 Afrânio";1
"260030 Agrestina";1
"260040 Água Preta";3
"260050 Águas Belas";7
"260070 Aliança";5
"260080 Altinho";1
"260090 Amaraji";3
"260100 Angelim";1
"260105 Araçoiaba";1
"260110 Araripina";3
"260120 Arcoverde";6
"260130 Barra de Guabiraba";1
"260140 Barreiros";14
"260160 Belém de São Francisco";2
"260170 Belo Jardim";10
"260180 Betânia";2
"260190 Bezerros";6
"260210 Bom Conselho";1
"260220 Bom Jardim";6
"260230 Bonito";6
"260260 Brejo da Madre de Deus";3
"260280 Buíque";3
"260290 Cabo de Santo Agostinho";70
"260300 Cabrobó";2
"260310 Cachoeirinha";1
"260345 Camaragibe";19
"260350 Camocim de São Félix";3
"260390 Carnaíba";1
"260400 Carpina";15
"260410 Caruaru";55
"260420 Catende";3
"260440 Chã de Alegria";1
"260450 Chã Grande";1
"260460 Condado";8
"260480 Cortês";1
"260490 Cumaru";2
"260500 Cupira";1
"260510 Custódia";1
"260520 Escada";14
"260530 Exu";1
"260540 Feira Nova";2
"260570 Floresta";3
"260590 Gameleira";1
"260600 Garanhuns";20
"260620 Goiana";23
"260640 Gravatá";10
"260650 Iati";1
"260660 Ibimirim";2
"260670 Ibirajuba";2
"260680 Igarassu";31
"260760 Ilha de Itamaracá";8
"260700 Inajá";1
"260720 Ipojuca";30
"260730 Ipubi";1
"260765 Itambé";6
"260770 Itapetim";1
"260775 Itapissuma";4
"260780 Itaquitinga";5
"260790 Jaboatão dos Guararapes";233
"260795 Jaqueira";5
"260800 Jataúba";1
"260820 Joaquim Nabuco";2
"260825 Jucati";1
"260840 Jurema";3
"260845 Lagoa do Carro";2
"260850 Lagoa do Itaenga";3
"260870 Lagoa dos Gatos";2
"260875 Lagoa Grande";1
"260880 Lajedo";4
"260890 Limoeiro";8
"260900 Macaparana";1
"260940 Moreno";11
"260950 Nazaré da Mata";4
"260960 Olinda";120
"260970 Orobó";2
"260990 Ouricuri";5
"261000 Palmares";7
"261010 Palmeirina";1
"261040 Parnamirim";1
"261060 Paudalho";5
"261070 Paulista";102
"261080 Pedra";2
"261090 Pesqueira";2
"261100 Petrolândia";1
"261110 Petrolina";53
"261130 Pombos";3
"261140 Primavera";4
"261153 Quixaba";2
"261160 Recife";630
"261170 Riacho das Almas";2
"261180 Ribeirão";10
"261190 Rio Formoso";5
"261220 Salgueiro";5
"261240 Sanharó";1
"261250 Santa Cruz do Capibaribe";9
"261260 Santa Maria da Boa Vista";3
"261300 São Bento do Una";2
"261310 São Caitano";7
"261330 São Joaquim do Monte";1
"261340 São José da Coroa Grande";3
"261350 São José do Belmonte";3
"261360 São José do Egito";4
"261370 São Lourenço da Mata";18
"261380 São Vicente Ferrer";3
"261390 Serra Talhada";8
"261400 Serrita";4
"261410 Sertânia";6
"261420 Sirinhaém";8
"261450 Surubim";7
"261460 Tabira";4
"261485 Tamandaré";4
"261500 Taquaritinga do Norte";4
"261530 Timbaúba";5
"261540 Toritama";1
"261550 Tracunhaém";1
"261560 Trindade";1
"261590 Tuparetama";1
"261600 Venturosa";3
"261620 Vertentes";4
"261630 Vicência";2
"261640 Vitória de Santo Antão";17
"261650 Xexéu";2
"270030 Arapiraca";20
"270040 Atalaia";2
"270050 Barra de Santo Antônio";3
"270080 Belém";1
"270100 Boca da Mata";1
"270110 Branquinha";1
"270130 Cajueiro";1
"270170 Capela";1
"270210 Colônia Leopoldina";2
"270230 Coruripe";3
"270240 Delmiro Gouveia";5
"270280 Flexeiras";1
"270320 Igreja Nova";1
"270360 Japaratinga";1
"270380 Joaquim Gomes";3
"270400 Junqueiro";2
"270420 Limoeiro de Anadia";1
"270430 Maceió";241
"270440 Major Isidoro";1
"270450 Maragogi";3
"270470 Marechal Deodoro";10
"270510 Matriz de Camaragibe";3
"270540 Monteirópolis";1
"270550 Murici";7
"270560 Novo Lino";2
"270600 Olivença";1
"270610 Ouro Branco";1
"270630 Palmeira dos Índios";1
"270640 Pão de Açúcar";1
"270670 Penedo";6
"270680 Piaçabuçu";2
"270690 Pilar";4
"270730 Porto Calvo";5
"270740 Porto de Pedras";1
"270770 Rio Largo";7
"270800 Santana do Ipanema";1
"270840 São José da Tapera";2
"270850 São Luís do Quitunde";2
"270860 São Miguel dos Campos";11
"270880 São Sebastião";3
"270890 Satuba";1
"270910 Taquarana";2
"270915 Teotônio Vilela";3
"270930 União dos Palmares";5
"280020 Aquidabã";1
"280030 Aracaju";123
"280050 Areia Branca";2
"280060 Barra dos Coqueiros";3
"280067 Boquim";4
"280070 Brejo Grande";1
"280100 Campo do Brito";3
"280120 Canindé de São Francisco";3
"280130 Capela";4
"280150 Carmópolis";1
"280160 Cedro de São João";2
"280170 Cristinápolis";3
"280210 Estância";9
"280220 Feira Nova";1
"280230 Frei Paulo";2
"280250 General Maynard";1
"280270 Ilha das Flores";2
"280280 Indiaroba";2
"280290 Itabaiana";16
"280300 Itabaianinha";2
"280320 Itaporanga d'Ajuda";3
"280350 Lagarto";9
"280360 Laranjeiras";1
"280390 Malhador";1
"280400 Maruim";1
"280410 Moita Bonita";1
"280440 Neópolis";2
"280450 Nossa Senhora da Glória";3
"280460 Nossa Senhora das Dores";5
"280480 Nossa Senhora do Socorro";26
"280510 Pedrinhas";1
"280540 Poço Redondo";1
"280550 Poço Verde";5
"280560 Porto da Folha";2
"280570 Propriá";6
"280590 Riachuelo";2
"280600 Ribeirópolis";1
"280620 Salgado";1
"280630 Santa Luzia do Itanhy";2
"280640 Santana do São Francisco";2
"280660 Santo Amaro das Brotas";1
"280670 São Cristóvão";7
"280690 São Francisco";1
"280710 Simão Dias";2
"280720 Siriri";2
"280730 Telha";1
"280740 Tobias Barreto";3
"280760 Umbaúba";2
"280000 Município ignorado - SE";1
"290010 Abaíra";1
"290030 Acajutiba";1
"290035 Adustina";1
"290070 Alagoinhas";13
"290080 Alcobaça";1
"290100 Amargosa";1
"290110 Amélia Rodrigues";1
"290120 Anagé";1
"290130 Andaraí";1
"290135 Andorinha";1
"290140 Angical";1
"290170 Antônio Cardoso";1
"290205 Araças";1
"290200 Aracatu";2
"290210 Araci";1
"290220 Aramari";2
"290225 Arataca";1
"290230 Aratuípe";1
"290265 Banzaê";1
"290290 Barra do Choça";2
"290320 Barreiras";14
"290340 Belmonte";8
"290350 Belo Campo";3
"290390 Bom Jesus da Lapa";9
"290405 Bonito";1
"290410 Boquira";1
"290430 Brejões";2
"290460 Brumado";4
"290490 Cachoeira";5
"290500 Caculé";3
"290520 Caetité";1
"290530 Cafarnaum";1
"290540 Cairu";3
"290560 Camacan";2
"290570 Camaçari";34
"290580 Camamu";1
"290590 Campo Alegre de Lourdes";2
"290600 Campo Formoso";1
"290630 Canavieiras";3
"290650 Candeias";18
"290660 Candiba";1
"290670 Cândido Sales";3
"290680 Cansanção";3
"290685 Capela do Alto Alegre";4
"290687 Capim Grosso";5
"290720 Casa Nova";2
"290750 Catu";3
"290760 Central";1
"290780 Cícero Dantas";3
"290790 Cipó";5
"290800 Coaraci";1
"290820 Conceição da Feira";1
"290840 Conceição do Coité";7
"290850 Conceição do Jacuípe";1
"290860 Conde";3
"290930 Correntina";2
"290980 Cruz das Almas";4
"290990 Curaçá";1
"291000 Dário Meira";1
"291005 Dias d'Ávila";12
"291020 Dom Macedo Costa";1
"291050 Entre Rios";3
"291070 Euclides da Cunha";6
"291072 Eunápolis";30
"291075 Fátima";1
"291080 Feira de Santana";88
"291085 Filadélfia";1
"291110 Formosa do Rio Preto";1
"291120 Gandu";4
"291125 Gavião";1
"291170 Guanambi";9
"291190 Iaçu";5
"291210 Ibicaraí";2
"291220 Ibicoara";2
"291230 Ibicuí";1
"291240 Ibipeba";2
"291280 Ibirapuã";2
"291290 Ibirataia";3
"291300 Ibitiara";4
"291320 Ibotirama";1
"291360 Ilhéus";30
"291370 Inhambupe";1
"291390 Ipiaú";7
"291400 Ipirá";7
"291450 Irará";3
"291460 Irecê";8
"291465 Itabela";4
"291470 Itaberaba";12
"291480 Itabuna";38
"291510 Itagi";1
"291530 Itagimirim";6
"291560 Itamaraju";18
"291580 Itambé";4
"291610 Itaparica";2
"291620 Itapé";3
"291630 Itapebi";1
"291640 Itapetinga";14
"291670 Itaquara";1
"291700 Itiúba";2
"291730 Ituberá";1
"291750 Jacobina";7
"291760 Jaguaquara";3
"291770 Jaguarari";2
"291780 Jaguaripe";2
"291800 Jequié";16
"291840 Juazeiro";34
"291845 Jucuruçu";1
"291855 Jussari";1
"291910 Lamarão";1
"291920 Lauro de Freitas";33
"291955 Luís Eduardo Magalhães";9
"291980 Macaúbas";1
"291992 Madre de Deus";7
"292010 Mairi";2
"292040 Manoel Vitorino";1
"292050 Maracás";1
"292060 Maragogipe";3
"292090 Mascote";2
"292100 Mata de São João";3
"292110 Medeiros Neto";3
"292145 Mirante";1
"292170 Morro do Chapéu";1
"292200 Mucuri";3
"292210 Mundo Novo";1
"292220 Muniz Ferreira";1
"292230 Muritiba";5
"292250 Nazaré";3
