"Município (Res)";"Freqüência"
"210980 Santa Helena";4
"210990 Santa Inês";2
"211000 Santa Luzia";1
"211003 Santa Luzia do Paruá";1
"211020 Santa Rita";1
"211050 São Bento";1
"211070 São Domingos do Maranhão";1
"211085 São Francisco do Brejão";1
"211110 São João dos Patos";2
"211120 São José de Ribamar";6
"211130 São Luís";105
"211140 São Luís Gonzaga do Maranhão";1
"211150 São Mateus do Maranhão";2
"211174 Senador Alexandre Costa";1
"211178 Serrano do Maranhão";1
"211190 Sucupira do Norte";2
"211200 Tasso Fragoso";1
"211220 Timon";14
"211223 Trizidela do Vale";1
"211230 Tuntum";1
"211290 Vitória do Mearim";4
"211300 Vitorino Freire";1
"211400 Zé Doca";1
"220030 Alto Longá";1
"220040 Altos";1
"220070 Anísio de Abreu";2
"220150 Batalha";1
"220180 Bocaina";1
"220209 Caldeirão Grande do Piauí";1
"220220 Campo Maior";5
"220230 Canto do Buriti";1
"220350 Elesbão Veloso";1
"220370 Esperantina";1
"220390 Floriano";1
"220450 Guadalupe";1
"220465 Ilha Grande";1
"220550 José de Freitas";2
"220600 Marcos Parente";2
"220690 Novo Oriente do Piauí";1
"220700 Oeiras";4
"220770 Parnaíba";6
"220790 Pedro II";2
"220800 Picos";1
"220810 Pimenteiras";2
"220840 Piripiri";3
"221000 São João do Piauí";2
"221030 São Julião";1
"221040 São Miguel do Tapuio";2
"221070 Simões";1
"221100 Teresina";58
"221110 União";1
"221140 Várzea Grande";1
"230020 Acaraú";2
"230030 Acopiara";1
"230070 Alto Santo";1
"230075 Amontada";1
"230090 Apuiarés";1
"230100 Aquiraz";1
"230110 Aracati";5
"230130 Araripe";1
"230140 Aratuba";1
"230150 Arneiroz";1
"230220 Beberibe";2
"230250 Brejo Santo";1
"230260 Camocim";2
"230270 Campos Sales";2
"230280 Canindé";3
"230320 Caririaçu";2
"230330 Cariús";1
"230340 Carnaubal";1
"230350 Cascavel";3
"230370 Caucaia";26
"230390 Chaval";1
"230410 Crateús";1
"230420 Crato";1
"230425 Cruz";1
"230435 Forquilha";1
"230440 Fortaleza";343
"230445 Fortim";3
"230470 Granja";1
"230490 Groaíras";2
"230495 Guaiúba";1
"230500 Guaraciaba do Norte";5
"230520 Hidrolândia";1
"230523 Horizonte";1
"230530 Ibiapina";1
"230540 Icó";2
"230550 Iguatu";8
"230590 Ipueiras";3
"230625 Itaitinga";2
"230630 Itapagé";1
"230640 Itapipoca";2
"230655 Itarema";1
"230690 Jaguaribe";1
"230720 Jati";1
"230725 Jijoca de Jericoacoara";1
"230730 Juazeiro do Norte";6
"230760 Limoeiro do Norte";3
"230765 Maracanaú";14
"230770 Maranguape";1
"230780 Marco";1
"230810 Mauriti";1
"230820 Meruoca";1
"230840 Missão Velha";2
"230850 Mombaça";1
"230860 Monsenhor Tabosa";1
"230870 Morada Nova";3
"230890 Morrinhos";1
"230900 Mucambo";2
"230910 Mulungu";1
"230930 Nova Russas";1
"230940 Novo Oriente";2
"230950 Orós";2
"230960 Pacajus";2
"230970 Pacatuba";1
"231010 Palmácia";1
"231020 Paracuru";1
"231025 Paraipaba";1
"231070 Pentecoste";1
"231080 Pereiro";1
"231130 Quixadá";2
"231160 Redenção";2
"231170 Reriutaba";4
"231180 Russas";2
"231220 Santa Quitéria";1
"231200 Santana do Acaraú";1
"231230 São Benedito";2
"231290 Sobral";13
"231300 Solonópole";1
"231310 Tabuleiro do Norte";6
"231340 Tianguá";3
"231350 Trairi";2
"231360 Ubajara";2
"231395 Varjota";2
"231410 Viçosa do Ceará";1
"230000 Município ignorado - CE";1
"240010 Acari";1
"240020 Açu";1
"240110 Areia Branca";1
"240200 Caicó";1
"240310 Currais Novos";3
"240360 Extremoz";3
"240420 Goianinha";1
"240440 Grossos";1
"240570 Jardim do Seridó";1
"240580 João Câmara";1
"240710 Macaíba";2
"240770 Montanhas";1
"240800 Mossoró";16
"240810 Natal";70
"240830 Nova Cruz";1
"240325 Parnamirim";6
"240940 Pau dos Ferros";1
"240980 Pedro Velho";2
"241040 Pureza";1
"241150 Santo Antônio";1
"241200 São Gonçalo do Amarante";2
"241220 São José de Mipibu";3
"241230 São José do Campestre";1
"241250 São Miguel";1
"241400 Tangará";1
"241440 Touros";1
"241450 Umarizal";1
"241470 Várzea";1
"250030 Alagoa Grande";1
"250040 Alagoa Nova";1
"250050 Alagoinha";1
"250060 Alhandra";3
"250077 Aparecida";1
"250090 Arara";1
"250100 Araruna";2
"250150 Bananeiras";1
"250180 Bayeux";14
"250190 Belém";1
"250250 Boqueirão";1
"250270 Borborema";1
"250310 Cabaceiras";1
"250320 Cabedelo";7
"250350 Cacimba de Dentro";2
"250370 Cajazeiras";1
"250400 Campina Grande";48
"250430 Catolé do Rocha";1
"250510 Cuité";1
"250570 Dona Inês";2
"250640 Gurinhém";2
"250260 Igaracy";1
"250690 Itabaiana";4
"250700 Itaporanga";1
"250750 João Pessoa";78
"250790 Juripiranga";2
"250830 Lagoa Seca";3
"250860 Lucena";1
"250890 Mamanguape";3
"250900 Manaíra";1
"250910 Mari";2
"250970 Monteiro";1
"250980 Mulungu";2
"251030 Nova Palmeira";1
"251060 Ouro Velho";1
"251080 Patos";1
"251120 Pedras de Fogo";2
"251200 Pocinhos";2
"251210 Pombal";1
"251240 Puxinanã";2
"251250 Queimadas";3
"251290 Rio Tinto";1
"251320 Santa Cruz";1
"251370 Santa Rita";11
"251380 Santa Teresinha";1
"251390 São Bento";3
"251530 Sapé";2
"251580 Serra Redonda";6
"251600 Solânea";2
"251610 Soledade";1
"251620 Sousa";2
"251630 Sumé";1
"251670 Teixeira";1
"251680 Triunfo";2
"251690 Uiraúna";1
"251700 Umbuzeiro";1
"260005 Abreu e Lima";7
"260010 Afogados da Ingazeira";1
"260020 Afrânio";1
"260100 Angelim";1
"260110 Araripina";1
"260120 Arcoverde";4
"260140 Barreiros";2
"260170 Belo Jardim";7
"260220 Bom Jardim";2
"260230 Bonito";1
"260240 Brejão";1
"260260 Brejo da Madre de Deus";2
"260280 Buíque";2
"260290 Cabo de Santo Agostinho";25
"260310 Cachoeirinha";2
"260345 Camaragibe";13
"260400 Carpina";3
"260410 Caruaru";18
"260460 Condado";1
"260500 Cupira";2
"260510 Custódia";1
"260520 Escada";1
"260530 Exu";1
"260540 Feira Nova";1
"260560 Flores";1
"260590 Gameleira";2
"260600 Garanhuns";9
"260610 Glória do Goitá";3
"260620 Goiana";5
"260640 Gravatá";1
"260650 Iati";1
"260680 Igarassu";5
"260690 Iguaraci";1
"260760 Ilha de Itamaracá";2
"260720 Ipojuca";2
"260765 Itambé";3
"260770 Itapetim";1
"260775 Itapissuma";2
"260790 Jaboatão dos Guararapes";89
"260810 João Alfredo";1
"260850 Lagoa do Itaenga";2
"260880 Lajedo";2
"260890 Limoeiro";2
"260910 Machados";1
"260960 Olinda";62
"260970 Orobó";1
"261000 Palmares";2
"261020 Panelas";2
"261050 Passira";1
"261060 Paudalho";3
"261070 Paulista";29
"261080 Pedra";1
"261100 Petrolândia";1
"261110 Petrolina";10
"261130 Pombos";1
"261160 Recife";275
"261220 Salgueiro";1
"261250 Santa Cruz do Capibaribe";4
"261300 São Bento do Una";1
"261310 São Caitano";3
"261360 São José do Egito";1
"261370 São Lourenço da Mata";3
"261380 São Vicente Ferrer";2
"261400 Serrita";1
"261410 Sertânia";2
"261420 Sirinhaém";1
"261485 Tamandaré";1
"261500 Taquaritinga do Norte";1
"261540 Toritama";1
"261560 Trindade";1
"261580 Tupanatinga";1
"261590 Tuparetama";1
"261630 Vicência";1
"261640 Vitória de Santo Antão";5
"261650 Xexéu";1
"270030 Arapiraca";9
"270080 Belém";1
"270120 Cacimbinhas";1
"270140 Campo Alegre";1
"270160 Canapi";1
"270210 Colônia Leopoldina";1
"270235 Craíbas";2
"270240 Delmiro Gouveia";2
"270250 Dois Riachos";1
"270290 Girau do Ponciano";2
"270300 Ibateguara";1
"270310 Igaci";1
"270380 Joaquim Gomes";1
"270430 Maceió";83
"270570 Olho d'Água das Flores";1
"270580 Olho d'Água do Casado";1
"270630 Palmeira dos Índios";4
"270650 Passo de Camaragibe";2
"270670 Penedo";1
"270690 Pilar";1
"270710 Piranhas";1
"270760 Quebrangulo";1
"270770 Rio Largo";3
"270790 Santa Luzia do Norte";1
"270840 São José da Tapera";3
"270850 São Luís do Quitunde";3
"270930 União dos Palmares";1
"280020 Aquidabã";1
"280030 Aracaju";44
"280060 Barra dos Coqueiros";1
"280067 Boquim";2
"280100 Campo do Brito";2
"280120 Canindé de São Francisco";1
"280130 Capela";3
"280190 Cumbe";1
"280210 Estância";1
"280290 Itabaiana";4
"280320 Itaporanga d'Ajuda";3
"280350 Lagarto";4
"280390 Malhador";2
"280400 Maruim";1
"280420 Monte Alegre de Sergipe";1
"280440 Neópolis";1
"280445 Nossa Senhora Aparecida";2
"280450 Nossa Senhora da Glória";2
"280460 Nossa Senhora das Dores";1
"280480 Nossa Senhora do Socorro";10
"280510 Pedrinhas";2
"280570 Propriá";1
"280600 Ribeirópolis";2
"280620 Salgado";1
"280630 Santa Luzia do Itanhy";1
"280670 São Cristóvão";5
"280680 São Domingos";1
"280710 Simão Dias";4
"280740 Tobias Barreto";1
"280760 Umbaúba";1
"290010 Abaíra";2
"290080 Alcobaça";1
"290270 Barra";1
"290290 Barra do Choça";2
"290310 Barra do Rocha";1
"290320 Barreiras";1
"290350 Belo Campo";1
"290390 Bom Jesus da Lapa";1
"290395 Bom Jesus da Serra";1
"290440 Brejolândia";1
"290460 Brumado";3
"290485 Cabaceiras do Paraguaçu";1
"290490 Cachoeira";2
"290540 Cairu";2
"290560 Camacan";2
"290570 Camaçari";7
"290600 Campo Formoso";1
"290650 Candeias";2
"290670 Cândido Sales";5
"290689 Caraíbas";1
"290750 Catu";3
"290755 Caturama";1
"290810 Cocos";1
"290840 Conceição do Coité";4
"290960 Crisópolis";1
"290980 Cruz das Almas";1
"291010 Dom Basílio";1
"291050 Entre Rios";2
"291070 Euclides da Cunha";1
"291072 Eunápolis";7
"291080 Feira de Santana";37
"291160 Governador Mangabeira";1
"291170 Guanambi";3
"291210 Ibicaraí";1
"291230 Ibicuí";2
"291350 Iguaí";1
"291360 Ilhéus";20
"291390 Ipiaú";1
"291430 Iramaia";1
"291450 Irará";3
"291465 Itabela";1
"291470 Itaberaba";3
"291480 Itabuna";16
"291490 Itacaré";1
"291560 Itamaraju";2
"291580 Itambé";1
"291610 Itaparica";1
"291620 Itapé";1
"291640 Itapetinga";2
"291680 Itarantim";1
"291760 Jaguaquara";2
"291800 Jequié";5
"291810 Jeremoabo";1
"291840 Juazeiro";16
"291855 Jussari";1
"291920 Lauro de Freitas";7
"291940 Licínio de Almeida";1
"291992 Madre de Deus";2
"292040 Manoel Vitorino";1
"292070 Maraú";1
"292100 Mata de São João";1
"292130 Milagres";1
"292170 Morro do Chapéu";1
"292230 Muritiba";1
"292250 Nazaré";2
"292270 Nova Canaã";1
"292380 Paripiranga";1
"292400 Paulo Afonso";5
"292510 Poções";2
"292530 Porto Seguro";11
"292575 Presidente Tancredo Neves";1
"292580 Queimadas";2
"292595 Rafael Jambeiro";2
"292630 Riachão do Jacuípe";2
"292665 Ribeirão do Largo";1
"292720 Ruy Barbosa";1
"292740 Salvador";362
"292750 Santa Bárbara";1
"292840 Santa Rita de Cássia";1
"292800 Santaluz";3
"292860 Santo Amaro";2
"292870 Santo Antônio de Jesus";1
"292880 Santo Estêvão";1
"293020 Sento Sé";1
"293050 Serrinha";2
"293070 Simões Filho";3
"293135 Teixeira de Freitas";4
"293160 Teolândia";1
"293190 Tucano";1
"293220 Ubaitaba";2
"293250 Una";1
"293290 Valença";4
"293330 Vitória da Conquista";25
"310010 Abadia dos Dourados";1
"310050 Açucena";1
"310080 Aguanil";2
"310090 Águas Formosas";2
"310150 Além Paraíba";7
"310160 Alfenas";6
"310170 Almenara";1
"310260 Andradas";1
"310280 Andrelândia";2
"310340 Araçuaí";2
"310350 Araguari";23
"310400 Araxá";6
"310410 Arceburgo";1
"310420 Arcos";1
"310430 Areado";3
"310490 Baependi";2
"310540 Barão de Cocais";1
"310560 Barbacena";2
"310590 Barroso";2
"310620 Belo Horizonte";368
"310630 Belo Oriente";1
"310670 Betim";58
"310710 Boa Esperança";2
"310730 Bocaiúva";3
"310740 Bom Despacho";1
"310750 Bom Jardim de Minas";1
"310830 Borda da Mata";3
"310870 Brás Pires";1
"310860 Brasília de Minas";4
"310890 Brasópolis";1
"310900 Brumadinho";2
"310930 Buritis";1
"310940 Buritizeiro";3
"310970 Cachoeira de Minas";1
"310990 Caetanópolis";1
"311050 Camanducaia";1
"311060 Cambuí";1
"311110 Campina Verde";2
"311120 Campo Belo";2
"311140 Campo Florido";2
"311160 Campos Gerais";1
"311200 Candeias";1
"311260 Capinópolis";2
"311280 Capitólio";1
"311340 Caratinga";7
"311400 Carmo da Mata";1
"311430 Carmo do Paranaíba";2
"311440 Carmo do Rio Claro";1
"311480 Carvalhos";1
"311510 Cássia";1
"311530 Cataguases";3
"311535 Catas Altas";1
"311610 Chapada do Norte";2
"311620 Chiador";1
"311650 Claro dos Poções";2
"311660 Cláudio";2
"311520 Conceição da Barra de Minas";1
"311770 Conceição do Rio Verde";1
"311780 Conceição dos Ouros";1
"311800 Congonhas";5
"311820 Conquista";1
"311830 Conselheiro Lafaiete";5
"311840 Conselheiro Pena";4
"311860 Contagem";82
"311940 Coronel Fabriciano";12
"311950 Coronel Murta";1
"311960 Coronel Pacheco";1
"312040 Cristiano Otoni";2
"312090 Curvelo";3
"312110 Delfim Moreira";1
"312125 Delta";1
"312200 Divino";1
"312230 Divinópolis";20
"312310 Dores de Guanhães";1
"312330 Dores do Turvo";1
"312360 Elói Mendes";2
"312370 Engenheiro Caldas";1
"312410 Esmeraldas";2
"312420 Espera Feliz";2
"312430 Espinosa";1
"312490 Eugenópolis";2
"312510 Extrema";7
"312580 Fernandes Tourinho";1
"312610 Formiga";1
"312630 Fortaleza de Minas";1
"312680 Frei Gaspar";2
"312700 Fronteira";3
"312710 Frutal";9
"312760 Gouveia";2
"312770 Governador Valadares";39
"312820 Guaraciaba";1
"312830 Guaranésia";1
"312840 Guarani";1
"312870 Guaxupé";6
"312910 Gurinhatã";2
"312950 Ibiá";4
"312980 Ibirité";12
"313010 Igarapé";3
"313020 Igaratinga";1
"313030 Iguatama";1
"313090 Inhapim";1
"313115 Ipaba";1
"313130 Ipatinga";31
"313170 Itabira";14
"313190 Itabirito";3
"313230 Itaipé";1
"313240 Itajubá";12
"313270 Itambacuri";1
"313290 Itamogi";1
"313310 Itanhandu";1
"313320 Itanhomi";1
"313330 Itaobim";1
"313350 Itapecerica";2
"313380 Itaúna";6
"313420 Ituiutaba";15
"313440 Iturama";2
"313470 Jacinto";1
"313510 Janaúba";2
"313520 Januária";2
"313580 Jequitinhonha";1
"313620 João Monlevade";6
"313630 João Pinheiro";1
"313670 Juiz de Fora";157
"313700 Ladainha";1
"313710 Lagamar";1
"313720 Lagoa da Prata";1
"313730 Lagoa dos Patos";2
"313753 Lagoa Grande";1
"313760 Lagoa Santa";2
"313770 Lajinha";1
"313780 Lambari";1
"313820 Lavras";8
"313840 Leopoldina";4
"313865 Lontra";2
"313870 Luminárias";1
"313900 Machado";5
"313940 Manhuaçu";5
"313950 Manhumirim";1
"313980 Mar de Espanha";2
"313990 Maria da Fé";2
"314000 Mariana";1
"317150 Mathias Lobato";2
"314080 Matias Barbosa";5
"314110 Matozinhos";1
"314150 Mendes Pimentel";1
"314220 Miraí";1
"314240 Moema";1
"314280 Monte Alegre de Minas";1
"314310 Monte Carmelo";1
"314320 Monte Santo de Minas";3
"314340 Monte Sião";1
"314330 Montes Claros";16
"314380 Munhoz";1
"314390 Muriaé";10
"314420 Nacip Raydan";1
"314430 Nanuque";2
"314435 Naque";1
"314440 Natércia";1
"314450 Nazareno";2
"314460 Nepomuceno";1
"314480 Nova Lima";2
"314510 Nova Resende";2
"314520 Nova Serrana";2
"314535 Novo Oriente de Minas";3
"314560 Oliveira";3
"314580 Onça de Pitangui";1
"314590 Ouro Branco";4
"314600 Ouro Fino";1
"314675 Palmópolis";1
"314710 Pará de Minas";4
"314700 Paracatu";7
"314730 Paraisópolis";2
"314740 Paraopeba";1
"314790 Passos";18
"314800 Patos de Minas";12
"314830 Paula Cândido";1
"314840 Paulistas";1
"314860 Peçanha";1
"314930 Pedro Leopoldo";6
"314980 Perdizes";1
"314995 Periquito";1
"315000 Pescador";1
"315020 Piedade de Ponte Nova";1
"315030 Piedade do Rio Grande";2
"315100 Piranguinho";3
"315120 Pirapora";5
"315150 Piumhi";1
"315180 Poços de Caldas";19
"315210 Ponte Nova";6
"315220 Porteirinha";2
"315230 Porto Firme";1
"315250 Pouso Alegre";19
"315410 Recreio";2
"315420 Resende Costa";2
"315460 Ribeirão das Neves";27
"315520 Rio Espera";2
"315580 Rio Pomba";2
"315630 Rodeiro";1
"315670 Sabará";14
"315690 Sacramento";3
"315720 Santa Bárbara";1
"315770 Santa Juliana";1
"315780 Santa Luzia";15
"315820 Santa Maria do Suaçuí";2
"315950 Santa Rita do Itueto";1
"315960 Santa Rita do Sapucaí";1
"315980 Santa Vitória";1
"315850 Santana de Pirapama";1
"315860 Santana do Deserto";1
"315895 Santana do Paraíso";2
"316070 Santos Dumont";12
"316100 São Domingos do Prata";1
"316105 São Félix de Minas";1
"316150 São Geraldo";1
"316210 São Gotardo";5
"316250 São João del Rei";13
"316290 São João Nepomuceno";2
"316295 São José da Lapa";1
"316340 São José do Goiabal";1
"316370 São Lourenço";9
"316390 São Pedro da União";1
"316400 São Pedro dos Ferros";1
"316447 São Sebastião do Anta";1
"316470 São Sebastião do Paraíso";5
"316510 São Tomás de Aquino";1
"316550 Sardoá";1
"316553 Sarzedo";1
"316640 Seritinga";1
"316690 Serrania";1
"316720 Sete Lagoas";17
"316555 Setubinha";1
"316740 Silvianópolis";1
"316750 Simão Pereira";1
"316800 Taiobeiras";1
"316840 Tarumirim";3
"316860 Teófilo Otoni";13
"316870 Timóteo";6
"316900 Tocantins";1
"316930 Três Corações";8
"316935 Três Marias";1
"316940 Três Pontas";12
"316960 Tupaciguara";1
"316990 Ubá";4
"317005 Ubaporanga";2
"317010 Uberaba";95
"317020 Uberlândia";95
"317070 Varginha";6
"317080 Várzea da Palma";6
"317090 Varzelândia";1
"317100 Vazante";1
"317115 Vermelho Novo";1
"317120 Vespasiano";13
"317130 Viçosa";3
"317200 Visconde do Rio Branco";1
"317210 Volta Grande";1
"317220 Wenceslau Braz";1
"310000 Município ignorado - MG";2
"320020 Alegre";1
"320030 Alfredo Chaves";1
"320035 Alto Rio Novo";4
"320040 Anchieta";1
"320060 Aracruz";3
"320070 Atilio Vivacqua";1
"320080 Baixo Guandu";1
"320090 Barra de São Francisco";8
"320100 Boa Esperança";2
"320110 Bom Jesus do Norte";1
"320120 Cachoeiro de Itapemirim";16
"320130 Cariacica";62
"320140 Castelo";2
"320150 Colatina";18
"320170 Conceição do Castelo";1
"320180 Divino de São Lourenço";1
"320190 Domingos Martins";1
"320210 Ecoporanga";2
"320220 Fundão";2
"320230 Guaçuí";1
"320240 Guarapari";8
"320250 Ibiraçu";2
"320300 Iúna";1
"320305 Jaguaré";1
"320313 João Neiva";1
"320316 Laranja da Terra";1
"320320 Linhares";10
"320332 Marataízes";1
"320334 Marechal Floriano";1
"320350 Montanha";1
"320400 Pancas";1
"320420 Piúma";3
"320425 Ponto Belo";1
"320435 Rio Bananal";1
"320450 Santa Leopoldina";2
"320455 Santa Maria de Jetibá";1
"320470 São Gabriel da Palha";6
"320480 São José do Calçado";1
"320490 São Mateus";12
"320500 Serra";68
"320506 Venda Nova do Imigrante";1
"320510 Viana";9
"320517 Vila Valério";1
"320520 Vila Velha";52
"320530 Vitória";84
"330010 Angra dos Reis";22
"330020 Araruama";10
"330022 Areal";3
"330023 Armação dos Búzios";1
"330025 Arraial do Cabo";5
"330030 Barra do Piraí";7
"330040 Barra Mansa";25
"330045 Belford Roxo";68
"330050 Bom Jardim";1
"330060 Bom Jesus do Itabapoana";1
"330070 Cabo Frio";19
"330100 Campos dos Goytacazes";32
"330130 Casimiro de Abreu";2
"330095 Comendador Levy Gasparian";1
"330140 Conceição de Macabu";1
"330150 Cordeiro";1
"330170 Duque de Caxias";149
"330180 Engenheiro Paulo de Frontin";2
"330185 Guapimirim";2
"330187 Iguaba Grande";1
"330190 Itaboraí";20
"330200 Itaguaí";14
"330210 Itaocara";1
"330220 Itaperuna";14
"330225 Itatiaia";2
"330227 Japeri";32
"330240 Macaé";43
"330245 Macuco";1
"330250 Magé";37
"330260 Mangaratiba";2
"330270 Maricá";16
"330280 Mendes";3
"330285 Mesquita";5
"330290 Miguel Pereira";1
"330300 Miracema";4
"330310 Natividade";1
"330320 Nilópolis";32
"330330 Niterói";169
"330340 Nova Friburgo";22
"330350 Nova Iguaçu";221
"330360 Paracambi";11
"330380 Parati";1
"330385 Paty do Alferes";2
"330390 Petrópolis";62
"330395 Pinheiral";1
"330400 Piraí";2
"330410 Porciúncula";1
"330414 Queimados";31
"330415 Quissamã";1
"330420 Resende";5
"330430 Rio Bonito";3
"330440 Rio Claro";2
"330452 Rio das Ostras";6
"330455 Rio de Janeiro";2169
"330470 Santo Antônio de Pádua";3
"330490 São Gonçalo";120
"330500 São João da Barra";3
"330510 São João de Meriti";104
"330520 São Pedro da Aldeia";4
"330530 São Sebastião do Alto";1
"330550 Saquarema";10
"330555 Seropédica";7
"330570 Sumidouro";2
"330575 Tanguá";4
"330580 Teresópolis";17
"330600 Três Rios";4
"330610 Valença";4
"330620 Vassouras";5
"330630 Volta Redonda";43
"350010 Adamantina";1
"350030 Aguaí";2
"350050 Águas de Lindóia";1
"350070 Agudos";5
"350080 Alfredo Marcondes";1
"350100 Altinópolis";3
"350115 Alumínio";2
"350130 Álvares Machado";3
"350140 Álvaro de Carvalho";9
"350160 Americana";38
"350170 Américo Brasiliense";1
"350190 Amparo";14
"350210 Andradina";13
"350220 Angatuba";1
"350250 Aparecida";10
"350260 Aparecida d'Oeste";1
"350270 Apiaí";4
"350275 Araçariguama";1
"350280 Araçatuba";61
"350290 Araçoiaba da Serra";3
"350320 Araraquara";81
"350330 Araras";35
"350380 Artur Nogueira";4
"350390 Arujá";8
"350400 Assis";13
"350410 Atibaia";14
"350420 Auriflama";1
"350430 Avaí";2
"350450 Avaré";18
"350460 Bady Bassitt";3
"350490 Bananal";1
"350510 Barbosa";2
"350520 Bariri";2
"350530 Barra Bonita";3
"350550 Barretos";48
"350560 Barrinha";4
"350570 Barueri";42
"350580 Bastos";1
"350590 Batatais";14
"350600 Bauru";95
"350610 Bebedouro";30
"350635 Bertioga";7
"350640 Bilac";1
"350650 Birigui";17
"350660 Biritiba-Mirim";1
"350670 Boa Esperança do Sul";2
"350700 Boituva";1
"350710 Bom Jesus dos Perdões";2
"350720 Borá";1
"350730 Boracéia";1
"350745 Borebi";1
"350750 Botucatu";15
"350760 Bragança Paulista";27
"350780 Brodowski";1
"350790 Brotas";2
"350800 Buri";1
"350810 Buritama";3
"350840 Cabreúva";3
"350850 Caçapava";48
"350860 Cachoeira Paulista";3
"350880 Cafelândia";2
"350900 Caieiras";4
"350920 Cajamar";4
"350925 Cajati";6
"350940 Cajuru";3
"350950 Campinas";293
"350960 Campo Limpo Paulista";13
"350970 Campos do Jordão";11
"350990 Cananéia";5
"351000 Cândido Mota";7
"351010 Cândido Rodrigues";4
"351020 Capão Bonito";3
"351040 Capivari";9
"351050 Caraguatatuba";22
"351060 Carapicuíba";71
"351070 Cardoso";5
"351080 Casa Branca";4
"351100 Castilho";1
"351110 Catanduva";52
"351120 Catiguá";2
"351150 Cerquilho";2
"351200 Colina";2
"351230 Conchas";4
"351240 Cordeirópolis";1
"351280 Cosmópolis";11
"351290 Cosmorama";2
"351300 Cotia";26
"351310 Cravinhos";5
"351320 Cristais Paulista";1
"351340 Cruzeiro";27
"351350 Cubatão";67
"351360 Cunha";1
"351370 Descalvado";10
"351380 Diadema";80
"351410 Dois Córregos";1
"351430 Dourado";3
"351440 Dracena";1
"351460 Dumont";1
"351480 Eldorado";2
"351490 Elias Fausto";2
"351492 Elisiário";1
"351500 Embu";46
"351510 Embu-Guaçu";5
"351515 Engenheiro Coelho";2
"351518 Espírito Santo do Pinhal";2
"355730 Estiva Gerbi";1
