"Município (Res)";"Freqüência"
"220610 Matias Olímpio";1
"220640 Monsenhor Gil";1
"220700 Oeiras";3
"220770 Parnaíba";7
"220790 Pedro II";1
"220800 Picos";3
"220830 Piracuruca";1
"220840 Piripiri";1
"220850 Porto";1
"220910 Santa Cruz do Piauí";1
"220940 Santo Antônio de Lisboa";2
"221000 São João do Piauí";2
"221080 Simplício Mendes";1
"221100 Teresina";119
"221110 União";1
"221120 Uruçuí";2
"221150 Vera Mendes";1
"221170 Wall Ferraz";1
"230015 Acarape";1
"230020 Acaraú";5
"230040 Aiuaba";1
"230060 Altaneira";1
"230075 Amontada";1
"230100 Aquiraz";6
"230110 Aracati";3
"230120 Aracoiaba";1
"230160 Assaré";1
"230190 Barbalha";3
"230195 Barreira";1
"230210 Baturité";3
"230220 Beberibe";7
"230240 Boa Viagem";3
"230250 Brejo Santo";2
"230260 Camocim";3
"230280 Canindé";2
"230290 Capistrano";4
"230300 Caridade";1
"230310 Cariré";2
"230350 Cascavel";5
"230365 Catunda";2
"230370 Caucaia";28
"230380 Cedro";1
"230395 Chorozinho";5
"230400 Coreaú";1
"230410 Crateús";5
"230420 Crato";5
"230423 Croatá";4
"230425 Cruz";1
"230428 Eusébio";2
"230435 Forquilha";2
"230440 Fortaleza";464
"230445 Fortim";3
"230465 Graça";3
"230470 Granja";2
"230495 Guaiúba";2
"230500 Guaraciaba do Norte";7
"230523 Horizonte";7
"230526 Ibaretama";1
"230530 Ibiapina";1
"230533 Ibicuitinga";1
"230535 Icapuí";1
"230540 Icó";1
"230550 Iguatu";15
"230560 Independência";3
"230565 Ipaporanga";1
"230580 Ipu";5
"230600 Iracema";1
"230610 Irauçuba";1
"230625 Itaitinga";4
"230630 Itapagé";1
"230640 Itapipoca";3
"230660 Itatira";1
"230680 Jaguaribara";1
"230690 Jaguaribe";6
"230700 Jaguaruana";1
"230710 Jardim";1
"230725 Jijoca de Jericoacoara";1
"230730 Juazeiro do Norte";11
"230740 Jucás";2
"230750 Lavras da Mangabeira";1
"230760 Limoeiro do Norte";3
"230765 Maracanaú";26
"230770 Maranguape";4
"230780 Marco";1
"230810 Mauriti";1
"230830 Milagres";1
"230850 Mombaça";5
"230860 Monsenhor Tabosa";1
"230870 Morada Nova";5
"230930 Nova Russas";1
"230940 Novo Oriente";2
"230945 Ocara";1
"230950 Orós";1
"230960 Pacajus";8
"230970 Pacatuba";8
"230980 Pacoti";1
"231025 Paraipaba";5
"231050 Pedra Branca";1
"231070 Pentecoste";1
"231085 Pindoretama";1
"231095 Pires Ferreira";1
"231126 Quiterianópolis";1
"231130 Quixadá";3
"231140 Quixeramobim";1
"231170 Reriutaba";3
"231180 Russas";6
"231220 Santa Quitéria";3
"231200 Santana do Acaraú";1
"231230 São Benedito";3
"231240 São Gonçalo do Amarante";2
"231250 São João do Jaguaribe";1
"231260 São Luís do Curu";1
"231270 Senador Pompeu";1
"231280 Senador Sá";1
"231290 Sobral";19
"231300 Solonópole";3
"231310 Tabuleiro do Norte";2
"231320 Tamboril";1
"231330 Tauá";5
"231335 Tejuçuoca";1
"231340 Tianguá";3
"231350 Trairi";3
"231355 Tururu";1
"231360 Ubajara";2
"231370 Umari";1
"231375 Umirim";1
"231395 Varjota";1
"231410 Viçosa do Ceará";2
"240010 Acari";1
"240080 Angicos";1
"240090 Antônio Martins";1
"240100 Apodi";3
"240110 Areia Branca";2
"240120 Arês";1
"240145 Baraúna";1
"240165 Bodó";1
"240180 Brejinho";2
"240200 Caicó";1
"240250 Carnaubais";1
"240260 Ceará-Mirim";4
"240280 Coronel Ezequiel";1
"240310 Currais Novos";1
"240340 Equador";1
"240360 Extremoz";1
"240390 Francisco Dantas";1
"240400 Frutuoso Gomes";3
"240420 Goianinha";2
"240450 Guamaré";1
"240560 Jardim de Piranhas";1
"240650 Lagoa Nova";1
"240670 Lajes";1
"240710 Macaíba";4
"240720 Macau";4
"240770 Montanhas";1
"240780 Monte Alegre";2
"240800 Mossoró";13
"240810 Natal";93
"240880 Parazinho";3
"240890 Parelhas";2
"240325 Parnamirim";14
"240930 Patu";2
"240940 Pau dos Ferros";2
"240980 Pedro Velho";1
"240990 Pendências";1
"241040 Pureza";1
"241120 Santa Cruz";2
"241200 São Gonçalo do Amarante";9
"241220 São José de Mipibu";1
"241250 São Miguel";1
"241300 São Vicente";1
"241310 Senador Elói de Souza";1
"241350 Serrinha";1
"241420 Tibau do Sul";1
"241440 Touros";1
"241450 Umarizal";3
"250030 Alagoa Grande";3
"250040 Alagoa Nova";1
"250060 Alhandra";4
"250080 Araçagi";1
"250100 Araruna";2
"250110 Areia";2
"250130 Aroeiras";2
"250140 Baía da Traição";6
"250150 Bananeiras";1
"250180 Bayeux";16
"250215 Boa Vista";1
"250270 Borborema";1
"250280 Brejo do Cruz";1
"250300 Caaporã";1
"250320 Cabedelo";9
"250350 Cacimba de Dentro";1
"250370 Cajazeiras";1
"250390 Camalaú";1
"250400 Campina Grande";27
"251640 Campo de Santana";1
"250430 Catolé do Rocha";2
"250540 Desterro";1
"250560 Diamante";1
"250570 Dona Inês";2
"250610 Fagundes";2
"250630 Guarabira";7
"250260 Igaracy";1
"250690 Itabaiana";4
"250710 Itapororoca";4
"250750 João Pessoa";105
"250770 Juazeirinho";1
"250780 Junco do Seridó";1
"250830 Lagoa Seca";4
"250850 Livramento";2
"250860 Lucena";2
"250890 Mamanguape";4
"250905 Marcação";1
"250915 Marizópolis";1
"250970 Monteiro";1
"251080 Patos";4
"251120 Pedras de Fogo";3
"251140 Picuí";1
"251150 Pilar";1
"251180 Pirpirituba";3
"251190 Pitimbu";1
"251210 Pombal";1
"251240 Puxinanã";2
"251250 Queimadas";4
"251290 Rio Tinto";10
"251300 Salgadinho";1
"251310 Salgado de São Félix";4
"251315 Santa Cecília";1
"251320 Santa Cruz";1
"251340 Santa Luzia";1
"251370 Santa Rita";15
"251390 São Bento";1
"251400 São João do Cariri";1
"250070 São João do Rio do Peixe";1
"251450 São José de Piranhas";1
"251530 Sapé";4
"251610 Soledade";2
"251620 Sousa";4
"251700 Umbuzeiro";1
"251720 Vieirópolis";1
"251740 Zabelê";1
"260005 Abreu e Lima";14
"260010 Afogados da Ingazeira";2
"260020 Afrânio";3
"260030 Agrestina";2
"260040 Água Preta";2
"260070 Aliança";2
"260080 Altinho";1
"260090 Amaraji";1
"260105 Araçoiaba";2
"260110 Araripina";4
"260120 Arcoverde";6
"260140 Barreiros";5
"260170 Belo Jardim";6
"260190 Bezerros";2
"260210 Bom Conselho";2
"260220 Bom Jardim";1
"260230 Bonito";2
"260250 Brejinho";1
"260260 Brejo da Madre de Deus";2
"260270 Buenos Aires";1
"260280 Buíque";2
"260290 Cabo de Santo Agostinho";54
"260345 Camaragibe";27
"260370 Canhotinho";2
"260380 Capoeiras";1
"260392 Carnaubeira da Penha";1
"260400 Carpina";6
"260410 Caruaru";55
"260420 Catende";3
"260450 Chã Grande";1
"260460 Condado";2
"260480 Cortês";1
"260500 Cupira";1
"260510 Custódia";2
"260520 Escada";8
"260530 Exu";1
"260540 Feira Nova";1
"260550 Ferreiros";1
"260590 Gameleira";1
"260600 Garanhuns";8
"260620 Goiana";15
"260640 Gravatá";2
"260650 Iati";1
"260680 Igarassu";6
"260760 Ilha de Itamaracá";4
"260700 Inajá";2
"260720 Ipojuca";15
"260765 Itambé";5
"260775 Itapissuma";6
"260790 Jaboatão dos Guararapes";139
"260810 João Alfredo";4
"260825 Jucati";1
"260850 Lagoa do Itaenga";3
"260860 Lagoa do Ouro";2
"260875 Lagoa Grande";1
"260880 Lajedo";2
"260890 Limoeiro";11
"260900 Macaparana";1
"260920 Maraial";1
"260940 Moreno";7
"260950 Nazaré da Mata";3
"260960 Olinda";94
"260990 Ouricuri";3
"261000 Palmares";3
"261030 Paranatama";2
"261040 Parnamirim";3
"261050 Passira";3
"261060 Paudalho";8
"261070 Paulista";61
"261090 Pesqueira";5
"261110 Petrolina";14
"261120 Poção";2
"261130 Pombos";1
"261150 Quipapá";2
"261153 Quixaba";1
"261160 Recife";400
"261170 Riacho das Almas";1
"261180 Ribeirão";4
"261190 Rio Formoso";3
"261200 Sairé";1
"261240 Sanharó";1
"261250 Santa Cruz do Capibaribe";5
"261280 Santa Terezinha";1
"261300 São Bento do Una";4
"261310 São Caitano";7
"261320 São João";1
"261340 São José da Coroa Grande";2
"261350 São José do Belmonte";1
"261370 São Lourenço da Mata";14
"261390 Serra Talhada";5
"261410 Sertânia";1
"261450 Surubim";6
"261460 Tabira";2
"261485 Tamandaré";3
"261530 Timbaúba";6
"261540 Toritama";1
"261560 Trindade";5
"261620 Vertentes";2
"261630 Vicência";1
"261640 Vitória de Santo Antão";14
"261650 Xexéu";2
"270020 Anadia";2
"270030 Arapiraca";13
"270040 Atalaia";2
"270050 Barra de Santo Antônio";1
"270060 Barra de São Miguel";1
"270080 Belém";1
"270100 Boca da Mata";1
"270140 Campo Alegre";3
"270230 Coruripe";3
"270240 Delmiro Gouveia";3
"270300 Ibateguara";1
"270380 Joaquim Gomes";1
"270390 Jundiá";2
"270400 Junqueiro";1
"270430 Maceió";175
"270470 Marechal Deodoro";3
"270500 Mata Grande";1
"270520 Messias";1
"270550 Murici";1
"270570 Olho d'Água das Flores";2
"270630 Palmeira dos Índios";2
"270644 Paripueira";2
"270670 Penedo";3
"270680 Piaçabuçu";2
"270690 Pilar";3
"270710 Piranhas";1
"270730 Porto Calvo";2
"270740 Porto de Pedras";1
"270750 Porto Real do Colégio";1
"270770 Rio Largo";2
"270800 Santana do Ipanema";3
"270820 São Brás";1
"270840 São José da Tapera";1
"270860 São Miguel dos Campos";3
"270915 Teotônio Vilela";2
"270930 União dos Palmares";9
"270940 Viçosa";2
"280030 Aracaju";80
"280040 Arauá";2
"280067 Boquim";1
"280100 Campo do Brito";6
"280130 Capela";1
"280170 Cristinápolis";1
"280210 Estância";6
"280270 Ilha das Flores";1
"280290 Itabaiana";8
"280300 Itabaianinha";2
"280320 Itaporanga d'Ajuda";1
"280330 Japaratuba";2
"280350 Lagarto";3
"280400 Maruim";2
"280410 Moita Bonita";1
"280460 Nossa Senhora das Dores";3
"280480 Nossa Senhora do Socorro";27
"280530 Pirambu";1
"280570 Propriá";3
"280610 Rosário do Catete";1
"280620 Salgado";1
"280670 São Cristóvão";4
"280680 São Domingos";1
"280740 Tobias Barreto";4
"280750 Tomar do Geru";1
"290010 Abaíra";1
"290030 Acajutiba";1
"290060 Aiquara";1
"290070 Alagoinhas";4
"290080 Alcobaça";2
"290100 Amargosa";3
"290110 Amélia Rodrigues";3
"290120 Anagé";2
"290140 Angical";1
"290205 Araças";1
"290210 Araci";2
"290265 Banzaê";1
"290290 Barra do Choça";3
"290300 Barra do Mendes";1
"290310 Barra do Rocha";1
"290320 Barreiras";14
"290323 Barro Alto";1
"290340 Belmonte";1
"290380 Boa Vista do Tupim";1
"290390 Bom Jesus da Lapa";6
"290440 Brejolândia";1
"290460 Brumado";2
"290480 Caatiba";1
"290490 Cachoeira";10
"290520 Caetité";1
"290530 Cafarnaum";1
"290560 Camacan";5
"290570 Camaçari";20
"290580 Camamu";2
"290590 Campo Alegre de Lourdes";1
"290600 Campo Formoso";1
"290630 Canavieiras";1
"290650 Candeias";13
"290670 Cândido Sales";4
"290689 Caraíbas";1
"290690 Caravelas";1
"290730 Castro Alves";1
"290750 Catu";2
"290830 Conceição do Almeida";1
"290840 Conceição do Coité";3
"290850 Conceição do Jacuípe";1
"290860 Conde";1
"290890 Coração de Maria";1
"290910 Coribe";1
"290970 Cristópolis";1
"290980 Cruz das Almas";6
"291005 Dias d'Ávila";7
"291050 Entre Rios";3
"291060 Esplanada";2
"291072 Eunápolis";12
"291080 Feira de Santana";54
"291100 Floresta Azul";1
"291120 Gandu";3
"291170 Guanambi";2
"291190 Iaçu";2
"291290 Ibirataia";1
"291360 Ilhéus";25
"291390 Ipiaú";3
"291400 Ipirá";2
"291450 Irará";2
"291460 Irecê";3
"291465 Itabela";1
"291470 Itaberaba";4
"291480 Itabuna";22
"291490 Itacaré";1
"291500 Itaeté";1
"291530 Itagimirim";1
"291540 Itaju do Colônia";1
"291550 Itajuípe";2
"291560 Itamaraju";7
"291600 Itanhém";2
"291610 Itaparica";1
"291620 Itapé";2
"291640 Itapetinga";4
"291690 Itiruçu";3
"291700 Itiúba";1
"291710 Itororó";1
"291730 Ituberá";1
"291740 Jacaraci";1
"291750 Jacobina";1
"291760 Jaguaquara";1
"291770 Jaguarari";2
"291780 Jaguaripe";1
"291790 Jandaíra";1
"291800 Jequié";13
"291810 Jeremoabo";4
"291840 Juazeiro";31
"291920 Lauro de Freitas";15
"291955 Luís Eduardo Magalhães";1
"291960 Macajuba";1
"291980 Macaúbas";1
"291992 Madre de Deus";2
"292010 Mairi";1
"292040 Manoel Vitorino";1
"292050 Maracás";1
"292060 Maragogipe";4
"292100 Mata de São João";1
"292120 Miguel Calmon";3
"292150 Monte Santo";1
"292170 Morro do Chapéu";2
"292200 Mucuri";1
"292205 Mulungu do Morro";1
"292220 Muniz Ferreira";1
"292230 Muritiba";2
"292240 Mutuípe";1
"292250 Nazaré";2
"292273 Nova Fátima";1
"292280 Nova Itarana";1
"292335 Ourolândia";2
"292400 Paulo Afonso";10
"292420 Pedro Alexandre";1
"292430 Piatã";1
"292450 Pindaí";1
"292500 Planalto";3
"292510 Poções";4
"292520 Pojuca";1
"292530 Porto Seguro";16
"292540 Potiraguá";1
"292550 Prado";1
"292595 Rafael Jambeiro";1
"292600 Remanso";7
"292630 Riachão do Jacuípe";1
"292650 Ribeira do Amparo";1
"292660 Ribeira do Pombal";3
"292700 Rio Real";3
"292730 Salinas da Margarida";3
"292740 Salvador";620
"292750 Santa Bárbara";1
"292770 Santa Cruz Cabrália";2
"292805 Santa Luzia";1
"292800 Santaluz";2
"292860 Santo Amaro";4
"292870 Santo Antônio de Jesus";3
"292880 Santo Estêvão";5
"292900 São Félix";3
"292920 São Francisco do Conde";1
"292925 São Gabriel";3
"292930 São Gonçalo dos Campos";1
"292937 São José do Jacuípe";1
"292950 São Sebastião do Passé";4
"292960 Sapeaçu";1
"292975 Saubara";1
"292990 Seabra";1
"293000 Sebastião Laranjeiras";1
"293010 Senhor do Bonfim";8
"293050 Serrinha";2
"293060 Serrolândia";2
"293070 Simões Filho";7
"293110 Tanquinho";1
"293135 Teixeira de Freitas";9
"293140 Teodoro Sampaio";1
"293180 Tremedal";1
"293190 Tucano";1
"293200 Uauá";2
"293210 Ubaíra";1
"293220 Ubaitaba";3
"293250 Una";2
"293270 Uruçuca";1
"293280 Utinga";2
"293290 Valença";13
"293315 Várzea Nova";2
"293325 Vereda";1
"293330 Vitória da Conquista";46
"293345 Wanderley";1
"293350 Wenceslau Guimarães";1
"290000 Município ignorado - BA";9
"310090 Águas Formosas";4
"310150 Além Paraíba";4
"310160 Alfenas";16
"310170 Almenara";3
"310180 Alpercata";1
"310200 Alterosa";1
"310260 Andradas";7
"310280 Andrelândia";1
"310290 Antônio Carlos";2
"310300 Antônio Dias";1
"310340 Araçuaí";2
"310350 Araguari";46
"310360 Arantina";1
"310400 Araxá";27
"310420 Arcos";4
"310430 Areado";1
"310460 Astolfo Dutra";1
"310510 Bambuí";2
"310540 Barão de Cocais";3
"310560 Barbacena";25
"310590 Barroso";1
"310600 Bela Vista de Minas";2
"310610 Belmiro Braga";1
"310620 Belo Horizonte";710
"310630 Belo Oriente";1
"310670 Betim";89
"310690 Bicas";4
"310710 Boa Esperança";7
"310730 Bocaiúva";2
"310740 Bom Despacho";3
"310750 Bom Jardim de Minas";1
"310790 Bom Repouso";2
"310800 Bom Sucesso";2
"310830 Borda da Mata";2
"310850 Botumirim";1
"310860 Brasília de Minas";2
"310890 Brasópolis";1
"310900 Brumadinho";2
"310950 Cabo Verde";3
"310990 Caetanópolis";1
"311000 Caeté";2
"311030 Caldas";1
"311050 Camanducaia";1
"311060 Cambuí";1
"311070 Cambuquira";1
"311090 Campanha";3
"311100 Campestre";1
"311120 Campo Belo";4
"311130 Campo do Meio";2
"311140 Campo Florido";1
"311150 Campos Altos";1
"311160 Campos Gerais";1
"311190 Cana Verde";2
"311220 Capela Nova";2
"311260 Capinópolis";3
"311300 Caraí";3
"311320 Carandaí";2
"311330 Carangola";2
"311340 Caratinga";7
"311360 Careaçu";4
"311370 Carlos Chagas";1
"311380 Carmésia";1
"311390 Carmo da Cachoeira";2
"311400 Carmo da Mata";1
"311410 Carmo de Minas";1
"311420 Carmo do Cajuru";1
"311430 Carmo do Paranaíba";7
"311440 Carmo do Rio Claro";2
"311460 Carrancas";1
"311480 Carvalhos";1
"311500 Cascalho Rico";2
"311530 Cataguases";12
"311550 Caxambu";6
"311570 Central de Minas";2
"311610 Chapada do Norte";1
"311660 Cláudio";1
"311710 Conceição da Aparecida";1
"311730 Conceição das Alagoas";2
"311750 Conceição do Mato Dentro";2
"311770 Conceição do Rio Verde";1
"311780 Conceição dos Ouros";1
"311787 Confins";2
"311820 Conquista";1
"311830 Conselheiro Lafaiete";7
"311840 Conselheiro Pena";1
"311860 Contagem";126
"311880 Coração de Jesus";1
"311910 Corinto";3
"311940 Coronel Fabriciano";9
"312090 Curvelo";5
"312110 Delfim Moreira";1
"312130 Descoberto";1
"312140 Desterro de Entre Rios";1
"312160 Diamantina";1
"312200 Divino";1
"312210 Divino das Laranjeiras";1
"312230 Divinópolis";36
"312320 Dores do Indaiá";1
"312360 Elói Mendes";1
"312370 Engenheiro Caldas";1
"312380 Engenheiro Navarro";2
"312390 Entre Rios de Minas";4
"312400 Ervália";1
"312410 Esmeraldas";11
"312430 Espinosa";1
"312450 Estiva";1
"312470 Estrela do Indaiá";2
"312480 Estrela do Sul";4
"312510 Extrema";3
"312580 Fernandes Tourinho";1
"312590 Ferros";1
"312610 Formiga";9
"312630 Fortaleza de Minas";1
"312650 Francisco Badaró";2
"312700 Fronteira";3
"312710 Frutal";18
"312737 Goiabeira";1
"312770 Governador Valadares";37
"312800 Guanhães";2
"312810 Guapé";3
"312840 Guarani";3
"312870 Guaxupé";5
"312880 Guidoval";1
"312920 Heliodora";1
"312950 Ibiá";12
"312970 Ibiraci";1
"312980 Ibirité";23
"312990 Ibitiúra de Minas";3
"313005 Icaraí de Minas";2
"313010 Igarapé";2
"313020 Igaratinga";1
"313030 Iguatama";1
"313070 Indianópolis";2
"313090 Inhapim";2
"313110 Inimutaba";1
"313115 Ipaba";2
"313130 Ipatinga";24
"313160 Iraí de Minas";1
"313170 Itabira";26
"313180 Itabirinha";1
"313190 Itabirito";9
"313210 Itacarambi";2
"313220 Itaguara";1
"313240 Itajubá";17
"313250 Itamarandiba";1
"313270 Itambacuri";2
"313290 Itamogi";3
"313300 Itamonte";1
"313310 Itanhandu";3
"313340 Itapagipe";5
"313350 Itapecerica";2
"313370 Itatiaiuçu";3
"313375 Itaú de Minas";2
"313380 Itaúna";11
"313420 Ituiutaba";21
"313430 Itumirim";1
"313440 Iturama";6
"313460 Jaboticatubas";1
"313480 Jacuí";1
"313505 Jaíba";1
"313510 Janaúba";5
"313520 Januária";2
"313560 Jequitaí";1
"313580 Jequitinhonha";1
"313590 Jesuânia";1
"313600 Joaíma";1
"313610 Joanésia";1
"313620 João Monlevade";16
"313630 João Pinheiro";1
"313665 Juatuba";5
"313670 Juiz de Fora";161
"313720 Lagoa da Prata";3
"313730 Lagoa dos Patos";1
"313760 Lagoa Santa";7
"313770 Lajinha";3
"313780 Lambari";3
"313820 Lavras";7
"313840 Leopoldina";11
"313860 Lima Duarte";1
"313865 Lontra";1
"313880 Luz";1
"313900 Machado";3
"313930 Manga";1
"313940 Manhuaçu";9
"313950 Manhumirim";4
"313960 Mantena";2
"313990 Maria da Fé";1
"314000 Mariana";6
"314015 Mário Campos";4
"314020 Maripá de Minas";1
"314050 Martinho Campos";1
"314053 Martins Soares";2
"314070 Mateus Leme";5
"317150 Mathias Lobato";1
"314080 Matias Barbosa";3
"314110 Matozinhos";5
"314130 Medeiros";1
"314140 Medina";5
"314160 Mercês";2
"314180 Minas Novas";3
"314200 Mirabela";1
"314210 Miradouro";1
"314220 Miraí";3
"314280 Monte Alegre de Minas";5
"314310 Monte Carmelo";5
"314315 Monte Formoso";2
"314340 Monte Sião";1
"314330 Montes Claros";23
"314390 Muriaé";31
"314410 Muzambinho";1
"314430 Nanuque";4
"314450 Nazareno";2
"314460 Nepomuceno";1
"314470 Nova Era";4
"314480 Nova Lima";15
"314510 Nova Resende";2
"314520 Nova Serrana";3
"313660 Nova União";1
"314530 Novo Cruzeiro";1
"314535 Novo Oriente de Minas";1
"314550 Olímpio Noronha";1
"314560 Oliveira";5
"314585 Oratórios";3
"314590 Ouro Branco";3
"314600 Ouro Fino";5
