"Município (Res)";"Freqüência"
"260875 Lagoa Grande";1
"260890 Limoeiro";3
"260910 Machados";1
"261430 Moreilândia";1
"260940 Moreno";6
"260950 Nazaré da Mata";2
"260960 Olinda";96
"260970 Orobó";1
"260990 Ouricuri";2
"261000 Palmares";7
"261030 Paranatama";1
"261040 Parnamirim";2
"261060 Paudalho";1
"261070 Paulista";41
"261090 Pesqueira";4
"261100 Petrolândia";1
"261110 Petrolina";19
"261140 Primavera";1
"261160 Recife";293
"261170 Riacho das Almas";1
"261190 Rio Formoso";1
"261230 Saloá";1
"261250 Santa Cruz do Capibaribe";2
"261300 São Bento do Una";1
"261310 São Caitano";1
"261370 São Lourenço da Mata";8
"261380 São Vicente Ferrer";1
"261410 Sertânia";2
"261450 Surubim";2
"261460 Tabira";1
"261470 Tacaimbó";1
"261485 Tamandaré";2
"261530 Timbaúba";2
"261580 Tupanatinga";1
"261620 Vertentes";1
"261640 Vitória de Santo Antão";7
"270030 Arapiraca";3
"270040 Atalaia";1
"270050 Barra de Santo Antônio";2
"270100 Boca da Mata";1
"270200 Coité do Nóia";1
"270230 Coruripe";1
"270280 Flexeiras";2
"270320 Igreja Nova";1
"270380 Joaquim Gomes";4
"270400 Junqueiro";1
"270410 Lagoa da Canoa";2
"270430 Maceió";100
"270450 Maragogi";1
"270460 Maravilha";1
"270470 Marechal Deodoro";4
"270620 Palestina";1
"270640 Pão de Açúcar";1
"270642 Pariconha";1
"270644 Paripueira";1
"270680 Piaçabuçu";1
"270690 Pilar";3
"270770 Rio Largo";2
"270790 Santa Luzia do Norte";1
"270800 Santana do Ipanema";4
"270830 São José da Laje";2
"270840 São José da Tapera";1
"270860 São Miguel dos Campos";3
"270895 Senador Rui Palmeira";1
"280030 Aracaju";61
"280060 Barra dos Coqueiros";5
"280067 Boquim";5
"280100 Campo do Brito";2
"280130 Capela";3
"280170 Cristinápolis";1
"280210 Estância";2
"280290 Itabaiana";4
"280310 Itabi";1
"280330 Japaratuba";1
"280350 Lagarto";2
"280360 Laranjeiras";1
"280370 Macambira";1
"280400 Maruim";2
"280480 Nossa Senhora do Socorro";13
"280520 Pinhão";1
"280560 Porto da Folha";1
"280570 Propriá";2
"280600 Ribeirópolis";1
"280610 Rosário do Catete";2
"280620 Salgado";1
"280670 São Cristóvão";4
"280710 Simão Dias";1
"290030 Acajutiba";2
"290070 Alagoinhas";9
"290100 Amargosa";2
"290110 Amélia Rodrigues";1
"290210 Araci";1
"290225 Arataca";1
"290240 Aurelino Leal";2
"290290 Barra do Choça";3
"290320 Barreiras";4
"290370 Boa Nova";1
"290400 Boninal";1
"290470 Buerarema";3
"290485 Cabaceiras do Paraguaçu";1
"290490 Cachoeira";2
"290520 Caetité";1
"290540 Cairu";1
"290560 Camacan";3
"290570 Camaçari";7
"290580 Camamu";1
"290590 Campo Alegre de Lourdes";1
"290600 Campo Formoso";1
"290650 Candeias";6
"290680 Cansanção";1
"290710 Carinhanha";1
"290750 Catu";3
"290760 Central";1
"290800 Coaraci";1
"290810 Cocos";1
"290820 Conceição da Feira";1
"290850 Conceição do Jacuípe";2
"290870 Condeúba";1
"290980 Cruz das Almas";2
"291005 Dias d'Ávila";4
"291030 Elísio Medrado";1
"291050 Entre Rios";2
"291060 Esplanada";2
"291070 Euclides da Cunha";1
"291072 Eunápolis";3
"291080 Feira de Santana";39
"291120 Gandu";1
"291140 Glória";2
"291170 Guanambi";1
"291350 Iguaí";2
"291360 Ilhéus";11
"291390 Ipiaú";2
"291460 Irecê";1
"291465 Itabela";3
"291470 Itaberaba";1
"291480 Itabuna";26
"291500 Itaeté";1
"291510 Itagi";1
"291550 Itajuípe";1
"291560 Itamaraju";6
"291610 Itaparica";2
"291640 Itapetinga";5
"291685 Itatim";1
"291700 Itiúba";1
"291750 Jacobina";3
"291770 Jaguarari";1
"291800 Jequié";11
"291835 João Dourado";1
"291840 Juazeiro";16
"291855 Jussari";1
"291910 Lamarão";1
"291920 Lauro de Freitas";15
"291930 Lençóis";1
"291940 Licínio de Almeida";1
"291955 Luís Eduardo Magalhães";1
"291980 Macaúbas";1
"291992 Madre de Deus";1
"292045 Mansidão";1
"292060 Maragogipe";2
"292100 Mata de São João";1
"292110 Medeiros Neto";1
"292170 Morro do Chapéu";2
"292200 Mucuri";1
"292210 Mundo Novo";1
"292230 Muritiba";1
"292250 Nazaré";1
"292270 Nova Canaã";2
"292300 Nova Viçosa";2
"292305 Novo Triunfo";1
"292390 Pau Brasil";1
"292400 Paulo Afonso";10
"292500 Planalto";1
"292520 Pojuca";1
"292530 Porto Seguro";9
"292550 Prado";1
"292580 Queimadas";2
"292600 Remanso";2
"292630 Riachão do Jacuípe";1
"292640 Riacho de Santana";2
"292660 Ribeira do Pombal";1
"292740 Salvador";522
"292805 Santa Luzia";1
"292810 Santa Maria da Vitória";1
"292800 Santaluz";1
"292860 Santo Amaro";6
"292870 Santo Antônio de Jesus";2
"292910 São Felipe";1
"292920 São Francisco do Conde";1
"292935 São José da Vitória";1
"292950 São Sebastião do Passé";1
"292975 Saubara";1
"292990 Seabra";1
"293010 Senhor do Bonfim";3
"293050 Serrinha";3
"293070 Simões Filho";5
"293100 Tanhaçu";1
"293110 Tanquinho";1
"293135 Teixeira de Freitas";6
"293160 Teolândia";1
"293190 Tucano";1
"293290 Valença";3
"293300 Valente";1
"293320 Vera Cruz";2
"293330 Vitória da Conquista";30
"293360 Xique-Xique";1
"290000 Município ignorado - BA";8
"310070 Água Comprida";1
"310150 Além Paraíba";1
"310160 Alfenas";7
"310260 Andradas";5
"310290 Antônio Carlos";1
"310340 Araçuaí";2
"310350 Araguari";35
"310375 Araporã";1
"310400 Araxá";12
"310420 Arcos";1
"310470 Ataléia";1
"310540 Barão de Cocais";2
"310560 Barbacena";5
"310590 Barroso";1
"310620 Belo Horizonte";362
"310670 Betim";55
"310710 Boa Esperança";2
"310730 Bocaiúva";1
"310740 Bom Despacho";3
"310750 Bom Jardim de Minas";3
"310780 Bom Jesus do Galho";1
"310790 Bom Repouso";1
"310830 Borda da Mata";1
"310840 Botelhos";1
"310850 Botumirim";1
"310855 Brasilândia de Minas";1
"310860 Brasília de Minas";2
"310960 Cachoeira da Prata";1
"311000 Caeté";1
"311050 Camanducaia";1
"311060 Cambuí";3
"311100 Campestre";1
"311110 Campina Verde";1
"311120 Campo Belo";4
"311140 Campo Florido";1
"311150 Campos Altos";1
"311160 Campos Gerais";2
"311260 Capinópolis";2
"311300 Caraí";1
"311330 Carangola";5
"311340 Caratinga";2
"311360 Careaçu";2
"311370 Carlos Chagas";1
"311390 Carmo da Cachoeira";1
"311400 Carmo da Mata";2
"311420 Carmo do Cajuru";2
"311430 Carmo do Paranaíba";1
"311440 Carmo do Rio Claro";1
"311450 Carmópolis de Minas";1
"311530 Cataguases";1
"311550 Caxambu";1
"311580 Centralina";1
"311630 Cipotânea";1
"311640 Claraval";1
"311660 Cláudio";1
"311680 Coluna";1
"311690 Comendador Gomes";1
"311730 Conceição das Alagoas";5
"311790 Congonhal";1
"311810 Congonhas do Norte";1
"311830 Conselheiro Lafaiete";4
"311840 Conselheiro Pena";3
"311850 Consolação";1
"311860 Contagem";102
"311930 Coromandel";1
"311940 Coronel Fabriciano";8
"312040 Cristiano Otoni";1
"312080 Cruzília";1
"312090 Curvelo";4
"312160 Diamantina";1
"312230 Divinópolis";31
"312235 Divisa Alegre";1
"312330 Dores do Turvo";1
"312390 Entre Rios de Minas";1
"312410 Esmeraldas";1
"312430 Espinosa";2
"312460 Estrela Dalva";1
"312490 Eugenópolis";1
"312500 Ewbank da Câmara";1
"312510 Extrema";3
"312640 Fortuna de Minas";1
"312690 Frei Inocêncio";2
"312700 Fronteira";1
"312710 Frutal";17
"312740 Gonçalves";1
"312750 Gonzaga";1
"312770 Governador Valadares";38
"312870 Guaxupé";4
"312950 Ibiá";4
"312970 Ibiraci";1
"312980 Ibirité";10
"312990 Ibitiúra de Minas";1
"313010 Igarapé";2
"313100 Inhaúma";3
"313130 Ipatinga";25
"313170 Itabira";16
"313190 Itabirito";1
"313210 Itacarambi";4
"313240 Itajubá";21
"313290 Itamogi";1
"313310 Itanhandu";1
"313330 Itaobim";2
"313340 Itapagipe";1
"313370 Itatiaiuçu";1
"313380 Itaúna";9
"313420 Ituiutaba";22
"313460 Jaboticatubas";1
"313480 Jacuí";2
"313490 Jacutinga";1
"313510 Janaúba";3
"313520 Januária";1
"313545 Jenipapo de Minas";1
"313590 Jesuânia";1
"313620 João Monlevade";3
"313630 João Pinheiro";1
"313665 Juatuba";4
"313670 Juiz de Fora";128
"313720 Lagoa da Prata";1
"313760 Lagoa Santa";1
"313770 Lajinha";1
"313780 Lambari";1
"313820 Lavras";8
"313840 Leopoldina";3
"313860 Lima Duarte";1
"313865 Lontra";1
"313880 Luz";3
"313940 Manhuaçu";5
"313960 Mantena";1
"313990 Maria da Fé";1
"314000 Mariana";2
"314015 Mário Campos";1
"314050 Martinho Campos";2
"314070 Mateus Leme";1
"314080 Matias Barbosa";1
"314110 Matozinhos";2
"314150 Mendes Pimentel";2
"314280 Monte Alegre de Minas";1
"314290 Monte Azul";1
"314310 Monte Carmelo";4
"314320 Monte Santo de Minas";1
"314340 Monte Sião";4
"314330 Montes Claros";8
"314390 Muriaé";7
"314430 Nanuque";4
"314450 Nazareno";5
"314480 Nova Lima";4
"314530 Novo Cruzeiro";3
"314585 Oratórios";1
"314590 Ouro Branco";1
"314600 Ouro Fino";1
"314630 Padre Paraíso";5
"314690 Papagaios";1
"314710 Pará de Minas";4
"314700 Paracatu";6
"314730 Paraisópolis";3
"314790 Passos";9
"314800 Patos de Minas";15
"314810 Patrocínio";3
"314820 Patrocínio do Muriaé";1
"314840 Paulistas";1
"314870 Pedra Azul";1
"314930 Pedro Leopoldo";4
"314960 Pequi";1
"314980 Perdizes";1
"314990 Perdões";2
"315070 Pirajuba";3
"315090 Piranguçu";1
"315100 Piranguinho";2
"315120 Pirapora";3
"315140 Pitangui";3
"315150 Piumhi";5
"315180 Poços de Caldas";24
"315200 Pompéu";1
"315210 Ponte Nova";4
"315217 Ponto dos Volantes";3
"315250 Pouso Alegre";27
"315280 Prata";2
"315360 Prudente de Morais";1
"315460 Ribeirão das Neves";27
"315480 Rio Acima";1
"315570 Rio Piracicaba";1
"315580 Rio Pomba";1
"315590 Rio Preto";2
"315670 Sabará";16
"315690 Sacramento";4
"315700 Salinas";1
"315750 Santa Efigênia de Minas";1
"315765 Santa Helena de Minas";1
"315780 Santa Luzia";13
"315960 Santa Rita do Sapucaí";4
"315895 Santana do Paraíso";3
"316070 Santos Dumont";14
"316120 São Francisco de Paula";1
"316140 São Francisco do Glória";1
"316200 São Gonçalo do Sapucaí";1
"316210 São Gotardo";4
"316220 São João Batista do Glória";1
"316250 São João del Rei";10
"316280 São João Evangelista";3
"316290 São João Nepomuceno";1
"316294 São José da Barra";1
"316370 São Lourenço";8
"316440 São Sebastião da Bela Vista";1
"316470 São Sebastião do Paraíso";6
"316520 São Thomé das Letras";1
"316530 São Vicente de Minas";1
"316540 Sapucaí-Mirim";1
"316553 Sarzedo";1
"316620 Senhora dos Remédios";1
"316670 Serra dos Aimorés";1
"316690 Serrania";2
"316710 Serro";1
"316720 Sete Lagoas";16
"316800 Taiobeiras";1
"316860 Teófilo Otoni";13
"316870 Timóteo";2
"316880 Tiradentes";1
"316900 Tocantins";2
"316930 Três Corações";7
"316940 Três Pontas";10
"316960 Tupaciguara";1
"316980 Turvolândia";4
"316990 Ubá";5
"317005 Ubaporanga";1
"317010 Uberaba";96
"317020 Uberlândia";146
"317057 Vargem Alegre";1
"317070 Varginha";8
"317080 Várzea da Palma";2
"317120 Vespasiano";13
"317130 Viçosa";2
"317160 Virgem da Lapa";1
"310000 Município ignorado - MG";1
"320010 Afonso Cláudio";2
"320020 Alegre";2
"320035 Alto Rio Novo";1
"320040 Anchieta";1
"320050 Apiacá";3
"320060 Aracruz";9
"320080 Baixo Guandu";6
"320090 Barra de São Francisco";4
"320100 Boa Esperança";1
"320110 Bom Jesus do Norte";5
"320120 Cachoeiro de Itapemirim";41
"320130 Cariacica";75
"320150 Colatina";15
"320160 Conceição da Barra";2
"320210 Ecoporanga";1
"320220 Fundão";3
"320230 Guaçuí";4
"320240 Guarapari";10
"320265 Irupi";2
"320280 Itapemirim";3
"320305 Jaguaré";1
"320310 Jerônimo Monteiro";1
"320320 Linhares";21
"320332 Marataízes";3
"320340 Mimoso do Sul";1
"320380 Muqui";3
"320390 Nova Venécia";1
"320400 Pancas";2
"320405 Pedro Canário";1
"320410 Pinheiros";1
"320420 Piúma";3
"320435 Rio Bananal";1
"320440 Rio Novo do Sul";1
"320450 Santa Leopoldina";1
"320465 São Domingos do Norte";2
"320470 São Gabriel da Palha";2
"320480 São José do Calçado";1
"320490 São Mateus";13
"320500 Serra";69
"320501 Sooretama";1
"320503 Vargem Alta";1
"320506 Venda Nova do Imigrante";1
"320510 Viana";9
"320517 Vila Valério";1
"320520 Vila Velha";76
"320530 Vitória";96
"330010 Angra dos Reis";24
"330020 Araruama";10
"330022 Areal";2
"330023 Armação dos Búzios";2
"330025 Arraial do Cabo";3
"330030 Barra do Piraí";12
"330040 Barra Mansa";32
"330045 Belford Roxo";118
"330050 Bom Jardim";5
"330060 Bom Jesus do Itabapoana";8
"330070 Cabo Frio";26
"330080 Cachoeiras de Macacu";5
"330100 Campos dos Goytacazes";87
"330110 Cantagalo";1
"330093 Carapebus";2
"330115 Cardoso Moreira";1
"330130 Casimiro de Abreu";1
"330140 Conceição de Macabu";1
"330150 Cordeiro";1
"330160 Duas Barras";1
"330170 Duque de Caxias";236
"330180 Engenheiro Paulo de Frontin";2
"330185 Guapimirim";3
"330187 Iguaba Grande";2
"330190 Itaboraí";29
"330200 Itaguaí";23
"330205 Italva";2
"330210 Itaocara";2
"330220 Itaperuna";20
"330227 Japeri";32
"330240 Macaé";27
"330250 Magé";34
"330260 Mangaratiba";11
"330270 Maricá";21
"330280 Mendes";4
"330285 Mesquita";7
"330290 Miguel Pereira";3
"330300 Miracema";11
"330310 Natividade";3
"330320 Nilópolis";24
"330330 Niterói";204
"330340 Nova Friburgo";26
"330350 Nova Iguaçu";270
"330360 Paracambi";14
"330370 Paraíba do Sul";6
"330380 Parati";6
"330385 Paty do Alferes";2
"330390 Petrópolis";78
"330395 Pinheiral";1
"330400 Piraí";8
"330410 Porciúncula";1
"330412 Quatis";3
"330414 Queimados";25
"330415 Quissamã";3
"330420 Resende";21
"330430 Rio Bonito";4
"330452 Rio das Ostras";3
"330455 Rio de Janeiro";2307
"330470 Santo Antônio de Pádua";4
"330480 São Fidélis";3
"330475 São Francisco de Itabapoana";4
"330490 São Gonçalo";156
"330500 São João da Barra";1
"330510 São João de Meriti";132
"330520 São Pedro da Aldeia";16
"330540 Sapucaia";2
"330550 Saquarema";15
"330555 Seropédica";9
"330560 Silva Jardim";1
"330570 Sumidouro";3
"330575 Tanguá";7
"330580 Teresópolis";32
"330600 Três Rios";7
"330610 Valença";3
"330620 Vassouras";8
"330630 Volta Redonda";43
"330000 Município ignorado - RJ";10
"350010 Adamantina";3
"350020 Adolfo";1
"350030 Aguaí";5
"350070 Agudos";4
"350080 Alfredo Marcondes";1
"350100 Altinópolis";4
"350115 Alumínio";1
"350130 Álvares Machado";5
"350140 Álvaro de Carvalho";4
"350160 Americana";56
"350170 Américo Brasiliense";16
"350180 Américo de Campos";4
"350190 Amparo";30
"350210 Andradina";15
"350220 Angatuba";7
"350240 Anhumas";1
"350250 Aparecida";19
"350270 Apiaí";2
"350275 Araçariguama";1
"350280 Araçatuba";79
"350290 Araçoiaba da Serra";3
"350320 Araraquara";118
"350330 Araras";40
"350380 Artur Nogueira";2
"350390 Arujá";12
"350400 Assis";19
"350410 Atibaia";34
"350420 Auriflama";2
"350430 Avaí";1
"350440 Avanhandava";1
"350450 Avaré";19
"350460 Bady Bassitt";1
"350490 Bananal";4
"350520 Bariri";7
"350530 Barra Bonita";9
"350550 Barretos";89
"350560 Barrinha";12
"350570 Barueri";60
"350590 Batatais";24
"350600 Bauru";161
"350610 Bebedouro";54
"350635 Bertioga";14
"350640 Bilac";2
"350650 Birigui";35
"350680 Bocaina";1
"350700 Boituva";5
"350710 Bom Jesus dos Perdões";2
"350730 Boracéia";1
"350740 Borborema";1
"350750 Botucatu";25
"350760 Bragança Paulista";19
"350775 Brejo Alegre";1
"350790 Brotas";2
"350810 Buritama";5
"350840 Cabreúva";4
"350850 Caçapava";58
"350860 Cachoeira Paulista";5
"350880 Cafelândia";1
"350900 Caieiras";8
"350920 Cajamar";6
"350925 Cajati";5
"350945 Campina do Monte Alegre";4
"350950 Campinas";355
"350960 Campo Limpo Paulista";16
"350970 Campos do Jordão";23
"350990 Cananéia";6
"351000 Cândido Mota";5
"351020 Capão Bonito";1
"351030 Capela do Alto";1
"351040 Capivari";25
"351050 Caraguatatuba";43
"351060 Carapicuíba";81
"351080 Casa Branca";14
"351100 Castilho";2
"351110 Catanduva";71
"351130 Cedral";1
"351140 Cerqueira César";2
"351150 Cerquilho";6
"351160 Cesário Lange";6
"355720 Chavantes";2
"351200 Colina";4
"351210 Colômbia";1
"351220 Conchal";1
"351230 Conchas";3
"351240 Cordeirópolis";4
"351280 Cosmópolis";13
"351300 Cotia";24
"351310 Cravinhos";4
"351340 Cruzeiro";54
"351350 Cubatão";55
"351360 Cunha";1
"351370 Descalvado";4
"351380 Diadema";114
"351400 Dobrada";2
"351410 Dois Córregos";6
"351420 Dolcinópolis";1
"351430 Dourado";4
