"Município (Res)";"Freqüência"
"150650 Santa Isabel do Pará";5
"150660 Santa Maria do Pará";4
"150670 Santana do Araguaia";3
"150680 Santarém";48
"150700 Santo Antônio do Tauá";3
"150715 São Domingos do Araguaia";1
"150720 São Domingos do Capim";2
"150730 São Félix do Xingu";5
"150740 São Francisco do Pará";1
"150745 São Geraldo do Araguaia";1
"150760 São Miguel do Guamá";3
"150770 São Sebastião da Boa Vista";2
"150775 Sapucaia";2
"150790 Soure";3
"150795 Tailândia";8
"150808 Tucumã";1
"150810 Tucuruí";18
"150812 Ulianópolis";2
"150815 Uruará";1
"150820 Vigia";1
"150830 Viseu";2
"150835 Vitória do Xingu";1
"150840 Xinguara";2
"160020 Calçoene";1
"160021 Cutias";1
"160025 Itaubal";1
"160027 Laranjal do Jari";4
"160030 Macapá";64
"160050 Oiapoque";8
"160053 Porto Grande";1
"160060 Santana";10
"170035 Aliança do Tocantins";3
"170040 Almas";1
"170070 Alvorada";1
"170100 Ananás";1
"170210 Araguaína";32
"170220 Araguatins";7
"170270 Aurora do Tocantins";1
"170290 Axixá do Tocantins";1
"170300 Babaçulândia";2
"170360 Brasilândia do Tocantins";1
"170386 Cariri do Tocantins";1
"170510 Chapada da Natividade";1
"170550 Colinas do Tocantins";6
"171670 Colméia";1
"170560 Conceição do Tocantins";1
"170700 Dianópolis";1
"170710 Divinópolis do Tocantins";1
"170755 Fátima";1
"170930 Guaraí";3
"170950 Gurupi";5
"171330 Miranorte";4
"172100 Palmas";22
"171570 Palmeirante";1
"171380 Palmeiras do Tocantins";1
"171575 Palmeirópolis";1
"171610 Paraíso do Tocantins";1
"171630 Pau D'Arco";1
"171820 Porto Nacional";2
"171830 Praia Norte";1
"171880 Sampaio";1
"171890 Santa Rosa do Tocantins";1
"172010 São Bento do Tocantins";1
"172025 São Salvador do Tocantins";1
"172090 Taguatinga";1
"172120 Tocantinópolis";4
"172208 Wanderlândia";3
"172210 Xambioá";1
"170000 Município ignorado - TO";1
"210005 Açailândia";8
"210015 Água Doce do Maranhão";1
"210020 Alcântara";1
"210030 Aldeias Altas";1
"210043 Alto Alegre do Maranhão";4
"210060 Amarante do Maranhão";1
"210080 Anapurus";1
"210083 Apicum-Açu";1
"210087 Araguanã";1
"210090 Araioses";1
"210110 Axixá";1
"210120 Bacabal";13
"210125 Bacabeira";2
"210130 Bacuri";1
"210135 Bacurituba";1
"210140 Balsas";8
"210160 Barra do Corda";21
"210170 Barreirinhas";3
"210190 Bequimão";2
"210200 Bom Jardim";1
"210203 Bom Jesus das Selvas";2
"210207 Bom Lugar";2
"210210 Brejo";2
"210215 Brejo de Areia";1
"210230 Buriti Bravo";1
"210232 Buriticupu";6
"210235 Buritirana";1
"210275 Capinzal do Norte";3
"210290 Carutapera";1
"210300 Caxias";22
"210310 Cedral";2
"210317 Centro Novo do Maranhão";1
"210320 Chapadinha";4
"210325 Cidelândia";2
"210330 Codó";14
"210340 Coelho Neto";13
"210350 Colinas";3
"210355 Conceição do Lago-Açu";1
"210360 Coroatá";2
"210370 Cururupu";2
"210375 Davinópolis";1
"210400 Esperantinópolis";4
"210405 Estreito";1
"210408 Fernando Falcão";1
"210455 Governador Edison Lobão";1
"210460 Governador Eugênio Barros";2
"210500 Humberto de Campos";1
"210510 Icatu";2
"210520 Igarapé Grande";1
"210530 Imperatriz";49
"210540 Itapecuru Mirim";7
"210542 Itinga do Maranhão";3
"210550 João Lisboa";2
"210570 Lago da Pedra";1
"210630 Magalhães de Almeida";1
"210632 Maracaçumé";1
"210660 Matões";1
"210670 Mirador";1
"210675 Miranda do Norte";3
"210700 Montes Altos";3
"210710 Morros";2
"210740 Olho d'Água das Cunhãs";1
"210750 Paço do Lumiar";17
"210770 Paraibano";2
"210780 Parnarama";3
"210790 Passagem Franca";1
"210805 Paulino Neves";4
"210820 Pedreiras";14
"210825 Pedro do Rosário";2
"210830 Penalva";3
"210840 Peri Mirim";1
"210845 Peritoró";2
"210850 Pindaré-Mirim";2
"210860 Pinheiro";1
"210870 Pio XII";1
"210880 Pirapemas";2
"210890 Poção de Pedras";1
"210900 Porto Franco";2
"210910 Presidente Dutra";1
"210940 Primeira Cruz";1
"210945 Raposa";4
"210950 Riachão";1
"210960 Rosário";7
"210980 Santa Helena";1
"210990 Santa Inês";11
"211000 Santa Luzia";5
"211003 Santa Luzia do Paruá";1
"211020 Santa Rita";3
"211050 São Bento";5
"211110 São João dos Patos";2
"211120 São José de Ribamar";27
"211130 São Luís";290
"211150 São Mateus do Maranhão";4
"211153 São Pedro da Água Branca";1
"211167 São Roberto";1
"211174 Senador Alexandre Costa";1
"211210 Timbiras";2
"211220 Timon";24
"211223 Trizidela do Vale";6
"211230 Tuntum";2
"211240 Turiaçu";4
"211250 Tutóia";1
"211270 Vargem Grande";1
"211280 Viana";4
"211290 Vitória do Mearim";5
"211300 Vitorino Freire";2
"211400 Zé Doca";1
"220020 Água Branca";1
"220040 Altos";5
"220100 Arraial";1
"220120 Barras";1
"220150 Batalha";1
"220170 Bertolínia";1
"220180 Bocaina";1
"220190 Bom Jesus";1
"220205 Cabeceiras do Piauí";1
"220220 Campo Maior";4
"220230 Canto do Buriti";1
"220271 Cocal de Telha";1
"220277 Colônia do Piauí";3
"220340 Dom Expedito Lopes";1
"220370 Esperantina";8
"220390 Floriano";6
"220450 Guadalupe";5
"220460 Hugo Napoleão";2
"220465 Ilha Grande";1
"220500 Itainópolis";1
"220560 Landri Sales";1
"220605 Massapê do Piauí";3
"220610 Matias Olímpio";1
"220660 Monte Alegre do Piauí";2
"220670 Nazaré do Piauí";1
"220700 Oeiras";7
"220770 Parnaíba";14
"220800 Picos";4
"220830 Piracuruca";2
"220840 Piripiri";8
"220850 Porto";1
"220915 Santa Cruz dos Milagres";1
"220937 Santa Rosa do Piauí";1
"220987 São João da Fronteira";1
"221000 São João do Piauí";3
"221040 São Miguel do Tapuio";3
"221050 São Pedro do Piauí";1
"221060 São Raimundo Nonato";3
"221065 Sigefredo Pacheco";1
"221093 Sussuapara";1
"221100 Teresina";154
"221110 União";5
"221120 Uruçuí";2
"221130 Valença do Piauí";2
"221170 Wall Ferraz";1
"230020 Acaraú";1
"230030 Acopiara";2
"230070 Alto Santo";2
"230075 Amontada";2
"230080 Antonina do Norte";1
"230100 Aquiraz";1
"230110 Aracati";13
"230170 Aurora";4
"230185 Banabuiú";2
"230190 Barbalha";3
"230195 Barreira";2
"230210 Baturité";2
"230220 Beberibe";4
"230240 Boa Viagem";3
"230260 Camocim";1
"230270 Campos Sales";1
"230280 Canindé";6
"230300 Caridade";3
"230310 Cariré";1
"230320 Caririaçu";1
"230350 Cascavel";10
"230370 Caucaia";28
"230380 Cedro";1
"230395 Chorozinho";2
"230400 Coreaú";1
"230410 Crateús";5
"230420 Crato";7
"230423 Croatá";1
"230428 Eusébio";7
"230440 Fortaleza";490
"230445 Fortim";2
"230470 Granja";1
"230480 Granjeiro";1
"230490 Groaíras";6
"230495 Guaiúba";1
"230500 Guaraciaba do Norte";7
"230523 Horizonte";2
"230526 Ibaretama";1
"230540 Icó";3
"230550 Iguatu";14
"230560 Independência";1
"230565 Ipaporanga";1
"230590 Ipueiras";1
"230600 Iracema";1
"230620 Itaiçaba";2
"230625 Itaitinga";3
"230630 Itapagé";2
"230640 Itapipoca";2
"230650 Itapiúna";1
"230655 Itarema";1
"230690 Jaguaribe";2
"230700 Jaguaruana";3
"230725 Jijoca de Jericoacoara";3
"230730 Juazeiro do Norte";14
"230750 Lavras da Mangabeira";2
"230760 Limoeiro do Norte";6
"230765 Maracanaú";29
"230770 Maranguape";5
"230810 Mauriti";1
"230840 Missão Velha";1
"230860 Monsenhor Tabosa";1
"230870 Morada Nova";6
"230880 Moraújo";1
"230890 Morrinhos";1
"230900 Mucambo";3
"230930 Nova Russas";1
"230945 Ocara";1
"230960 Pacajus";6
"230970 Pacatuba";3
"230990 Pacujá";1
"231020 Paracuru";1
"231025 Paraipaba";2
"231030 Parambu";2
"231040 Paramoti";1
"231050 Pedra Branca";1
"231070 Pentecoste";3
"231085 Pindoretama";2
"231090 Piquet Carneiro";2
"231100 Poranga";1
"231130 Quixadá";5
"231135 Quixelô";1
"231140 Quixeramobim";1
"231150 Quixeré";3
"231160 Redenção";1
"231180 Russas";10
"231190 Saboeiro";2
"231220 Santa Quitéria";3
"231230 São Benedito";5
"231240 São Gonçalo do Amarante";4
"231290 Sobral";12
"231300 Solonópole";2
"231310 Tabuleiro do Norte";2
"231330 Tauá";1
"231340 Tianguá";3
"231350 Trairi";3
"231360 Ubajara";1
"231380 Uruburetama";1
"231395 Varjota";2
"231410 Viçosa do Ceará";1
"240020 Açu";1
"240100 Apodi";4
"240110 Areia Branca";11
"240120 Arês";2
"240200 Caicó";2
"240230 Caraúbas";1
"240250 Carnaubais";1
"240260 Ceará-Mirim";3
"240310 Currais Novos";5
"240360 Extremoz";1
"240400 Frutuoso Gomes";1
"240420 Goianinha";2
"240450 Guamaré";1
"240470 Ipanguaçu";2
"240570 Jardim do Seridó";1
"240580 João Câmara";3
"240630 Lagoa de Pedras";2
"240660 Lagoa Salgada";2
"240710 Macaíba";5
"240720 Macau";5
"240760 Messias Targino";1
"240770 Montanhas";1
"240800 Mossoró";47
"240810 Natal";101
"240820 Nísia Floresta";1
"240890 Parelhas";3
"240325 Parnamirim";19
"240910 Passa e Fica";2
"240930 Patu";2
"240940 Pau dos Ferros";1
"240980 Pedro Velho";1
"240990 Pendências";2
"241020 Portalegre";1
"241030 Presidente Juscelino";2
"241050 Rafael Fernandes";1
"241100 Rodolfo Fernandes";1
"241120 Santa Cruz";4
"241150 Santo Antônio";1
"241200 São Gonçalo do Amarante";8
"241210 São João do Sabugi";1
"241220 São José de Mipibu";4
"241230 São José do Campestre";2
"241250 São Miguel";1
"241260 São Paulo do Potengi";2
"241320 Senador Georgino Avelino";1
"241330 Serra de São Bento";1
"241335 Serra do Mel";2
"241390 Taipu";1
"241400 Tangará";3
"241420 Tibau do Sul";2
"241440 Touros";4
"250053 Alcantil";1
"250057 Algodão de Jandaíra";1
"250060 Alhandra";8
"250080 Araçagi";1
"250100 Araruna";3
"250110 Areia";1
"250130 Aroeiras";1
"250140 Baía da Traição";2
"250150 Bananeiras";1
"250180 Bayeux";11
"250210 Boa Ventura";1
"250300 Caaporã";6
"250310 Cabaceiras";1
"250320 Cabedelo";12
"250355 Cacimbas";1
"250370 Cajazeiras";4
"250400 Campina Grande";44
"251640 Campo de Santana";1
"250460 Conde";4
"250490 Cruz do Espírito Santo";1
"250510 Cuité";1
"250570 Dona Inês";1
"250600 Esperança";1
"250610 Fagundes";1
"250630 Guarabira";9
"250680 Ingá";1
"250690 Itabaiana";3
"250700 Itaporanga";1
"250710 Itapororoca";2
"250730 Jacaraú";2
"250750 João Pessoa";113
"250770 Juazeirinho";1
"250790 Juripiranga";1
"250830 Lagoa Seca";1
"250860 Lucena";1
"250890 Mamanguape";9
"250910 Mari";3
"250915 Marizópolis";2
"250920 Massaranduba";1
"250930 Mataraca";1
"250970 Monteiro";1
"250980 Mulungu";1
"251000 Nazarezinho";1
"251050 Olivedos";1
"251080 Patos";5
"251120 Pedras de Fogo";4
"251140 Picuí";1
"251160 Pilões";1
"251170 Pilõezinhos";1
"251180 Pirpirituba";2
"251190 Pitimbu";2
"251210 Pombal";2
"251250 Queimadas";5
"251270 Remígio";1
"251290 Rio Tinto";8
"251320 Santa Cruz";1
"251370 Santa Rita";13
"251385 Santo André";1
"251390 São Bento";2
"251445 São José dos Ramos";2
"251530 Sapé";5
"251540 Seridó";1
"251580 Serra Redonda";3
"251590 Serraria";2
"251600 Solânea";1
"251610 Soledade";2
"251620 Sousa";4
"260005 Abreu e Lima";27
"260010 Afogados da Ingazeira";1
"260040 Água Preta";3
"260070 Aliança";1
"260080 Altinho";2
"260090 Amaraji";2
"260105 Araçoiaba";2
"260110 Araripina";1
"260120 Arcoverde";6
"260130 Barra de Guabiraba";2
"260140 Barreiros";6
"260150 Belém de Maria";1
"260170 Belo Jardim";5
"260180 Betânia";1
"260190 Bezerros";5
"260200 Bodocó";1
"260210 Bom Conselho";4
"260220 Bom Jardim";1
"260230 Bonito";1
"260270 Buenos Aires";2
"260280 Buíque";2
"260290 Cabo de Santo Agostinho";35
"260310 Cachoeirinha";5
"260320 Caetés";1
"260345 Camaragibe";30
"260360 Camutanga";1
"260370 Canhotinho";3
"260380 Capoeiras";2
"260390 Carnaíba";1
"260400 Carpina";18
"260410 Caruaru";48
"260420 Catende";1
"260440 Chã de Alegria";2
"260450 Chã Grande";1
"260460 Condado";6
"260480 Cortês";1
"260490 Cumaru";2
"260500 Cupira";1
"260510 Custódia";1
"260520 Escada";13
"260540 Feira Nova";2
"260545 Fernando de Noronha";1
"260580 Frei Miguelinho";1
"260590 Gameleira";1
"260600 Garanhuns";12
"260610 Glória do Goitá";1
"260620 Goiana";21
"260640 Gravatá";5
"260680 Igarassu";15
"260760 Ilha de Itamaracá";2
"260700 Inajá";2
"260720 Ipojuca";18
"260765 Itambé";3
"260775 Itapissuma";7
"260780 Itaquitinga";2
"260790 Jaboatão dos Guararapes";207
"260810 João Alfredo";2
"260830 Jupi";1
"260850 Lagoa do Itaenga";1
"260860 Lagoa do Ouro";2
"260870 Lagoa dos Gatos";1
"260890 Limoeiro";5
"260900 Macaparana";4
"260940 Moreno";6
"260950 Nazaré da Mata";1
"260960 Olinda";112
"260970 Orobó";1
"260990 Ouricuri";2
"261000 Palmares";6
"261020 Panelas";2
"261050 Passira";6
"261060 Paudalho";7
"261070 Paulista";75
"261080 Pedra";1
"261090 Pesqueira";11
"261100 Petrolândia";1
"261110 Petrolina";45
"261130 Pombos";1
"261140 Primavera";3
"261150 Quipapá";1
"261160 Recife";543
"261170 Riacho das Almas";2
"261180 Ribeirão";6
"261190 Rio Formoso";3
"261200 Sairé";1
"261210 Salgadinho";1
"261220 Salgueiro";5
"261230 Saloá";1
"261245 Santa Cruz";1
"261247 Santa Cruz da Baixa Verde";1
"261250 Santa Cruz do Capibaribe";5
"261280 Santa Terezinha";1
"261290 São Benedito do Sul";2
"261300 São Bento do Una";2
"261310 São Caitano";4
"261330 São Joaquim do Monte";2
"261340 São José da Coroa Grande";2
"261350 São José do Belmonte";1
"261370 São Lourenço da Mata";18
"261390 Serra Talhada";5
"261410 Sertânia";4
"261420 Sirinhaém";7
"261450 Surubim";5
"261485 Tamandaré";5
"261530 Timbaúba";3
"261540 Toritama";2
"261550 Tracunhaém";1
"261580 Tupanatinga";1
"261630 Vicência";1
"261640 Vitória de Santo Antão";16
"260000 Município ignorado - PE";1
"270020 Anadia";1
"270030 Arapiraca";3
"270040 Atalaia";1
"270050 Barra de Santo Antônio";1
"270100 Boca da Mata";2
"270110 Branquinha";1
"270130 Cajueiro";1
"270135 Campestre";1
"270140 Campo Alegre";2
"270170 Capela";1
"270200 Coité do Nóia";2
"270210 Colônia Leopoldina";2
"270220 Coqueiro Seco";1
"270230 Coruripe";2
"270240 Delmiro Gouveia";3
"270250 Dois Riachos";1
"270260 Feira Grande";1
"270280 Flexeiras";2
"270290 Girau do Ponciano";1
"270300 Ibateguara";2
"270330 Inhapi";1
"270380 Joaquim Gomes";2
"270390 Jundiá";1
"270420 Limoeiro de Anadia";2
"270430 Maceió";172
"270470 Marechal Deodoro";2
"270480 Maribondo";1
"270550 Murici";1
"270560 Novo Lino";3
"270570 Olho d'Água das Flores";2
"270630 Palmeira dos Índios";4
"270670 Penedo";4
"270680 Piaçabuçu";2
"270690 Pilar";1
"270730 Porto Calvo";4
"270750 Porto Real do Colégio";3
"270760 Quebrangulo";2
"270770 Rio Largo";6
"270830 São José da Laje";1
"270850 São Luís do Quitunde";1
"270860 São Miguel dos Campos";3
"270880 São Sebastião";1
"270890 Satuba";3
"270915 Teotônio Vilela";3
"270930 União dos Palmares";4
"270940 Viçosa";3
"280030 Aracaju";80
"280060 Barra dos Coqueiros";5
"280067 Boquim";2
"280130 Capela";3
"280150 Carmópolis";3
"280160 Cedro de São João";2
"280170 Cristinápolis";1
"280210 Estância";11
"280230 Frei Paulo";1
"280290 Itabaiana";19
"280300 Itabaianinha";1
"280320 Itaporanga d'Ajuda";1
"280350 Lagarto";8
"280360 Laranjeiras";3
"280380 Malhada dos Bois";1
"280410 Moita Bonita";1
"280420 Monte Alegre de Sergipe";2
"280440 Neópolis";1
"280445 Nossa Senhora Aparecida";1
"280450 Nossa Senhora da Glória";1
"280480 Nossa Senhora do Socorro";23
"280510 Pedrinhas";2
"280520 Pinhão";1
"280540 Poço Redondo";1
"280570 Propriá";3
"280580 Riachão do Dantas";1
"280610 Rosário do Catete";1
"280640 Santana do São Francisco";1
"280660 Santo Amaro das Brotas";1
"280670 São Cristóvão";6
"280680 São Domingos";1
"280710 Simão Dias";3
"280740 Tobias Barreto";2
"280760 Umbaúba";2
"290040 Água Fria";1
"290060 Aiquara";1
"290070 Alagoinhas";8
"290080 Alcobaça";3
"290100 Amargosa";4
"290110 Amélia Rodrigues";4
"290200 Aracatu";1
"290210 Araci";3
"290225 Arataca";1
"290260 Baixa Grande";1
"290270 Barra";3
"290280 Barra da Estiva";1
"290290 Barra do Choça";2
"290320 Barreiras";3
"290327 Barrocas";1
"290340 Belmonte";2
"290380 Boa Vista do Tupim";1
"290390 Bom Jesus da Lapa";5
"290405 Bonito";1
"290460 Brumado";2
"290470 Buerarema";2
"290490 Cachoeira";3
"290500 Caculé";2
"290520 Caetité";2
"290560 Camacan";6
"290570 Camaçari";21
"290590 Campo Alegre de Lourdes";1
"290600 Campo Formoso";5
"290630 Canavieiras";6
"290650 Candeias";8
"290670 Cândido Sales";1
"290687 Capim Grosso";2
"290690 Caravelas";1
"290750 Catu";4
"290755 Caturama";1
"290820 Conceição da Feira";2
"290840 Conceição do Coité";10
"290850 Conceição do Jacuípe";2
"290960 Crisópolis";2
"290980 Cruz das Almas";2
"290990 Curaçá";2
"291005 Dias d'Ávila";14
"291010 Dom Basílio";3
"291030 Elísio Medrado";1
"291050 Entre Rios";3
"291070 Euclides da Cunha";2
"291072 Eunápolis";28
"291075 Fátima";1
"291080 Feira de Santana";68
"291100 Floresta Azul";1
"291120 Gandu";3
"291170 Guanambi";1
"291190 Iaçu";2
"291210 Ibicaraí";1
"291230 Ibicuí";1
"291240 Ibipeba";3
"291270 Ibirapitanga";1
"291360 Ilhéus";16
"291370 Inhambupe";3
"291390 Ipiaú";4
"291400 Ipirá";3
"291440 Iraquara";1
"291450 Irará";1
"291460 Irecê";6
"291465 Itabela";2
"291470 Itaberaba";2
"291480 Itabuna";26
"291490 Itacaré";2
"291530 Itagimirim";1
"291550 Itajuípe";1
"291560 Itamaraju";10
"291580 Itambé";1
"291600 Itanhém";1
"291610 Itaparica";2
"291630 Itapebi";2
"291640 Itapetinga";1
"291650 Itapicuru";1
"291670 Itaquara";1
"291685 Itatim";1
"291690 Itiruçu";3
"291700 Itiúba";2
"291720 Ituaçu";1
"291750 Jacobina";3
"291770 Jaguarari";1
"291800 Jequié";19
"291820 Jiquiriçá";1
"291835 João Dourado";1
"291840 Juazeiro";28
"291845 Jucuruçu";1
"291920 Lauro de Freitas";21
"291930 Lençóis";2
"291940 Licínio de Almeida";1
"291950 Livramento de Nossa Senhora";2
"291960 Macajuba";1
"291970 Macarani";1
"291992 Madre de Deus";2
"291995 Maetinga";1
"292010 Mairi";1
"292020 Malhada";1
"292050 Maracás";1
"292060 Maragogipe";2
"292100 Mata de São João";1
"292120 Miguel Calmon";3
"292130 Milagres";1
"292200 Mucuri";4
"292210 Mundo Novo";2
"292230 Muritiba";3
"292240 Mutuípe";1
"292250 Nazaré";1
"292273 Nova Fátima";1
"292300 Nova Viçosa";2
"292303 Novo Horizonte";1
"292310 Olindina";3
"292350 Palmeiras";1
"292360 Paramirim";1
"292370 Paratinga";1
"292390 Pau Brasil";2
"292400 Paulo Afonso";4
"292430 Piatã";1
"292465 Pintadas";1
"292480 Piritiba";1
"292490 Planaltino";1
"292500 Planalto";2
"292510 Poções";8
"292520 Pojuca";2
"292530 Porto Seguro";28
"292540 Potiraguá";1
"292550 Prado";3
"292580 Queimadas";1
"292593 Quixabeira";1
"292600 Remanso";20
"292630 Riachão do Jacuípe";5
"292640 Riacho de Santana";5
"292650 Ribeira do Amparo";1
"292660 Ribeira do Pombal";5
"292700 Rio Real";5
"292720 Ruy Barbosa";2
"292730 Salinas da Margarida";1
"292740 Salvador";633
"292750 Santa Bárbara";3
"292770 Santa Cruz Cabrália";3
"292790 Santa Inês";3
"292805 Santa Luzia";3
"292810 Santa Maria da Vitória";1
"292800 Santaluz";1
"292860 Santo Amaro";4
"292870 Santo Antônio de Jesus";6
"292880 Santo Estêvão";10
"292890 São Desidério";2
"292910 São Felipe";1
"292900 São Félix";2
"292920 São Francisco do Conde";7
"292930 São Gonçalo dos Campos";4
"292950 São Sebastião do Passé";3
"292960 Sapeaçu";1
"292975 Saubara";1
"292980 Saúde";1
"292990 Seabra";2
"293010 Senhor do Bonfim";10
"293050 Serrinha";10
"293070 Simões Filho";19
"293110 Tanquinho";1
"293130 Tapiramutá";2
"293135 Teixeira de Freitas";17
"293150 Teofilândia";1
"293190 Tucano";2
"293210 Ubaíra";1
"293220 Ubaitaba";1
"293230 Ubatã";1
"293240 Uibaí";1
"293290 Valença";9
"293320 Vera Cruz";4
"293330 Vitória da Conquista";27
"290000 Município ignorado - BA";2
"310020 Abaeté";3
"310040 Acaiaca";1
"310090 Águas Formosas";1
"310100 Águas Vermelhas";1
"310150 Além Paraíba";11
"310160 Alfenas";10
"310170 Almenara";4
"310180 Alpercata";1
"315350 Alto Jequitibá";1
"310230 Alvinópolis";1
"310260 Andradas";3
"310290 Antônio Carlos";1
"310300 Antônio Dias";1
"310330 Aracitaba";2
"310340 Araçuaí";2
"310350 Araguari";31
"310400 Araxá";21
"310420 Arcos";4
"310430 Areado";3
"310445 Aricanduva";1
"310470 Ataléia";1
"310490 Baependi";1
"310500 Baldim";1
"310510 Bambuí";2
"310530 Bandeira do Sul";2
"310540 Barão de Cocais";5
"310560 Barbacena";12
"310570 Barra Longa";1
"310590 Barroso";2
"310600 Bela Vista de Minas";1
"310620 Belo Horizonte";557
"310650 Berilo";1
"310670 Betim";88
"310690 Bicas";8
"310710 Boa Esperança";1
"310720 Bocaina de Minas";1
"310730 Bocaiúva";3
"310740 Bom Despacho";2
"310750 Bom Jardim de Minas";5
"310800 Bom Sucesso";1
"310855 Brasilândia de Minas";1
"310860 Brasília de Minas";1
"310890 Brasópolis";2
"310900 Brumadinho";1
"310925 Bugre";1
"310970 Cachoeira de Minas";1
"310990 Caetanópolis";1
"311000 Caeté";11
"311050 Camanducaia";1
"311060 Cambuí";4
"311070 Cambuquira";2
"311080 Campanário";1
"311090 Campanha";2
"311110 Campina Verde";3
"311120 Campo Belo";4
"311150 Campos Altos";1
"311160 Campos Gerais";2
"311190 Cana Verde";1
"311180 Canápolis";3
"311230 Capelinha";3
"311250 Capim Branco";1
"311260 Capinópolis";6
"311300 Caraí";3
"311310 Caranaíba";1
"311320 Carandaí";1
"311330 Carangola";5
"311340 Caratinga";4
"311370 Carlos Chagas";1
"311390 Carmo da Cachoeira";1
"311400 Carmo da Mata";5
"311410 Carmo de Minas";2
"311430 Carmo do Paranaíba";3
"311440 Carmo do Rio Claro";2
"311510 Cássia";1
"311530 Cataguases";10
"311545 Catuji";3
"311550 Caxambu";1
"311570 Central de Minas";1
"311690 Comendador Gomes";1
"311710 Conceição da Aparecida";1
"311730 Conceição das Alagoas";8
"311750 Conceição do Mato Dentro";5
"311770 Conceição do Rio Verde";1
"311783 Cônego Marinho";1
"311790 Congonhal";1
"311800 Congonhas";4
"311830 Conselheiro Lafaiete";5
"311860 Contagem";128
"311890 Cordisburgo";1
"311900 Cordislândia";1
"311910 Corinto";3
"311930 Coromandel";3
"311940 Coronel Fabriciano";18
"311980 Córrego Danta";1
"312000 Córrego Novo";1
"312030 Cristália";1
"312040 Cristiano Otoni";2
"312050 Cristina";4
"312060 Crucilândia";1
"312090 Curvelo";11
"312110 Delfim Moreira";2
"312125 Delta";4
"312160 Diamantina";4
"312230 Divinópolis";21
"312235 Divisa Alegre";2
"312260 Dom Joaquim";2
"312320 Dores do Indaiá";1
"312400 Ervália";1
"312410 Esmeraldas";8
"312420 Espera Feliz";2
"312430 Espinosa";2
