"Município (Res)";"Freqüência"
"251140 Picuí";2
"251190 Pitimbu";1
"251210 Pombal";1
"251250 Queimadas";1
"251270 Remígio";1
"251310 Salgado de São Félix";1
"251370 Santa Rita";10
"251390 São Bento";1
"250070 São João do Rio do Peixe";1
"251450 São José de Piranhas";1
"251510 São Sebastião de Lagoa de Roça";1
"251530 Sapé";2
"251560 Serra da Raiz";1
"251580 Serra Redonda";2
"251600 Solânea";1
"251620 Sousa";2
"260005 Abreu e Lima";13
"260070 Aliança";1
"260080 Altinho";2
"260120 Arcoverde";2
"260140 Barreiros";1
"260170 Belo Jardim";3
"260190 Bezerros";10
"260210 Bom Conselho";1
"260260 Brejo da Madre de Deus";1
"260290 Cabo de Santo Agostinho";19
"260310 Cachoeirinha";2
"260345 Camaragibe";17
"260410 Caruaru";27
"260420 Catende";2
"260440 Chã de Alegria";1
"260460 Condado";1
"260490 Cumaru";3
"260510 Custódia";2
"260520 Escada";2
"260530 Exu";2
"260580 Frei Miguelinho";1
"260590 Gameleira";1
"260600 Garanhuns";5
"260620 Goiana";3
"260640 Gravatá";1
"260680 Igarassu";6
"260760 Ilha de Itamaracá";1
"260720 Ipojuca";1
"260765 Itambé";1
"260775 Itapissuma";4
"260790 Jaboatão dos Guararapes";74
"260820 Joaquim Nabuco";1
"260825 Jucati";1
"260860 Lagoa do Ouro";2
"260880 Lajedo";1
"260890 Limoeiro";3
"260915 Manari";1
"260940 Moreno";11
"260960 Olinda";78
"260990 Ouricuri";1
"261000 Palmares";2
"261050 Passira";1
"261060 Paudalho";2
"261070 Paulista";37
"261100 Petrolândia";1
"261110 Petrolina";20
"261153 Quixaba";2
"261160 Recife";344
"261170 Riacho das Almas";1
"261190 Rio Formoso";2
"261210 Salgadinho";1
"261250 Santa Cruz do Capibaribe";8
"261270 Santa Maria do Cambucá";1
"261300 São Bento do Una";1
"261310 São Caitano";2
"261370 São Lourenço da Mata";3
"261390 Serra Talhada";1
"261410 Sertânia";4
"261420 Sirinhaém";1
"261450 Surubim";1
"261500 Taquaritinga do Norte";1
"261570 Triunfo";1
"261640 Vitória de Santo Antão";9
"270020 Anadia";1
"270030 Arapiraca";4
"270050 Barra de Santo Antônio";1
"270100 Boca da Mata";1
"270140 Campo Alegre";1
"270240 Delmiro Gouveia";2
"270250 Dois Riachos";1
"270380 Joaquim Gomes";1
"270400 Junqueiro";1
"270430 Maceió";84
"270500 Mata Grande";1
"270560 Novo Lino";1
"270590 Olho d'Água Grande";1
"270630 Palmeira dos Índios";2
"270650 Passo de Camaragibe";1
"270760 Quebrangulo";1
"270800 Santana do Ipanema";1
"270830 São José da Laje";1
"270860 São Miguel dos Campos";1
"270900 Tanque d'Arca";1
"270915 Teotônio Vilela";1
"270940 Viçosa";1
"280030 Aracaju";39
"280060 Barra dos Coqueiros";4
"280067 Boquim";1
"280100 Campo do Brito";1
"280130 Capela";1
"280140 Carira";1
"280160 Cedro de São João";1
"280210 Estância";2
"280290 Itabaiana";4
"280330 Japaratuba";1
"280340 Japoatã";1
"280350 Lagarto";7
"280360 Laranjeiras";1
"280440 Neópolis";4
"280450 Nossa Senhora da Glória";2
"280480 Nossa Senhora do Socorro";8
"280510 Pedrinhas";1
"280550 Poço Verde";1
"280610 Rosário do Catete";3
"280620 Salgado";1
"280670 São Cristóvão";7
"280680 São Domingos";1
"280710 Simão Dias";1
"280740 Tobias Barreto";1
"280750 Tomar do Geru";1
"280760 Umbaúba";1
"290070 Alagoinhas";2
"290080 Alcobaça";3
"290290 Barra do Choça";1
"290320 Barreiras";1
"290390 Bom Jesus da Lapa";2
"290460 Brumado";1
"290480 Caatiba";1
"290485 Cabaceiras do Paraguaçu";1
"290490 Cachoeira";1
"290500 Caculé";2
"290560 Camacan";1
"290570 Camaçari";5
"290580 Camamu";1
"290590 Campo Alegre de Lourdes";1
"290630 Canavieiras";1
"290670 Cândido Sales";1
"290682 Canudos";2
"290687 Capim Grosso";2
"290710 Carinhanha";1
"290800 Coaraci";2
"290810 Cocos";1
"290850 Conceição do Jacuípe";1
"291005 Dias d'Ávila";1
"291072 Eunápolis";4
"291080 Feira de Santana";8
"291120 Gandu";2
"291185 Heliópolis";2
"291190 Iaçu";3
"291360 Ilhéus";12
"291390 Ipiaú";1
"291450 Irará";1
"291460 Irecê";2
"291470 Itaberaba";2
"291480 Itabuna";16
"291560 Itamaraju";3
"291610 Itaparica";1
"291620 Itapé";1
"291700 Itiúba";1
"291730 Ituberá";1
"291750 Jacobina";1
"291770 Jaguarari";1
"291800 Jequié";7
"291810 Jeremoabo";1
"291840 Juazeiro";6
"291850 Jussara";1
"291920 Lauro de Freitas";7
"291950 Livramento de Nossa Senhora";1
"291960 Macajuba";1
"291992 Madre de Deus";2
"292010 Mairi";1
"292060 Maragogipe";2
"292100 Mata de São João";2
"292270 Nova Canaã";1
"292300 Nova Viçosa";1
"292380 Paripiranga";1
"292400 Paulo Afonso";3
"292510 Poções";2
"292530 Porto Seguro";8
"292595 Rafael Jambeiro";1
"292610 Retirolândia";1
"292650 Ribeira do Amparo";1
"292700 Rio Real";1
"292740 Salvador";341
"292770 Santa Cruz Cabrália";1
"292790 Santa Inês";1
"292860 Santo Amaro";1
"292870 Santo Antônio de Jesus";2
"292880 Santo Estêvão";1
"292930 São Gonçalo dos Campos";1
"292950 São Sebastião do Passé";2
"292975 Saubara";1
"292990 Seabra";2
"293020 Sento Sé";1
"293050 Serrinha";1
"293070 Simões Filho";1
"293100 Tanhaçu";1
"293120 Taperoá";1
"293130 Tapiramutá";1
"293135 Teixeira de Freitas";3
"293220 Ubaitaba";1
"293290 Valença";3
"293330 Vitória da Conquista";21
"293350 Wenceslau Guimarães";2
"310020 Abaeté";1
"310110 Aimorés";1
"310150 Além Paraíba";2
"310160 Alfenas";15
"310190 Alpinópolis";2
"310200 Alterosa";1
"310260 Andradas";5
"310350 Araguari";31
"310400 Araxá";12
"310420 Arcos";4
"310430 Areado";1
"310460 Astolfo Dutra";2
"310490 Baependi";1
"310560 Barbacena";1
"310590 Barroso";2
"310600 Bela Vista de Minas";1
"310620 Belo Horizonte";394
"310670 Betim";55
"310680 Bias Fortes";1
"310690 Bicas";1
"310730 Bocaiúva";2
"310750 Bom Jardim de Minas";2
"310780 Bom Jesus do Galho";1
"310890 Brasópolis";1
"310900 Brumadinho";3
"310930 Buritis";1
"311000 Caeté";1
"311090 Campanha";1
"311100 Campestre";2
"311120 Campo Belo";3
"311130 Campo do Meio";1
"311170 Canaã";1
"311200 Candeias";2
"311330 Carangola";1
"311340 Caratinga";4
"311360 Careaçu";1
"311370 Carlos Chagas";2
"311400 Carmo da Mata";3
"311410 Carmo de Minas";1
"311420 Carmo do Cajuru";1
"311430 Carmo do Paranaíba";1
"311440 Carmo do Rio Claro";1
"311455 Carneirinho";1
"311510 Cássia";1
"311530 Cataguases";11
"311535 Catas Altas";1
"311545 Catuji";1
"311660 Cláudio";1
"311710 Conceição da Aparecida";1
"311520 Conceição da Barra de Minas";1
"311800 Congonhas";3
"311830 Conselheiro Lafaiete";1
"311840 Conselheiro Pena";1
"311860 Contagem";61
"311900 Cordislândia";2
"311940 Coronel Fabriciano";5
"311950 Coronel Murta";1
"311990 Córrego do Bom Jesus";1
"312000 Córrego Novo";1
"312030 Cristália";1
"312060 Crucilândia";1
"312090 Curvelo";2
"312160 Diamantina";3
"312230 Divinópolis";19
"312250 Dom Cavati";1
"312370 Engenheiro Caldas";1
"312410 Esmeraldas";1
"312510 Extrema";2
"312590 Ferros";1
"312610 Formiga";3
"312630 Fortaleza de Minas";1
"312690 Frei Inocêncio";1
"312700 Fronteira";2
"312710 Frutal";14
"312750 Gonzaga";2
"312770 Governador Valadares";47
"312870 Guaxupé";6
"312910 Gurinhatã";1
"312930 Iapu";1
"312950 Ibiá";7
"312980 Ibirité";12
"313040 Ijaci";1
"313080 Ingaí";1
"313130 Ipatinga";34
"313170 Itabira";19
"313190 Itabirito";1
"313210 Itacarambi";1
"313220 Itaguara";2
"313240 Itajubá";18
"313260 Itamarati de Minas";1
"313290 Itamogi";2
"313350 Itapecerica";3
"313380 Itaúna";6
"313400 Itinga";1
"313420 Ituiutaba";16
"313440 Iturama";2
"313490 Jacutinga";1
"313505 Jaíba";1
"313520 Januária";3
"313620 João Monlevade";8
"313630 João Pinheiro";1
"313640 Joaquim Felício";1
"313665 Juatuba";3
"313670 Juiz de Fora";183
"313700 Ladainha";1
"313720 Lagoa da Prata";1
"313760 Lagoa Santa";4
"313780 Lambari";1
"313800 Laranjal";1
"313810 Lassance";3
"313820 Lavras";8
"313840 Leopoldina";2
"313862 Limeira do Oeste";1
"313890 Machacalis";1
"313950 Manhumirim";1
"313960 Mantena";1
"313980 Mar de Espanha";1
"314000 Mariana";3
"314015 Mário Campos";1
"314055 Mata Verde";1
"314070 Mateus Leme";2
"314080 Matias Barbosa";2
"314110 Matozinhos";1
"314200 Mirabela";1
"314230 Moeda";1
"314240 Moema";1
"314260 Monsenhor Paulo";1
"314280 Monte Alegre de Minas";2
"314300 Monte Belo";1
"314330 Montes Claros";10
"314390 Muriaé";9
"314410 Muzambinho";1
"314430 Nanuque";2
"314450 Nazareno";1
"314480 Nova Lima";4
"314560 Oliveira";2
"314585 Oratórios";1
"314600 Ouro Fino";2
"314610 Ouro Preto";5
"314620 Ouro Verde de Minas";2
"314630 Padre Paraíso";3
"314670 Palma";1
"314690 Papagaios";2
"314710 Pará de Minas";3
"314700 Paracatu";4
"314720 Paraguaçu";1
"314730 Paraisópolis";2
"314760 Passa Quatro";2
"314790 Passos";10
"314800 Patos de Minas";12
"314910 Pedralva";2
"314940 Pedro Teixeira";1
"314990 Perdões";1
"314995 Periquito";3
"315000 Pescador";1
"315015 Piedade de Caratinga";1
"315100 Piranguinho";1
"315120 Pirapora";2
"315140 Pitangui";2
"315160 Planura";2
"315180 Poços de Caldas";20
"315200 Pompéu";1
"315210 Ponte Nova";8
"315220 Porteirinha";1
"315230 Porto Firme";1
"315240 Poté";3
"315250 Pouso Alegre";19
"315280 Prata";3
"315390 Raposos";1
"315410 Recreio";1
"315420 Resende Costa";2
"315460 Ribeirão das Neves";19
"315520 Rio Espera";1
"315550 Rio Paranaíba";1
"315560 Rio Pardo de Minas";2
"315590 Rio Preto";1
"315645 Rosário da Limeira";1
"315660 Rubim";1
"315670 Sabará";12
"315700 Salinas";1
"315720 Santa Bárbara";2
"315725 Santa Bárbara do Leste";2
"315780 Santa Luzia";23
"315960 Santa Rita do Sapucaí";2
"315980 Santa Vitória";1
"315840 Santana de Cataguases";1
"315860 Santana do Deserto";1
"316070 Santos Dumont";1
"316110 São Francisco";2
"316150 São Geraldo";2
"316200 São Gonçalo do Sapucaí";2
"316210 São Gotardo";2
"316220 São João Batista do Glória";1
"316230 São João da Mata";1
"316245 São João das Missões";1
"316250 São João del Rei";4
"316260 São João do Oriente";1
"316290 São João Nepomuceno";4
"316292 São Joaquim de Bicas";2
"316295 São José da Lapa";2
"316370 São Lourenço";16
"316470 São Sebastião do Paraíso";10
"316550 Sardoá";1
"316553 Sarzedo";1
"316570 Senador Firmino";1
"316720 Sete Lagoas";10
"316730 Silveirânia";1
"316750 Simão Pereira";1
"316790 Tabuleiro";2
"316820 Tapiraí";1
"316840 Tarumirim";3
"316850 Teixeiras";2
"316860 Teófilo Otoni";22
"316870 Timóteo";6
"316900 Tocantins";1
"316930 Três Corações";8
"316940 Três Pontas";16
"316990 Ubá";11
"317010 Uberaba";106
"317020 Uberlândia";70
"317060 Vargem Bonita";1
"317070 Varginha";6
"317080 Várzea da Palma";1
"317120 Vespasiano";8
"317130 Viçosa";4
"317160 Virgem da Lapa";1
"317200 Visconde do Rio Branco";2
"317220 Wenceslau Braz";1
"320020 Alegre";3
"320060 Aracruz";1
"320080 Baixo Guandu";1
"320090 Barra de São Francisco";1
"320110 Bom Jesus do Norte";2
"320120 Cachoeiro de Itapemirim";12
"320130 Cariacica";59
"320140 Castelo";2
"320150 Colatina";16
"320190 Domingos Martins";2
"320220 Fundão";1
"320240 Guarapari";11
"320260 Iconha";3
"320280 Itapemirim";2
"320300 Iúna";1
"320310 Jerônimo Monteiro";1
"320320 Linhares";8
"320330 Mantenópolis";2
"320332 Marataízes";2
"320335 Marilândia";2
"320405 Pedro Canário";3
"320420 Piúma";2
"320430 Presidente Kennedy";1
"320440 Rio Novo do Sul";1
"320450 Santa Leopoldina";1
"320455 Santa Maria de Jetibá";2
"320470 São Gabriel da Palha";1
"320480 São José do Calçado";1
"320490 São Mateus";7
"320500 Serra";59
"320510 Viana";10
"320520 Vila Velha";86
"320530 Vitória";98
"330010 Angra dos Reis";34
"330020 Araruama";6
"330023 Armação dos Búzios";1
"330025 Arraial do Cabo";2
"330030 Barra do Piraí";8
"330040 Barra Mansa";26
"330045 Belford Roxo";100
"330050 Bom Jardim";2
"330060 Bom Jesus do Itabapoana";3
"330070 Cabo Frio";20
"330080 Cachoeiras de Macacu";3
"330100 Campos dos Goytacazes";31
"330110 Cantagalo";2
"330115 Cardoso Moreira";1
"330120 Carmo";1
"330130 Casimiro de Abreu";1
"330140 Conceição de Macabu";1
"330150 Cordeiro";1
"330160 Duas Barras";1
"330170 Duque de Caxias";159
"330180 Engenheiro Paulo de Frontin";1
"330185 Guapimirim";7
"330190 Itaboraí";28
"330200 Itaguaí";6
"330220 Itaperuna";10
"330225 Itatiaia";6
"330227 Japeri";13
"330240 Macaé";52
"330245 Macuco";1
"330250 Magé";32
"330260 Mangaratiba";1
"330270 Maricá";33
"330285 Mesquita";4
"330290 Miguel Pereira";1
"330300 Miracema";4
"330320 Nilópolis";30
"330330 Niterói";148
"330340 Nova Friburgo";20
"330350 Nova Iguaçu";215
"330360 Paracambi";7
"330370 Paraíba do Sul";2
"330380 Parati";4
"330385 Paty do Alferes";3
"330390 Petrópolis";68
"330395 Pinheiral";2
"330400 Piraí";3
"330410 Porciúncula";3
"330412 Quatis";2
"330414 Queimados";27
"330415 Quissamã";1
"330420 Resende";19
"330430 Rio Bonito";5
"330452 Rio das Ostras";2
"330455 Rio de Janeiro";2481
"330470 Santo Antônio de Pádua";4
"330480 São Fidélis";2
"330490 São Gonçalo";172
"330500 São João da Barra";2
"330510 São João de Meriti";107
"330513 São José de Ubá";1
"330520 São Pedro da Aldeia";10
"330550 Saquarema";8
"330555 Seropédica";6
"330580 Teresópolis";11
"330600 Três Rios";6
"330610 Valença";5
"330615 Varre-Sai";1
"330620 Vassouras";4
"330630 Volta Redonda";43
"350010 Adamantina";3
"350030 Aguaí";1
"350040 Águas da Prata";2
"350055 Águas de Santa Bárbara";1
"350060 Águas de São Pedro";1
"350070 Agudos";4
"350090 Altair";1
"350100 Altinópolis";1
"350115 Alumínio";1
"350120 Álvares Florence";1
"350130 Álvares Machado";3
"350160 Americana";35
"350170 Américo Brasiliense";6
"350180 Américo de Campos";1
"350190 Amparo";10
"350210 Andradina";8
"350220 Angatuba";1
"350230 Anhembi";2
"350250 Aparecida";15
"350260 Aparecida d'Oeste";1
"350270 Apiaí";4
"350280 Araçatuba";78
"350290 Araçoiaba da Serra";3
"350320 Araraquara";101
"350330 Araras";31
"350370 Ariranha";1
"350380 Artur Nogueira";4
"350390 Arujá";9
"350400 Assis";26
"350410 Atibaia";39
"350420 Auriflama";1
"350430 Avaí";2
"350440 Avanhandava";3
"350450 Avaré";17
"350460 Bady Bassitt";2
"350480 Bálsamo";1
"350530 Barra Bonita";5
"350540 Barra do Turvo";1
"350550 Barretos";68
"350560 Barrinha";4
"350570 Barueri";34
"350590 Batatais";7
"350600 Bauru";96
"350610 Bebedouro";49
"350630 Bernardino de Campos";1
"350635 Bertioga";8
"350640 Bilac";2
"350650 Birigui";19
"350660 Biritiba-Mirim";3
"350670 Boa Esperança do Sul";3
"350680 Bocaina";2
"350690 Bofete";1
"350700 Boituva";4
"350710 Bom Jesus dos Perdões";1
"350740 Borborema";2
"350750 Botucatu";14
"350760 Bragança Paulista";14
"350780 Brodowski";5
"350800 Buri";1
"350810 Buritama";3
"350830 Cabrália Paulista";1
"350840 Cabreúva";3
"350850 Caçapava";55
"350860 Cachoeira Paulista";5
"350880 Cafelândia";2
"350900 Caieiras";7
"350920 Cajamar";6
"350925 Cajati";4
"350930 Cajobi";3
"350940 Cajuru";2
"350945 Campina do Monte Alegre";1
"350950 Campinas";364
"350960 Campo Limpo Paulista";12
"350970 Campos do Jordão";16
"350990 Cananéia";2
"351000 Cândido Mota";2
"351020 Capão Bonito";3
"351040 Capivari";15
"351050 Caraguatatuba";31
"351060 Carapicuíba";86
"351070 Cardoso";2
"351100 Castilho";1
"351110 Catanduva";83
"351120 Catiguá";1
"351140 Cerqueira César";2
"351150 Cerquilho";1
"351160 Cesário Lange";2
"351190 Clementina";1
"351200 Colina";1
"351210 Colômbia";2
"351220 Conchal";2
"351230 Conchas";6
"351240 Cordeirópolis";3
"351250 Coroados";1
"351270 Corumbataí";1
"351280 Cosmópolis";11
"351300 Cotia";30
"351310 Cravinhos";7
"351320 Cristais Paulista";4
"351340 Cruzeiro";49
"351350 Cubatão";65
"351370 Descalvado";7
"351380 Diadema";90
"351410 Dois Córregos";7
"351430 Dourado";2
"351440 Dracena";1
"351450 Duartina";2
"351460 Dumont";1
"351480 Eldorado";2
"351490 Elias Fausto";3
"351492 Elisiário";1
"351500 Embu";34
"351510 Embu-Guaçu";5
"351518 Espírito Santo do Pinhal";3
"355730 Estiva Gerbi";2
"351540 Fartura";2
"351560 Fernando Prestes";1
"351550 Fernandópolis";8
"351570 Ferraz de Vasconcelos";29
"351580 Flora Rica";1
"351600 Flórida Paulista";2
"351620 Franca";77
"351630 Francisco Morato";23
"351640 Franco da Rocha";27
"351660 Gália";1
"351670 Garça";2
"351690 General Salgado";1
"351700 Getulina";2
"351720 Guaiçara";2
"351740 Guaíra";7
"351750 Guapiaçu";6
"351770 Guará";7
"351780 Guaraçaí";1
"351790 Guaraci";1
"351820 Guararapes";5
"351830 Guararema";5
"351840 Guaratinguetá";24
"351850 Guareí";1
"351860 Guariba";7
"351870 Guarujá";122
"351880 Guarulhos";341
"351885 Guatapará";1
"351900 Herculândia";1
"351907 Hortolândia";36
"351910 Iacanga";1
"351930 Ibaté";2
"351950 Ibirarema";1
"351960 Ibitinga";4
"351970 Ibiúna";4
"352000 Igaraçu do Tietê";1
"352020 Igaratá";2
"352030 Iguape";4
"352042 Ilha Comprida";7
"352040 Ilhabela";9
"352050 Indaiatuba";18
"352080 Inúbia Paulista";1
"352090 Ipaussu";2
"352115 Ipiguá";1
"352130 Ipuã";1
"352140 Iracemápolis";1
"352150 Irapuã";2
"352170 Itaberá";1
"352180 Itaí";2
"352190 Itajobi";1
"352210 Itanhaém";14
"352220 Itapecerica da Serra";14
"352230 Itapetininga";28
"352240 Itapeva";13
"352250 Itapevi";38
"352260 Itapira";37
"352270 Itápolis";4
"352280 Itaporanga";1
"352300 Itapura";2
"352310 Itaquaquecetuba";46
"352320 Itararé";4
"352330 Itariri";1
"352340 Itatiba";12
"352360 Itirapina";3
"352390 Itu";43
"352400 Itupeva";1
"352410 Ituverava";3
"352420 Jaborandi";1
"352430 Jaboticabal";31
"352440 Jacareí";87
"352460 Jacupiranga";5
"352470 Jaguariúna";12
"352480 Jales";1
"352500 Jandira";13
"352510 Jardinópolis";9
"352520 Jarinu";1
"352530 Jaú";19
"352550 Joanópolis";2
"352570 José Bonifácio";5
"352590 Jundiaí";110
"352600 Junqueirópolis";2
"352610 Juquiá";2
"352620 Juquitiba";2
"352640 Laranjal Paulista";4
"352670 Leme";14
"352680 Lençóis Paulista";9
"352690 Limeira";72
