"Município (Res)";"Freqüência"
"311840 Conselheiro Pena";1
"311860 Contagem";81
"311930 Coromandel";1
"311940 Coronel Fabriciano";8
"311960 Coronel Pacheco";1
"312010 Couto de Magalhães de Minas";1
"312020 Cristais";1
"312160 Diamantina";4
"312230 Divinópolis";4
"312370 Engenheiro Caldas";1
"312510 Extrema";2
"312610 Formiga";2
"312690 Frei Inocêncio";1
"312700 Fronteira";2
"312710 Frutal";12
"312770 Governador Valadares";10
"312810 Guapé";1
"312950 Ibiá";1
"312970 Ibiraci";1
"312980 Ibirité";8
"313010 Igarapé";3
"313060 Inconfidentes";1
"313110 Inimutaba";1
"313130 Ipatinga";15
"313140 Ipiaçu";1
"313150 Ipuiúna";1
"313170 Itabira";3
"313190 Itabirito";4
"313240 Itajubá";10
"313260 Itamarati de Minas";2
"313310 Itanhandu";1
"313350 Itapecerica";1
"313380 Itaúna";3
"313420 Ituiutaba";7
"313440 Iturama";3
"313490 Jacutinga";1
"313500 Jaguaraçu";2
"313520 Januária";1
"313620 João Monlevade";4
"313670 Juiz de Fora";106
"313760 Lagoa Santa";1
"313800 Laranjal";1
"313820 Lavras";6
"313840 Leopoldina";5
"313860 Lima Duarte";3
"313900 Machado";2
"313980 Mar de Espanha";1
"314000 Mariana";2
"314020 Maripá de Minas";1
"314080 Matias Barbosa";2
"314110 Matozinhos";1
"314200 Mirabela";1
"314220 Miraí";2
"314280 Monte Alegre de Minas";2
"314320 Monte Santo de Minas";1
"314340 Monte Sião";1
"314330 Montes Claros";7
"314390 Muriaé";6
"314410 Muzambinho";1
"314460 Nepomuceno";2
"314480 Nova Lima";1
"314500 Nova Ponte";1
"314560 Oliveira";1
"314590 Ouro Branco";1
"314610 Ouro Preto";3
"314700 Paracatu";3
"314720 Paraguaçu";1
"314790 Passos";12
"314800 Patos de Minas";4
"314810 Patrocínio";1
"314930 Pedro Leopoldo";4
"314980 Perdizes";1
"315100 Piranguinho";1
"315120 Pirapora";1
"315150 Piumhi";1
"315160 Planura";1
"315180 Poços de Caldas";9
"315210 Ponte Nova";2
"315220 Porteirinha";1
"315250 Pouso Alegre";8
"315360 Prudente de Morais";1
"315400 Raul Soares";1
"315410 Recreio";1
"315460 Ribeirão das Neves";19
"315480 Rio Acima";1
"315490 Rio Casca";1
"315540 Rio Novo";2
"315670 Sabará";10
"315680 Sabinópolis";2
"315780 Santa Luzia";12
"315820 Santa Maria do Suaçuí";1
"315960 Santa Rita do Sapucaí";3
"315830 Santana da Vargem";1
"315880 Santana do Jacaré";1
"316070 Santos Dumont";10
"316210 São Gotardo";1
"316250 São João del Rei";6
"316260 São João do Oriente";1
"316290 São João Nepomuceno";2
"316320 São José do Alegre";1
"316370 São Lourenço";6
"316470 São Sebastião do Paraíso";11
"316720 Sete Lagoas";3
"316770 Sobrália";1
"316840 Tarumirim";1
"316860 Teófilo Otoni";3
"316870 Timóteo";3
"316930 Três Corações";8
"316935 Três Marias";1
"316940 Três Pontas";6
"316950 Tumiritinga";2
"316960 Tupaciguara";2
"316990 Ubá";3
"317010 Uberaba";45
"317020 Uberlândia";61
"317070 Varginha";6
"317120 Vespasiano";2
"317130 Viçosa";2
"317200 Visconde do Rio Branco";2
"320040 Anchieta";2
"320050 Apiacá";1
"320060 Aracruz";4
"320080 Baixo Guandu";1
"320090 Barra de São Francisco";1
"320110 Bom Jesus do Norte";2
"320120 Cachoeiro de Itapemirim";12
"320130 Cariacica";32
"320140 Castelo";1
"320150 Colatina";5
"320160 Conceição da Barra";1
"320210 Ecoporanga";1
"320240 Guarapari";2
"320260 Iconha";1
"320280 Itapemirim";6
"320300 Iúna";3
"320320 Linhares";5
"320340 Mimoso do Sul";1
"320390 Nova Venécia";1
"320405 Pedro Canário";1
"320420 Piúma";4
"320490 São Mateus";3
"320500 Serra";24
"320506 Venda Nova do Imigrante";1
"320510 Viana";6
"320520 Vila Velha";34
"320530 Vitória";54
"330010 Angra dos Reis";11
"330020 Araruama";6
"330023 Armação dos Búzios";1
"330030 Barra do Piraí";1
"330040 Barra Mansa";16
"330045 Belford Roxo";41
"330070 Cabo Frio";15
"330080 Cachoeiras de Macacu";1
"330090 Cambuci";1
"330100 Campos dos Goytacazes";3
"330120 Carmo";1
"330130 Casimiro de Abreu";2
"330095 Comendador Levy Gasparian";1
"330150 Cordeiro";2
"330170 Duque de Caxias";100
"330185 Guapimirim";4
"330190 Itaboraí";10
"330200 Itaguaí";2
"330220 Itaperuna";6
"330227 Japeri";7
"330230 Laje do Muriaé";1
"330240 Macaé";18
"330250 Magé";21
"330260 Mangaratiba";2
"330270 Maricá";1
"330280 Mendes";1
"330290 Miguel Pereira";4
"330300 Miracema";1
"330310 Natividade";1
"330320 Nilópolis";15
"330330 Niterói";117
"330340 Nova Friburgo";17
"330350 Nova Iguaçu";110
"330360 Paracambi";7
"330370 Paraíba do Sul";1
"330390 Petrópolis";19
"330400 Piraí";3
"330414 Queimados";16
"330420 Resende";4
"330430 Rio Bonito";1
"330452 Rio das Ostras";1
"330455 Rio de Janeiro";1571
"330470 Santo Antônio de Pádua";3
"330490 São Gonçalo";107
"330510 São João de Meriti";46
"330515 São José do Vale do Rio Preto";2
"330550 Saquarema";2
"330575 Tanguá";1
"330580 Teresópolis";29
"330600 Três Rios";2
"330610 Valença";8
"330620 Vassouras";2
"330630 Volta Redonda";20
"350010 Adamantina";3
"350030 Aguaí";1
"350040 Águas da Prata";1
"350050 Águas de Lindóia";1
"350100 Altinópolis";3
"350115 Alumínio";1
"350130 Álvares Machado";1
"350150 Alvinlândia";1
"350160 Americana";24
"350170 Américo Brasiliense";4
"350190 Amparo";4
"350210 Andradina";11
"350220 Angatuba";1
"350230 Anhembi";1
"350250 Aparecida";6
"350270 Apiaí";2
"350280 Araçatuba";45
"350290 Araçoiaba da Serra";1
"350310 Arandu";1
"350320 Araraquara";83
"350330 Araras";32
"350390 Arujá";7
"350400 Assis";17
"350410 Atibaia";18
"350430 Avaí";1
"350450 Avaré";20
"350460 Bady Bassitt";1
"350490 Bananal";1
"350510 Barbosa";1
"350520 Bariri";1
"350530 Barra Bonita";2
"350550 Barretos";57
"350560 Barrinha";1
"350570 Barueri";6
"350590 Batatais";8
"350600 Bauru";140
"350610 Bebedouro";60
"350630 Bernardino de Campos";3
"350635 Bertioga";3
"350650 Birigui";14
"350660 Biritiba-Mirim";1
"350670 Boa Esperança do Sul";1
"350680 Bocaina";5
"350700 Boituva";2
"350710 Bom Jesus dos Perdões";2
"350740 Borborema";3
"350750 Botucatu";8
"350760 Bragança Paulista";15
"350790 Brotas";6
"350800 Buri";1
"350810 Buritama";1
"350830 Cabrália Paulista";1
"350840 Cabreúva";1
"350850 Caçapava";34
"350880 Cafelândia";1
"350900 Caieiras";4
"350920 Cajamar";6
"350925 Cajati";1
"350940 Cajuru";4
"350945 Campina do Monte Alegre";1
"350950 Campinas";261
"350960 Campo Limpo Paulista";13
"350970 Campos do Jordão";6
"350980 Campos Novos Paulista";1
"350990 Cananéia";1
"351020 Capão Bonito";1
"351040 Capivari";8
"351050 Caraguatatuba";5
"351060 Carapicuíba";45
"351070 Cardoso";1
"351100 Castilho";2
"351110 Catanduva";49
"351120 Catiguá";1
"351130 Cedral";2
"351150 Cerquilho";2
"351160 Cesário Lange";3
"351200 Colina";3
"351230 Conchas";1
"351260 Coronel Macedo";1
"351270 Corumbataí";1
"351280 Cosmópolis";6
"351290 Cosmorama";1
"351300 Cotia";11
"351310 Cravinhos";7
"351340 Cruzeiro";14
"351350 Cubatão";34
"351360 Cunha";1
"351380 Diadema";39
"351400 Dobrada";1
"351410 Dois Córregos";1
"351440 Dracena";10
"351450 Duartina";2
"351460 Dumont";1
"351490 Elias Fausto";1
"351500 Embu";23
"351510 Embu-Guaçu";5
"351518 Espírito Santo do Pinhal";6
"351540 Fartura";1
"351550 Fernandópolis";4
"351570 Ferraz de Vasconcelos";18
"351600 Flórida Paulista";1
"351620 Franca";68
"351630 Francisco Morato";7
"351640 Franco da Rocha";19
"351670 Garça";4
"351700 Getulina";1
"351720 Guaiçara";2
"351740 Guaíra";2
"351750 Guapiaçu";1
"351780 Guaraçaí";2
"351790 Guaraci";2
"351830 Guararema";1
"351840 Guaratinguetá";14
"351850 Guareí";1
"351860 Guariba";2
"351870 Guarujá";80
"351880 Guarulhos";164
"351900 Herculândia";1
"351907 Hortolândia";16
"351930 Ibaté";1
"351960 Ibitinga";4
"351970 Ibiúna";3
"352000 Igaraçu do Tietê";1
"352010 Igarapava";2
"352020 Igaratá";2
"352042 Ilha Comprida";2
"352044 Ilha Solteira";2
"352040 Ilhabela";1
"352050 Indaiatuba";6
"352090 Ipaussu";2
"352100 Iperó";1
"352140 Iracemápolis";1
"352150 Irapuã";1
"352170 Itaberá";2
"352180 Itaí";1
"352210 Itanhaém";11
"352220 Itapecerica da Serra";11
"352230 Itapetininga";14
"352240 Itapeva";7
"352250 Itapevi";25
"352260 Itapira";19
"352270 Itápolis";3
"352280 Itaporanga";1
"352310 Itaquaquecetuba";35
"352320 Itararé";2
"352340 Itatiba";7
"352350 Itatinga";1
"352360 Itirapina";3
"352390 Itu";33
"352410 Ituverava";3
"352420 Jaborandi";1
"352430 Jaboticabal";17
"352440 Jacareí";63
"352450 Jaci";1
"352460 Jacupiranga";3
"352470 Jaguariúna";2
"352480 Jales";1
"352500 Jandira";14
"352510 Jardinópolis";6
"352520 Jarinu";2
"352530 Jaú";25
"352560 João Ramalho";1
"352570 José Bonifácio";4
"352590 Jundiaí";85
"352610 Juquiá";2
"352620 Juquitiba";1
"352640 Laranjal Paulista";2
"352670 Leme";8
"352680 Lençóis Paulista";4
"352690 Limeira";36
"352710 Lins";18
"352720 Lorena";11
"352790 Lutécia";1
"352810 Macaubal";1
"352840 Mairinque";3
"352850 Mairiporã";23
"352900 Marília";40
"352920 Martinópolis";2
"352930 Matão";9
"352940 Mauá";54
"352960 Meridiano";2
"352970 Miguelópolis";3
"353010 Mirandópolis";11
"353030 Mirassol";13
"353050 Mococa";10
"353060 Mogi das Cruzes";27
"353070 Mogi Guaçu";8
"353080 Moji Mirim";11
"353110 Mongaguá";10
"353130 Monte Alto";10
"353140 Monte Aprazível";1
"353150 Monte Azul Paulista";3
"353180 Monte Mor";3
"353250 Neves Paulista";1
"353260 Nhandeara";1
"353270 Nipoã";1
"353300 Nova Granada";2
"353340 Nova Odessa";3
"353325 Novais";1
"353350 Novo Horizonte";1
"353360 Nuporanga";1
"353390 Olímpia";3
"353430 Orlândia";2
"353440 Osasco";129
"353460 Osvaldo Cruz";2
"353470 Ourinhos";14
"353490 Pacaembu";2
"353500 Palestina";2
"353510 Palmares Paulista";2
"353520 Palmeira d'Oeste";1
"353530 Palmital";1
"353540 Panorama";1
"353550 Paraguaçu Paulista";3
"353560 Paraibuna";1
"353570 Paraíso";1
"353580 Paranapanema";1
"353600 Parapuã";1
"353650 Paulínia";7
"353670 Pederneiras";5
"353690 Pedranópolis";1
"353710 Pedreira";4
"353720 Pedro de Toledo";2
"353730 Penápolis";8
"353740 Pereira Barreto";2
"353750 Pereiras";2
"353760 Peruíbe";9
"353770 Piacatu";1
"353780 Piedade";8
"353790 Pilar do Sul";1
"353800 Pindamonhangaba";10
"353810 Pindorama";3
"353820 Pinhalzinho";1
"353850 Piquete";1
"353860 Piracaia";1
"353870 Piracicaba";80
"353880 Piraju";2
"353890 Pirajuí";10
"353920 Pirapozinho";1
"353930 Pirassununga";7
"353950 Pitangueiras";1
"353960 Planalto";1
"353980 Poá";12
"354010 Pongaí";1
"354020 Pontal";1
"354050 Porangaba";1
"354060 Porto Feliz";1
"354070 Porto Ferreira";2
"354075 Potim";1
"354080 Potirendaba";2
"354090 Pradópolis";1
"354100 Praia Grande";55
"354120 Presidente Bernardes";2
"354130 Presidente Epitácio";1
"354140 Presidente Prudente";46
"354150 Presidente Venceslau";4
"354160 Promissão";4
"354170 Quatá";1
"354180 Queiroz";1
"354260 Registro";3
"354320 Ribeirão do Sul";1
"354330 Ribeirão Pires";8
"354340 Ribeirão Preto";311
"354370 Rincão";1
"354390 Rio Claro";33
"354410 Rio Grande da Serra";2
"354420 Riolândia";1
"354450 Rubinéia";2
"354490 Sales Oliveira";2
"354500 Salesópolis";3
"354520 Salto";4
"354530 Salto de Pirapora";3
"354540 Salto Grande";1
"354560 Santa Adélia";1
"354570 Santa Albertina";1
"354580 Santa Bárbara d'Oeste";12
"354630 Santa Cruz das Palmeiras";1
"354640 Santa Cruz do Rio Pardo";5
"354680 Santa Isabel";2
"354690 Santa Lúcia";2
"354760 Santa Rosa de Viterbo";1
"354730 Santana de Parnaíba";8
"354780 Santo André";193
"354800 Santo Antônio de Posse";2
"354850 Santos";356
"354860 São Bento do Sapucaí";2
"354870 São Bernardo do Campo";120
"354880 São Caetano do Sul";55
"354890 São Carlos";30
"354910 São João da Boa Vista";5
"354940 São Joaquim da Barra";4
"354950 São José da Bela Vista";1
"354960 São José do Barreiro";1
"354970 São José do Rio Pardo";4
"354980 São José do Rio Preto";228
"354990 São José dos Campos";146
"355010 São Manuel";1
"355030 São Paulo";3962
"355040 São Pedro";4
"355060 São Roque";10
"355070 São Sebastião";16
"355090 São Simão";3
"355100 São Vicente";142
"355110 Sarapuí";2
"355140 Serra Azul";2
"355150 Serrana";8
"355170 Sertãozinho";18
"355210 Socorro";3
"355220 Sorocaba";182
"355240 Sumaré";24
"355250 Suzano";25
"355260 Tabapuã";1
"355280 Taboão da Serra";46
"355300 Taguaí";1
"355310 Taiaçu";2
"355330 Tambaú";2
"355340 Tanabi";3
"355365 Taquaral";1
"355370 Taquaritinga";29
"355380 Taquarituba";4
"355400 Tatuí";23
"355410 Taubaté";79
"355450 Tietê";1
"355470 Torrinha";1
"355480 Tremembé";12
"355500 Tupã";2
"355520 Turiúba";2
"355540 Ubatuba";4
"355560 Uchoa";1
"355580 Urânia";1
"355600 Urupês";1
"355620 Valinhos";4
"355630 Valparaíso";4
"355640 Vargem Grande do Sul";2
"355645 Vargem Grande Paulista";3
"355650 Várzea Paulista";13
"355660 Vera Cruz";3
"355680 Viradouro";1
"355700 Votorantim";5
"355710 Votuporanga";20
"410040 Almirante Tamandaré";5
"410060 Alto Paraná";2
"410110 Andirá";4
"410120 Antonina";1
"410140 Apucarana";4
"410150 Arapongas";2
"410160 Arapoti";1
"410180 Araucária";2
"410200 Assis Chateaubriand";2
"410240 Bandeirantes";1
"410250 Barbosa Ferraz";1
"410360 Cambará";1
"410370 Cambé";10
"410400 Campina Grande do Sul";1
"410420 Campo Largo";2
"410430 Campo Mourão";2
"410442 Candói";1
"410450 Capanema";1
"410480 Cascavel";14
"410490 Castro";1
"410550 Cianorte";1
"410560 Cidade Gaúcha";1
"410580 Colombo";13
"410590 Colorado";1
"410630 Corbélia";4
"410640 Cornélio Procópio";1
"410660 Cruzeiro do Oeste";3
"410690 Curitiba";276
"410765 Fazenda Rio Grande";4
"410800 Florestópolis";1
"410830 Foz do Iguaçu";15
"410840 Francisco Beltrão";2
"410860 Goioerê";2
"410940 Guarapuava";7
"410960 Guaratuba";3
"410980 Ibiporã";1
"411000 Iguaraçu";1
"411010 Imbituva";1
"411070 Irati";1
"411090 Itaguajé";1
"411150 Ivaiporã";1
"411180 Jacarezinho";7
"411200 Jaguariaíva";3
"411250 Jardim Alegre";1
"411300 Jussara";1
"411330 Laranjeiras do Sul";1
"411370 Londrina";64
"411410 Mandaguaçu";1
"411430 Mandirituba";2
"411480 Marialva";1
"411490 Marilândia do Sul";1
"411520 Maringá";34
"411570 Matinhos";1
"411580 Medianeira";3
"411620 Morretes";1
"411660 Nova América da Colina";1
"411690 Nova Esperança";1
"411725 Nova Prata do Iguaçu";1
"411727 Nova Tebas";1
"411730 Ortigueira";1
"411770 Palmeira";1
"411780 Palmital";1
"411820 Paranaguá";24
"411830 Paranapoema";1
"411840 Paranavaí";8
"411850 Pato Branco";3
"411915 Pinhais";13
"411950 Piraquara";2
"411990 Ponta Grossa";17
"411995 Pontal do Paraná";1
"412000 Porecatu";1
"412130 Rancho Alegre";1
"412170 Reserva";1
"412180 Ribeirão Claro";3
"412190 Ribeirão do Pinhal";2
"412220 Rio Branco do Sul";1
"412300 Salto do Lontra";1
"412390 Santa Mariana";2
"412400 Santana do Itararé";1
"412440 Santo Antônio do Sudoeste";1
"412550 São José dos Pinhais";12
"412560 São Mateus do Sul";1
"412625 Sarandi";7
"412670 Tamboara";1
"412710 Telêmaco Borba";2
"412730 Terra Rica";1
"412770 Toledo";5
"412785 Três Barras do Paraná";1
"412810 Umuarama";4
"412820 União da Vitória";3
"412870 Vitorino";1
"412850 Wenceslau Braz";1
"420060 Águas Mornas";3
"420125 Apiúna";1
"420140 Araranguá";8
"420195 Balneário Arroio do Silva";1
"420200 Balneário Camboriú";18
"420210 Barra Velha";1
"420230 Biguaçu";11
"420240 Blumenau";37
"420260 Bom Retiro";1
"420290 Brusque";13
"420300 Caçador";4
"420320 Camboriú";10
"420360 Campos Novos";1
"420390 Capinzal";1
"420420 Chapecó";11
"420450 Corupá";1
"420460 Criciúma";39
"420540 Florianópolis";178
"420550 Fraiburgo";1
"420570 Garopaba";1
"420590 Gaspar";2
"420600 Governador Celso Ramos";3
"420630 Guabiruba";2
"420650 Guaramirim";2
"420670 Herval d'Oeste";1
"420690 Ibirama";1
"420700 Içara";4
"420710 Ilhota";1
"420730 Imbituba";8
"420750 Indaial";2
"420820 Itajaí";117
"420830 Itapema";1
"420850 Ituporanga";2
"420890 Jaraguá do Sul";4
"420900 Joaçaba";2
"420910 Joinville";44
"420930 Lages";10
"420940 Laguna";10
"420990 Lontras";1
"421000 Luiz Alves";1
"421010 Mafra";1
"421050 Maravilha";1
"421060 Massaranduba";1
"421080 Meleiro";1
"421120 Morro da Fumaça";1
"421130 Navegantes";12
"421190 Palhoça";20
"421250 Penha";1
"421280 Piçarras";1
"421350 Porto Belo";1
"421360 Porto União";2
"421480 Rio do Sul";4
"421580 São Bento do Sul";2
"421620 São Francisco do Sul";11
"421630 São João Batista";3
"421660 São José";46
"421760 Siderópolis";1
"421780 Taió";1
"421800 Tijucas";3
"421830 Três Barras";1
"421870 Tubarão";3
"421900 Urussanga";2
"421940 Witmarsum";2
"430040 Alegrete";1
"430060 Alvorada";35
"430110 Arroio dos Ratos";2
"430130 Arroio Grande";1
"430140 Arvorezinha";1
"430160 Bagé";2
"430190 Barra do Ribeiro";3
"430210 Bento Gonçalves";5
"430240 Bom Retiro do Sul";1
"430280 Caçapava do Sul";2
"430300 Cachoeira do Sul";3
"430310 Cachoeirinha";15
"430350 Camaquã";1
"430390 Campo Bom";2
"430440 Canela";1
"430450 Canguçu";1
"430460 Canoas";34
"430463 Capão da Canoa";1
"430470 Carazinho";3
"430510 Caxias do Sul";13
"430535 Charqueadas";3
"430600 Crissiumal";1
"430610 Cruz Alta";4
"430676 Eldorado do Sul";3
"430680 Encantado";1
"430697 Erebango";1
"430700 Erechim";4
"430770 Esteio";5
"430780 Estrela";3
"430790 Farroupilha";1
"430820 Flores da Cunha";1
"430910 Gramado";1
"430920 Gravataí";19
