"Município (Res)";"Freqüência"
"290110 Amélia Rodrigues";1
"290115 América Dourada";1
"290120 Anagé";2
"290210 Araci";1
"290225 Arataca";1
"290240 Aurelino Leal";2
"290260 Baixa Grande";1
"290265 Banzaê";1
"290290 Barra do Choça";2
"290320 Barreiras";1
"290390 Bom Jesus da Lapa";1
"290410 Boquira";2
"290460 Brumado";3
"290470 Buerarema";1
"290480 Caatiba";1
"290490 Cachoeira";6
"290540 Cairu";1
"290550 Caldeirão Grande";1
"290560 Camacan";4
"290570 Camaçari";11
"290580 Camamu";1
"290600 Campo Formoso";1
"290630 Canavieiras";1
"290650 Candeias";4
"290720 Casa Nova";1
"290730 Castro Alves";1
"290750 Catu";1
"290790 Cipó";1
"290810 Cocos";1
"290840 Conceição do Coité";1
"290860 Conde";1
"290990 Curaçá";1
"291000 Dário Meira";1
"291005 Dias d'Ávila";4
"291060 Esplanada";3
"291070 Euclides da Cunha";2
"291072 Eunápolis";16
"291080 Feira de Santana";32
"291100 Floresta Azul";1
"291140 Glória";2
"291170 Guanambi";1
"291190 Iaçu";1
"291210 Ibicaraí";2
"291360 Ilhéus";16
"291370 Inhambupe";1
"291380 Ipecaetá";1
"291390 Ipiaú";1
"291410 Ipupiara";1
"291440 Iraquara";1
"291460 Irecê";2
"291465 Itabela";2
"291480 Itabuna";20
"291540 Itaju do Colônia";1
"291550 Itajuípe";1
"291560 Itamaraju";6
"291630 Itapebi";1
"291640 Itapetinga";3
"291710 Itororó";1
"291720 Ituaçu";1
"291750 Jacobina";1
"291780 Jaguaripe";1
"291800 Jequié";9
"291810 Jeremoabo";3
"291820 Jiquiriçá";2
"291840 Juazeiro";25
"291920 Lauro de Freitas";22
"291950 Livramento de Nossa Senhora";1
"291955 Luís Eduardo Magalhães";1
"292100 Mata de São João";5
"292150 Monte Santo";1
"292190 Mucugê";1
"292200 Mucuri";1
"292230 Muritiba";1
"292250 Nazaré";2
"292300 Nova Viçosa";1
"292380 Paripiranga";2
"292400 Paulo Afonso";5
"292500 Planalto";3
"292510 Poções";3
"292530 Porto Seguro";21
"292540 Potiraguá";1
"292580 Queimadas";1
"292600 Remanso";4
"292630 Riachão do Jacuípe";2
"292700 Rio Real";2
"292740 Salvador";475
"292750 Santa Bárbara";1
"292760 Santa Brígida";2
"292770 Santa Cruz Cabrália";1
"292800 Santaluz";1
"292820 Santana";1
"292860 Santo Amaro";1
"292870 Santo Antônio de Jesus";1
"292890 São Desidério";1
"292910 São Felipe";1
"292900 São Félix";1
"292950 São Sebastião do Passé";2
"292975 Saubara";1
"293010 Senhor do Bonfim";4
"293020 Sento Sé";2
"293070 Simões Filho";9
"293077 Sobradinho";1
"293100 Tanhaçu";1
"293110 Tanquinho";1
"293130 Tapiramutá";1
"293135 Teixeira de Freitas";8
"293190 Tucano";1
"293250 Una";1
"293270 Uruçuca";1
"293280 Utinga";1
"293290 Valença";7
"293320 Vera Cruz";1
"293325 Vereda";1
"293330 Vitória da Conquista";34
"293360 Xique-Xique";2
"290000 Município ignorado - BA";33
"310020 Abaeté";2
"310150 Além Paraíba";4
"310160 Alfenas";7
"310170 Almenara";2
"310180 Alpercata";3
"310260 Andradas";2
"310290 Antônio Carlos";1
"310340 Araçuaí";1
"310350 Araguari";62
"310400 Araxá";16
"310420 Arcos";2
"310520 Bandeira";1
"310540 Barão de Cocais";2
"310550 Barão de Monte Alto";1
"310560 Barbacena";10
"310590 Barroso";1
"310610 Belmiro Braga";1
"310620 Belo Horizonte";450
"310630 Belo Oriente";3
"310670 Betim";69
"310690 Bicas";2
"310710 Boa Esperança";3
"310730 Bocaiúva";3
"310740 Bom Despacho";2
"310750 Bom Jardim de Minas";1
"310780 Bom Jesus do Galho";3
"310800 Bom Sucesso";1
"310830 Borda da Mata";1
"310850 Botumirim";1
"310870 Brás Pires";1
"310860 Brasília de Minas";2
"310900 Brumadinho";1
"310920 Buenópolis";1
"310970 Cachoeira de Minas";3
"310980 Cachoeira Dourada";1
"311000 Caeté";1
"311050 Camanducaia";2
"311070 Cambuquira";1
"311080 Campanário";1
"311110 Campina Verde";1
"311120 Campo Belo";2
"311140 Campo Florido";1
"311180 Canápolis";1
"311200 Candeias";3
"311240 Capetinga";1
"311260 Capinópolis";2
"311300 Caraí";4
"311320 Carandaí";1
"311330 Carangola";5
"311340 Caratinga";3
"311360 Careaçu";2
"311400 Carmo da Mata";2
"311410 Carmo de Minas";3
"311430 Carmo do Paranaíba";3
"311440 Carmo do Rio Claro";3
"311510 Cássia";4
"311530 Cataguases";9
"311545 Catuji";1
"311550 Caxambu";1
"311590 Chácara";1
"311610 Chapada do Norte";1
"311660 Cláudio";4
"311730 Conceição das Alagoas";2
"311800 Congonhas";2
"311820 Conquista";1
"311830 Conselheiro Lafaiete";4
"311840 Conselheiro Pena";1
"311850 Consolação";1
"311860 Contagem";90
"311880 Coração de Jesus";1
"311910 Corinto";1
"311940 Coronel Fabriciano";8
"311980 Córrego Danta";1
"312010 Couto de Magalhães de Minas";2
"312015 Crisólita";1
"312090 Curvelo";9
"312125 Delta";2
"312130 Descoberto";1
"312160 Diamantina";2
"312200 Divino";3
"312220 Divinolândia de Minas";1
"312230 Divinópolis";24
"312290 Dona Eusébia";1
"312330 Dores do Turvo";1
"312370 Engenheiro Caldas";1
"312380 Engenheiro Navarro";1
"312410 Esmeraldas";2
"312510 Extrema";5
"312540 Felício dos Santos";1
"312560 Felisburgo";1
"312610 Formiga";5
"312670 Francisco Sá";1
"312675 Franciscópolis";3
"312690 Frei Inocêncio";1
"312700 Fronteira";3
"312710 Frutal";18
"312730 Galiléia";1
"312760 Gouveia";1
"312770 Governador Valadares";42
"312780 Grão Mogol";1
"312800 Guanhães";1
"312810 Guapé";1
"312830 Guaranésia";1
"312840 Guarani";1
"312870 Guaxupé";1
"312910 Gurinhatã";1
"312950 Ibiá";4
"312980 Ibirité";16
"313010 Igarapé";4
"313020 Igaratinga";1
"313050 Ilicínea";1
"313090 Inhapim";1
"313110 Inimutaba";1
"313115 Ipaba";1
"313130 Ipatinga";36
"313170 Itabira";16
"313180 Itabirinha";1
"313220 Itaguara";1
"313240 Itajubá";26
"313270 Itambacuri";1
"313290 Itamogi";1
"313300 Itamonte";1
"313320 Itanhomi";1
"313330 Itaobim";2
"313340 Itapagipe";3
"313350 Itapecerica";1
"313370 Itatiaiuçu";2
"313380 Itaúna";10
"313420 Ituiutaba";13
"313440 Iturama";5
"313490 Jacutinga";1
"313510 Janaúba";1
"313520 Januária";3
"313540 Jeceaba";1
"313620 João Monlevade";5
"313630 João Pinheiro";1
"313640 Joaquim Felício";1
"313665 Juatuba";1
"313670 Juiz de Fora";127
"313700 Ladainha";1
"313750 Lagoa Formosa";1
"313760 Lagoa Santa";3
"313780 Lambari";4
"313810 Lassance";1
"313820 Lavras";9
"313840 Leopoldina";8
"313860 Lima Duarte";2
"313900 Machado";1
"313920 Malacacheta";1
"313940 Manhuaçu";3
"313950 Manhumirim";1
"313960 Mantena";1
"313980 Mar de Espanha";2
"314000 Mariana";1
"314015 Mário Campos";1
"314055 Mata Verde";1
"314070 Mateus Leme";1
"314080 Matias Barbosa";2
"314110 Matozinhos";3
"314210 Miradouro";2
"314220 Miraí";4
"314240 Moema";1
"314260 Monsenhor Paulo";1
"314280 Monte Alegre de Minas";2
"314300 Monte Belo";1
"314310 Monte Carmelo";2
"314330 Montes Claros";13
"314350 Morada Nova de Minas";1
"314390 Muriaé";10
"314480 Nova Lima";6
"314510 Nova Resende";2
"314520 Nova Serrana";5
"314530 Novo Cruzeiro";1
"314535 Novo Oriente de Minas";1
"314560 Oliveira";5
"314580 Onça de Pitangui";2
"314585 Oratórios";1
"314590 Ouro Branco";1
"314600 Ouro Fino";3
"314610 Ouro Preto";4
"314630 Padre Paraíso";6
"314710 Pará de Minas";8
"314700 Paracatu";6
"314730 Paraisópolis";4
"314740 Paraopeba";1
"314790 Passos";13
"314800 Patos de Minas";19
"314810 Patrocínio";6
"314820 Patrocínio do Muriaé";1
"314860 Peçanha";1
"314930 Pedro Leopoldo";11
"314970 Perdigão";1
"314980 Perdizes";2
"314990 Perdões";1
"314995 Periquito";1
"315070 Pirajuba";1
"315100 Piranguinho";3
"315120 Pirapora";2
"315140 Pitangui";2
"315150 Piumhi";2
"315180 Poços de Caldas";14
"315200 Pompéu";1
"315210 Ponte Nova";9
"315220 Porteirinha";1
"315240 Poté";2
"315250 Pouso Alegre";38
"315260 Pouso Alto";1
"315280 Prata";3
"315360 Prudente de Morais";1
"315400 Raul Soares";3
"315430 Resplendor";3
"315460 Ribeirão das Neves";37
"315490 Rio Casca";1
"315520 Rio Espera";1
"315540 Rio Novo";1
"315570 Rio Piracicaba";4
"315580 Rio Pomba";3
"315590 Rio Preto";1
"315670 Sabará";23
"315690 Sacramento";1
"315733 Santa Cruz de Minas";1
"315765 Santa Helena de Minas";1
"315770 Santa Juliana";1
"315780 Santa Luzia";24
"315800 Santa Maria de Itabira";1
"315960 Santa Rita do Sapucaí";1
"315980 Santa Vitória";2
"315895 Santana do Paraíso";2
"316040 Santo Antônio do Monte";1
"316070 Santos Dumont";23
"316100 São Domingos do Prata";2
"316150 São Geraldo";2
"316210 São Gotardo";5
"316250 São João del Rei";16
"316290 São João Nepomuceno";1
"316292 São Joaquim de Bicas";5
"316294 São José da Barra";1
"316295 São José da Lapa";1
"316320 São José do Alegre";1
"316330 São José do Divino";1
"316340 São José do Goiabal";1
"316350 São José do Jacuri";2
"316370 São Lourenço";11
"316470 São Sebastião do Paraíso";12
"316680 Serra do Salitre";1
"316670 Serra dos Aimorés";2
"316710 Serro";1
"316720 Sete Lagoas";26
"316780 Soledade de Minas";1
"316790 Tabuleiro";2
"316860 Teófilo Otoni";12
"316870 Timóteo";6
"316880 Tiradentes";1
"316910 Toledo";1
"316920 Tombos";1
"316930 Três Corações";14
"316940 Três Pontas";6
"316960 Tupaciguara";1
"316990 Ubá";8
"317005 Ubaporanga";1
"317010 Uberaba";100
"317020 Uberlândia";174
"317040 Unaí";4
"317050 Urucânia";1
"317057 Vargem Alegre";1
"317070 Varginha";17
"317100 Vazante";1
"317120 Vespasiano";12
"317130 Viçosa";4
"317200 Visconde do Rio Branco";7
"310000 Município ignorado - MG";2
"320016 Água Doce do Norte";2
"320020 Alegre";2
"320030 Alfredo Chaves";2
"320040 Anchieta";4
"320050 Apiacá";1
"320060 Aracruz";6
"320090 Barra de São Francisco";3
"320100 Boa Esperança";2
"320110 Bom Jesus do Norte";2
"320115 Brejetuba";1
"320120 Cachoeiro de Itapemirim";30
"320130 Cariacica";73
"320140 Castelo";1
"320150 Colatina";15
"320160 Conceição da Barra";3
"320190 Domingos Martins";2
"320200 Dores do Rio Preto";1
"320210 Ecoporanga";2
"320220 Fundão";1
"320230 Guaçuí";4
"320240 Guarapari";13
"320245 Ibatiba";2
"320250 Ibiraçu";2
"320270 Itaguaçu";2
"320280 Itapemirim";5
"320290 Itarana";1
"320305 Jaguaré";1
"320310 Jerônimo Monteiro";1
"320313 João Neiva";1
"320320 Linhares";9
"320332 Marataízes";5
"320334 Marechal Floriano";2
"320350 Montanha";3
"320360 Mucurici";1
"320400 Pancas";1
"320405 Pedro Canário";3
"320410 Pinheiros";5
"320420 Piúma";2
"320425 Ponto Belo";1
"320440 Rio Novo do Sul";1
"320455 Santa Maria de Jetibá";2
"320470 São Gabriel da Palha";6
"320490 São Mateus";18
"320500 Serra";70
"320501 Sooretama";3
"320506 Venda Nova do Imigrante";2
"320510 Viana";10
"320515 Vila Pavão";3
"320520 Vila Velha";91
"320530 Vitória";121
"320000 Município ignorado - ES";1
"330010 Angra dos Reis";31
"330020 Araruama";13
"330022 Areal";1
"330023 Armação dos Búzios";9
"330025 Arraial do Cabo";7
"330030 Barra do Piraí";9
"330040 Barra Mansa";28
"330045 Belford Roxo";135
"330050 Bom Jardim";3
"330060 Bom Jesus do Itabapoana";10
"330070 Cabo Frio";12
"330080 Cachoeiras de Macacu";2
"330100 Campos dos Goytacazes";67
"330130 Casimiro de Abreu";5
"330140 Conceição de Macabu";1
"330150 Cordeiro";3
"330170 Duque de Caxias";302
"330180 Engenheiro Paulo de Frontin";1
"330185 Guapimirim";4
"330187 Iguaba Grande";6
"330190 Itaboraí";38
"330200 Itaguaí";17
"330205 Italva";2
"330210 Itaocara";2
"330220 Itaperuna";15
"330225 Itatiaia";1
"330227 Japeri";25
"330230 Laje do Muriaé";1
"330240 Macaé";40
"330250 Magé";36
"330260 Mangaratiba";6
"330270 Maricá";36
"330280 Mendes";2
"330285 Mesquita";20
"330290 Miguel Pereira";5
"330300 Miracema";6
"330310 Natividade";16
"330320 Nilópolis";38
"330330 Niterói";224
"330340 Nova Friburgo";26
"330350 Nova Iguaçu";291
"330360 Paracambi";13
"330370 Paraíba do Sul";2
"330380 Parati";5
"330385 Paty do Alferes";3
"330390 Petrópolis";70
"330395 Pinheiral";3
"330400 Piraí";7
"330410 Porciúncula";5
"330411 Porto Real";1
"330414 Queimados";43
"330415 Quissamã";1
"330420 Resende";10
"330430 Rio Bonito";4
"330452 Rio das Ostras";11
"330455 Rio de Janeiro";2172
