"Município (Res)";"Freqüência"
"150215 Canaã dos Carajás";6
"150220 Capanema";9
"150230 Capitão Poço";7
"150240 Castanhal";77
"150250 Chaves";1
"150260 Colares";1
"150270 Conceição do Araguaia";4
"150275 Concórdia do Pará";3
"150276 Cumaru do Norte";2
"150277 Curionópolis";3
"150285 Curuá";1
"150293 Dom Eliseu";13
"150295 Eldorado dos Carajás";6
"150300 Faro";1
"150304 Floresta do Araguaia";2
"150309 Goianésia do Pará";4
"150310 Gurupá";1
"150320 Igarapé-Açu";3
"150330 Igarapé-Miri";1
"150340 Inhangapi";2
"150345 Ipixuna do Pará";2
"150350 Irituia";4
"150360 Itaituba";19
"150370 Itupiranga";7
"150380 Jacundá";10
"150390 Juruti";3
"150400 Limoeiro do Ajuru";1
"150405 Mãe do Rio";7
"150410 Magalhães Barata";2
"150420 Marabá";75
"150430 Maracanã";4
"150440 Marapanim";3
"150442 Marituba";61
"150445 Medicilândia";1
"150460 Mocajuba";2
"150470 Moju";10
"150480 Monte Alegre";7
"150490 Muaná";5
"150495 Nova Esperança do Piriá";1
"150497 Nova Ipixuna";1
"150503 Novo Progresso";17
"150506 Novo Repartimento";10
"150510 Óbidos";14
"150530 Oriximiná";7
"150543 Ourilândia do Norte";6
"150548 Pacajá";11
"150550 Paragominas";40
"150553 Parauapebas";72
"150555 Pau D'Arco";1
"150563 Piçarra";3
"150570 Ponta de Pedras";1
"150590 Porto de Moz";1
"150600 Prainha";3
"150611 Quatipuru";4
"150613 Redenção";31
"150616 Rio Maria";7
"150618 Rondon do Pará";8
"150619 Rurópolis";2
"150620 Salinópolis";9
"150635 Santa Bárbara do Pará";7
"150640 Santa Cruz do Arari";1
"150650 Santa Isabel do Pará";8
"150660 Santa Maria do Pará";13
"150670 Santana do Araguaia";8
"150680 Santarém";83
"150700 Santo Antônio do Tauá";4
"150710 São Caetano de Odivelas";3
"150715 São Domingos do Araguaia";2
"150730 São Félix do Xingu";13
"150740 São Francisco do Pará";1
"150745 São Geraldo do Araguaia";3
"150746 São João da Ponta";1
"150747 São João de Pirabas";2
"150750 São João do Araguaia";2
"150760 São Miguel do Guamá";14
"150770 São Sebastião da Boa Vista";3
"150775 Sapucaia";1
"150780 Senador José Porfírio";1
"150790 Soure";4
"150795 Tailândia";19
"150796 Terra Alta";4
"150797 Terra Santa";1
"150800 Tomé-Açu";12
"150803 Tracuateua";1
"150805 Trairão";2
"150808 Tucumã";7
"150810 Tucuruí";26
"150812 Ulianópolis";2
"150815 Uruará";3
"150820 Vigia";5
"150835 Vitória do Xingu";1
"150840 Xinguara";3
"160010 Amapá";1
"160020 Calçoene";2
"160021 Cutias";2
"160023 Ferreira Gomes";1
"160027 Laranjal do Jari";7
"160030 Macapá";143
"160040 Mazagão";7
"160050 Oiapoque";8
"160015 Pedra Branca do Amapari";1
"160053 Porto Grande";3
"160060 Santana";18
"160070 Tartarugalzinho";2
"160080 Vitória do Jari";5
"170030 Aguiarnópolis";6
"170035 Aliança do Tocantins";1
"170130 Aragominas";2
"170190 Araguacema";1
"170200 Araguaçu";2
"170210 Araguaína";54
"170220 Araguatins";3
"170255 Augustinópolis";1
"170290 Axixá do Tocantins";2
"170300 Babaçulândia";1
"170307 Barra do Ouro";1
"170310 Barrolândia";1
"170320 Bernardo Sayão";3
"170380 Buriti do Tocantins";1
"170386 Cariri do Tocantins";1
"170388 Carmolândia";2
"170390 Caseara";2
"170550 Colinas do Tocantins";4
"170555 Combinado";1
"170650 Darcinópolis";2
"170700 Dianópolis";4
"170740 Esperantina";1
"170765 Figueirópolis";1
"170820 Formoso do Araguaia";1
"170825 Fortaleza do Tabocão";1
"170950 Gurupi";19
"171050 Itacajá";1
"171070 Itaguatins";1
"171190 Lagoa da Confusão";2
"171320 Miracema do Tocantins";5
"171330 Miranorte";2
"171488 Nova Olinda";2
"171525 Novo Jardim";1
"172100 Palmas";84
"171610 Paraíso do Tocantins";6
"171630 Pau D'Arco";1
"171650 Pedro Afonso";3
"171660 Peixe";3
"171780 Ponte Alta do Bom Jesus";2
"171820 Porto Nacional";4
"171845 Pugmil";1
"171880 Sampaio";1
"171886 Santa Fé do Araguaia";1
"171890 Santa Rosa do Tocantins";1
"171900 Santa Tereza do Tocantins";2
"172010 São Bento do Tocantins";1
"172020 São Miguel do Tocantins";1
"172025 São Salvador do Tocantins";1
"172049 São Valério da Natividade";1
"172065 Silvanópolis";1
"172085 Sucupira";1
"172090 Taguatinga";1
"172097 Talismã";1
"172120 Tocantinópolis";2
"172208 Wanderlândia";1
"172210 Xambioá";2
"210005 Açailândia";19
"210010 Afonso Cunha";1
"210015 Água Doce do Maranhão";1
"210020 Alcântara";2
"210030 Aldeias Altas";3
"210040 Altamira do Maranhão";1
"210043 Alto Alegre do Maranhão";4
"210070 Anajatuba";2
"210083 Apicum-Açu";7
"210090 Araioses";2
"210100 Arari";2
"210120 Bacabal";28
"210125 Bacabeira";3
"210130 Bacuri";4
"210140 Balsas";10
"210150 Barão de Grajaú";2
"210160 Barra do Corda";18
"210170 Barreirinhas";9
"210173 Belágua";1
"210190 Bequimão";1
"210197 Boa Vista do Gurupi";1
"210200 Bom Jardim";3
"210203 Bom Jesus das Selvas";9
"210210 Brejo";1
"210220 Buriti";1
"210230 Buriti Bravo";1
"210232 Buriticupu";11
"210235 Buritirana";1
"210237 Cachoeira Grande";2
"210240 Cajapió";1
"210255 Campestre do Maranhão";1
"210270 Cantanhede";6
"210275 Capinzal do Norte";1
"210280 Carolina";2
"210290 Carutapera";5
"210300 Caxias";38
"210315 Centro do Guilherme";1
"210320 Chapadinha";3
"210325 Cidelândia";4
"210330 Codó";37
"210340 Coelho Neto";15
"210350 Colinas";4
"210355 Conceição do Lago-Açu";2
"210360 Coroatá";10
"210370 Cururupu";2
"210375 Davinópolis";2
"210380 Dom Pedro";3
"210390 Duque Bacelar";2
"210400 Esperantinópolis";2
"210405 Estreito";10
"210407 Feira Nova do Maranhão";1
"210408 Fernando Falcão";1
"210409 Formosa da Serra Negra";1
"210410 Fortaleza dos Nogueiras";1
"210420 Fortuna";1
"210450 Governador Archer";1
"210460 Governador Eugênio Barros";3
"210462 Governador Luiz Rocha";1
"210467 Governador Nunes Freire";4
"210480 Grajaú";3
"210490 Guimarães";2
"210500 Humberto de Campos";5
"210510 Icatu";1
"210530 Imperatriz";63
"210535 Itaipava do Grajaú";1
"210540 Itapecuru Mirim";17
"210542 Itinga do Maranhão";7
"210550 João Lisboa";2
"210560 Joselândia";2
"210565 Junco do Maranhão";1
"210570 Lago da Pedra";3
"210590 Lago Verde";1
"210596 Lagoa Grande do Maranhão";1
"210600 Lima Campos";1
"210610 Loreto";1
"210620 Luís Domingues";2
"210630 Magalhães de Almeida";1
"210632 Maracaçumé";5
"210637 Maranhãozinho";2
"210650 Matinha";2
"210660 Matões";6
"210663 Matões do Norte";2
"210675 Miranda do Norte";7
"210680 Mirinzal";3
"210690 Monção";4
"210700 Montes Altos";1
"210710 Morros";1
"210740 Olho d'Água das Cunhãs";7
"210745 Olinda Nova do Maranhão";2
"210750 Paço do Lumiar";32
"210760 Palmeirândia";3
"210770 Paraibano";1
"210780 Parnarama";2
"210790 Passagem Franca";3
"210805 Paulino Neves";2
"210820 Pedreiras";10
"210825 Pedro do Rosário";4
"210830 Penalva";1
"210845 Peritoró";6
"210860 Pinheiro";12
"210870 Pio XII";2
"210880 Pirapemas";11
"210890 Poção de Pedras";2
"210900 Porto Franco";4
"210905 Porto Rico do Maranhão";1
"210910 Presidente Dutra";9
"210920 Presidente Juscelino";2
"210927 Presidente Sarney";2
"210940 Primeira Cruz";1
"210945 Raposa";17
"210950 Riachão";3
"210960 Rosário";14
"210980 Santa Helena";13
"210990 Santa Inês";8
"211000 Santa Luzia";7
"211003 Santa Luzia do Paruá";2
"211010 Santa Quitéria do Maranhão";3
"211020 Santa Rita";3
"211027 Santo Amaro do Maranhão";3
"211030 Santo Antônio dos Lopes";3
"211040 São Benedito do Rio Preto";2
"211050 São Bento";7
"211065 São Domingos do Azeitão";2
"211070 São Domingos do Maranhão";2
"211090 São Francisco do Maranhão";2
"211100 São João Batista";2
"211110 São João dos Patos";4
"211120 São José de Ribamar";61
"211130 São Luís";544
"211140 São Luís Gonzaga do Maranhão";5
"211150 São Mateus do Maranhão";13
"211153 São Pedro da Água Branca";4
"211170 São Vicente Ferrer";2
"211172 Satubinha";1
"211180 Sítio Novo";1
"211210 Timbiras";2
"211220 Timon";41
"211223 Trizidela do Vale";3
"211227 Tufilândia";1
"211240 Turiaçu";1
"211250 Tutóia";3
"211260 Urbano Santos";2
"211270 Vargem Grande";2
"211280 Viana";10
"211285 Vila Nova dos Martírios";2
"211290 Vitória do Mearim";7
"211300 Vitorino Freire";4
"211400 Zé Doca";7
"220020 Água Branca";5
"220040 Altos";9
"220050 Amarante";2
"220117 Barra D'Alcântara";1
"220120 Barras";5
"220140 Barro Duro";1
"220150 Batalha";1
"220157 Belém do Piauí";1
"220160 Beneditinos";1
"220170 Bertolínia";1
"220177 Boa Hora";2
"220190 Bom Jesus";1
"220220 Campo Maior";11
"220230 Canto do Buriti";6
"220240 Capitão de Campos";1
"220255 Caridade do Piauí";1
"220270 Cocal";4
"220310 Cristino Castro";1
"220330 Demerval Lobão";1
"220340 Dom Expedito Lopes";3
"220345 Dom Inocêncio";2
"220350 Elesbão Veloso";2
"220370 Esperantina";4
"220390 Floriano";14
"220400 Francinópolis";1
"220450 Guadalupe";2
"220465 Ilha Grande";1
"220480 Ipiranga do Piauí";1
"220540 Joaquim Pires";2
"220545 Joca Marques";1
"220550 José de Freitas";3
"220570 Luís Correia";2
"220580 Luzilândia";3
"220610 Matias Olímpio";1
"220620 Miguel Alves";2
"220640 Monsenhor Gil";2
"220670 Nazaré do Piauí";1
"220675 Nossa Senhora de Nazaré";1
"220680 Nossa Senhora dos Remédios";2
"220690 Novo Oriente do Piauí";1
"220700 Oeiras";10
"220740 Palmeira do Piauí";1
"220750 Palmeirais";1
"220770 Parnaíba";25
"220790 Pedro II";1
"220800 Picos";4
"220830 Piracuruca";4
"220840 Piripiri";8
"220870 Redenção do Gurguéia";1
"220910 Santa Cruz do Piauí";1
"220930 Santa Luz";1
"220937 Santa Rosa do Piauí";1
"220940 Santo Antônio de Lisboa";1
"220950 Santo Inácio do Piauí";2
"220980 São Gonçalo do Piauí";1
"221000 São João do Piauí";1
"221010 São José do Peixe";1
"221050 São Pedro do Piauí";1
"221060 São Raimundo Nonato";3
"221063 Sebastião Leal";1
"221065 Sigefredo Pacheco";1
"221080 Simplício Mendes";1
"221100 Teresina";294
"221120 Uruçuí";3
"221130 Valença do Piauí";1
"221135 Várzea Branca";1
"221170 Wall Ferraz";1
"230015 Acarape";1
"230020 Acaraú";6
"230030 Acopiara";1
"230080 Antonina do Norte";1
"230090 Apuiarés";1
"230100 Aquiraz";7
"230110 Aracati";6
"230120 Aracoiaba";3
"230130 Araripe";1
"230140 Aratuba";1
"230160 Assaré";2
"230185 Banabuiú";2
"230190 Barbalha";3
"230210 Baturité";4
"230220 Beberibe";6
"230240 Boa Viagem";3
"230250 Brejo Santo";3
"230260 Camocim";8
"230280 Canindé";15
"230320 Caririaçu";1
"230330 Cariús";1
"230340 Carnaubal";1
"230350 Cascavel";9
"230370 Caucaia";48
"230390 Chaval";2
"230395 Chorozinho";3
"230410 Crateús";5
"230420 Crato";21
"230423 Croatá";1
"230425 Cruz";3
"230428 Eusébio";8
"230430 Farias Brito";1
"230435 Forquilha";2
"230440 Fortaleza";696
"230445 Fortim";1
"230450 Frecheirinha";2
"230460 General Sampaio";2
"230465 Graça";2
"230490 Groaíras";1
"230495 Guaiúba";2
"230500 Guaraciaba do Norte";3
"230510 Guaramiranga";1
"230520 Hidrolândia";1
"230523 Horizonte";11
"230526 Ibaretama";3
"230530 Ibiapina";1
"230535 Icapuí";1
"230540 Icó";5
"230550 Iguatu";12
"230570 Ipaumirim";1
"230580 Ipu";3
"230590 Ipueiras";3
"230610 Irauçuba";1
"230625 Itaitinga";11
"230640 Itapipoca";5
"230655 Itarema";1
"230690 Jaguaribe";6
"230700 Jaguaruana";5
"230720 Jati";1
"230725 Jijoca de Jericoacoara";5
"230730 Juazeiro do Norte";28
"230740 Jucás";1
"230750 Lavras da Mangabeira";1
"230760 Limoeiro do Norte";3
"230763 Madalena";1
"230765 Maracanaú";65
"230770 Maranguape";10
"230780 Marco";1
"230790 Martinópole";1
"230800 Massapê";3
"230810 Mauriti";2
"230820 Meruoca";1
"230840 Missão Velha";1
"230850 Mombaça";2
"230870 Morada Nova";1
"230900 Mucambo";2
"230910 Mulungu";1
"230945 Ocara";2
"230950 Orós";3
"230960 Pacajus";10
"230970 Pacatuba";4
"230980 Pacoti";1
"231020 Paracuru";4
"231025 Paraipaba";7
"231030 Parambu";2
"231040 Paramoti";1
"231050 Pedra Branca";5
"231060 Penaforte";1
"231070 Pentecoste";4
"231085 Pindoretama";5
"231100 Poranga";1
"231130 Quixadá";9
"231140 Quixeramobim";3
"231170 Reriutaba";4
"231180 Russas";9
"231190 Saboeiro";3
"231200 Santana do Acaraú";1
"231230 São Benedito";4
"231240 São Gonçalo do Amarante";3
"231250 São João do Jaguaribe";1
"231260 São Luís do Curu";2
"231270 Senador Pompeu";1
"231290 Sobral";48
"231310 Tabuleiro do Norte";5
"231320 Tamboril";2
"231330 Tauá";1
"231335 Tejuçuoca";2
"231340 Tianguá";3
"231350 Trairi";5
"231375 Umirim";1
"231380 Uruburetama";2
"231390 Uruoca";3
"231395 Varjota";2
"231410 Viçosa do Ceará";5
"240010 Acari";1
"240020 Açu";5
"240050 Alexandria";2
"240080 Angicos";1
"240100 Apodi";4
"240110 Areia Branca";7
"240120 Arês";1
"240145 Baraúna";4
"240165 Bodó";1
"240170 Bom Jesus";1
"240200 Caicó";3
"240210 Campo Redondo";1
"240220 Canguaretama";4
"240230 Caraúbas";3
"240250 Carnaubais";1
"240260 Ceará-Mirim";8
"240310 Currais Novos";1
"240360 Extremoz";11
"240370 Felipe Guerra";1
"240380 Florânia";1
"240400 Frutuoso Gomes";1
"240420 Goianinha";2
"240430 Governador Dix-Sept Rosado";3
"240440 Grossos";2
"240450 Guamaré";3
"240470 Ipanguaçu";3
"240485 Itajá";1
"240510 Jandaíra";1
"240540 Japi";1
"240560 Jardim de Piranhas";1
"240570 Jardim do Seridó";1
"240580 João Câmara";3
"240610 Jucurutu";1
"240620 Lagoa d'Anta";1
"240630 Lagoa de Pedras";1
"240650 Lagoa Nova";1
"240660 Lagoa Salgada";1
"240710 Macaíba";11
"240720 Macau";11
"240760 Messias Targino";1
"240770 Montanhas";2
"240780 Monte Alegre";1
"240800 Mossoró";52
"240810 Natal";220
"240820 Nísia Floresta";5
"240830 Nova Cruz";2
"240870 Paraú";1
"240890 Parelhas";2
"240325 Parnamirim";63
"240930 Patu";3
"240940 Pau dos Ferros";4
"240970 Pedro Avelino";1
"240980 Pedro Velho";2
"240990 Pendências";3
"241030 Presidente Juscelino";1
"241040 Pureza";1
"241100 Rodolfo Fernandes";1
"241120 Santa Cruz";5
"240933 Santa Maria";1
"241140 Santana do Matos";2
"241150 Santo Antônio";3
"241200 São Gonçalo do Amarante";14
"241220 São José de Mipibu";1
"241255 São Miguel do Gostoso";1
"241270 São Pedro";1
"241290 São Tomé";1
"241335 Serra do Mel";1
"241340 Serra Negra do Norte";1
"241355 Serrinha dos Pintos";1
"241390 Taipu";4
"241400 Tangará";6
"241440 Touros";5
"241480 Vera Cruz";5
"250030 Alagoa Grande";5
"250060 Alhandra";4
"250080 Araçagi";3
"250090 Arara";1
"250110 Areia";1
"250120 Areial";1
"250130 Aroeiras";1
"250140 Baía da Traição";1
"250150 Bananeiras";2
"250160 Barra de Santa Rosa";1
"250180 Bayeux";19
"250190 Belém";2
"250220 Bom Jesus";1
"250230 Bom Sucesso";1
"250240 Bonito de Santa Fé";1
"250250 Boqueirão";4
"250280 Brejo do Cruz";1
"250300 Caaporã";1
"250320 Cabedelo";14
"250330 Cachoeira dos Índios";1
"250350 Cacimba de Dentro";1
"250370 Cajazeiras";8
"250400 Campina Grande";57
"251640 Campo de Santana";2
"250407 Caraúbas";1
"250460 Conde";4
"250490 Cruz do Espírito Santo";1
"250520 Cuitegi";1
"250570 Dona Inês";1
"250600 Esperança";1
"250610 Fagundes";1
"250620 Frei Martinho";1
"250630 Guarabira";3
"250640 Gurinhém";1
"250660 Ibiara";1
"250260 Igaracy";1
"250690 Itabaiana";3
"250700 Itaporanga";1
"250710 Itapororoca";1
"250740 Jericó";1
"250750 João Pessoa";137
"250780 Junco do Seridó";1
"250790 Juripiranga";3
"250830 Lagoa Seca";1
"250860 Lucena";2
"250880 Malta";1
"250890 Mamanguape";20
"250910 Mari";1
"250915 Marizópolis";1
"250920 Massaranduba";2
"250933 Matinhas";2
"250940 Mogeiro";2
"250960 Monte Horebe";1
"250970 Monteiro";8
"251030 Nova Palmeira";1
"251080 Patos";19
"251120 Pedras de Fogo";12
"251140 Picuí";1
"251190 Pitimbu";1
"251200 Pocinhos";1
"251210 Pombal";2
"251240 Puxinanã";1
"251250 Queimadas";4
"251260 Quixabá";1
"251270 Remígio";1
"251274 Riachão";1
"251290 Rio Tinto";2
"251310 Salgado de São Félix";1
"251340 Santa Luzia";1
"251370 Santa Rita";30
"251390 São Bento";2
"251450 São José de Piranhas";1
"251445 São José dos Ramos";1
"251500 São Miguel de Taipu";2
"251530 Sapé";8
"251550 Serra Branca";1
"251560 Serra da Raiz";1
"251580 Serra Redonda";2
"251593 Sertãozinho";1
"251600 Solânea";1
"251610 Soledade";2
"251620 Sousa";5
"251630 Sumé";2
"251660 Tavares";1
"251680 Triunfo";1
"251690 Uiraúna";1
"251710 Várzea";1
"260005 Abreu e Lima";31
"260010 Afogados da Ingazeira";4
"260020 Afrânio";1
"260030 Agrestina";3
"260040 Água Preta";6
"260050 Águas Belas";4
"260060 Alagoinha";1
"260070 Aliança";11
"260080 Altinho";3
"260090 Amaraji";3
"260105 Araçoiaba";3
"260110 Araripina";5
"260120 Arcoverde";3
"260140 Barreiros";12
"260150 Belém de Maria";1
"260170 Belo Jardim";6
"260190 Bezerros";10
"260200 Bodocó";3
"260210 Bom Conselho";1
"260220 Bom Jardim";3
"260230 Bonito";4
"260260 Brejo da Madre de Deus";4
"260270 Buenos Aires";3
"260280 Buíque";3
"260290 Cabo de Santo Agostinho";63
"260300 Cabrobó";2
"260310 Cachoeirinha";2
"260320 Caetés";1
"260345 Camaragibe";40
"260350 Camocim de São Félix";2
"260370 Canhotinho";2
"260380 Capoeiras";1
"260400 Carpina";15
"260410 Caruaru";93
"260420 Catende";12
"260440 Chã de Alegria";5
"260450 Chã Grande";3
"260460 Condado";3
"260470 Correntes";1
"260480 Cortês";2
"260500 Cupira";3
"260510 Custódia";3
"260515 Dormentes";1
"260520 Escada";23
"260530 Exu";1
"260540 Feira Nova";4
"260545 Fernando de Noronha";2
"260550 Ferreiros";3
"260570 Floresta";2
"260590 Gameleira";7
"260600 Garanhuns";17
"260610 Glória do Goitá";2
"260620 Goiana";29
"260640 Gravatá";12
"260670 Ibirajuba";1
"260680 Igarassu";28
"260690 Iguaraci";1
"260760 Ilha de Itamaracá";8
"260720 Ipojuca";42
"260730 Ipubi";1
"260765 Itambé";8
"260775 Itapissuma";8
"260780 Itaquitinga";4
"260790 Jaboatão dos Guararapes";245
"260795 Jaqueira";1
"260810 João Alfredo";1
"260820 Joaquim Nabuco";3
"260830 Jupi";2
"260840 Jurema";1
"260845 Lagoa do Carro";3
"260850 Lagoa do Itaenga";3
"260870 Lagoa dos Gatos";1
"260875 Lagoa Grande";1
"260880 Lajedo";2
"260890 Limoeiro";7
"260900 Macaparana";1
"260910 Machados";3
"260920 Maraial";1
"260930 Mirandiba";4
"261430 Moreilândia";1
"260940 Moreno";9
"260950 Nazaré da Mata";3
"260960 Olinda";180
"260970 Orobó";2
"260990 Ouricuri";2
"261000 Palmares";14
"261020 Panelas";2
"261050 Passira";3
"261060 Paudalho";7
"261070 Paulista";78
"261080 Pedra";2
"261090 Pesqueira";9
"261100 Petrolândia";2
"261110 Petrolina";66
"261130 Pombos";1
"261140 Primavera";3
"261160 Recife";591
"261170 Riacho das Almas";2
"261180 Ribeirão";9
"261190 Rio Formoso";6
"261220 Salgueiro";10
"261240 Sanharó";2
"261250 Santa Cruz do Capibaribe";20
"261260 Santa Maria da Boa Vista";3
"261300 São Bento do Una";1
"261310 São Caitano";7
"261320 São João";1
"261330 São Joaquim do Monte";2
"261340 São José da Coroa Grande";9
"261350 São José do Belmonte";1
"261360 São José do Egito";4
"261370 São Lourenço da Mata";31
"261390 Serra Talhada";11
"261400 Serrita";4
"261410 Sertânia";2
"261420 Sirinhaém";14
"261450 Surubim";3
"261460 Tabira";1
"261480 Tacaratu";3
"261485 Tamandaré";3
"261500 Taquaritinga do Norte";3
"261520 Terra Nova";1
"261530 Timbaúba";3
"261540 Toritama";4
"261550 Tracunhaém";1
"261560 Trindade";9
"261590 Tuparetama";1
"261600 Venturosa";3
"261618 Vertente do Lério";2
"261630 Vicência";4
"261640 Vitória de Santo Antão";29
"261650 Xexéu";4
"270010 Água Branca";1
"270020 Anadia";1
"270030 Arapiraca";36
"270040 Atalaia";2
"270050 Barra de Santo Antônio";6
"270060 Barra de São Miguel";1
"270070 Batalha";1
"270100 Boca da Mata";3
"270135 Campestre";2
"270140 Campo Alegre";3
"270200 Coité do Nóia";1
"270220 Coqueiro Seco";1
"270230 Coruripe";2
"270235 Craíbas";1
"270240 Delmiro Gouveia";4
"270290 Girau do Ponciano";1
"270360 Japaratinga";1
"270380 Joaquim Gomes";1
"270400 Junqueiro";3
"270420 Limoeiro de Anadia";2
"270430 Maceió";260
"270450 Maragogi";7
"270470 Marechal Deodoro";5
"270510 Matriz de Camaragibe";9
"270520 Messias";3
"270550 Murici";4
"270600 Olivença";3
"270630 Palmeira dos Índios";3
"270644 Paripueira";1
"270670 Penedo";2
"270690 Pilar";5
"270710 Piranhas";2
"270730 Porto Calvo";5
"270740 Porto de Pedras";2
"270750 Porto Real do Colégio";3
"270770 Rio Largo";5
"270790 Santa Luzia do Norte";1
"270800 Santana do Ipanema";7
"270830 São José da Laje";5
"270850 São Luís do Quitunde";6
"270860 São Miguel dos Campos";8
"270880 São Sebastião";5
"270900 Tanque d'Arca";1
"270915 Teotônio Vilela";2
"270930 União dos Palmares";10
"270940 Viçosa";1
"280030 Aracaju";143
"280040 Arauá";3
"280050 Areia Branca";4
"280060 Barra dos Coqueiros";5
"280100 Campo do Brito";2
"280110 Canhoba";1
"280120 Canindé de São Francisco";2
"280140 Carira";3
"280150 Carmópolis";5
"280160 Cedro de São João";5
"280170 Cristinápolis";4
"280200 Divina Pastora";1
"280210 Estância";7
"280280 Indiaroba";2
"280290 Itabaiana";10
"280300 Itabaianinha";3
"280320 Itaporanga d'Ajuda";3
"280330 Japaratuba";3
"280350 Lagarto";14
"280360 Laranjeiras";1
"280370 Macambira";1
"280390 Malhador";2
"280400 Maruim";1
"280440 Neópolis";1
"280445 Nossa Senhora Aparecida";1
"280450 Nossa Senhora da Glória";2
"280460 Nossa Senhora das Dores";5
"280480 Nossa Senhora do Socorro";31
"280510 Pedrinhas";1
"280520 Pinhão";1
"280530 Pirambu";1
"280570 Propriá";10
"280580 Riachão do Dantas";1
"280590 Riachuelo";3
"280600 Ribeirópolis";1
"280610 Rosário do Catete";1
"280620 Salgado";2
"280670 São Cristóvão";19
"280680 São Domingos";2
"280690 São Francisco";2
"280710 Simão Dias";3
"280740 Tobias Barreto";1
"280750 Tomar do Geru";1
"280760 Umbaúba";2
"280000 Município ignorado - SE";3
"290030 Acajutiba";1
"290070 Alagoinhas";11
"290080 Alcobaça";1
"290100 Amargosa";3
"290110 Amélia Rodrigues";3
"290115 América Dourada";1
"290140 Angical";1
"290150 Anguera";1
"290205 Araças";1
"290210 Araci";4
"290225 Arataca";1
"290230 Aratuípe";1
"290240 Aurelino Leal";1
"290260 Baixa Grande";1
"290270 Barra";4
"290290 Barra do Choça";4
"290310 Barra do Rocha";2
"290320 Barreiras";21
"290330 Barro Preto";1
"290327 Barrocas";1
"290340 Belmonte";6
"290350 Belo Campo";3
"290370 Boa Nova";2
"290390 Bom Jesus da Lapa";11
"290430 Brejões";3
"290460 Brumado";5
"290470 Buerarema";1
"290480 Caatiba";2
"290485 Cabaceiras do Paraguaçu";2
"290490 Cachoeira";4
"290520 Caetité";1
"290540 Cairu";1
"290560 Camacan";11
"290570 Camaçari";56
