"Município (Res)";"Freqüência"
"260710 Ingazeira";1
"260720 Ipojuca";2
"260775 Itapissuma";5
"260790 Jaboatão dos Guararapes";55
"260800 Jataúba";1
"260820 Joaquim Nabuco";1
"260850 Lagoa do Itaenga";1
"260860 Lagoa do Ouro";1
"260880 Lajedo";2
"260890 Limoeiro";2
"260950 Nazaré da Mata";3
"260960 Olinda";52
"260990 Ouricuri";2
"261060 Paudalho";2
"261070 Paulista";21
"261090 Pesqueira";2
"261110 Petrolina";10
"261130 Pombos";1
"261160 Recife";261
"261190 Rio Formoso";1
"261220 Salgueiro";2
"261250 Santa Cruz do Capibaribe";4
"261300 São Bento do Una";2
"261310 São Caitano";1
"261360 São José do Egito";1
"261370 São Lourenço da Mata";4
"261380 São Vicente Ferrer";1
"261390 Serra Talhada";1
"261420 Sirinhaém";1
"261450 Surubim";5
"261460 Tabira";1
"261530 Timbaúba";3
"261620 Vertentes";1
"261640 Vitória de Santo Antão";4
"270020 Anadia";1
"270030 Arapiraca";4
"270140 Campo Alegre";1
"270210 Colônia Leopoldina";2
"270240 Delmiro Gouveia";2
"270255 Estrela de Alagoas";2
"270260 Feira Grande";1
"270280 Flexeiras";1
"270300 Ibateguara";1
"270400 Junqueiro";1
"270430 Maceió";73
"270470 Marechal Deodoro";2
"270630 Palmeira dos Índios";1
"270640 Pão de Açúcar";1
"270730 Porto Calvo";1
"270770 Rio Largo";3
"270800 Santana do Ipanema";2
"270850 São Luís do Quitunde";1
"270860 São Miguel dos Campos";2
"270890 Satuba";1
"270900 Tanque d'Arca";1
"280020 Aquidabã";2
"280030 Aracaju";37
"280060 Barra dos Coqueiros";1
"280067 Boquim";2
"280100 Campo do Brito";3
"280130 Capela";2
"280210 Estância";4
"280230 Frei Paulo";1
"280290 Itabaiana";7
"280320 Itaporanga d'Ajuda";1
"280330 Japaratuba";1
"280350 Lagarto";3
"280360 Laranjeiras";2
"280390 Malhador";1
"280410 Moita Bonita";1
"280460 Nossa Senhora das Dores";2
"280480 Nossa Senhora do Socorro";1
"280570 Propriá";3
"280630 Santa Luzia do Itanhy";1
"280670 São Cristóvão";1
"280710 Simão Dias";1
"280760 Umbaúba";1
"290070 Alagoinhas";6
"290090 Almadina";1
"290180 Antônio Gonçalves";1
"290210 Araci";1
"290320 Barreiras";4
"290390 Bom Jesus da Lapa";1
"290410 Boquira";1
"290490 Cachoeira";1
"290570 Camaçari";3
"290670 Cândido Sales";1
"290750 Catu";1
"290760 Central";1
"290800 Coaraci";1
"290860 Conde";1
"290870 Condeúba";1
"290970 Cristópolis";1
"290980 Cruz das Almas";1
"291005 Dias d'Ávila";1
"291050 Entre Rios";1
"291072 Eunápolis";4
"291080 Feira de Santana";35
"291170 Guanambi";1
"291300 Ibitiara";1
"291330 Ichu";1
"291360 Ilhéus";2
"291380 Ipecaetá";2
"291390 Ipiaú";1
"291400 Ipirá";1
"291450 Irará";2
"291480 Itabuna";10
"291560 Itamaraju";3
"291570 Itamari";1
"291610 Itaparica";1
"291640 Itapetinga";1
"291650 Itapicuru";1
"291770 Jaguarari";1
"291800 Jequié";8
"291840 Juazeiro";14
"291920 Lauro de Freitas";9
"291940 Licínio de Almeida";1
"291950 Livramento de Nossa Senhora";1
"291980 Macaúbas";1
"291992 Madre de Deus";1
"292285 Nova Redenção";1
"292300 Nova Viçosa";1
"292380 Paripiranga";1
"292390 Pau Brasil";1
"292400 Paulo Afonso";2
"292430 Piatã";1
"292530 Porto Seguro";6
"292550 Prado";1
"292630 Riachão do Jacuípe";1
"292665 Ribeirão do Largo";1
"292740 Salvador";277
"292750 Santa Bárbara";1
"292840 Santa Rita de Cássia";1
"292800 Santaluz";1
"292880 Santo Estêvão";4
"292890 São Desidério";1
"292930 São Gonçalo dos Campos";1
"292950 São Sebastião do Passé";1
"292975 Saubara";1
"293070 Simões Filho";4
"293135 Teixeira de Freitas";3
"293210 Ubaíra";1
"293270 Uruçuca";3
"293290 Valença";2
"293330 Vitória da Conquista";16
"293345 Wanderley";2
"310010 Abadia dos Dourados";1
"310160 Alfenas";5
"310190 Alpinópolis";2
"310260 Andradas";2
"310350 Araguari";17
"310360 Arantina";1
"310375 Araporã";1
"310400 Araxá";12
"310420 Arcos";4
"310430 Areado";2
"310460 Astolfo Dutra";1
"310510 Bambuí";1
"310560 Barbacena";4
"310590 Barroso";1
"310600 Bela Vista de Minas";1
"310620 Belo Horizonte";424
"310670 Betim";42
"310690 Bicas";3
"310790 Bom Repouso";1
"310830 Borda da Mata";1
"310890 Brasópolis";1
"311000 Caeté";4
"311060 Cambuí";1
"311090 Campanha";1
"311110 Campina Verde";3
"311140 Campo Florido";1
"311230 Capelinha";1
"311260 Capinópolis";1
"311265 Capitão Andrade";1
"311330 Carangola";1
"311340 Caratinga";5
"311370 Carlos Chagas";1
"311410 Carmo de Minas";1
"311440 Carmo do Rio Claro";1
"311530 Cataguases";8
"311550 Caxambu";2
"311590 Chácara";2
"311730 Conceição das Alagoas";1
"311750 Conceição do Mato Dentro";1
"311780 Conceição dos Ouros";1
"311800 Congonhas";2
"311830 Conselheiro Lafaiete";5
"311840 Conselheiro Pena";1
"311860 Contagem";72
"311880 Coração de Jesus";1
"311940 Coronel Fabriciano";8
"312030 Cristália";1
"312040 Cristiano Otoni";1
"312090 Curvelo";3
"312110 Delfim Moreira";1
"312160 Diamantina";3
"312170 Diogo de Vasconcelos";1
"312230 Divinópolis";8
"312245 Divisópolis";1
"312320 Dores do Indaiá";1
"312330 Dores do Turvo";1
"312360 Elói Mendes";1
"312410 Esmeraldas";2
"312490 Eugenópolis";1
"312510 Extrema";4
"312610 Formiga";6
"312630 Fortaleza de Minas";1
"312670 Francisco Sá";1
"312690 Frei Inocêncio";1
"312700 Fronteira";2
"312710 Frutal";19
"312770 Governador Valadares";30
"312850 Guarará";1
"312870 Guaxupé";4
"312930 Iapu";1
"312950 Ibiá";1
"312970 Ibiraci";1
"312980 Ibirité";8
"313010 Igarapé";4
"313115 Ipaba";1
"313130 Ipatinga";14
"313170 Itabira";13
"313190 Itabirito";2
"313210 Itacarambi";1
"313240 Itajubá";15
"313290 Itamogi";1
"313320 Itanhomi";1
"313340 Itapagipe";2
"313380 Itaúna";4
"313420 Ituiutaba";11
"313440 Iturama";2
"313450 Itutinga";1
"313490 Jacutinga";1
"313510 Janaúba";2
"313520 Januária";3
"313580 Jequitinhonha";1
"313620 João Monlevade";4
"313665 Juatuba";1
"313670 Juiz de Fora";142
"313720 Lagoa da Prata";3
"313760 Lagoa Santa";2
"313770 Lajinha";1
"313780 Lambari";2
"313820 Lavras";9
"313840 Leopoldina";8
"313860 Lima Duarte";1
"313900 Machado";1
"313920 Malacacheta";1
"313940 Manhuaçu";4
"314000 Mariana";2
"314015 Mário Campos";1
"314030 Marliéria";1
"314050 Martinho Campos";1
"314070 Mateus Leme";4
"314080 Matias Barbosa";1
"314110 Matozinhos";3
"314120 Matutina";1
"314170 Mesquita";1
"314220 Miraí";1
"314280 Monte Alegre de Minas";2
"314310 Monte Carmelo";4
"314320 Monte Santo de Minas";1
"314330 Montes Claros";12
"314390 Muriaé";7
"314430 Nanuque";1
"314470 Nova Era";1
"314480 Nova Lima";6
"313660 Nova União";1
"314560 Oliveira";2
"314590 Ouro Branco";1
"314610 Ouro Preto";2
"314630 Padre Paraíso";1
"314670 Palma";1
"314710 Pará de Minas";4
"314700 Paracatu";1
"314730 Paraisópolis";2
"314750 Passabém";1
"314790 Passos";10
"314800 Patos de Minas";9
"314810 Patrocínio";1
"314850 Pavão";1
"314870 Pedra Azul";1
"314930 Pedro Leopoldo";1
"314950 Pequeri";1
"314990 Perdões";2
"315030 Piedade do Rio Grande";1
"315120 Pirapora";1
"315160 Planura";1
"315180 Poços de Caldas";15
"315220 Porteirinha";1
"315240 Poté";3
"315250 Pouso Alegre";13
"315280 Prata";1
"315390 Raposos";2
"315410 Recreio";1
"315460 Ribeirão das Neves";30
"315540 Rio Novo";1
"315550 Rio Paranaíba";3
"315580 Rio Pomba";1
"315590 Rio Preto";1
"315670 Sabará";10
"315700 Salinas";2
"315720 Santa Bárbara";2
"315780 Santa Luzia";17
"315800 Santa Maria de Itabira";1
"315930 Santa Rita de Jacutinga";2
"315960 Santa Rita do Sapucaí";1
"315830 Santana da Vargem";1
"315860 Santana do Deserto";1
"315895 Santana do Paraíso";1
"315990 Santo Antônio do Amparo";1
"316070 Santos Dumont";4
"316150 São Geraldo";1
"316180 São Gonçalo do Pará";1
"316190 São Gonçalo do Rio Abaixo";2
"316200 São Gonçalo do Sapucaí";3
"316210 São Gotardo";4
"316250 São João del Rei";8
"316290 São João Nepomuceno";1
"316295 São José da Lapa";2
"316370 São Lourenço";11
"316447 São Sebastião do Anta";1
"316470 São Sebastião do Paraíso";11
"316553 Sarzedo";1
"316720 Sete Lagoas";7
"316860 Teófilo Otoni";3
"316870 Timóteo";9
"316900 Tocantins";1
"316930 Três Corações";9
"316935 Três Marias";1
"316940 Três Pontas";4
"316960 Tupaciguara";1
"316990 Ubá";4
"317010 Uberaba";102
"317020 Uberlândia";93
"317040 Unaí";1
"317070 Varginha";7
"317120 Vespasiano";6
"317130 Viçosa";2
"317200 Visconde do Rio Branco";1
"320013 Águia Branca";1
"320020 Alegre";1
"320060 Aracruz";2
"320090 Barra de São Francisco";1
"320110 Bom Jesus do Norte";2
"320120 Cachoeiro de Itapemirim";22
"320130 Cariacica";35
"320150 Colatina";8
"320160 Conceição da Barra";1
"320220 Fundão";2
"320240 Guarapari";7
"320270 Itaguaçu";1
"320280 Itapemirim";2
"320313 João Neiva";1
"320340 Mimoso do Sul";1
"320370 Muniz Freire";1
"320390 Nova Venécia";1
"320405 Pedro Canário";3
"320420 Piúma";2
"320430 Presidente Kennedy";1
"320490 São Mateus";6
"320500 Serra";37
"320510 Viana";5
"320520 Vila Velha";44
"320530 Vitória";64
"330010 Angra dos Reis";12
"330020 Araruama";5
"330023 Armação dos Búzios";2
"330025 Arraial do Cabo";2
"330030 Barra do Piraí";6
"330040 Barra Mansa";17
"330045 Belford Roxo";77
"330050 Bom Jardim";3
"330060 Bom Jesus do Itabapoana";6
"330070 Cabo Frio";17
"330080 Cachoeiras de Macacu";1
"330100 Campos dos Goytacazes";8
"330110 Cantagalo";1
"330093 Carapebus";1
"330130 Casimiro de Abreu";2
"330150 Cordeiro";3
"330160 Duas Barras";1
"330170 Duque de Caxias";138
"330185 Guapimirim";8
"330190 Itaboraí";17
"330200 Itaguaí";9
"330220 Itaperuna";7
"330227 Japeri";21
"330230 Laje do Muriaé";1
"330240 Macaé";37
"330250 Magé";28
"330260 Mangaratiba";5
"330270 Maricá";7
"330280 Mendes";4
"330285 Mesquita";1
"330290 Miguel Pereira";1
"330300 Miracema";1
"330320 Nilópolis";30
"330330 Niterói";157
"330340 Nova Friburgo";30
"330350 Nova Iguaçu";257
"330360 Paracambi";7
"330380 Parati";1
"330390 Petrópolis";34
"330400 Piraí";2
"330410 Porciúncula";1
"330414 Queimados";19
"330415 Quissamã";1
"330420 Resende";9
"330430 Rio Bonito";3
"330452 Rio das Ostras";7
"330455 Rio de Janeiro";2075
"330460 Santa Maria Madalena";1
"330470 Santo Antônio de Pádua";2
"330490 São Gonçalo";134
"330500 São João da Barra";1
"330510 São João de Meriti";77
"330513 São José de Ubá";1
"330515 São José do Vale do Rio Preto";1
"330520 São Pedro da Aldeia";6
"330550 Saquarema";7
"330555 Seropédica";1
"330575 Tanguá";3
"330580 Teresópolis";30
"330600 Três Rios";1
"330610 Valença";11
"330620 Vassouras";5
"330630 Volta Redonda";26
"330000 Município ignorado - RJ";1
"350010 Adamantina";4
"350070 Agudos";5
"350115 Alumínio";2
"350130 Álvares Machado";4
"350160 Americana";51
"350170 Américo Brasiliense";6
"350180 Américo de Campos";1
"350190 Amparo";12
"350200 Analândia";1
"350210 Andradina";12
"350250 Aparecida";10
"350260 Aparecida d'Oeste";1
"350270 Apiaí";2
"350275 Araçariguama";2
"350280 Araçatuba";76
"350290 Araçoiaba da Serra";1
"350320 Araraquara";96
"350330 Araras";21
"350340 Arealva";1
"350380 Artur Nogueira";2
"350390 Arujá";7
"350400 Assis";20
"350410 Atibaia";24
"350430 Avaí";1
"350450 Avaré";9
"350460 Bady Bassitt";1
"350480 Bálsamo";1
"350520 Bariri";2
"350530 Barra Bonita";4
"350550 Barretos";64
"350560 Barrinha";2
"350570 Barueri";17
"350580 Bastos";1
"350590 Batatais";9
"350600 Bauru";136
"350610 Bebedouro";55
"350635 Bertioga";11
"350650 Birigui";16
"350660 Biritiba-Mirim";2
"350670 Boa Esperança do Sul";7
"350680 Bocaina";1
"350700 Boituva";3
"350710 Bom Jesus dos Perdões";2
"350740 Borborema";2
"350750 Botucatu";15
"350760 Bragança Paulista";32
"350780 Brodowski";4
"350790 Brotas";1
"350800 Buri";1
"350810 Buritama";3
"350830 Cabrália Paulista";1
"350840 Cabreúva";2
"350850 Caçapava";50
"350860 Cachoeira Paulista";3
"350900 Caieiras";12
"350920 Cajamar";13
"350925 Cajati";5
"350940 Cajuru";2
"350950 Campinas";364
"350960 Campo Limpo Paulista";12
"350970 Campos do Jordão";2
"350990 Cananéia";1
"351000 Cândido Mota";4
"351010 Cândido Rodrigues";1
"351020 Capão Bonito";3
"351030 Capela do Alto";1
"351040 Capivari";3
"351050 Caraguatatuba";13
"351060 Carapicuíba";66
"351080 Casa Branca";2
"351100 Castilho";1
"351110 Catanduva";56
"351120 Catiguá";1
"351150 Cerquilho";1
"351170 Charqueada";4
"351200 Colina";2
"351230 Conchas";2
"351250 Coroados";3
"351280 Cosmópolis";5
"351300 Cotia";20
"351310 Cravinhos";8
"351340 Cruzeiro";35
"351350 Cubatão";62
"351360 Cunha";1
"351370 Descalvado";1
"351380 Diadema";92
"351400 Dobrada";1
"351410 Dois Córregos";3
"351440 Dracena";4
"351450 Duartina";2
"351500 Embu";31
"351510 Embu-Guaçu";5
"351518 Espírito Santo do Pinhal";1
"355730 Estiva Gerbi";2
"351550 Fernandópolis";11
"351570 Ferraz de Vasconcelos";24
"351620 Franca";82
"351630 Francisco Morato";24
"351640 Franco da Rocha";29
"351660 Gália";1
"351670 Garça";8
"351720 Guaiçara";2
"351730 Guaimbê";1
"351740 Guaíra";1
"351750 Guapiaçu";2
"351760 Guapiara";1
"351770 Guará";3
"351780 Guaraçaí";1
"351790 Guaraci";1
"351820 Guararapes";3
"351830 Guararema";1
"351840 Guaratinguetá";34
"351860 Guariba";7
"351870 Guarujá";119
"351880 Guarulhos";159
"351890 Guzolândia";1
"351900 Herculândia";1
"351907 Hortolândia";23
"351925 Iaras";1
"351930 Ibaté";3
"351940 Ibirá";1
"351950 Ibirarema";1
"351960 Ibitinga";2
"351970 Ibiúna";3
"351990 Iepê";1
"352000 Igaraçu do Tietê";5
"352010 Igarapava";1
"352020 Igaratá";1
"352030 Iguape";5
"352042 Ilha Comprida";1
"352044 Ilha Solteira";1
"352050 Indaiatuba";20
"352090 Ipaussu";1
"352100 Iperó";2
"352130 Ipuã";1
"352140 Iracemápolis";2
"352170 Itaberá";1
"352180 Itaí";3
"352210 Itanhaém";17
"352220 Itapecerica da Serra";24
"352230 Itapetininga";28
"352240 Itapeva";11
"352250 Itapevi";41
"352260 Itapira";24
"352270 Itápolis";4
"352280 Itaporanga";1
"352290 Itapuí";3
"352300 Itapura";1
"352310 Itaquaquecetuba";27
"352320 Itararé";3
"352330 Itariri";2
"352340 Itatiba";15
"352350 Itatinga";1
"352360 Itirapina";1
"352390 Itu";41
"352400 Itupeva";2
"352410 Ituverava";8
"352430 Jaboticabal";27
"352440 Jacareí";87
"352470 Jaguariúna";7
"352480 Jales";3
"352490 Jambeiro";1
"352500 Jandira";12
"352510 Jardinópolis";5
"352530 Jaú";30
"352550 Joanópolis";1
"352570 José Bonifácio";6
"352590 Jundiaí";96
"352610 Juquiá";1
"352620 Juquitiba";1
"352630 Lagoinha";1
"352640 Laranjal Paulista";7
"352670 Leme";14
"352680 Lençóis Paulista";13
"352690 Limeira";83
"352710 Lins";11
"352720 Lorena";17
"352740 Lucélia";3
"352760 Luís Antônio";1
"352810 Macaubal";1
"352840 Mairinque";7
"352850 Mairiporã";11
"352860 Manduri";1
"352900 Marília";52
"352920 Martinópolis";5
"352930 Matão";15
"352940 Mauá";70
"352970 Miguelópolis";4
"352980 Mineiros do Tietê";3
"353000 Mira Estrela";1
"353010 Mirandópolis";16
"353020 Mirante do Paranapanema";1
"353030 Mirassol";19
"353050 Mococa";9
"353060 Mogi das Cruzes";37
"353070 Mogi Guaçu";11
"353080 Moji Mirim";25
"353110 Mongaguá";4
"353130 Monte Alto";7
"353140 Monte Aprazível";6
"353150 Monte Azul Paulista";6
"353180 Monte Mor";6
"353240 Nazaré Paulista";3
"353250 Neves Paulista";2
"353290 Nova Europa";2
"353310 Nova Guataporanga";1
"353320 Nova Independência";2
"353340 Nova Odessa";3
"353350 Novo Horizonte";1
"353390 Olímpia";9
"353410 Oriente";1
"353430 Orlândia";2
"353440 Osasco";171
"353450 Oscar Bressane";1
"353460 Osvaldo Cruz";4
"353470 Ourinhos";15
"353490 Pacaembu";2
"353510 Palmares Paulista";2
"353530 Palmital";1
"353550 Paraguaçu Paulista";6
"353560 Paraibuna";1
"353580 Paranapanema";1
"353600 Parapuã";2
"353620 Pariquera-Açu";4
"353650 Paulínia";10
"353660 Paulo de Faria";1
"353670 Pederneiras";3
"353700 Pedregulho";3
"353710 Pedreira";2
"353730 Penápolis";10
"353740 Pereira Barreto";5
"353760 Peruíbe";13
"353780 Piedade";1
"353790 Pilar do Sul";1
"353800 Pindamonhangaba";17
"353810 Pindorama";3
"353820 Pinhalzinho";2
"353830 Piquerobi";1
"353850 Piquete";1
"353860 Piracaia";2
"353870 Piracicaba";102
"353880 Piraju";1
"353890 Pirajuí";18
"353910 Pirapora do Bom Jesus";2
"353920 Pirapozinho";3
"353930 Pirassununga";13
"353950 Pitangueiras";2
"353980 Poá";12
"354000 Pompéia";2
"354020 Pontal";5
"354050 Porangaba";1
"354060 Porto Feliz";4
"354070 Porto Ferreira";3
"354075 Potim";1
"354080 Potirendaba";1
"354100 Praia Grande";80
"354120 Presidente Bernardes";2
"354130 Presidente Epitácio";3
"354140 Presidente Prudente";56
"354150 Presidente Venceslau";7
"354160 Promissão";5
"354190 Queluz";1
"354220 Rancharia";1
"354240 Regente Feijó";2
"354260 Registro";6
"354290 Ribeirão Bonito";1
"354330 Ribeirão Pires";14
"354340 Ribeirão Preto";382
"354370 Rincão";1
"354390 Rio Claro";55
"354400 Rio das Pedras";2
"354410 Rio Grande da Serra";2
"354420 Riolândia";1
"354430 Roseira";2
"354480 Sales";1
"354515 Saltinho";1
"354520 Salto";10
"354530 Salto de Pirapora";2
"354560 Santa Adélia";2
"354570 Santa Albertina";2
"354580 Santa Bárbara d'Oeste";15
"354630 Santa Cruz das Palmeiras";3
"354640 Santa Cruz do Rio Pardo";7
"354660 Santa Fé do Sul";4
"354680 Santa Isabel";3
"354690 Santa Lúcia";2
"354700 Santa Maria da Serra";2
"354750 Santa Rita do Passa Quatro";1
"354760 Santa Rosa de Viterbo";2
"354730 Santana de Parnaíba";6
"354780 Santo André";222
"354800 Santo Antônio de Posse";1
"354850 Santos";422
"354870 São Bernardo do Campo";161
"354880 São Caetano do Sul";48
"354890 São Carlos";42
"354900 São Francisco";2
"354910 São João da Boa Vista";7
"354940 São Joaquim da Barra";2
"354950 São José da Bela Vista";1
"354970 São José do Rio Pardo";4
"354980 São José do Rio Preto";266
"354990 São José dos Campos";194
"354995 São Lourenço da Serra";2
"355010 São Manuel";1
"355020 São Miguel Arcanjo";3
"355030 São Paulo";4373
"355040 São Pedro";2
"355050 São Pedro do Turvo";1
"355060 São Roque";10
"355070 São Sebastião";18
"355080 São Sebastião da Grama";1
"355090 São Simão";2
"355100 São Vicente";129
"355140 Serra Azul";4
"355160 Serra Negra";1
"355150 Serrana";2
"355170 Sertãozinho";13
"355190 Severínia";1
"355210 Socorro";1
"355220 Sorocaba";191
"355230 Sud Mennucci";1
"355240 Sumaré";19
"355250 Suzano";26
"355260 Tabapuã";1
"355280 Taboão da Serra";46
"355300 Taguaí";1
"355320 Taiúva";1
"355340 Tanabi";3
"355370 Taquaritinga";37
"355390 Tarabai";1
"355395 Tarumã";1
"355400 Tatuí";27
"355410 Taubaté";90
"355430 Teodoro Sampaio";2
"355440 Terra Roxa";2
"355450 Tietê";2
"355470 Torrinha";4
"355480 Tremembé";34
"355490 Três Fronteiras";2
"355500 Tupã";13
"355510 Tupi Paulista";1
"355540 Ubatuba";24
"355580 Urânia";2
"355620 Valinhos";12
"355640 Vargem Grande do Sul";5
"355645 Vargem Grande Paulista";6
"355650 Várzea Paulista";33
"355670 Vinhedo";6
"355680 Viradouro";3
"355690 Vista Alegre do Alto";1
"355700 Votorantim";15
"355710 Votuporanga";43
