"Município (Res)";"Freqüência"
"150090 Augusto Corrêa";13
"150095 Aurora do Pará";1
"150120 Baião";2
"150125 Bannach";1
"150130 Barcarena";20
"150140 Belém";542
"150150 Benevides";5
"150170 Bragança";21
"150172 Brasil Novo";1
"150178 Breu Branco";4
"150180 Breves";4
"150190 Bujaru";5
"150195 Cachoeira do Piriá";4
"150215 Canaã dos Carajás";4
"150220 Capanema";3
"150230 Capitão Poço";6
"150240 Castanhal";56
"150250 Chaves";1
"150260 Colares";3
"150270 Conceição do Araguaia";3
"150275 Concórdia do Pará";1
"150276 Cumaru do Norte";4
"150277 Curionópolis";2
"150285 Curuá";2
"150290 Curuçá";5
"150293 Dom Eliseu";4
"150295 Eldorado dos Carajás";6
"150304 Floresta do Araguaia";8
"150309 Goianésia do Pará";4
"150310 Gurupá";2
"150320 Igarapé-Açu";5
"150330 Igarapé-Miri";4
"150345 Ipixuna do Pará";5
"150350 Irituia";3
"150360 Itaituba";16
"150370 Itupiranga";3
"150375 Jacareacanga";3
"150380 Jacundá";11
"150405 Mãe do Rio";8
"150420 Marabá";70
"150430 Maracanã";2
"150440 Marapanim";5
"150442 Marituba";43
"150445 Medicilândia";1
"150460 Mocajuba";1
"150470 Moju";7
"150480 Monte Alegre";3
"150497 Nova Ipixuna";1
"150503 Novo Progresso";4
"150506 Novo Repartimento";2
"150510 Óbidos";2
"150520 Oeiras do Pará";2
"150530 Oriximiná";7
"150540 Ourém";1
"150543 Ourilândia do Norte";8
"150548 Pacajá";5
"150549 Palestina do Pará";1
"150550 Paragominas";29
"150553 Parauapebas";49
"150563 Piçarra";4
"150565 Placas";1
"150570 Ponta de Pedras";3
"150600 Prainha";2
"150610 Primavera";4
"150613 Redenção";23
"150616 Rio Maria";4
"150618 Rondon do Pará";5
"150619 Rurópolis";4
"150620 Salinópolis";5
"150630 Salvaterra";3
"150635 Santa Bárbara do Pará";2
"150640 Santa Cruz do Arari";1
"150650 Santa Isabel do Pará";9
"150655 Santa Luzia do Pará";2
"150660 Santa Maria do Pará";3
"150670 Santana do Araguaia";8
"150680 Santarém";54
"150690 Santarém Novo";1
"150700 Santo Antônio do Tauá";2
"150710 São Caetano de Odivelas";1
"150715 São Domingos do Araguaia";4
"150720 São Domingos do Capim";1
"150730 São Félix do Xingu";9
"150740 São Francisco do Pará";1
"150745 São Geraldo do Araguaia";6
"150750 São João do Araguaia";1
"150760 São Miguel do Guamá";10
"150770 São Sebastião da Boa Vista";2
"150780 Senador José Porfírio";2
"150790 Soure";5
"150795 Tailândia";21
"150796 Terra Alta";1
"150800 Tomé-Açu";8
"150805 Trairão";2
"150808 Tucumã";5
"150810 Tucuruí";35
"150812 Ulianópolis";5
"150815 Uruará";2
"150820 Vigia";8
"150830 Viseu";7
"150840 Xinguara";4
"160020 Calçoene";1
"160021 Cutias";1
"160025 Itaubal";1
"160027 Laranjal do Jari";10
"160030 Macapá";114
"160040 Mazagão";2
"160050 Oiapoque";11
"160015 Pedra Branca do Amapari";3
"160053 Porto Grande";1
"160060 Santana";17
"160070 Tartarugalzinho";1
"160080 Vitória do Jari";1
"170030 Aguiarnópolis";4
"170040 Almas";1
"170100 Ananás";1
"170200 Araguaçu";1
"170210 Araguaína";48
"170220 Araguatins";3
"170230 Arapoema";1
"170255 Augustinópolis";1
"170290 Axixá do Tocantins";2
"170300 Babaçulândia";1
"170320 Bernardo Sayão";1
"170370 Brejinho de Nazaré";2
"170460 Chapada de Areia";2
"170550 Colinas do Tocantins";6
"170600 Couto de Magalhães";1
"170650 Darcinópolis";1
"170700 Dianópolis";2
"170710 Divinópolis do Tocantins";1
"170720 Dois Irmãos do Tocantins";1
"170740 Esperantina";1
"170820 Formoso do Araguaia";4
"170930 Guaraí";4
"170950 Gurupi";10
"171070 Itaguatins";1
"171190 Lagoa da Confusão";2
"171200 Lajeado";1
"171270 Mateiros";1
"171320 Miracema do Tocantins";4
"171330 Miranorte";2
"171360 Monte do Carmo";1
"171420 Natividade";1
"171525 Novo Jardim";1
"172100 Palmas";60
"171380 Palmeiras do Tocantins";1
"171610 Paraíso do Tocantins";4
"171620 Paranã";1
"171630 Pau D'Arco";1
"171660 Peixe";2
"171665 Pequizeiro";4
"171750 Pium";1
"171820 Porto Nacional";5
"171870 Rio dos Bois";1
"172020 São Miguel do Tocantins";1
"172085 Sucupira";1
"172090 Taguatinga";3
"172120 Tocantinópolis";3
"172208 Wanderlândia";2
"172210 Xambioá";1
"210005 Açailândia";11
"210015 Água Doce do Maranhão";1
"210020 Alcântara";1
"210030 Aldeias Altas";1
"210043 Alto Alegre do Maranhão";3
"210083 Apicum-Açu";3
"210087 Araguanã";2
"210090 Araioses";1
"210095 Arame";1
"210100 Arari";5
"210110 Axixá";2
"210120 Bacabal";21
"210125 Bacabeira";3
"210130 Bacuri";2
"210140 Balsas";9
"210150 Barão de Grajaú";1
"210160 Barra do Corda";10
"210170 Barreirinhas";4
"210177 Bela Vista do Maranhão";1
"210173 Belágua";1
"210190 Bequimão";2
"210193 Bernardo do Mearim";1
"210197 Boa Vista do Gurupi";3
"210200 Bom Jardim";2
"210203 Bom Jesus das Selvas";6
"210210 Brejo";2
"210220 Buriti";3
"210232 Buriticupu";12
"210235 Buritirana";1
"210255 Campestre do Maranhão";2
"210260 Cândido Mendes";1
"210270 Cantanhede";2
"210280 Carolina";6
"210300 Caxias";19
"210310 Cedral";1
"210315 Centro do Guilherme";5
"210317 Centro Novo do Maranhão";4
"210320 Chapadinha";6
"210325 Cidelândia";1
"210330 Codó";31
"210340 Coelho Neto";11
"210350 Colinas";4
"210360 Coroatá";5
"210370 Cururupu";2
"210375 Davinópolis";1
"210380 Dom Pedro";2
"210390 Duque Bacelar";1
"210400 Esperantinópolis";4
"210405 Estreito";3
"210410 Fortaleza dos Nogueiras";1
"210420 Fortuna";3
"210450 Governador Archer";1
"210455 Governador Edison Lobão";4
"210460 Governador Eugênio Barros";2
"210467 Governador Nunes Freire";4
"210480 Grajaú";4
"210490 Guimarães";2
"210500 Humberto de Campos";3
"210510 Icatu";2
"210520 Igarapé Grande";1
"210530 Imperatriz";80
"210540 Itapecuru Mirim";11
"210542 Itinga do Maranhão";6
"210550 João Lisboa";1
"210560 Joselândia";1
"210570 Lago da Pedra";4
"210594 Lago dos Rodrigues";1
"210590 Lago Verde";3
"210592 Lagoa do Mato";2
"210598 Lajeado Novo";1
"210600 Lima Campos";4
"210620 Luís Domingues";2
"210630 Magalhães de Almeida";1
"210632 Maracaçumé";4
"210637 Maranhãozinho";1
"210640 Mata Roma";1
"210650 Matinha";3
"210660 Matões";1
"210663 Matões do Norte";1
"210675 Miranda do Norte";4
"210680 Mirinzal";3
"210700 Montes Altos";2
"210730 Nova Iorque";1
"210735 Nova Olinda do Maranhão";1
"210740 Olho d'Água das Cunhãs";2
"210745 Olinda Nova do Maranhão";2
"210750 Paço do Lumiar";27
"210760 Palmeirândia";1
"210790 Passagem Franca";1
"210800 Pastos Bons";1
"210810 Paulo Ramos";1
"210820 Pedreiras";9
"210825 Pedro do Rosário";2
"210830 Penalva";3
"210850 Pindaré-Mirim";2
"210860 Pinheiro";16
"210890 Poção de Pedras";1
"210900 Porto Franco";4
"210910 Presidente Dutra";4
"210930 Presidente Vargas";6
"210945 Raposa";13
"210950 Riachão";1
"210960 Rosário";12
"210970 Sambaíba";1
"210980 Santa Helena";12
"210990 Santa Inês";7
"211000 Santa Luzia";11
"211003 Santa Luzia do Paruá";4
"211010 Santa Quitéria do Maranhão";4
"211020 Santa Rita";7
"211050 São Bento";9
"211060 São Bernardo";3
"211070 São Domingos do Maranhão";5
"211090 São Francisco do Maranhão";1
"211100 São João Batista";3
"211107 São João do Soter";1
"211110 São João dos Patos";2
"211120 São José de Ribamar";43
"211125 São José dos Basílios";2
"211130 São Luís";486
"211140 São Luís Gonzaga do Maranhão";4
"211150 São Mateus do Maranhão";15
"211153 São Pedro da Água Branca";1
"211157 São Pedro dos Crentes";1
"211160 São Raimundo das Mangabeiras";1
"211170 São Vicente Ferrer";2
"211176 Senador La Rocque";2
"211180 Sítio Novo";1
"211210 Timbiras";2
"211220 Timon";29
"211223 Trizidela do Vale";3
"211230 Tuntum";1
"211240 Turiaçu";4
"211245 Turilândia";1
"211250 Tutóia";3
"211260 Urbano Santos";2
"211270 Vargem Grande";5
"211280 Viana";3
"211285 Vila Nova dos Martírios";3
"211290 Vitória do Mearim";3
"211300 Vitorino Freire";2
"211400 Zé Doca";5
"220020 Água Branca";2
"220025 Alagoinha do Piauí";2
"220027 Alegrete do Piauí";1
"220030 Alto Longá";2
"220040 Altos";14
"220050 Amarante";1
"220060 Angical do Piauí";2
"220100 Arraial";1
"220120 Barras";4
"220140 Barro Duro";2
"220150 Batalha";2
"220160 Beneditinos";2
"220190 Bom Jesus";2
"220200 Buriti dos Lopes";1
"220205 Cabeceiras do Piauí";1
"220207 Cajazeiras do Piauí";1
"220208 Cajueiro da Praia";1
"220220 Campo Maior";8
"220240 Capitão de Campos";2
"220260 Castelo do Piauí";1
"220271 Cocal de Telha";1
"220273 Coivaras";1
"220277 Colônia do Piauí";1
"220330 Demerval Lobão";6
"220340 Dom Expedito Lopes";3
"220350 Elesbão Veloso";1
"220370 Esperantina";1
"220390 Floriano";11
"220435 Geminiano";2
"220450 Guadalupe";6
"220460 Hugo Napoleão";2
"220465 Ilha Grande";3
"220470 Inhuma";2
"220540 Joaquim Pires";1
"220545 Joca Marques";1
"220550 José de Freitas";4
"220553 Jurema";1
"220557 Lagoa de São Francisco";1
"220560 Landri Sales";1
"220570 Luís Correia";2
"220580 Luzilândia";8
"220620 Miguel Alves";1
"220640 Monsenhor Gil";1
"220670 Nazaré do Piauí";1
"220700 Oeiras";10
"220755 Paquetá";3
"220770 Parnaíba";20
"220790 Pedro II";3
"220800 Picos";12
"220820 Pio IX";1
"220830 Piracuruca";1
"220840 Piripiri";3
"220880 Regeneração";1
"220887 Ribeira do Piauí";1
"220900 Rio Grande do Piauí";1
"220937 Santa Rosa do Piauí";2
"220950 Santo Inácio do Piauí";1
"220960 São Félix do Piauí";2
"220970 São Francisco do Piauí";1
"220990 São João da Serra";1
"220997 São João do Arraial";1
"221000 São João do Piauí";1
"221038 São Miguel da Baixa Grande";1
"221040 São Miguel do Tapuio";1
"221050 São Pedro do Piauí";1
"221060 São Raimundo Nonato";3
"221095 Tamboril do Piauí";1
"221100 Teresina";284
"221110 União";3
"221120 Uruçuí";2
"221130 Valença do Piauí";5
"230015 Acarape";1
"230020 Acaraú";8
"230050 Alcântaras";1
"230070 Alto Santo";1
"230075 Amontada";3
"230090 Apuiarés";1
"230100 Aquiraz";7
"230110 Aracati";20
"230120 Aracoiaba";1
"230130 Araripe";1
"230160 Assaré";1
"230185 Banabuiú";2
"230190 Barbalha";1
"230195 Barreira";1
"230200 Barro";3
"230210 Baturité";1
"230220 Beberibe";9
"230240 Boa Viagem";1
"230250 Brejo Santo";5
"230260 Camocim";3
"230280 Canindé";5
"230320 Caririaçu";1
"230350 Cascavel";17
"230360 Catarina";1
"230370 Caucaia";56
"230380 Cedro";1
"230395 Chorozinho";4
"230400 Coreaú";1
"230410 Crateús";13
"230420 Crato";8
"230423 Croatá";3
"230425 Cruz";4
"230427 Ererê";2
"230428 Eusébio";3
"230440 Fortaleza";761
"230445 Fortim";1
"230450 Frecheirinha";2
"230460 General Sampaio";1
"230470 Granja";2
"230490 Groaíras";1
"230495 Guaiúba";2
"230500 Guaraciaba do Norte";4
"230520 Hidrolândia";2
"230523 Horizonte";10
"230526 Ibaretama";1
"230533 Ibicuitinga";1
"230540 Icó";3
"230550 Iguatu";17
"230580 Ipu";3
"230590 Ipueiras";1
"230610 Irauçuba";2
"230625 Itaitinga";4
"230655 Itarema";9
"230690 Jaguaribe";6
"230720 Jati";1
"230725 Jijoca de Jericoacoara";4
"230730 Juazeiro do Norte";33
"230740 Jucás";2
"230760 Limoeiro do Norte";5
"230765 Maracanaú";51
"230770 Maranguape";10
"230790 Martinópole";1
"230800 Massapê";3
"230810 Mauriti";2
"230820 Meruoca";1
"230830 Milagres";1
"230835 Milhã";2
"230837 Miraíma";2
"230840 Missão Velha";1
"230850 Mombaça";1
"230860 Monsenhor Tabosa";2
"230900 Mucambo";3
"230910 Mulungu";1
"230930 Nova Russas";1
"230940 Novo Oriente";1
"230950 Orós";2
"230960 Pacajus";12
"230970 Pacatuba";5
"230980 Pacoti";1
"230990 Pacujá";1
"231000 Palhano";1
"231020 Paracuru";5
"231025 Paraipaba";5
"231030 Parambu";1
"231050 Pedra Branca";1
"231060 Penaforte";3
"231070 Pentecoste";10
"231085 Pindoretama";3
"231095 Pires Ferreira";3
"231120 Potengi";1
"231126 Quiterianópolis";1
"231130 Quixadá";8
"231135 Quixelô";1
"231140 Quixeramobim";7
"231150 Quixeré";1
"231160 Redenção";3
"231170 Reriutaba";3
"231180 Russas";18
"231230 São Benedito";6
"231240 São Gonçalo do Amarante";5
"231260 São Luís do Curu";1
"231290 Sobral";32
"231300 Solonópole";4
"231310 Tabuleiro do Norte";2
"231330 Tauá";6
"231335 Tejuçuoca";2
"231340 Tianguá";4
"231350 Trairi";2
"231355 Tururu";2
"231360 Ubajara";2
"231370 Umari";1
"231375 Umirim";1
"231395 Varjota";1
"231400 Várzea Alegre";5
"231410 Viçosa do Ceará";6
"240010 Acari";1
"240020 Açu";5
"240050 Alexandria";1
"240070 Alto do Rodrigues";2
"240080 Angicos";1
"240100 Apodi";1
"240110 Areia Branca";6
"240120 Arês";1
"240145 Baraúna";4
"240170 Bom Jesus";1
"240200 Caicó";5
"240220 Canguaretama";3
"240230 Caraúbas";1
"240260 Ceará-Mirim";6
"240310 Currais Novos";2
"240360 Extremoz";10
"240375 Fernando Pedroza";1
"240400 Frutuoso Gomes";1
"240420 Goianinha";2
"240430 Governador Dix-Sept Rosado";1
"240450 Guamaré";1
"240470 Ipanguaçu";5
"240485 Itajá";1
"240490 Itaú";1
"240510 Jandaíra";2
"240560 Jardim de Piranhas";3
"240580 João Câmara";2
"240650 Lagoa Nova";2
"240660 Lagoa Salgada";1
"240670 Lajes";1
"240680 Lajes Pintadas";1
"240690 Lucrécia";1
"240710 Macaíba";8
"240720 Macau";5
"240780 Monte Alegre";1
"240800 Mossoró";58
"240810 Natal";170
"240820 Nísia Floresta";2
"240830 Nova Cruz";4
"240325 Parnamirim";46
"240930 Patu";2
"240940 Pau dos Ferros";1
"240970 Pedro Avelino";1
"240980 Pedro Velho";2
"240990 Pendências";1
"241010 Poço Branco";2
"241020 Portalegre";1
"241030 Presidente Juscelino";3
"241040 Pureza";1
"241050 Rafael Fernandes";1
"241100 Rodolfo Fernandes";1
"241120 Santa Cruz";2
"240933 Santa Maria";1
"241140 Santana do Matos";1
"241190 São Francisco do Oeste";1
"241200 São Gonçalo do Amarante";13
"241220 São José de Mipibu";2
"241230 São José do Campestre";1
"241250 São Miguel";3
"241255 São Miguel do Gostoso";1
"241260 São Paulo do Potengi";5
"241280 São Rafael";2
"241320 Senador Georgino Avelino";1
"241330 Serra de São Bento";1
"241335 Serra do Mel";4
"241340 Serra Negra do Norte";1
"241350 Serrinha";1
"241355 Serrinha dos Pintos";1
"241400 Tangará";1
"241415 Tenente Laurentino Cruz";1
"241450 Umarizal";2
"241480 Vera Cruz";1
"250030 Alagoa Grande";5
"250040 Alagoa Nova";1
"250050 Alagoinha";1
"250057 Algodão de Jandaíra";1
"250060 Alhandra";4
"250080 Araçagi";1
"250090 Arara";1
"250110 Areia";1
"250160 Barra de Santa Rosa";1
"250180 Bayeux";18
"250220 Bom Jesus";2
"250250 Boqueirão";2
"250280 Brejo do Cruz";2
"250300 Caaporã";6
"250320 Cabedelo";19
"250350 Cacimba de Dentro";2
"250355 Cacimbas";1
"250370 Cajazeiras";8
"250400 Campina Grande";58
"250440 Conceição";1
"250460 Conde";3
"250500 Cubati";2
"250600 Esperança";2
"250630 Guarabira";8
"250640 Gurinhém";3
"250670 Imaculada";1
"250680 Ingá";2
"250690 Itabaiana";4
"250700 Itaporanga";2
"250710 Itapororoca";2
"250730 Jacaraú";3
"250740 Jericó";2
"250750 João Pessoa";177
"250790 Juripiranga";1
"250820 Lagoa de Dentro";1
"250830 Lagoa Seca";2
"250855 Logradouro";1
"250880 Malta";1
"250890 Mamanguape";9
"250905 Marcação";2
"250910 Mari";5
"250940 Mogeiro";1
"250970 Monteiro";8
"250980 Mulungu";1
"251080 Patos";21
"251120 Pedras de Fogo";9
"251272 Pedro Régis";1
"251140 Picuí";1
"251160 Pilões";1
"251190 Pitimbu";5
"251210 Pombal";1
"251230 Princesa Isabel";1
"251250 Queimadas";2
"251290 Rio Tinto";2
"251340 Santa Luzia";2
"251370 Santa Rita";23
"251390 São Bento";1
"251410 São João do Tigre";1
"251420 São José da Lagoa Tapada";1
"251530 Sapé";12
"251580 Serra Redonda";3
"251600 Solânea";1
"251620 Sousa";7
"251650 Taperoá";1
"251690 Uiraúna";1
"251700 Umbuzeiro";1
"260005 Abreu e Lima";27
"260010 Afogados da Ingazeira";5
"260020 Afrânio";1
"260030 Agrestina";2
"260040 Água Preta";3
"260050 Águas Belas";1
"260060 Alagoinha";2
"260070 Aliança";9
"260080 Altinho";3
"260090 Amaraji";7
"260100 Angelim";1
"260105 Araçoiaba";4
"260110 Araripina";9
"260120 Arcoverde";3
"260140 Barreiros";6
"260150 Belém de Maria";3
"260170 Belo Jardim";3
"260180 Betânia";1
"260190 Bezerros";9
"260200 Bodocó";1
"260210 Bom Conselho";4
"260230 Bonito";5
"260260 Brejo da Madre de Deus";5
"260270 Buenos Aires";1
"260280 Buíque";4
"260290 Cabo de Santo Agostinho";75
"260300 Cabrobó";2
"260310 Cachoeirinha";2
"260330 Calçado";1
"260345 Camaragibe";35
"260350 Camocim de São Félix";5
"260400 Carpina";13
"260410 Caruaru";87
"260415 Casinhas";1
"260420 Catende";7
"260440 Chã de Alegria";4
"260450 Chã Grande";1
"260460 Condado";2
"260470 Correntes";4
"260490 Cumaru";2
"260500 Cupira";2
"260510 Custódia";1
"260520 Escada";13
"260530 Exu";1
"260540 Feira Nova";5
"260550 Ferreiros";1
"260560 Flores";1
"260590 Gameleira";5
"260600 Garanhuns";14
"260610 Glória do Goitá";2
"260620 Goiana";19
"260640 Gravatá";15
"260660 Ibimirim";1
"260680 Igarassu";36
"260760 Ilha de Itamaracá";5
"260700 Inajá";1
"260720 Ipojuca";44
"260730 Ipubi";2
"260765 Itambé";8
"260770 Itapetim";2
"260775 Itapissuma";9
"260780 Itaquitinga";1
"260790 Jaboatão dos Guararapes";241
"260800 Jataúba";2
"260810 João Alfredo";2
"260820 Joaquim Nabuco";4
"260825 Jucati";1
"260830 Jupi";1
"260840 Jurema";1
"260845 Lagoa do Carro";3
"260850 Lagoa do Itaenga";1
"260860 Lagoa do Ouro";3
"260870 Lagoa dos Gatos";2
"260875 Lagoa Grande";3
"260880 Lajedo";2
"260890 Limoeiro";6
"260920 Maraial";1
"260930 Mirandiba";2
"260940 Moreno";11
"260950 Nazaré da Mata";4
"260960 Olinda";140
"260990 Ouricuri";2
"261000 Palmares";17
"261010 Palmeirina";1
"261020 Panelas";1
"261040 Parnamirim";1
"261050 Passira";2
"261060 Paudalho";7
"261070 Paulista";92
"261080 Pedra";1
"261090 Pesqueira";6
"261100 Petrolândia";4
"261110 Petrolina";54
"261130 Pombos";4
"261160 Recife";629
"261170 Riacho das Almas";1
"261180 Ribeirão";8
"261190 Rio Formoso";7
"261200 Sairé";2
"261220 Salgueiro";6
"261240 Sanharó";2
"261250 Santa Cruz do Capibaribe";14
"261260 Santa Maria da Boa Vista";2
"261300 São Bento do Una";2
"261310 São Caitano";1
"261330 São Joaquim do Monte";1
"261340 São José da Coroa Grande";3
"261350 São José do Belmonte";4
"261360 São José do Egito";2
"261370 São Lourenço da Mata";32
"261380 São Vicente Ferrer";3
"261390 Serra Talhada";9
"261400 Serrita";1
"261410 Sertânia";1
"261420 Sirinhaém";5
"261450 Surubim";3
"261460 Tabira";1
"261470 Tacaimbó";1
"261480 Tacaratu";1
"261485 Tamandaré";6
"261500 Taquaritinga do Norte";3
"261520 Terra Nova";2
"261530 Timbaúba";12
"261540 Toritama";3
"261560 Trindade";3
"261570 Triunfo";1
"261590 Tuparetama";1
"261618 Vertente do Lério";1
"261630 Vicência";2
"261640 Vitória de Santo Antão";35
"261650 Xexéu";1
"270020 Anadia";3
"270030 Arapiraca";21
"270040 Atalaia";3
"270060 Barra de São Miguel";1
"270070 Batalha";1
"270100 Boca da Mata";3
"270110 Branquinha";1
"270135 Campestre";1
"270140 Campo Alegre";3
"270190 Chã Preta";1
"270220 Coqueiro Seco";1
"270230 Coruripe";2
"270250 Dois Riachos";1
"270260 Feira Grande";2
"270270 Feliz Deserto";1
"270310 Igaci";2
"270340 Jacaré dos Homens";1
"270360 Japaratinga";1
"270375 Jequiá da Praia";1
"270380 Joaquim Gomes";1
"270420 Limoeiro de Anadia";2
"270430 Maceió";277
"270450 Maragogi";4
"270460 Maravilha";1
"270470 Marechal Deodoro";3
"270510 Matriz de Camaragibe";5
"270520 Messias";2
"270530 Minador do Negrão";1
"270550 Murici";8
"270560 Novo Lino";1
"270570 Olho d'Água das Flores";1
"270600 Olivença";1
"270630 Palmeira dos Índios";6
"270640 Pão de Açúcar";1
"270644 Paripueira";1
"270650 Passo de Camaragibe";1
"270670 Penedo";6
"270680 Piaçabuçu";2
"270690 Pilar";2
"270700 Pindoba";1
"270710 Piranhas";2
"270730 Porto Calvo";4
"270770 Rio Largo";11
"270800 Santana do Ipanema";3
"270820 São Brás";1
"270830 São José da Laje";3
"270850 São Luís do Quitunde";4
"270860 São Miguel dos Campos";7
"270880 São Sebastião";1
"270890 Satuba";1
"270910 Taquarana";1
"270915 Teotônio Vilela";4
"270930 União dos Palmares";3
"270940 Viçosa";2
"280030 Aracaju";123
"280040 Arauá";1
"280050 Areia Branca";2
"280060 Barra dos Coqueiros";7
"280067 Boquim";4
"280100 Campo do Brito";1
"280120 Canindé de São Francisco";4
"280130 Capela";4
"280160 Cedro de São João";7
"280170 Cristinápolis";2
"280210 Estância";7
"280230 Frei Paulo";1
"280270 Ilha das Flores";1
"280280 Indiaroba";1
"280290 Itabaiana";16
"280300 Itabaianinha";1
"280320 Itaporanga d'Ajuda";1
"280330 Japaratuba";2
"280340 Japoatã";1
"280350 Lagarto";4
"280360 Laranjeiras";1
"280390 Malhador";1
"280400 Maruim";2
"280430 Muribeca";2
"280450 Nossa Senhora da Glória";2
"280460 Nossa Senhora das Dores";2
"280480 Nossa Senhora do Socorro";36
"280510 Pedrinhas";1
"280540 Poço Redondo";1
"280550 Poço Verde";2
"280560 Porto da Folha";1
"280570 Propriá";5
"280580 Riachão do Dantas";1
"280600 Ribeirópolis";1
"280620 Salgado";1
"280670 São Cristóvão";13
"280740 Tobias Barreto";1
"280760 Umbaúba";4
"290020 Abaré";1
"290035 Adustina";1
"290070 Alagoinhas";18
"290080 Alcobaça";2
"290100 Amargosa";4
"290110 Amélia Rodrigues";2
"290130 Andaraí";3
"290190 Aporá";2
"290210 Araci";1
"290225 Arataca";1
"290270 Barra";3
"290290 Barra do Choça";1
"290320 Barreiras";13
"290323 Barro Alto";1
"290340 Belmonte";5
"290350 Belo Campo";2
"290360 Biritinga";1
"290370 Boa Nova";1
"290390 Bom Jesus da Lapa";6
"290410 Boquira";1
"290460 Brumado";7
"290470 Buerarema";3
"290490 Cachoeira";3
"290500 Caculé";2
"290510 Caém";1
"290540 Cairu";4
"290550 Caldeirão Grande";1
"290560 Camacan";3
"290570 Camaçari";44
"290590 Campo Alegre de Lourdes";1
"290600 Campo Formoso";4
"290630 Canavieiras";3
"290640 Candeal";1
"290650 Candeias";11
"290660 Candiba";1
"290670 Cândido Sales";2
"290680 Cansanção";1
"290687 Capim Grosso";9
"290700 Cardeal da Silva";1
"290710 Carinhanha";1
"290720 Casa Nova";2
"290750 Catu";3
"290760 Central";1
"290780 Cícero Dantas";1
"290790 Cipó";1
"290800 Coaraci";3
"290840 Conceição do Coité";2
"290850 Conceição do Jacuípe";2
"290860 Conde";4
"290920 Coronel João Sá";2
"290960 Crisópolis";1
"290980 Cruz das Almas";2
"290990 Curaçá";1
"291005 Dias d'Ávila";12
"291010 Dom Basílio";1
"290050 Érico Cardoso";2
"291060 Esplanada";1
"291070 Euclides da Cunha";2
"291072 Eunápolis";28
"291080 Feira de Santana";121
"291100 Floresta Azul";1
"291110 Formosa do Rio Preto";1
"291120 Gandu";1
"291160 Governador Mangabeira";1
"291170 Guanambi";2
"291180 Guaratinga";2
"291190 Iaçu";3
"291200 Ibiassucê";1
"291210 Ibicaraí";3
"291230 Ibicuí";2
"291250 Ibipitanga";1
"291270 Ibirapitanga";1
"291290 Ibirataia";2
"291320 Ibotirama";1
"291360 Ilhéus";18
"291370 Inhambupe";2
"291390 Ipiaú";7
"291400 Ipirá";3
"291420 Irajuba";1
"291450 Irará";1
"291460 Irecê";7
"291465 Itabela";6
"291470 Itaberaba";5
