"Município (Res)";"Freqüência"
"240230 Caraúbas";1
"240260 Ceará-Mirim";2
"240290 Coronel João Pessoa";1
"240360 Extremoz";1
"240420 Goianinha";1
"240430 Governador Dix-Sept Rosado";1
"240450 Guamaré";1
"240470 Ipanguaçu";1
"240490 Itaú";1
"240610 Jucurutu";1
"240630 Lagoa de Pedras";1
"240670 Lajes";1
"240710 Macaíba";3
"240720 Macau";2
"240800 Mossoró";16
"240810 Natal";61
"240840 Olho-d'Água do Borges";1
"240325 Parnamirim";12
"240910 Passa e Fica";1
"240930 Patu";1
"240970 Pedro Avelino";1
"241020 Portalegre";1
"241030 Presidente Juscelino";2
"240895 Rio do Fogo";1
"241110 Ruy Barbosa";1
"241120 Santa Cruz";4
"240933 Santa Maria";1
"241140 Santana do Matos";1
"241150 Santo Antônio";1
"241190 São Francisco do Oeste";1
"241200 São Gonçalo do Amarante";3
"241250 São Miguel";1
"241260 São Paulo do Potengi";1
"241330 Serra de São Bento";1
"241390 Taipu";1
"241105 Tibau";1
"241440 Touros";2
"241470 Várzea";1
"250030 Alagoa Grande";2
"250040 Alagoa Nova";1
"250060 Alhandra";8
"250080 Araçagi";1
"250090 Arara";2
"250110 Areia";2
"250130 Aroeiras";1
"250150 Bananeiras";1
"250160 Barra de Santa Rosa";1
"250180 Bayeux";16
"250200 Belém do Brejo do Cruz";1
"250230 Bom Sucesso";1
"250250 Boqueirão";1
"250290 Brejo dos Santos";1
"250300 Caaporã";1
"250320 Cabedelo";7
"250330 Cachoeira dos Índios";1
"250350 Cacimba de Dentro";3
"250370 Cajazeiras";6
"250380 Caldas Brandão";1
"250400 Campina Grande";47
"250420 Catingueira";1
"250430 Catolé do Rocha";1
"250460 Conde";1
"250490 Cruz do Espírito Santo";2
"250540 Desterro";2
"250600 Esperança";3
"250610 Fagundes";2
"250630 Guarabira";9
"250670 Imaculada";1
"250690 Itabaiana";4
"250700 Itaporanga";1
"250710 Itapororoca";2
"250750 João Pessoa";113
"250760 Juarez Távora";3
"250790 Juripiranga";1
"250820 Lagoa de Dentro";1
"250830 Lagoa Seca";1
"250860 Lucena";3
"250890 Mamanguape";5
"250905 Marcação";1
"250910 Mari";4
"250915 Marizópolis";1
"250920 Massaranduba";1
"250940 Mogeiro";1
"250970 Monteiro";1
"250980 Mulungu";2
"251040 Olho d'Água";1
"251060 Ouro Velho";1
"251080 Patos";11
"251120 Pedras de Fogo";3
"251140 Picuí";2
"251190 Pitimbu";1
"251203 Poço Dantas";1
"251210 Pombal";2
"251230 Princesa Isabel";1
"251250 Queimadas";2
"251270 Remígio";1
"251290 Rio Tinto";2
"251300 Salgadinho";1
"251320 Santa Cruz";1
"251370 Santa Rita";25
"251450 São José de Piranhas";2
"251490 São Mamede";1
"251500 São Miguel de Taipu";2
"251530 Sapé";7
"251580 Serra Redonda";1
"251597 Sobrado";2
"251600 Solânea";1
"251610 Soledade";1
"251620 Sousa";5
"251630 Sumé";1
"251660 Tavares";1
"251670 Teixeira";1
"251680 Triunfo";1
"260005 Abreu e Lima";13
"260040 Água Preta";2
"260050 Águas Belas";1
"260060 Alagoinha";1
"260070 Aliança";1
"260080 Altinho";1
"260090 Amaraji";2
"260105 Araçoiaba";1
"260110 Araripina";1
"260120 Arcoverde";4
"260130 Barra de Guabiraba";1
"260140 Barreiros";4
"260170 Belo Jardim";2
"260180 Betânia";1
"260190 Bezerros";3
"260200 Bodocó";1
"260210 Bom Conselho";1
"260220 Bom Jardim";1
"260230 Bonito";1
"260260 Brejo da Madre de Deus";2
"260270 Buenos Aires";1
"260280 Buíque";3
"260290 Cabo de Santo Agostinho";56
"260345 Camaragibe";26
"260350 Camocim de São Félix";2
"260380 Capoeiras";1
"260400 Carpina";10
"260410 Caruaru";56
"260420 Catende";1
"260430 Cedro";1
"260440 Chã de Alegria";2
"260460 Condado";1
"260490 Cumaru";1
"260500 Cupira";2
"260510 Custódia";3
"260520 Escada";14
"260580 Frei Miguelinho";1
"260590 Gameleira";2
"260600 Garanhuns";11
"260620 Goiana";18
"260640 Gravatá";12
"260650 Iati";1
"260660 Ibimirim";1
"260680 Igarassu";13
"260760 Ilha de Itamaracá";3
"260700 Inajá";1
"260720 Ipojuca";11
"260765 Itambé";8
"260770 Itapetim";2
"260775 Itapissuma";8
"260790 Jaboatão dos Guararapes";159
"260805 Jatobá";1
"260850 Lagoa do Itaenga";1
"260860 Lagoa do Ouro";1
"260870 Lagoa dos Gatos";2
"260880 Lajedo";4
"260890 Limoeiro";9
"260900 Macaparana";1
"260910 Machados";2
"260940 Moreno";1
"260950 Nazaré da Mata";2
"260960 Olinda";97
"260990 Ouricuri";1
"261000 Palmares";5
"261060 Paudalho";4
"261070 Paulista";66
"261090 Pesqueira";1
"261110 Petrolina";12
"261120 Poção";1
"261130 Pombos";5
"261140 Primavera";3
"261150 Quipapá";1
"261153 Quixaba";1
"261160 Recife";505
"261170 Riacho das Almas";1
"261180 Ribeirão";5
"261190 Rio Formoso";2
"261220 Salgueiro";3
"261250 Santa Cruz do Capibaribe";6
"261280 Santa Terezinha";1
"261300 São Bento do Una";2
"261310 São Caitano";2
"261320 São João";1
"261330 São Joaquim do Monte";1
"261340 São José da Coroa Grande";2
"261360 São José do Egito";1
"261370 São Lourenço da Mata";21
"261390 Serra Talhada";2
"261410 Sertânia";1
"261420 Sirinhaém";1
"261450 Surubim";2
"261470 Tacaimbó";1
"261485 Tamandaré";2
"261530 Timbaúba";2
"261540 Toritama";1
"261560 Trindade";3
"261590 Tuparetama";1
"261610 Verdejante";3
"261620 Vertentes";2
"261630 Vicência";1
"261640 Vitória de Santo Antão";29
"260000 Município ignorado - PE";1
"270020 Anadia";2
"270030 Arapiraca";12
"270050 Barra de Santo Antônio";2
"270100 Boca da Mata";1
"270130 Cajueiro";1
"270210 Colônia Leopoldina";1
"270240 Delmiro Gouveia";3
"270300 Ibateguara";1
"270375 Jequiá da Praia";1
"270380 Joaquim Gomes";1
"270400 Junqueiro";1
"270410 Lagoa da Canoa";1
"270430 Maceió";138
"270440 Major Isidoro";1
"270450 Maragogi";3
"270470 Marechal Deodoro";3
"270500 Mata Grande";1
"270510 Matriz de Camaragibe";2
"270520 Messias";1
"270550 Murici";2
"270570 Olho d'Água das Flores";1
"270630 Palmeira dos Índios";4
"270670 Penedo";3
"270690 Pilar";2
"270710 Piranhas";2
"270760 Quebrangulo";1
"270770 Rio Largo";8
"270810 Santana do Mundaú";1
"270840 São José da Tapera";1
"270850 São Luís do Quitunde";2
"270860 São Miguel dos Campos";1
"270890 Satuba";5
"270915 Teotônio Vilela";3
"270930 União dos Palmares";3
"280010 Amparo de São Francisco";1
"280030 Aracaju";65
"280050 Areia Branca";1
"280060 Barra dos Coqueiros";2
"280067 Boquim";2
"280100 Campo do Brito";5
"280120 Canindé de São Francisco";1
"280140 Carira";2
"280160 Cedro de São João";1
"280210 Estância";5
"280280 Indiaroba";1
"280290 Itabaiana";13
"280300 Itabaianinha";3
"280330 Japaratuba";1
"280340 Japoatã";1
"280350 Lagarto";6
"280360 Laranjeiras";1
"280390 Malhador";1
"280400 Maruim";1
"280410 Moita Bonita";2
"280450 Nossa Senhora da Glória";1
"280460 Nossa Senhora das Dores";1
"280480 Nossa Senhora do Socorro";15
"280520 Pinhão";1
"280540 Poço Redondo";3
"280570 Propriá";6
"280600 Ribeirópolis";2
"280610 Rosário do Catete";3
"280670 São Cristóvão";4
"280680 São Domingos";2
"280710 Simão Dias";1
"280740 Tobias Barreto";3
"280750 Tomar do Geru";1
"290010 Abaíra";2
"290070 Alagoinhas";7
"290080 Alcobaça";1
"290110 Amélia Rodrigues";3
"290115 América Dourada";1
"290200 Aracatu";1
"290230 Aratuípe";1
"290260 Baixa Grande";1
"290290 Barra do Choça";4
"290320 Barreiras";4
"290323 Barro Alto";1
"290330 Barro Preto";1
"290350 Belo Campo";2
"290390 Bom Jesus da Lapa";10
"290395 Bom Jesus da Serra";1
"290430 Brejões";1
"290460 Brumado";4
"290470 Buerarema";1
"290480 Caatiba";1
"290485 Cabaceiras do Paraguaçu";2
"290490 Cachoeira";2
"290510 Caém";1
"290515 Caetanos";1
"290520 Caetité";2
"290540 Cairu";1
"290560 Camacan";4
"290570 Camaçari";14
"290590 Campo Alegre de Lourdes";1
"290600 Campo Formoso";1
"290630 Canavieiras";1
"290650 Candeias";10
"290670 Cândido Sales";1
"290689 Caraíbas";1
"290690 Caravelas";3
"290720 Casa Nova";1
"290730 Castro Alves";1
"290750 Catu";5
"290830 Conceição do Almeida";1
"290840 Conceição do Coité";1
"290850 Conceição do Jacuípe";1
"290860 Conde";1
"290970 Cristópolis";1
"290980 Cruz das Almas";3
"290990 Curaçá";1
"291005 Dias d'Ávila";12
"291040 Encruzilhada";1
"291050 Entre Rios";1
"291060 Esplanada";2
"291072 Eunápolis";14
"291080 Feira de Santana";65
"291120 Gandu";1
"291170 Guanambi";1
"291190 Iaçu";3
"291200 Ibiassucê";1
"291220 Ibicoara";2
"291250 Ibipitanga";1
"291270 Ibirapitanga";1
"291360 Ilhéus";58
"291400 Ipirá";2
"291410 Ipupiara";1
"291450 Irará";1
"291460 Irecê";6
"291465 Itabela";4
"291470 Itaberaba";6
"291480 Itabuna";40
"291490 Itacaré";3
"291500 Itaeté";1
"291510 Itagi";1
"291520 Itagibá";1
"291530 Itagimirim";1
"291550 Itajuípe";2
"291560 Itamaraju";8
"291570 Itamari";1
"291610 Itaparica";2
"291640 Itapetinga";3
"291680 Itarantim";1
"291690 Itiruçu";2
"291735 Jaborandi";1
"291750 Jacobina";1
"291800 Jequié";17
"291810 Jeremoabo";3
"291840 Juazeiro";31
"291850 Jussara";2
"291880 Laje";1
"291920 Lauro de Freitas";21
"291930 Lençóis";2
"292010 Mairi";1
"292060 Maragogipe";1
"292090 Mascote";1
"292100 Mata de São João";3
"292110 Medeiros Neto";1
"292130 Milagres";2
"292150 Monte Santo";1
"292200 Mucuri";1
"292210 Mundo Novo";1
"292250 Nazaré";2
"292360 Paramirim";1
"292380 Paripiranga";2
"292400 Paulo Afonso";11
"292420 Pedro Alexandre";2
"292490 Planaltino";5
"292500 Planalto";3
"292510 Poções";2
"292525 Ponto Novo";2
"292530 Porto Seguro";25
"292550 Prado";5
"292580 Queimadas";1
"292590 Quijingue";1
"292595 Rafael Jambeiro";1
"292600 Remanso";15
"292610 Retirolândia";3
"292630 Riachão do Jacuípe";1
"292640 Riacho de Santana";1
"292660 Ribeira do Pombal";2
"292700 Rio Real";1
"292720 Ruy Barbosa";4
"292740 Salvador";650
"292770 Santa Cruz Cabrália";1
"292790 Santa Inês";1
"292805 Santa Luzia";1
"292810 Santa Maria da Vitória";1
"292840 Santa Rita de Cássia";3
"292850 Santa Teresinha";1
"292800 Santaluz";1
"292820 Santana";1
"292860 Santo Amaro";4
"292870 Santo Antônio de Jesus";4
"292880 Santo Estêvão";4
"292905 São Félix do Coribe";2
"292925 São Gabriel";2
"292930 São Gonçalo dos Campos";1
"292950 São Sebastião do Passé";3
"292975 Saubara";1
"292990 Seabra";1
"293010 Senhor do Bonfim";11
"293020 Sento Sé";1
"293015 Serra do Ramalho";1
"293030 Serra Dourada";1
"293050 Serrinha";8
"293070 Simões Filho";17
"293075 Sítio do Mato";2
"293080 Souto Soares";1
"293135 Teixeira de Freitas";16
"293140 Teodoro Sampaio";1
"293170 Terra Nova";1
"293190 Tucano";1
"293200 Uauá";1
"293220 Ubaitaba";1
"293240 Uibaí";1
"293250 Una";1
"293270 Uruçuca";2
"293280 Utinga";1
"293290 Valença";14
"293320 Vera Cruz";5
"293330 Vitória da Conquista";59
"293360 Xique-Xique";3
"290000 Município ignorado - BA";8
"310020 Abaeté";3
"310050 Açucena";1
"310090 Águas Formosas";2
"310100 Águas Vermelhas";1
"310140 Albertina";1
"310150 Além Paraíba";6
"310160 Alfenas";13
"310170 Almenara";3
"310200 Alterosa";1
"310230 Alvinópolis";1
"310260 Andradas";2
"310280 Andrelândia";1
"310350 Araguari";33
"310375 Araporã";1
"310380 Arapuá";1
"310400 Araxá";21
"310420 Arcos";2
"310430 Areado";2
"310450 Arinos";1
"310460 Astolfo Dutra";3
"310480 Augusto de Lima";1
"310500 Baldim";2
"310510 Bambuí";2
"310560 Barbacena";9
"310590 Barroso";2
"310600 Bela Vista de Minas";4
"310620 Belo Horizonte";754
"310640 Belo Vale";1
"310665 Berizal";1
"310670 Betim";64
"310690 Bicas";4
"310710 Boa Esperança";1
"310730 Bocaiúva";5
"310740 Bom Despacho";5
"310750 Bom Jardim de Minas";1
"310790 Bom Repouso";1
"310800 Bom Sucesso";1
"310830 Borda da Mata";2
"310870 Brás Pires";1
"310890 Brasópolis";4
"310900 Brumadinho";1
"310960 Cachoeira da Prata";2
"310990 Caetanópolis";2
"311000 Caeté";7
"311010 Caiana";1
"311030 Caldas";1
"311050 Camanducaia";3
"311060 Cambuí";1
"311070 Cambuquira";2
"311090 Campanha";5
"311120 Campo Belo";8
"311130 Campo do Meio";1
"311140 Campo Florido";2
"311150 Campos Altos";2
"311160 Campos Gerais";3
"311180 Canápolis";1
"311205 Cantagalo";1
"311230 Capelinha";1
"311300 Caraí";2
"311330 Carangola";8
"311340 Caratinga";7
"311360 Careaçu";1
"311370 Carlos Chagas";2
"311390 Carmo da Cachoeira";1
"311410 Carmo de Minas";3
"311430 Carmo do Paranaíba";3
"311440 Carmo do Rio Claro";3
"311500 Cascalho Rico";1
"311510 Cássia";2
"311530 Cataguases";11
"311540 Catas Altas da Noruega";1
"311545 Catuji";1
"311550 Caxambu";3
"311590 Chácara";1
"311610 Chapada do Norte";3
"311620 Chiador";2
"311660 Cláudio";2
"311680 Coluna";1
"311710 Conceição da Aparecida";1
"311730 Conceição das Alagoas";1
"311750 Conceição do Mato Dentro";1
"311800 Congonhas";4
"311820 Conquista";2
"311830 Conselheiro Lafaiete";7
"311840 Conselheiro Pena";2
"311850 Consolação";1
"311860 Contagem";152
"311910 Corinto";1
"311930 Coromandel";1
"311940 Coronel Fabriciano";11
"311960 Coronel Pacheco";1
"312000 Córrego Novo";1
"312010 Couto de Magalhães de Minas";1
"312015 Crisólita";1
"312020 Cristais";1
"312050 Cristina";1
"312090 Curvelo";11
"312120 Delfinópolis";1
"312125 Delta";1
"312160 Diamantina";3
"312200 Divino";1
"312230 Divinópolis";25
"312240 Divisa Nova";1
"312250 Dom Cavati";2
"312320 Dores do Indaiá";3
"312360 Elói Mendes";1
"312370 Engenheiro Caldas";2
"312390 Entre Rios de Minas";3
"312400 Ervália";1
"312410 Esmeraldas";9
"312420 Espera Feliz";3
"312430 Espinosa";1
"312450 Estiva";1
"312470 Estrela do Indaiá";1
"312480 Estrela do Sul";2
"312490 Eugenópolis";3
"312500 Ewbank da Câmara";1
"312510 Extrema";11
"312570 Felixlândia";1
"312590 Ferros";1
"312595 Fervedouro";1
"312610 Formiga";10
"312690 Frei Inocêncio";1
"312700 Fronteira";3
"312710 Frutal";24
"312720 Funilândia";1
"312738 Goianá";1
"312740 Gonçalves";1
"312770 Governador Valadares";37
"312800 Guanhães";2
"312830 Guaranésia";3
