"Município (Res)";"Freqüência"
"160040 Mazagão";1
"160050 Oiapoque";8
"160060 Santana";13
"170030 Aguiarnópolis";1
"170035 Aliança do Tocantins";1
"170100 Ananás";4
"170190 Araguacema";3
"170210 Araguaína";22
"170220 Araguatins";2
"170230 Arapoema";1
"170300 Babaçulândia";1
"170310 Barrolândia";4
"170370 Brejinho de Nazaré";1
"170380 Buriti do Tocantins";2
"170390 Caseara";1
"170550 Colinas do Tocantins";5
"170600 Couto de Magalhães";1
"170650 Darcinópolis";2
"170700 Dianópolis";1
"170730 Dueré";1
"170740 Esperantina";2
"170770 Filadélfia";1
"170820 Formoso do Araguaia";2
"170825 Fortaleza do Tabocão";1
"170900 Goiatins";1
"170930 Guaraí";9
"170950 Gurupi";7
"171190 Lagoa da Confusão";1
"171320 Miracema do Tocantins";4
"171330 Miranorte";1
"171488 Nova Olinda";2
"172100 Palmas";47
"171570 Palmeirante";1
"171610 Paraíso do Tocantins";2
"171650 Pedro Afonso";1
"171660 Peixe";1
"171820 Porto Nacional";3
"171845 Pugmil";1
"171888 Santa Maria do Tocantins";1
"172020 São Miguel do Tocantins";1
"172090 Taguatinga";1
"172120 Tocantinópolis";3
"172208 Wanderlândia";6
"172210 Xambioá";6
"210005 Açailândia";26
"210030 Aldeias Altas";1
"210043 Alto Alegre do Maranhão";12
"210050 Alto Parnaíba";1
"210080 Anapurus";1
"210083 Apicum-Açu";3
"210087 Araguanã";6
"210090 Araioses";2
"210100 Arari";4
"210110 Axixá";3
"210120 Bacabal";36
"210125 Bacabeira";2
"210130 Bacuri";2
"210140 Balsas";7
"210150 Barão de Grajaú";3
"210160 Barra do Corda";9
"210170 Barreirinhas";4
"210200 Bom Jardim";4
"210203 Bom Jesus das Selvas";4
"210220 Buriti";1
"210230 Buriti Bravo";1
"210232 Buriticupu";10
"210235 Buritirana";1
"210250 Cajari";1
"210275 Capinzal do Norte";1
"210280 Carolina";3
"210290 Carutapera";2
"210300 Caxias";40
"210320 Chapadinha";7
"210325 Cidelândia";2
"210330 Codó";22
"210340 Coelho Neto";21
"210350 Colinas";4
"210355 Conceição do Lago-Açu";3
"210360 Coroatá";8
"210370 Cururupu";3
"210375 Davinópolis";4
"210380 Dom Pedro";2
"210400 Esperantinópolis";1
"210405 Estreito";2
"210440 Gonçalves Dias";1
"210450 Governador Archer";3
"210455 Governador Edison Lobão";1
"210460 Governador Eugênio Barros";1
"210467 Governador Nunes Freire";4
"210480 Grajaú";3
"210490 Guimarães";4
"210500 Humberto de Campos";7
"210510 Icatu";1
"210520 Igarapé Grande";1
"210530 Imperatriz";53
"210540 Itapecuru Mirim";6
"210542 Itinga do Maranhão";9
"210547 Jenipapo dos Vieiras";1
"210550 João Lisboa";4
"210560 Joselândia";1
"210570 Lago da Pedra";1
"210592 Lagoa do Mato";1
"210610 Loreto";1
"210632 Maracaçumé";3
"210635 Marajá do Sena";2
"210637 Maranhãozinho";4
"210660 Matões";1
"210675 Miranda do Norte";5
"210700 Montes Altos";1
"210720 Nina Rodrigues";1
"210735 Nova Olinda do Maranhão";4
"210740 Olho d'Água das Cunhãs";1
"210745 Olinda Nova do Maranhão";1
"210750 Paço do Lumiar";19
"210760 Palmeirândia";1
"210770 Paraibano";2
"210780 Parnarama";1
"210790 Passagem Franca";2
"210805 Paulino Neves";6
"210820 Pedreiras";14
"210825 Pedro do Rosário";2
"210830 Penalva";1
"210845 Peritoró";5
"210850 Pindaré-Mirim";1
"210860 Pinheiro";8
"210870 Pio XII";5
"210890 Poção de Pedras";4
"210900 Porto Franco";1
"210910 Presidente Dutra";1
"210920 Presidente Juscelino";1
"210927 Presidente Sarney";1
"210945 Raposa";12
"210955 Ribamar Fiquene";1
"210960 Rosário";5
"210980 Santa Helena";2
"210990 Santa Inês";15
"211000 Santa Luzia";9
"211003 Santa Luzia do Paruá";1
"211010 Santa Quitéria do Maranhão";1
"211020 Santa Rita";1
"211060 São Bernardo";3
"211070 São Domingos do Maranhão";4
"211102 São João do Carú";1
"211110 São João dos Patos";3
"211120 São José de Ribamar";34
"211125 São José dos Basílios";1
"211130 São Luís";400
"211150 São Mateus do Maranhão";11
"211153 São Pedro da Água Branca";3
"211174 Senador Alexandre Costa";2
"211178 Serrano do Maranhão";1
"211180 Sítio Novo";1
"211210 Timbiras";2
"211220 Timon";28
"211223 Trizidela do Vale";8
"211227 Tufilândia";1
"211230 Tuntum";1
"211245 Turilândia";1
"211280 Viana";8
"211290 Vitória do Mearim";3
"211300 Vitorino Freire";10
"211400 Zé Doca";6
"220020 Água Branca";1
"220040 Altos";8
"220050 Amarante";2
"220100 Arraial";1
"220120 Barras";1
"220140 Barro Duro";2
"220150 Batalha";1
"220160 Beneditinos";1
"220190 Bom Jesus";1
"220192 Bonfim do Piauí";1
"220196 Brasileira";1
"220220 Campo Maior";9
"220255 Caridade do Piauí";2
"220260 Castelo do Piauí";1
"220271 Cocal de Telha";1
"220277 Colônia do Piauí";2
"220330 Demerval Lobão";4
"220350 Elesbão Veloso";2
"220370 Esperantina";4
"220390 Floriano";3
"220420 Francisco Santos";1
"220450 Guadalupe";2
"220465 Ilha Grande";4
"220470 Inhuma";2
"220510 Itaueira";1
"220525 Jardim do Mulato";2
"220540 Joaquim Pires";1
"220550 José de Freitas";2
"220551 Juazeiro do Piauí";1
"220570 Luís Correia";3
"220580 Luzilândia";2
"220605 Massapê do Piauí";1
"220610 Matias Olímpio";1
"220620 Miguel Alves";2
"220640 Monsenhor Gil";2
"220700 Oeiras";5
"220750 Palmeirais";1
"220770 Parnaíba";26
"220775 Passagem Franca do Piauí";3
"220790 Pedro II";2
"220800 Picos";7
"220820 Pio IX";1
"220830 Piracuruca";1
"220840 Piripiri";12
"220850 Porto";2
"220940 Santo Antônio de Lisboa";2
"220950 Santo Inácio do Piauí";1
"220995 São João da Varjota";3
"220997 São João do Arraial";2
"221037 São Luis do Piauí";1
"221040 São Miguel do Tapuio";1
"221060 São Raimundo Nonato";7
"221100 Teresina";245
"221110 União";5
"221130 Valença do Piauí";2
"220000 Município ignorado - PI";1
"230010 Abaiara";1
"230015 Acarape";1
"230020 Acaraú";8
"230030 Acopiara";1
"230040 Aiuaba";2
"230060 Altaneira";1
"230075 Amontada";2
"230080 Antonina do Norte";1
"230100 Aquiraz";7
"230110 Aracati";12
"230120 Aracoiaba";1
"230160 Assaré";2
"230170 Aurora";1
"230190 Barbalha";1
"230200 Barro";3
"230210 Baturité";3
"230220 Beberibe";3
"230250 Brejo Santo";2
"230260 Camocim";4
"230280 Canindé";13
"230300 Caridade";1
"230310 Cariré";2
"230320 Caririaçu";2
"230330 Cariús";2
"230340 Carnaubal";3
"230350 Cascavel";9
"230370 Caucaia";38
"230395 Chorozinho";2
"230410 Crateús";6
"230420 Crato";10
"230423 Croatá";1
"230425 Cruz";2
"230428 Eusébio";6
"230430 Farias Brito";1
"230435 Forquilha";6
"230440 Fortaleza";632
"230450 Frecheirinha";1
"230460 General Sampaio";1
"230480 Granjeiro";1
"230490 Groaíras";4
"230495 Guaiúba";3
"230500 Guaraciaba do Norte";6
"230520 Hidrolândia";4
"230523 Horizonte";20
"230530 Ibiapina";2
"230535 Icapuí";1
"230540 Icó";1
"230550 Iguatu";15
"230560 Independência";1
"230565 Ipaporanga";1
"230580 Ipu";4
"230590 Ipueiras";3
"230610 Irauçuba";1
"230620 Itaiçaba";1
"230625 Itaitinga";7
"230630 Itapagé";1
"230640 Itapipoca";11
"230655 Itarema";2
"230680 Jaguaribara";1
"230690 Jaguaribe";5
"230700 Jaguaruana";1
"230725 Jijoca de Jericoacoara";3
"230730 Juazeiro do Norte";35
"230740 Jucás";3
"230760 Limoeiro do Norte";5
"230763 Madalena";1
"230765 Maracanaú";57
"230770 Maranguape";6
"230800 Massapê";1
"230820 Meruoca";3
"230830 Milagres";1
"230835 Milhã";1
"230840 Missão Velha";1
"230850 Mombaça";2
"230860 Monsenhor Tabosa";2
"230870 Morada Nova";2
"230890 Morrinhos";1
"230920 Nova Olinda";1
"230930 Nova Russas";1
"230945 Ocara";2
"230960 Pacajus";10
"230970 Pacatuba";6
"230990 Pacujá";6
"231020 Paracuru";2
"231025 Paraipaba";4
"231030 Parambu";2
"231050 Pedra Branca";1
"231060 Penaforte";3
"231070 Pentecoste";3
"231080 Pereiro";1
"231085 Pindoretama";3
"231095 Pires Ferreira";1
"231120 Potengi";2
"231130 Quixadá";4
"231140 Quixeramobim";2
"231160 Redenção";2
"231170 Reriutaba";5
"231180 Russas";10
"231220 Santa Quitéria";1
"231200 Santana do Acaraú";1
"231230 São Benedito";10
"231240 São Gonçalo do Amarante";8
"231260 São Luís do Curu";1
"231270 Senador Pompeu";1
"231280 Senador Sá";1
"231290 Sobral";21
"231300 Solonópole";1
"231310 Tabuleiro do Norte";5
"231320 Tamboril";1
"231330 Tauá";7
"231340 Tianguá";1
"231350 Trairi";4
"231360 Ubajara";4
"231380 Uruburetama";1
"231395 Varjota";3
"231410 Viçosa do Ceará";1
"240020 Açu";5
"240070 Alto do Rodrigues";2
"240080 Angicos";1
"240110 Areia Branca";5
"240145 Baraúna";3
"240170 Bom Jesus";1
"240200 Caicó";3
"240210 Campo Redondo";1
"240220 Canguaretama";3
"240260 Ceará-Mirim";10
"240300 Cruzeta";1
"240310 Currais Novos";3
"240350 Espírito Santo";1
"240360 Extremoz";9
"240380 Florânia";1
"240400 Frutuoso Gomes";1
"240420 Goianinha";7
"240440 Grossos";4
"240485 Itajá";1
"240490 Itaú";2
"240560 Jardim de Piranhas";2
"240570 Jardim do Seridó";1
"240580 João Câmara";1
"240620 Lagoa d'Anta";1
"240660 Lagoa Salgada";2
"240670 Lajes";1
"240710 Macaíba";7
"240720 Macau";8
"240740 Martins";2
"240770 Montanhas";1
"240780 Monte Alegre";2
"240800 Mossoró";57
"240810 Natal";161
"240830 Nova Cruz";4
"240860 Paraná";1
"240880 Parazinho";2
"240890 Parelhas";1
"240325 Parnamirim";21
"240930 Patu";1
"240940 Pau dos Ferros";5
"240990 Pendências";1
"241020 Portalegre";4
"241030 Presidente Juscelino";1
"241070 Riacho da Cruz";1
"241120 Santa Cruz";3
"241150 Santo Antônio";1
"241200 São Gonçalo do Amarante";13
"241210 São João do Sabugi";1
"241220 São José de Mipibu";1
"241230 São José do Campestre";2
"241250 São Miguel";1
"241260 São Paulo do Potengi";3
"241280 São Rafael";2
"241335 Serra do Mel";3
"241355 Serrinha dos Pintos";1
"241390 Taipu";2
"241400 Tangará";1
"241420 Tibau do Sul";2
"241440 Touros";3
"241470 Várzea";1
"250030 Alagoa Grande";1
"250040 Alagoa Nova";1
"250060 Alhandra";2
"250080 Araçagi";2
"250090 Arara";2
"250100 Araruna";1
"250140 Baía da Traição";2
"250180 Bayeux";23
"250290 Brejo dos Santos";2
"250300 Caaporã";2
"250310 Cabaceiras";1
"250320 Cabedelo";10
"250370 Cajazeiras";9
"250400 Campina Grande";41
"250430 Catolé do Rocha";5
"250435 Caturité";1
"250450 Condado";1
"250460 Conde";7
"250480 Coremas";1
"250490 Cruz do Espírito Santo";1
"250523 Cuité de Mamanguape";1
"250520 Cuitegi";1
"250580 Duas Estradas";1
"250600 Esperança";4
"250610 Fagundes";3
"250630 Guarabira";3
"250680 Ingá";2
"250690 Itabaiana";6
"250710 Itapororoca";2
"250720 Itatuba";2
"250730 Jacaraú";1
"250750 João Pessoa";151
"250780 Junco do Seridó";1
"250790 Juripiranga";7
"250860 Lucena";2
"250890 Mamanguape";13
"250910 Mari";6
"250920 Massaranduba";5
"250939 Maturéia";1
"250960 Monte Horebe";1
"250970 Monteiro";3
"250980 Mulungu";1
"250990 Natuba";1
"251080 Patos";7
"251090 Paulista";1
"251110 Pedra Lavrada";1
"251120 Pedras de Fogo";4
"251150 Pilar";2
"251160 Pilões";3
"251170 Pilõezinhos";2
"251180 Pirpirituba";1
"251190 Pitimbu";2
"251210 Pombal";1
"251230 Princesa Isabel";3
"251250 Queimadas";1
"251290 Rio Tinto";4
"251310 Salgado de São Félix";1
"251370 Santa Rita";26
"251390 São Bento";1
"251500 São Miguel de Taipu";2
"251510 São Sebastião de Lagoa de Roça";1
"251530 Sapé";9
"251593 Sertãozinho";1
"251597 Sobrado";1
"251600 Solânea";2
"251620 Sousa";6
"251630 Sumé";1
"251660 Tavares";3
"251675 Tenório";1
"251700 Umbuzeiro";2
"251720 Vieirópolis";1
"260005 Abreu e Lima";10
"260010 Afogados da Ingazeira";2
"260030 Agrestina";1
"260040 Água Preta";2
"260070 Aliança";2
"260080 Altinho";1
"260100 Angelim";1
"260105 Araçoiaba";3
"260110 Araripina";1
"260120 Arcoverde";5
"260140 Barreiros";2
"260160 Belém de São Francisco";1
"260180 Betânia";3
"260190 Bezerros";4
"260200 Bodocó";1
"260210 Bom Conselho";1
"260220 Bom Jardim";3
"260250 Brejinho";1
"260260 Brejo da Madre de Deus";1
"260270 Buenos Aires";1
"260290 Cabo de Santo Agostinho";74
"260300 Cabrobó";2
"260330 Calçado";2
"260345 Camaragibe";36
"260350 Camocim de São Félix";3
"260360 Camutanga";1
"260370 Canhotinho";2
"260380 Capoeiras";5
"260400 Carpina";17
"260410 Caruaru";38
"260415 Casinhas";2
"260420 Catende";2
"260450 Chã Grande";1
"260460 Condado";4
"260470 Correntes";2
"260480 Cortês";1
"260510 Custódia";3
"260520 Escada";20
"260540 Feira Nova";2
"260545 Fernando de Noronha";1
"260550 Ferreiros";3
"260590 Gameleira";2
"260600 Garanhuns";23
"260620 Goiana";35
"260640 Gravatá";8
"260670 Ibirajuba";1
"260680 Igarassu";20
"260760 Ilha de Itamaracá";4
"260720 Ipojuca";22
"260740 Itacuruba";1
"260750 Itaíba";1
"260765 Itambé";8
"260775 Itapissuma";11
"260790 Jaboatão dos Guararapes";179
"260795 Jaqueira";1
"260805 Jatobá";1
"260810 João Alfredo";4
"260830 Jupi";2
"260840 Jurema";1
"260845 Lagoa do Carro";2
"260850 Lagoa do Itaenga";1
"260860 Lagoa do Ouro";3
"260870 Lagoa dos Gatos";2
"260875 Lagoa Grande";1
"260880 Lajedo";1
"260890 Limoeiro";10
"261430 Moreilândia";1
"260940 Moreno";9
"260950 Nazaré da Mata";3
"260960 Olinda";144
"260990 Ouricuri";3
"261000 Palmares";6
"261010 Palmeirina";1
"261060 Paudalho";7
"261070 Paulista";86
"261080 Pedra";1
"261090 Pesqueira";5
"261100 Petrolândia";3
"261110 Petrolina";24
"261130 Pombos";1
"261140 Primavera";1
"261160 Recife";555
"261170 Riacho das Almas";1
"261180 Ribeirão";11
"261190 Rio Formoso";2
"261220 Salgueiro";2
"261240 Sanharó";3
"261247 Santa Cruz da Baixa Verde";1
"261250 Santa Cruz do Capibaribe";8
"261260 Santa Maria da Boa Vista";1
"261270 Santa Maria do Cambucá";2
"261280 Santa Terezinha";1
"261300 São Bento do Una";4
"261310 São Caitano";2
"261320 São João";1
"261330 São Joaquim do Monte";2
"261340 São José da Coroa Grande";2
"261370 São Lourenço da Mata";15
"261390 Serra Talhada";7
"261400 Serrita";2
"261420 Sirinhaém";5
"261450 Surubim";9
"261460 Tabira";2
"261485 Tamandaré";6
"261500 Taquaritinga do Norte";1
"261530 Timbaúba";9
"261540 Toritama";2
"261560 Trindade";4
"261570 Triunfo";1
"261600 Venturosa";1
"261610 Verdejante";1
"261620 Vertentes";1
"261630 Vicência";3
"261640 Vitória de Santo Antão";29
"261650 Xexéu";1
"260000 Município ignorado - PE";1
"270010 Água Branca";1
"270020 Anadia";2
"270030 Arapiraca";18
"270040 Atalaia";7
"270050 Barra de Santo Antônio";2
"270080 Belém";2
"270100 Boca da Mata";2
"270110 Branquinha";1
"270130 Cajueiro";2
"270135 Campestre";1
"270170 Capela";1
"270210 Colônia Leopoldina";2
"270235 Craíbas";1
"270240 Delmiro Gouveia";1
"270350 Jacuípe";2
"270375 Jequiá da Praia";1
"270380 Joaquim Gomes";3
"270400 Junqueiro";2
"270420 Limoeiro de Anadia";4
"270430 Maceió";242
"270440 Major Isidoro";1
"270450 Maragogi";6
"270470 Marechal Deodoro";6
"270510 Matriz de Camaragibe";5
"270520 Messias";1
"270540 Monteirópolis";1
"270550 Murici";5
"270560 Novo Lino";4
"270630 Palmeira dos Índios";7
"270640 Pão de Açúcar";2
"270670 Penedo";1
"270690 Pilar";7
"270710 Piranhas";2
"270730 Porto Calvo";2
"270740 Porto de Pedras";1
"270750 Porto Real do Colégio";1
"270770 Rio Largo";7
"270790 Santa Luzia do Norte";1
"270830 São José da Laje";1
"270840 São José da Tapera";2
"270850 São Luís do Quitunde";5
"270860 São Miguel dos Campos";5
"270880 São Sebastião";2
"270910 Taquarana";1
"270915 Teotônio Vilela";3
"270930 União dos Palmares";3
"280030 Aracaju";99
"280050 Areia Branca";5
"280060 Barra dos Coqueiros";11
"280067 Boquim";4
"280100 Campo do Brito";3
"280110 Canhoba";1
"280120 Canindé de São Francisco";3
"280130 Capela";4
"280140 Carira";3
"280150 Carmópolis";1
"280160 Cedro de São João";1
"280210 Estância";9
"280230 Frei Paulo";1
"280280 Indiaroba";1
"280290 Itabaiana";20
"280300 Itabaianinha";7
"280320 Itaporanga d'Ajuda";1
"280330 Japaratuba";1
"280350 Lagarto";8
"280360 Laranjeiras";4
"280380 Malhada dos Bois";1
"280390 Malhador";1
"280400 Maruim";2
"280410 Moita Bonita";2
"280450 Nossa Senhora da Glória";2
"280460 Nossa Senhora das Dores";3
"280480 Nossa Senhora do Socorro";25
"280510 Pedrinhas";1
"280540 Poço Redondo";1
"280550 Poço Verde";1
"280570 Propriá";10
"280580 Riachão do Dantas";1
"280600 Ribeirópolis";2
"280610 Rosário do Catete";1
"280620 Salgado";2
"280660 Santo Amaro das Brotas";2
"280670 São Cristóvão";6
"280700 São Miguel do Aleixo";1
"280730 Telha";1
"280740 Tobias Barreto";3
"290070 Alagoinhas";10
"290080 Alcobaça";1
"290100 Amargosa";3
"290110 Amélia Rodrigues";3
"290130 Andaraí";1
"290160 Antas";1
"290230 Aratuípe";1
"290240 Aurelino Leal";2
"290270 Barra";2
"290280 Barra da Estiva";1
"290290 Barra do Choça";3
"290300 Barra do Mendes";1
"290320 Barreiras";19
"290330 Barro Preto";1
"290327 Barrocas";2
"290340 Belmonte";7
"290350 Belo Campo";1
"290380 Boa Vista do Tupim";2
"290390 Bom Jesus da Lapa";1
"290410 Boquira";1
"290420 Botuporã";1
"290430 Brejões";4
"290460 Brumado";2
"290470 Buerarema";3
"290485 Cabaceiras do Paraguaçu";1
"290490 Cachoeira";4
"290540 Cairu";1
"290550 Caldeirão Grande";3
"290560 Camacan";5
"290570 Camaçari";42
"290580 Camamu";1
"290600 Campo Formoso";2
"290630 Canavieiras";1
"290650 Candeias";14
"290670 Cândido Sales";5
"290687 Capim Grosso";6
"290690 Caravelas";2
"290720 Casa Nova";1
"290750 Catu";6
"290760 Central";2
"290780 Cícero Dantas";1
"290790 Cipó";1
"290820 Conceição da Feira";2
"290840 Conceição do Coité";3
"290850 Conceição do Jacuípe";4
"290860 Conde";3
"290890 Coração de Maria";1
"290980 Cruz das Almas";4
"291000 Dário Meira";1
"291005 Dias d'Ávila";10
"291050 Entre Rios";4
"291060 Esplanada";1
"291070 Euclides da Cunha";4
"291072 Eunápolis";26
"291075 Fátima";2
"291080 Feira de Santana";91
"291110 Formosa do Rio Preto";1
"291120 Gandu";1
"291160 Governador Mangabeira";1
"291170 Guanambi";9
"291180 Guaratinga";2
"291185 Heliópolis";1
"291190 Iaçu";3
"291290 Ibirataia";1
"291320 Ibotirama";1
"291350 Iguaí";1
"291360 Ilhéus";29
"291370 Inhambupe";1
"291380 Ipecaetá";1
"291390 Ipiaú";3
"291400 Ipirá";4
"291440 Iraquara";1
"291460 Irecê";8
"291465 Itabela";10
"291470 Itaberaba";12
"291480 Itabuna";60
"291490 Itacaré";3
"291510 Itagi";1
"291530 Itagimirim";1
"291550 Itajuípe";1
"291560 Itamaraju";10
"291580 Itambé";2
"291600 Itanhém";1
"291610 Itaparica";2
"291620 Itapé";2
"291640 Itapetinga";9
"291670 Itaquara";2
"291680 Itarantim";1
"291685 Itatim";2
"291700 Itiúba";1
"291710 Itororó";1
"291750 Jacobina";2
"291770 Jaguarari";2
"291800 Jequié";23
"291830 Jitaúna";1
"291835 João Dourado";1
"291840 Juazeiro";30
"291850 Jussara";2
"291855 Jussari";3
"291880 Laje";1
"291920 Lauro de Freitas";38
"291950 Livramento de Nossa Senhora";2
"291955 Luís Eduardo Magalhães";5
"291960 Macajuba";2
"291980 Macaúbas";4
"291992 Madre de Deus";5
"292020 Malhada";2
"292050 Maracás";1
"292060 Maragogipe";5
"292100 Mata de São João";1
"292110 Medeiros Neto";4
"292140 Mirangaba";1
"292150 Monte Santo";1
"292180 Mortugaba";1
"292190 Mucugê";1
"292200 Mucuri";3
"292210 Mundo Novo";1
"292220 Muniz Ferreira";4
"292230 Muritiba";1
"292240 Mutuípe";1
"292250 Nazaré";5
"292265 Nordestina";1
"292285 Nova Redenção";1
"292290 Nova Soure";3
"292300 Nova Viçosa";2
"292305 Novo Triunfo";1
"292310 Olindina";1
"292335 Ourolândia";2
"292360 Paramirim";1
"292390 Pau Brasil";5
"292400 Paulo Afonso";13
"292430 Piatã";2
"292500 Planalto";4
"292510 Poções";5
"292520 Pojuca";8
"292525 Ponto Novo";2
"292530 Porto Seguro";49
"292550 Prado";3
"292575 Presidente Tancredo Neves";2
"292580 Queimadas";1
"292590 Quijingue";1
"292600 Remanso";16
"292610 Retirolândia";2
"292630 Riachão do Jacuípe";1
"292650 Ribeira do Amparo";2
"292660 Ribeira do Pombal";2
"292680 Rio do Antônio";1
"292690 Rio do Pires";2
"292700 Rio Real";1
"292720 Ruy Barbosa";2
"292740 Salvador";814
"292750 Santa Bárbara";2
"292770 Santa Cruz Cabrália";4
"292790 Santa Inês";2
"292805 Santa Luzia";1
"292810 Santa Maria da Vitória";1
"292840 Santa Rita de Cássia";2
"292800 Santaluz";2
"292820 Santana";1
"292860 Santo Amaro";5
"292870 Santo Antônio de Jesus";15
"292880 Santo Estêvão";3
"292900 São Félix";3
"292920 São Francisco do Conde";3
"292937 São José do Jacuípe";2
"292940 São Miguel das Matas";1
"292950 São Sebastião do Passé";2
"292960 Sapeaçu";2
"292975 Saubara";1
"292990 Seabra";5
"293010 Senhor do Bonfim";21
"293020 Sento Sé";1
"293050 Serrinha";13
"293060 Serrolândia";3
"293070 Simões Filho";10
"293075 Sítio do Mato";2
"293077 Sobradinho";2
"293080 Souto Soares";1
"293100 Tanhaçu";1
"293110 Tanquinho";2
"293120 Taperoá";1
"293135 Teixeira de Freitas";21
"293190 Tucano";1
"293220 Ubaitaba";2
"293230 Ubatã";2
"293250 Una";2
"293270 Uruçuca";1
"293290 Valença";15
"293320 Vera Cruz";2
"293330 Vitória da Conquista";24
"293340 Wagner";1
"293350 Wenceslau Guimarães";1
