"Município (Res)";"Freqüência"
"170040 Almas";2
"170070 Alvorada";1
"170105 Angico";1
"170190 Araguacema";2
"170200 Araguaçu";1
"170210 Araguaína";39
"170220 Araguatins";4
"170230 Arapoema";1
"170255 Augustinópolis";3
"170290 Axixá do Tocantins";3
"170300 Babaçulândia";1
"170360 Brasilândia do Tocantins";1
"170550 Colinas do Tocantins";3
"171670 Colméia";2
"170700 Dianópolis";2
"170740 Esperantina";1
"170765 Figueirópolis";1
"170770 Filadélfia";1
"170820 Formoso do Araguaia";1
"170825 Fortaleza do Tabocão";1
"170950 Gurupi";14
"171150 Jaú do Tocantins";1
"171190 Lagoa da Confusão";1
"171280 Maurilândia do Tocantins";1
"171320 Miracema do Tocantins";2
"171330 Miranorte";2
"171430 Nazaré";1
"171488 Nova Olinda";1
"172100 Palmas";55
"171610 Paraíso do Tocantins";8
"171650 Pedro Afonso";2
"171660 Peixe";1
"171720 Piraquê";1
"171780 Ponte Alta do Bom Jesus";1
"171820 Porto Nacional";2
"171830 Praia Norte";2
"171840 Presidente Kennedy";1
"171845 Pugmil";1
"171855 Riachinho";1
"171890 Santa Rosa do Tocantins";1
"172020 São Miguel do Tocantins";3
"172090 Taguatinga";1
"172110 Tocantínia";3
"172120 Tocantinópolis";3
"172208 Wanderlândia";2
"172210 Xambioá";1
"210005 Açailândia";33
"210020 Alcântara";2
"210030 Aldeias Altas";6
"210043 Alto Alegre do Maranhão";18
"210055 Amapá do Maranhão";3
"210060 Amarante do Maranhão";1
"210083 Apicum-Açu";1
"210095 Arame";1
"210100 Arari";4
"210110 Axixá";5
"210120 Bacabal";34
"210125 Bacabeira";3
"210130 Bacuri";3
"210135 Bacurituba";1
"210140 Balsas";11
"210160 Barra do Corda";23
"210170 Barreirinhas";8
"210177 Bela Vista do Maranhão";1
"210190 Bequimão";1
"210200 Bom Jardim";4
"210203 Bom Jesus das Selvas";2
"210210 Brejo";3
"210220 Buriti";1
"210232 Buriticupu";16
"210250 Cajari";2
"210255 Campestre do Maranhão";2
"210270 Cantanhede";3
"210275 Capinzal do Norte";1
"210280 Carolina";5
"210290 Carutapera";2
"210300 Caxias";24
"210310 Cedral";3
"210315 Centro do Guilherme";4
"210317 Centro Novo do Maranhão";5
"210325 Cidelândia";2
"210330 Codó";34
"210340 Coelho Neto";8
"210350 Colinas";9
"210355 Conceição do Lago-Açu";4
"210360 Coroatá";11
"210370 Cururupu";5
"210375 Davinópolis";2
"210380 Dom Pedro";1
"210390 Duque Bacelar";1
"210400 Esperantinópolis";2
"210405 Estreito";4
"210440 Gonçalves Dias";1
"210450 Governador Archer";1
"210455 Governador Edison Lobão";1
"210460 Governador Eugênio Barros";3
"210467 Governador Nunes Freire";4
"210480 Grajaú";4
"210490 Guimarães";2
"210500 Humberto de Campos";8
"210510 Icatu";1
"210515 Igarapé do Meio";2
"210530 Imperatriz";75
"210535 Itaipava do Grajaú";1
"210540 Itapecuru Mirim";7
"210542 Itinga do Maranhão";3
"210545 Jatobá";1
"210550 João Lisboa";4
"210560 Joselândia";1
"210565 Junco do Maranhão";1
"210570 Lago da Pedra";1
"210590 Lago Verde";1
"210600 Lima Campos";1
"210630 Magalhães de Almeida";1
"210632 Maracaçumé";1
"210637 Maranhãozinho";2
"210640 Mata Roma";2
"210650 Matinha";1
"210663 Matões do Norte";1
"210670 Mirador";5
"210675 Miranda do Norte";14
"210680 Mirinzal";4
"210690 Monção";1
"210700 Montes Altos";1
"210710 Morros";2
"210720 Nina Rodrigues";1
"210740 Olho d'Água das Cunhãs";2
"210745 Olinda Nova do Maranhão";1
"210750 Paço do Lumiar";22
"210770 Paraibano";2
"210805 Paulino Neves";1
"210810 Paulo Ramos";1
"210820 Pedreiras";7
"210825 Pedro do Rosário";2
"210830 Penalva";2
"210845 Peritoró";1
"210850 Pindaré-Mirim";10
"210860 Pinheiro";18
"210870 Pio XII";6
"210880 Pirapemas";3
"210890 Poção de Pedras";4
"210900 Porto Franco";3
"210910 Presidente Dutra";8
"210927 Presidente Sarney";1
"210940 Primeira Cruz";1
"210945 Raposa";11
"210950 Riachão";2
"210955 Ribamar Fiquene";1
"210960 Rosário";3
"210980 Santa Helena";5
"210990 Santa Inês";13
"211000 Santa Luzia";11
"211003 Santa Luzia do Paruá";1
"211010 Santa Quitéria do Maranhão";1
"211020 Santa Rita";3
"211023 Santana do Maranhão";1
"211040 São Benedito do Rio Preto";1
"211050 São Bento";2
"211060 São Bernardo";5
"211070 São Domingos do Maranhão";6
"211080 São Félix de Balsas";2
"211085 São Francisco do Brejão";2
"211100 São João Batista";1
"211102 São João do Carú";1
"211107 São João do Soter";1
"211110 São João dos Patos";4
"211120 São José de Ribamar";56
"211125 São José dos Basílios";1
"211130 São Luís";438
"211150 São Mateus do Maranhão";9
"211153 São Pedro da Água Branca";1
"211160 São Raimundo das Mangabeiras";2
"211174 Senador Alexandre Costa";1
"211210 Timbiras";1
"211220 Timon";34
"211223 Trizidela do Vale";1
"211227 Tufilândia";1
"211230 Tuntum";1
"211240 Turiaçu";5
"211245 Turilândia";1
"211250 Tutóia";7
"211270 Vargem Grande";3
"211280 Viana";13
"211290 Vitória do Mearim";4
"211300 Vitorino Freire";6
"211400 Zé Doca";13
"220020 Água Branca";2
"220025 Alagoinha do Piauí";1
"220040 Altos";11
"220045 Alvorada do Gurguéia";1
"220050 Amarante";1
"220060 Angical do Piauí";3
"220120 Barras";1
"220150 Batalha";1
"220190 Bom Jesus";4
"220191 Bom Princípio do Piauí";1
"220196 Brasileira";1
"220200 Buriti dos Lopes";1
"220205 Cabeceiras do Piauí";1
"220211 Campo Alegre do Fidalgo";2
"220213 Campo Grande do Piauí";1
"220220 Campo Maior";7
"220260 Castelo do Piauí";1
"220270 Cocal";1
"220271 Cocal de Telha";1
"220290 Corrente";1
"220310 Cristino Castro";1
"220370 Esperantina";7
"220390 Floriano";11
"220410 Francisco Ayres";1
"220420 Francisco Santos";2
"220430 Fronteiras";1
"220450 Guadalupe";4
"220460 Hugo Napoleão";1
"220465 Ilha Grande";1
"220490 Isaías Coelho";1
"220500 Itainópolis";1
"220510 Itaueira";1
"220520 Jaicós";1
"220550 José de Freitas";1
"220580 Luzilândia";6
"220585 Madeiro";1
"220595 Marcolândia";1
"220620 Miguel Alves";7
"220667 Morro do Chapéu do Piauí";1
"220700 Oeiras";7
"220720 Padre Marcos";1
"220750 Palmeirais";1
"220770 Parnaíba";24
"220790 Pedro II";3
"220800 Picos";4
"220830 Piracuruca";1
"220840 Piripiri";5
"220860 Prata do Piauí";1
"220880 Regeneração";1
"220940 Santo Antônio de Lisboa";1
"221060 São Raimundo Nonato";4
"221080 Simplício Mendes";2
"221090 Socorro do Piauí";1
"221097 Tanque do Piauí";1
"221100 Teresina";219
"221110 União";1
"221120 Uruçuí";2
"221140 Várzea Grande";1
"220000 Município ignorado - PI";1
"230015 Acarape";1
"230020 Acaraú";6
"230040 Aiuaba";1
"230050 Alcântaras";2
"230060 Altaneira";1
"230070 Alto Santo";1
"230075 Amontada";1
"230080 Antonina do Norte";2
"230090 Apuiarés";1
"230100 Aquiraz";4
"230110 Aracati";14
"230120 Aracoiaba";1
"230160 Assaré";1
"230170 Aurora";3
"230185 Banabuiú";1
"230190 Barbalha";2
"230195 Barreira";3
"230205 Barroquinha";1
"230210 Baturité";3
"230220 Beberibe";9
"230230 Bela Cruz";2
"230240 Boa Viagem";1
"230250 Brejo Santo";1
"230260 Camocim";2
"230270 Campos Sales";2
"230280 Canindé";10
"230290 Capistrano";2
"230310 Cariré";1
"230330 Cariús";1
"230340 Carnaubal";4
"230350 Cascavel";9
"230370 Caucaia";52
"230380 Cedro";1
"230395 Chorozinho";1
"230400 Coreaú";2
"230410 Crateús";5
"230420 Crato";9
"230423 Croatá";1
"230425 Cruz";4
"230428 Eusébio";5
"230435 Forquilha";2
"230440 Fortaleza";675
"230450 Frecheirinha";3
"230460 General Sampaio";2
"230465 Graça";2
"230470 Granja";1
"230495 Guaiúba";2
"230500 Guaraciaba do Norte";1
"230520 Hidrolândia";3
"230523 Horizonte";6
"230526 Ibaretama";1
"230530 Ibiapina";4
"230533 Ibicuitinga";1
"230535 Icapuí";2
"230540 Icó";1
"230550 Iguatu";23
"230560 Independência";4
"230565 Ipaporanga";1
"230590 Ipueiras";1
"230625 Itaitinga";7
"230630 Itapagé";2
"230640 Itapipoca";6
"230660 Itatira";1
"230690 Jaguaribe";4
"230700 Jaguaruana";1
"230725 Jijoca de Jericoacoara";1
"230730 Juazeiro do Norte";28
"230740 Jucás";1
"230750 Lavras da Mangabeira";1
"230760 Limoeiro do Norte";5
"230763 Madalena";2
"230765 Maracanaú";44
"230770 Maranguape";5
"230810 Mauriti";1
"230840 Missão Velha";1
"230850 Mombaça";2
"230860 Monsenhor Tabosa";1
"230870 Morada Nova";7
"230910 Mulungu";1
"230930 Nova Russas";2
"230945 Ocara";1
"230960 Pacajus";6
"230970 Pacatuba";5
"230990 Pacujá";1
"231000 Palhano";2
"231020 Paracuru";6
"231025 Paraipaba";4
"231030 Parambu";4
"231050 Pedra Branca";2
"231070 Pentecoste";1
"231085 Pindoretama";1
"231100 Poranga";2
"231126 Quiterianópolis";1
"231130 Quixadá";16
"231140 Quixeramobim";2
"231150 Quixeré";3
"231160 Redenção";2
"231170 Reriutaba";2
"231180 Russas";11
"231195 Salitre";1
"231220 Santa Quitéria";3
"231200 Santana do Acaraú";3
"231230 São Benedito";4
"231240 São Gonçalo do Amarante";2
"231260 São Luís do Curu";1
"231270 Senador Pompeu";1
"231280 Senador Sá";1
"231290 Sobral";26
"231310 Tabuleiro do Norte";3
"231330 Tauá";6
"231340 Tianguá";4
"231350 Trairi";4
"231355 Tururu";2
"231380 Uruburetama";2
"231395 Varjota";1
"231410 Viçosa do Ceará";2
"240020 Açu";8
"240100 Apodi";3
"240110 Areia Branca";8
"240130 Augusto Severo";1
"240145 Baraúna";6
"240170 Bom Jesus";1
"240180 Brejinho";1
"240200 Caicó";4
"240220 Canguaretama";1
"240250 Carnaubais";1
"240260 Ceará-Mirim";8
"240300 Cruzeta";1
"240310 Currais Novos";3
"240330 Encanto";2
"240350 Espírito Santo";1
"240360 Extremoz";8
"240400 Frutuoso Gomes";2
"240410 Galinhos";1
"240430 Governador Dix-Sept Rosado";2
"240440 Grossos";1
"240450 Guamaré";5
"240485 Itajá";2
"240490 Itaú";2
"240500 Jaçanã";1
"240520 Janduís";1
"240560 Jardim de Piranhas";2
"240580 João Câmara";3
"240630 Lagoa de Pedras";1
"240670 Lajes";1
"240680 Lajes Pintadas";1
"240710 Macaíba";12
"240720 Macau";6
"240770 Montanhas";2
"240780 Monte Alegre";1
"240800 Mossoró";41
"240810 Natal";186
"240830 Nova Cruz";2
"240840 Olho-d'Água do Borges";1
"240870 Paraú";1
"240890 Parelhas";1
"240325 Parnamirim";39
"240930 Patu";1
"240940 Pau dos Ferros";1
"240950 Pedra Grande";1
"240970 Pedro Avelino";1
"240980 Pedro Velho";2
"241020 Portalegre";1
"241080 Riacho de Santana";1
"241120 Santa Cruz";1
"240933 Santa Maria";1
"241150 Santo Antônio";2
"241180 São Fernando";1
"241200 São Gonçalo do Amarante";6
"241220 São José de Mipibu";4
"241250 São Miguel";3
"241260 São Paulo do Potengi";1
"241280 São Rafael";2
"241300 São Vicente";1
"241330 Serra de São Bento";2
"241400 Tangará";2
"241440 Touros";4
"241475 Venha-Ver";1
"241500 Vila Flor";1
"250030 Alagoa Grande";2
"250040 Alagoa Nova";1
"250050 Alagoinha";1
"250060 Alhandra";7
"250100 Araruna";1
"250110 Areia";1
"250130 Aroeiras";1
"250180 Bayeux";22
"250190 Belém";1
"250215 Boa Vista";2
"250300 Caaporã";6
"250320 Cabedelo";10
"250360 Caiçara";1
"250370 Cajazeiras";5
"250400 Campina Grande";63
"250430 Catolé do Rocha";2
"250440 Conceição";3
"250460 Conde";6
"250490 Cruz do Espírito Santo";1
"250500 Cubati";1
"250527 Curral de Cima";1
"250600 Esperança";1
"250610 Fagundes";3
"250630 Guarabira";6
"250640 Gurinhém";2
"250670 Imaculada";1
"250690 Itabaiana";4
"250700 Itaporanga";1
"250710 Itapororoca";2
"250730 Jacaraú";2
"250750 João Pessoa";140
"250760 Juarez Távora";1
"250770 Juazeirinho";1
"250790 Juripiranga";4
"250800 Juru";1
"250830 Lagoa Seca";2
"250860 Lucena";2
"250890 Mamanguape";13
"250905 Marcação";1
"250910 Mari";7
"250920 Massaranduba";1
"250940 Mogeiro";2
"250980 Mulungu";2
"251080 Patos";16
"251100 Pedra Branca";1
"251120 Pedras de Fogo";7
"251130 Piancó";1
"251140 Picuí";4
"251150 Pilar";1
"251160 Pilões";1
"251170 Pilõezinhos";1
"251180 Pirpirituba";1
"251190 Pitimbu";2
"251210 Pombal";2
"251250 Queimadas";4
"251270 Remígio";2
"251290 Rio Tinto";1
"251310 Salgado de São Félix";1
"251370 Santa Rita";26
"251350 Santana de Mangueira";1
"251390 São Bento";1
"251410 São João do Tigre";1
"251450 São José de Piranhas";3
"251470 São José do Sabugi";2
"251445 São José dos Ramos";2
"251490 São Mamede";2
"251530 Sapé";8
"251540 Seridó";1
"251550 Serra Branca";3
"251600 Solânea";1
"251620 Sousa";2
"251690 Uiraúna";5
"260005 Abreu e Lima";36
"260010 Afogados da Ingazeira";2
"260040 Água Preta";3
"260050 Águas Belas";3
"260060 Alagoinha";1
"260070 Aliança";9
"260080 Altinho";1
"260090 Amaraji";5
"260105 Araçoiaba";1
"260110 Araripina";9
"260120 Arcoverde";7
"260130 Barra de Guabiraba";1
"260140 Barreiros";10
"260150 Belém de Maria";1
"260170 Belo Jardim";10
"260190 Bezerros";4
"260200 Bodocó";2
"260210 Bom Conselho";3
"260220 Bom Jardim";5
"260230 Bonito";4
"260240 Brejão";1
"260260 Brejo da Madre de Deus";7
"260270 Buenos Aires";1
"260280 Buíque";3
"260290 Cabo de Santo Agostinho";72
"260300 Cabrobó";2
"260310 Cachoeirinha";3
"260320 Caetés";1
"260330 Calçado";1
"260340 Calumbi";1
"260345 Camaragibe";19
"260350 Camocim de São Félix";3
"260370 Canhotinho";1
"260400 Carpina";8
"260410 Caruaru";43
"260415 Casinhas";1
"260420 Catende";6
"260430 Cedro";2
"260450 Chã Grande";3
"260460 Condado";5
"260470 Correntes";4
"260480 Cortês";3
"260490 Cumaru";1
"260500 Cupira";1
"260520 Escada";18
"260540 Feira Nova";3
"260570 Floresta";2
"260590 Gameleira";3
"260600 Garanhuns";16
"260610 Glória do Goitá";5
"260620 Goiana";18
"260640 Gravatá";12
"260650 Iati";2
"260660 Ibimirim";1
"260670 Ibirajuba";4
"260680 Igarassu";27
"260690 Iguaraci";1
"260760 Ilha de Itamaracá";5
"260720 Ipojuca";30
"260750 Itaíba";1
"260765 Itambé";7
"260775 Itapissuma";11
"260780 Itaquitinga";3
"260790 Jaboatão dos Guararapes";219
"260800 Jataúba";1
"260810 João Alfredo";4
"260820 Joaquim Nabuco";5
"260830 Jupi";5
"260840 Jurema";3
"260845 Lagoa do Carro";1
"260850 Lagoa do Itaenga";3
"260870 Lagoa dos Gatos";2
"260880 Lajedo";3
"260890 Limoeiro";10
"260900 Macaparana";1
"260920 Maraial";2
"260940 Moreno";7
"260950 Nazaré da Mata";2
"260960 Olinda";132
"260990 Ouricuri";2
"261000 Palmares";9
"261040 Parnamirim";1
"261050 Passira";4
"261060 Paudalho";5
"261070 Paulista";93
"261090 Pesqueira";6
"261100 Petrolândia";1
"261110 Petrolina";41
"261130 Pombos";2
"261140 Primavera";7
"261150 Quipapá";1
"261160 Recife";576
"261170 Riacho das Almas";1
"261180 Ribeirão";8
"261190 Rio Formoso";5
"261210 Salgadinho";1
"261220 Salgueiro";8
"261245 Santa Cruz";1
"261250 Santa Cruz do Capibaribe";2
"261260 Santa Maria da Boa Vista";1
"261300 São Bento do Una";8
"261310 São Caitano";4
"261330 São Joaquim do Monte";3
"261340 São José da Coroa Grande";1
"261350 São José do Belmonte";3
"261360 São José do Egito";1
"261370 São Lourenço da Mata";22
"261380 São Vicente Ferrer";4
"261390 Serra Talhada";11
"261400 Serrita";1
"261410 Sertânia";4
"261420 Sirinhaém";4
"261450 Surubim";5
"261460 Tabira";3
"261480 Tacaratu";1
"261485 Tamandaré";8
"261500 Taquaritinga do Norte";2
"261520 Terra Nova";1
"261530 Timbaúba";9
"261540 Toritama";2
"261550 Tracunhaém";4
"261560 Trindade";3
"261570 Triunfo";1
"261600 Venturosa";1
"261610 Verdejante";1
"261620 Vertentes";2
"261630 Vicência";1
"261640 Vitória de Santo Antão";31
"261650 Xexéu";2
"270020 Anadia";1
"270030 Arapiraca";17
"270040 Atalaia";6
"270050 Barra de Santo Antônio";2
"270070 Batalha";2
"270100 Boca da Mata";1
"270110 Branquinha";1
"270140 Campo Alegre";8
"270150 Campo Grande";1
"270160 Canapi";1
"270190 Chã Preta";2
"270210 Colônia Leopoldina";3
"270220 Coqueiro Seco";2
"270230 Coruripe";1
"270235 Craíbas";1
"270280 Flexeiras";1
"270310 Igaci";5
"270320 Igreja Nova";1
"270340 Jacaré dos Homens";1
"270360 Japaratinga";1
"270380 Joaquim Gomes";1
"270400 Junqueiro";5
"270410 Lagoa da Canoa";1
"270430 Maceió";266
"270440 Major Isidoro";1
"270450 Maragogi";4
"270460 Maravilha";1
"270470 Marechal Deodoro";10
"270510 Matriz de Camaragibe";8
"270520 Messias";1
"270550 Murici";4
"270560 Novo Lino";2
"270580 Olho d'Água do Casado";1
"270590 Olho d'Água Grande";1
"270600 Olivença";1
"270610 Ouro Branco";1
"270630 Palmeira dos Índios";8
"270640 Pão de Açúcar";2
"270644 Paripueira";1
"270650 Passo de Camaragibe";1
"270660 Paulo Jacinto";1
"270670 Penedo";5
"270680 Piaçabuçu";2
"270690 Pilar";2
"270710 Piranhas";3
"270730 Porto Calvo";3
"270740 Porto de Pedras";1
"270750 Porto Real do Colégio";2
"270760 Quebrangulo";1
"270770 Rio Largo";3
"270790 Santa Luzia do Norte";2
"270800 Santana do Ipanema";2
"270820 São Brás";1
"270850 São Luís do Quitunde";7
"270860 São Miguel dos Campos";6
"270870 São Miguel dos Milagres";1
"270880 São Sebastião";1
"270910 Taquarana";2
"270930 União dos Palmares";10
"270940 Viçosa";2
"280020 Aquidabã";2
"280030 Aracaju";134
"280040 Arauá";1
"280050 Areia Branca";2
"280060 Barra dos Coqueiros";6
"280067 Boquim";5
"280100 Campo do Brito";4
"280120 Canindé de São Francisco";1
"280130 Capela";2
"280140 Carira";1
"280150 Carmópolis";4
"280160 Cedro de São João";4
"280170 Cristinápolis";1
"280210 Estância";7
"280220 Feira Nova";3
"280230 Frei Paulo";1
"280250 General Maynard";1
"280290 Itabaiana";17
"280300 Itabaianinha";1
"280320 Itaporanga d'Ajuda";7
"280330 Japaratuba";2
"280350 Lagarto";6
"280360 Laranjeiras";1
"280400 Maruim";1
"280420 Monte Alegre de Sergipe";3
"280440 Neópolis";2
"280450 Nossa Senhora da Glória";4
"280460 Nossa Senhora das Dores";6
"280480 Nossa Senhora do Socorro";22
"280510 Pedrinhas";1
"280520 Pinhão";1
"280540 Poço Redondo";2
"280550 Poço Verde";1
"280560 Porto da Folha";1
"280570 Propriá";19
"280580 Riachão do Dantas";1
"280600 Ribeirópolis";1
"280620 Salgado";3
"280640 Santana do São Francisco";5
"280660 Santo Amaro das Brotas";2
"280670 São Cristóvão";9
"280680 São Domingos";1
"280710 Simão Dias";2
"280740 Tobias Barreto";3
"280760 Umbaúba";4
"290070 Alagoinhas";18
"290080 Alcobaça";3
"290100 Amargosa";4
"290130 Andaraí";2
"290140 Angical";1
"290180 Antônio Gonçalves";2
"290205 Araças";4
"290200 Aracatu";1
"290210 Araci";2
"290225 Arataca";1
"290230 Aratuípe";1
"290290 Barra do Choça";1
"290300 Barra do Mendes";1
"290320 Barreiras";32
"290327 Barrocas";1
"290340 Belmonte";5
"290350 Belo Campo";2
"290370 Boa Nova";2
"290390 Bom Jesus da Lapa";10
"290410 Boquira";1
"290430 Brejões";1
"290460 Brumado";5
"290470 Buerarema";2
"290490 Cachoeira";10
"290520 Caetité";3
"290530 Cafarnaum";1
"290540 Cairu";1
"290560 Camacan";3
"290570 Camaçari";60
"290600 Campo Formoso";6
"290630 Canavieiras";2
"290650 Candeias";10
"290670 Cândido Sales";5
"290680 Cansanção";2
"290687 Capim Grosso";1
"290690 Caravelas";2
"290720 Casa Nova";4
"290730 Castro Alves";1
"290750 Catu";4
"290790 Cipó";2
"290820 Conceição da Feira";2
"290840 Conceição do Coité";5
"290850 Conceição do Jacuípe";5
"290860 Conde";3
"290890 Coração de Maria";1
"290980 Cruz das Almas";9
"290990 Curaçá";1
"291000 Dário Meira";1
"291005 Dias d'Ávila";13
"291010 Dom Basílio";1
"291040 Encruzilhada";1
"291050 Entre Rios";4
"290050 Érico Cardoso";1
"291060 Esplanada";2
"291070 Euclides da Cunha";1
"291072 Eunápolis";29
"291080 Feira de Santana";99
"291085 Filadélfia";1
"291110 Formosa do Rio Preto";1
"291120 Gandu";1
"291140 Glória";1
"291150 Gongogi";1
"291160 Governador Mangabeira";2
"291170 Guanambi";6
"291185 Heliópolis";1
"291190 Iaçu";3
"291210 Ibicaraí";2
"291220 Ibicoara";1
"291270 Ibirapitanga";3
"291280 Ibirapuã";2
"291340 Igaporã";1
"291360 Ilhéus";33
"291370 Inhambupe";2
"291380 Ipecaetá";1
"291390 Ipiaú";4
"291400 Ipirá";7
"291420 Irajuba";1
"291430 Iramaia";1
"291460 Irecê";5
"291465 Itabela";6
"291470 Itaberaba";8
"291480 Itabuna";33
"291490 Itacaré";2
"291510 Itagi";2
"291530 Itagimirim";2
"291550 Itajuípe";2
"291560 Itamaraju";8
"291580 Itambé";3
"291610 Itaparica";6
"291630 Itapebi";3
"291640 Itapetinga";2
"291685 Itatim";3
"291700 Itiúba";1
"291710 Itororó";4
"291720 Ituaçu";1
"291735 Jaborandi";1
"291740 Jacaraci";1
"291750 Jacobina";4
"291760 Jaguaquara";2
"291770 Jaguarari";2
"291780 Jaguaripe";2
"291800 Jequié";7
"291820 Jiquiriçá";2
"291835 João Dourado";2
"291840 Juazeiro";38
"291845 Jucuruçu";2
"291850 Jussara";1
"291880 Laje";4
"291915 Lapão";1
"291920 Lauro de Freitas";27
"291940 Licínio de Almeida";3
