"Município (Res)";"Freqüência"
"150090 Augusto Corrêa";19
"150095 Aurora do Pará";1
"150100 Aveiro";2
"150110 Bagre";1
"150120 Baião";6
"150130 Barcarena";27
"150140 Belém";672
"150145 Belterra";6
"150150 Benevides";21
"150157 Bom Jesus do Tocantins";1
"150160 Bonito";2
"150170 Bragança";29
"150172 Brasil Novo";2
"150175 Brejo Grande do Araguaia";1
"150178 Breu Branco";3
"150180 Breves";6
"150190 Bujaru";10
"150200 Cachoeira do Arari";3
"150210 Cametá";6
"150215 Canaã dos Carajás";16
"150220 Capanema";10
"150230 Capitão Poço";10
"150240 Castanhal";58
"150260 Colares";2
"150270 Conceição do Araguaia";3
"150275 Concórdia do Pará";3
"150276 Cumaru do Norte";1
"150277 Curionópolis";7
"150280 Curralinho";2
"150285 Curuá";3
"150290 Curuçá";9
"150293 Dom Eliseu";14
"150295 Eldorado dos Carajás";8
"150304 Floresta do Araguaia";1
"150307 Garrafão do Norte";2
"150309 Goianésia do Pará";4
"150310 Gurupá";3
"150320 Igarapé-Açu";6
"150330 Igarapé-Miri";4
"150345 Ipixuna do Pará";4
"150350 Irituia";1
"150360 Itaituba";59
"150370 Itupiranga";9
"150375 Jacareacanga";4
"150380 Jacundá";10
"150390 Juruti";8
"150400 Limoeiro do Ajuru";1
"150405 Mãe do Rio";15
"150420 Marabá";111
"150430 Maracanã";3
"150440 Marapanim";4
"150442 Marituba";42
"150470 Moju";4
"150480 Monte Alegre";4
"150490 Muaná";1
"150497 Nova Ipixuna";2
"150503 Novo Progresso";11
"150506 Novo Repartimento";17
"150510 Óbidos";8
"150520 Oeiras do Pará";3
"150530 Oriximiná";8
"150543 Ourilândia do Norte";4
"150548 Pacajá";3
"150549 Palestina do Pará";1
"150550 Paragominas";34
"150553 Parauapebas";99
"150555 Pau D'Arco";1
"150563 Piçarra";2
"150565 Placas";3
"150570 Ponta de Pedras";4
"150580 Portel";1
"150590 Porto de Moz";3
"150610 Primavera";6
"150611 Quatipuru";4
"150613 Redenção";23
"150616 Rio Maria";2
"150618 Rondon do Pará";3
"150619 Rurópolis";2
"150620 Salinópolis";9
"150630 Salvaterra";2
"150635 Santa Bárbara do Pará";2
"150640 Santa Cruz do Arari";1
"150650 Santa Isabel do Pará";10
"150655 Santa Luzia do Pará";1
"150658 Santa Maria das Barreiras";1
"150660 Santa Maria do Pará";7
"150670 Santana do Araguaia";2
"150680 Santarém";90
"150690 Santarém Novo";2
"150700 Santo Antônio do Tauá";7
"150710 São Caetano de Odivelas";6
"150715 São Domingos do Araguaia";5
"150720 São Domingos do Capim";1
"150730 São Félix do Xingu";6
"150740 São Francisco do Pará";2
"150745 São Geraldo do Araguaia";6
"150746 São João da Ponta";2
"150747 São João de Pirabas";2
"150750 São João do Araguaia";1
"150760 São Miguel do Guamá";11
"150770 São Sebastião da Boa Vista";2
"150775 Sapucaia";1
"150790 Soure";6
"150795 Tailândia";20
"150796 Terra Alta";1
"150797 Terra Santa";1
"150800 Tomé-Açu";19
"150803 Tracuateua";2
"150805 Trairão";1
"150808 Tucumã";8
"150810 Tucuruí";33
"150812 Ulianópolis";7
"150815 Uruará";5
"150820 Vigia";19
"150830 Viseu";4
"150835 Vitória do Xingu";2
"150840 Xinguara";4
"160010 Amapá";2
"160020 Calçoene";4
"160023 Ferreira Gomes";1
"160025 Itaubal";1
"160027 Laranjal do Jari";4
"160030 Macapá";102
"160040 Mazagão";1
"160050 Oiapoque";6
"160015 Pedra Branca do Amapari";4
"160053 Porto Grande";3
"160060 Santana";9
"160070 Tartarugalzinho";2
"170030 Aguiarnópolis";3
"170035 Aliança do Tocantins";2
"170070 Alvorada";3
"170100 Ananás";1
"170210 Araguaína";46
"170220 Araguatins";5
"170230 Arapoema";6
"170255 Augustinópolis";1
"170290 Axixá do Tocantins";2
"170370 Brejinho de Nazaré";2
"170550 Colinas do Tocantins";5
"170600 Couto de Magalhães";2
"170610 Cristalândia";1
"170650 Darcinópolis";1
"170700 Dianópolis";1
"170720 Dois Irmãos do Tocantins";1
"170740 Esperantina";4
"170755 Fátima";1
"170770 Filadélfia";1
"170900 Goiatins";1
"170930 Guaraí";4
"170950 Gurupi";19
"171250 Marianópolis do Tocantins";2
"171320 Miracema do Tocantins";1
"171330 Miranorte";1
"171420 Natividade";1
"171488 Nova Olinda";2
"172100 Palmas";60
"171575 Palmeirópolis";1
"171610 Paraíso do Tocantins";13
"171650 Pedro Afonso";2
"171660 Peixe";2
"171750 Pium";1
"171820 Porto Nacional";5
"171845 Pugmil";1
"171855 Riachinho";1
"171875 Rio Sono";1
"171889 Santa Rita do Tocantins";1
"172010 São Bento do Tocantins";1
"172020 São Miguel do Tocantins";3
"172025 São Salvador do Tocantins";1
"172030 São Sebastião do Tocantins";2
"172080 Sítio Novo do Tocantins";1
"172090 Taguatinga";1
"172093 Taipas do Tocantins";1
"172210 Xambioá";1
"210005 Açailândia";14
"210015 Água Doce do Maranhão";2
"210020 Alcântara";4
"210030 Aldeias Altas";6
"210040 Altamira do Maranhão";2
"210043 Alto Alegre do Maranhão";8
"210047 Alto Alegre do Pindaré";4
"210060 Amarante do Maranhão";3
"210070 Anajatuba";1
"210080 Anapurus";1
"210083 Apicum-Açu";3
"210090 Araioses";6
"210100 Arari";4
"210110 Axixá";1
"210120 Bacabal";43
"210125 Bacabeira";7
"210130 Bacuri";1
"210140 Balsas";14
"210160 Barra do Corda";22
"210170 Barreirinhas";23
"210190 Bequimão";1
"210193 Bernardo do Mearim";1
"210197 Boa Vista do Gurupi";1
"210200 Bom Jardim";3
"210203 Bom Jesus das Selvas";6
"210207 Bom Lugar";1
"210210 Brejo";1
"210230 Buriti Bravo";1
"210232 Buriticupu";17
"210235 Buritirana";3
"210237 Cachoeira Grande";1
"210250 Cajari";2
"210255 Campestre do Maranhão";4
"210270 Cantanhede";3
"210290 Carutapera";7
"210300 Caxias";43
"210310 Cedral";2
"210315 Centro do Guilherme";1
"210317 Centro Novo do Maranhão";1
"210320 Chapadinha";4
"210325 Cidelândia";1
"210330 Codó";42
"210340 Coelho Neto";5
"210350 Colinas";8
"210355 Conceição do Lago-Açu";3
"210360 Coroatá";9
"210370 Cururupu";7
"210375 Davinópolis";4
"210380 Dom Pedro";5
"210400 Esperantinópolis";3
"210405 Estreito";9
"210409 Formosa da Serra Negra";1
"210420 Fortuna";4
"210440 Gonçalves Dias";1
"210450 Governador Archer";1
"210455 Governador Edison Lobão";1
"210460 Governador Eugênio Barros";3
"210462 Governador Luiz Rocha";2
"210467 Governador Nunes Freire";10
"210480 Grajaú";10
"210490 Guimarães";4
"210500 Humberto de Campos";5
"210510 Icatu";2
"210515 Igarapé do Meio";2
"210530 Imperatriz";77
"210535 Itaipava do Grajaú";2
"210540 Itapecuru Mirim";7
"210542 Itinga do Maranhão";2
"210545 Jatobá";1
"210547 Jenipapo dos Vieiras";1
"210550 João Lisboa";5
"210560 Joselândia";2
"210565 Junco do Maranhão";1
"210570 Lago da Pedra";9
"210580 Lago do Junco";1
"210594 Lago dos Rodrigues";2
"210590 Lago Verde";2
"210600 Lima Campos";3
"210620 Luís Domingues";2
"210632 Maracaçumé";6
"210637 Maranhãozinho";1
"210660 Matões";3
"210663 Matões do Norte";1
"210675 Miranda do Norte";4
"210680 Mirinzal";4
"210690 Monção";1
"210700 Montes Altos";2
"210710 Morros";4
"210720 Nina Rodrigues";2
"210735 Nova Olinda do Maranhão";1
"210740 Olho d'Água das Cunhãs";5
"210745 Olinda Nova do Maranhão";1
"210750 Paço do Lumiar";30
"210760 Palmeirândia";2
"210770 Paraibano";3
"210780 Parnarama";1
"210790 Passagem Franca";1
"210800 Pastos Bons";2
"210805 Paulino Neves";4
"210810 Paulo Ramos";2
"210820 Pedreiras";13
"210825 Pedro do Rosário";2
"210830 Penalva";4
"210840 Peri Mirim";2
"210845 Peritoró";3
"210850 Pindaré-Mirim";7
"210860 Pinheiro";23
"210870 Pio XII";1
"210880 Pirapemas";3
"210890 Poção de Pedras";2
"210900 Porto Franco";3
"210910 Presidente Dutra";8
"210923 Presidente Médici";5
"210930 Presidente Vargas";2
"210940 Primeira Cruz";1
"210945 Raposa";21
"210960 Rosário";5
"210980 Santa Helena";14
"210990 Santa Inês";8
"211000 Santa Luzia";7
"211003 Santa Luzia do Paruá";3
"211010 Santa Quitéria do Maranhão";2
"211020 Santa Rita";7
"211027 Santo Amaro do Maranhão";1
"211030 Santo Antônio dos Lopes";5
"211040 São Benedito do Rio Preto";2
"211060 São Bernardo";5
"211070 São Domingos do Maranhão";6
"211100 São João Batista";2
"211102 São João do Carú";1
"211107 São João do Soter";3
"211110 São João dos Patos";1
"211120 São José de Ribamar";51
"211130 São Luís";521
"211140 São Luís Gonzaga do Maranhão";3
"211150 São Mateus do Maranhão";13
"211153 São Pedro da Água Branca";3
"211167 São Roberto";1
"211170 São Vicente Ferrer";1
"211172 Satubinha";1
"211176 Senador La Rocque";2
"211180 Sítio Novo";1
"211190 Sucupira do Norte";1
"211200 Tasso Fragoso";2
"211210 Timbiras";3
"211220 Timon";43
"211223 Trizidela do Vale";2
"211230 Tuntum";2
"211240 Turiaçu";6
"211245 Turilândia";1
"211250 Tutóia";5
"211260 Urbano Santos";2
"211270 Vargem Grande";3
"211280 Viana";5
"211285 Vila Nova dos Martírios";1
"211290 Vitória do Mearim";2
"211300 Vitorino Freire";8
"211400 Zé Doca";10
"220020 Água Branca";1
"220030 Alto Longá";2
"220040 Altos";8
"220050 Amarante";3
"220115 Baixa Grande do Ribeiro";1
"220120 Barras";3
"220140 Barro Duro";1
"220160 Beneditinos";1
"220170 Bertolínia";2
"220180 Bocaina";1
"220190 Bom Jesus";2
"220200 Buriti dos Lopes";3
"220208 Cajueiro da Praia";1
"220213 Campo Grande do Piauí";1
"220220 Campo Maior";7
"220230 Canto do Buriti";1
"220255 Caridade do Piauí";2
"220260 Castelo do Piauí";1
"220273 Coivaras";1
"220277 Colônia do Piauí";2
"220330 Demerval Lobão";5
"220340 Dom Expedito Lopes";2
"220370 Esperantina";2
"220380 Flores do Piauí";2
"220390 Floriano";6
"220450 Guadalupe";2
"220480 Ipiranga do Piauí";2
"220500 Itainópolis";1
"220545 Joca Marques";1
"220550 José de Freitas";2
"220560 Landri Sales";1
"220570 Luís Correia";1
"220580 Luzilândia";5
"220585 Madeiro";1
"220610 Matias Olímpio";3
"220620 Miguel Alves";2
"220700 Oeiras";10
"220770 Parnaíba";24
"220775 Passagem Franca do Piauí";1
"220780 Paulistana";3
"220790 Pedro II";2
"220800 Picos";9
"220840 Piripiri";7
"220880 Regeneração";1
"220890 Ribeiro Gonçalves";1
"220900 Rio Grande do Piauí";3
"220940 Santo Antônio de Lisboa";3
"220950 Santo Inácio do Piauí";1
"221020 São José do Piauí";1
"221038 São Miguel da Baixa Grande";1
"221060 São Raimundo Nonato";1
"221100 Teresina";242
"221110 União";2
"221120 Uruçuí";5
"221130 Valença do Piauí";2
"221150 Vera Mendes";1
"230015 Acarape";2
"230020 Acaraú";7
"230030 Acopiara";4
"230050 Alcântaras";1
"230100 Aquiraz";17
"230110 Aracati";15
"230130 Araripe";2
"230150 Arneiroz";2
"230170 Aurora";2
"230180 Baixio";1
"230190 Barbalha";3
"230195 Barreira";2
"230200 Barro";1
"230220 Beberibe";5
"230240 Boa Viagem";2
"230250 Brejo Santo";1
"230260 Camocim";5
"230270 Campos Sales";1
"230280 Canindé";13
"230290 Capistrano";1
"230300 Caridade";1
"230320 Caririaçu";1
"230350 Cascavel";4
"230370 Caucaia";58
"230380 Cedro";2
"230395 Chorozinho";3
"230410 Crateús";3
"230420 Crato";16
"230423 Croatá";1
"230425 Cruz";2
"230428 Eusébio";12
"230435 Forquilha";2
"230440 Fortaleza";690
"230450 Frecheirinha";4
"230465 Graça";1
"230470 Granja";1
"230490 Groaíras";1
"230495 Guaiúba";4
"230500 Guaraciaba do Norte";4
"230510 Guaramiranga";1
"230523 Horizonte";9
"230526 Ibaretama";2
"230533 Ibicuitinga";2
"230535 Icapuí";1
"230540 Icó";1
"230550 Iguatu";20
"230560 Independência";1
"230580 Ipu";4
"230590 Ipueiras";1
"230625 Itaitinga";16
"230630 Itapagé";2
"230640 Itapipoca";15
"230655 Itarema";3
"230690 Jaguaribe";7
"230700 Jaguaruana";1
"230720 Jati";3
"230725 Jijoca de Jericoacoara";2
"230730 Juazeiro do Norte";28
"230750 Lavras da Mangabeira";2
"230760 Limoeiro do Norte";2
"230763 Madalena";1
"230765 Maracanaú";52
"230770 Maranguape";11
"230780 Marco";1
"230800 Massapê";2
"230810 Mauriti";1
"230830 Milagres";1
"230835 Milhã";3
"230837 Miraíma";1
"230840 Missão Velha";3
"230850 Mombaça";3
"230870 Morada Nova";2
"230900 Mucambo";1
"230930 Nova Russas";2
"230945 Ocara";4
"230950 Orós";3
"230960 Pacajus";17
"230970 Pacatuba";12
"230980 Pacoti";5
"231000 Palhano";1
"231010 Palmácia";2
"231020 Paracuru";7
"231025 Paraipaba";1
"231050 Pedra Branca";1
"231060 Penaforte";1
"231070 Pentecoste";10
"231080 Pereiro";2
"231085 Pindoretama";4
"231100 Poranga";1
"231110 Porteiras";1
"231130 Quixadá";8
"231140 Quixeramobim";1
"231160 Redenção";2
"231170 Reriutaba";1
"231180 Russas";8
"231195 Salitre";1
"231220 Santa Quitéria";1
"231200 Santana do Acaraú";2
"231230 São Benedito";1
"231240 São Gonçalo do Amarante";4
"231260 São Luís do Curu";2
"231270 Senador Pompeu";3
"231290 Sobral";33
"231310 Tabuleiro do Norte";5
"231320 Tamboril";2
"231330 Tauá";4
"231335 Tejuçuoca";1
"231340 Tianguá";3
"231350 Trairi";3
"231375 Umirim";3
"231380 Uruburetama";3
"231395 Varjota";1
"231400 Várzea Alegre";1
"231410 Viçosa do Ceará";3
"240020 Açu";9
"240060 Almino Afonso";1
"240070 Alto do Rodrigues";1
"240080 Angicos";7
"240090 Antônio Martins";1
"240100 Apodi";4
"240110 Areia Branca";2
"240130 Augusto Severo";1
"240145 Baraúna";3
"240150 Barcelona";2
"240160 Bento Fernandes";2
"240170 Bom Jesus";1
"240200 Caicó";7
"240220 Canguaretama";8
"240240 Carnaúba dos Dantas";1
"240260 Ceará-Mirim";6
"240270 Cerro Corá";2
"240280 Coronel Ezequiel";1
"240360 Extremoz";10
"240380 Florânia";1
"240400 Frutuoso Gomes";1
"240410 Galinhos";1
"240420 Goianinha";2
"240440 Grossos";1
"240450 Guamaré";4
"240460 Ielmo Marinho";1
"240470 Ipanguaçu";2
"240480 Ipueira";1
"240485 Itajá";2
"240500 Jaçanã";2
"240560 Jardim de Piranhas";1
"240580 João Câmara";1
"240600 José da Penha";1
"240610 Jucurutu";3
"240670 Lajes";2
"240710 Macaíba";10
"240720 Macau";4
"240725 Major Sales";1
"240740 Martins";1
"240800 Mossoró";58
"240810 Natal";211
"240820 Nísia Floresta";3
"240830 Nova Cruz";3
"240890 Parelhas";1
"240325 Parnamirim";39
"240910 Passa e Fica";1
"240930 Patu";4
"240940 Pau dos Ferros";3
"240990 Pendências";2
"241010 Poço Branco";1
"241030 Presidente Juscelino";2
"241050 Rafael Fernandes";1
"241080 Riacho de Santana";1
"241120 Santa Cruz";3
"241150 Santo Antônio";3
"241190 São Francisco do Oeste";3
"241200 São Gonçalo do Amarante";10
"241220 São José de Mipibu";1
"241230 São José do Campestre";2
"241240 São José do Seridó";1
"241280 São Rafael";6
"241310 Senador Elói de Souza";2
"241320 Senador Georgino Avelino";1
"241355 Serrinha dos Pintos";1
"241370 Sítio Novo";1
"241400 Tangará";2
"241420 Tibau do Sul";3
"241450 Umarizal";1
"241470 Várzea";1
"241480 Vera Cruz";1
"250010 Água Branca";2
"250030 Alagoa Grande";3
"250053 Alcantil";1
"250060 Alhandra";1
"250080 Araçagi";1
"250090 Arara";1
"250100 Araruna";1
"250110 Areia";1
"250130 Aroeiras";1
"250140 Baía da Traição";4
"250150 Bananeiras";1
"250157 Barra de Santana";2
"250180 Bayeux";23
"250220 Bom Jesus";2
"250230 Bom Sucesso";2
"250280 Brejo do Cruz";1
"250300 Caaporã";2
"250320 Cabedelo";17
"250350 Cacimba de Dentro";1
"250370 Cajazeiras";3
"250400 Campina Grande";61
"251640 Campo de Santana";1
"250403 Capim";1
"250430 Catolé do Rocha";1
"250435 Caturité";1
"250440 Conceição";4
"250460 Conde";9
"250490 Cruz do Espírito Santo";3
"250500 Cubati";2
"250510 Cuité";3
"250520 Cuitegi";1
"250570 Dona Inês";1
"250600 Esperança";3
"250610 Fagundes";1
"250630 Guarabira";14
"250640 Gurinhém";3
"250690 Itabaiana";2
"250700 Itaporanga";1
"250710 Itapororoca";4
"250720 Itatuba";1
"250740 Jericó";1
"250750 João Pessoa";229
"250760 Juarez Távora";1
"250770 Juazeirinho";1
"250780 Junco do Seridó";1
"250790 Juripiranga";2
"250820 Lagoa de Dentro";1
"250830 Lagoa Seca";3
"250850 Livramento";1
"250860 Lucena";1
"250890 Mamanguape";12
"250905 Marcação";1
"250910 Mari";2
"250915 Marizópolis";4
"250920 Massaranduba";2
"250930 Mataraca";1
"251040 Olho d'Água";1
"251080 Patos";12
"251090 Paulista";1
"251100 Pedra Branca";1
"251120 Pedras de Fogo";2
"251140 Picuí";1
"251150 Pilar";1
"251190 Pitimbu";6
"251210 Pombal";4
"251250 Queimadas";6
"251270 Remígio";1
"251280 Riacho dos Cavalos";1
"251290 Rio Tinto";7
"251320 Santa Cruz";1
"251340 Santa Luzia";1
"251370 Santa Rita";22
"251380 Santa Teresinha";1
"251385 Santo André";1
"251390 São Bento";3
"251398 São Francisco";1
"251400 São João do Cariri";1
"251420 São José da Lagoa Tapada";1
"251460 São José do Bonfim";1
"251480 São José dos Cordeiros";1
"251445 São José dos Ramos";2
"251510 São Sebastião de Lagoa de Roça";2
"251530 Sapé";5
"251540 Seridó";2
"251590 Serraria";1
"251600 Solânea";1
"251610 Soledade";1
"251620 Sousa";7
"251630 Sumé";5
"251650 Taperoá";1
"251660 Tavares";1
"251670 Teixeira";1
"260005 Abreu e Lima";27
"260010 Afogados da Ingazeira";6
"260020 Afrânio";1
"260030 Agrestina";1
"260040 Água Preta";6
"260050 Águas Belas";2
"260060 Alagoinha";1
"260070 Aliança";8
"260090 Amaraji";1
"260100 Angelim";3
"260105 Araçoiaba";4
"260120 Arcoverde";5
"260130 Barra de Guabiraba";1
"260140 Barreiros";6
"260150 Belém de Maria";2
"260160 Belém de São Francisco";4
"260170 Belo Jardim";6
"260180 Betânia";2
"260190 Bezerros";2
"260200 Bodocó";3
"260220 Bom Jardim";2
"260230 Bonito";3
"260260 Brejo da Madre de Deus";6
"260270 Buenos Aires";1
"260280 Buíque";1
"260290 Cabo de Santo Agostinho";71
"260310 Cachoeirinha";1
"260345 Camaragibe";54
"260380 Capoeiras";1
"260392 Carnaubeira da Penha";1
"260400 Carpina";8
"260410 Caruaru";65
"260415 Casinhas";1
"260420 Catende";6
"260440 Chã de Alegria";1
"260450 Chã Grande";1
"260460 Condado";3
"260470 Correntes";1
"260480 Cortês";1
"260490 Cumaru";1
"260500 Cupira";2
"260510 Custódia";1
"260520 Escada";14
"260530 Exu";1
"260540 Feira Nova";2
"260550 Ferreiros";1
"260560 Flores";3
"260570 Floresta";1
"260590 Gameleira";2
"260600 Garanhuns";18
"260620 Goiana";28
"260640 Gravatá";17
"260680 Igarassu";25
"260760 Ilha de Itamaracá";3
"260710 Ingazeira";1
"260720 Ipojuca";31
"260730 Ipubi";2
"260740 Itacuruba";1
"260750 Itaíba";1
"260765 Itambé";2
"260770 Itapetim";2
"260775 Itapissuma";10
"260780 Itaquitinga";4
"260790 Jaboatão dos Guararapes";254
"260805 Jatobá";1
"260810 João Alfredo";1
"260820 Joaquim Nabuco";1
"260825 Jucati";1
"260830 Jupi";1
"260840 Jurema";3
"260845 Lagoa do Carro";1
"260850 Lagoa do Itaenga";1
"260860 Lagoa do Ouro";2
"260875 Lagoa Grande";1
"260880 Lajedo";7
"260890 Limoeiro";12
"260915 Manari";2
"260920 Maraial";1
"260930 Mirandiba";1
"260940 Moreno";8
"260950 Nazaré da Mata";7
"260960 Olinda";135
"260970 Orobó";1
"260980 Orocó";1
"260990 Ouricuri";2
"261000 Palmares";16
"261060 Paudalho";4
"261070 Paulista";66
"261080 Pedra";1
"261090 Pesqueira";7
"261110 Petrolina";45
"261130 Pombos";2
"261140 Primavera";1
"261160 Recife";535
"261180 Ribeirão";5
"261190 Rio Formoso";7
"261210 Salgadinho";1
"261220 Salgueiro";6
"261240 Sanharó";1
"261250 Santa Cruz do Capibaribe";9
"261260 Santa Maria da Boa Vista";2
"261280 Santa Terezinha";1
"261290 São Benedito do Sul";1
"261300 São Bento do Una";1
"261310 São Caitano";5
"261320 São João";5
"261330 São Joaquim do Monte";3
"261340 São José da Coroa Grande";2
"261350 São José do Belmonte";3
"261370 São Lourenço da Mata";31
"261380 São Vicente Ferrer";1
"261390 Serra Talhada";2
"261400 Serrita";1
"261410 Sertânia";1
"261420 Sirinhaém";8
"261450 Surubim";4
"261460 Tabira";1
"261470 Tacaimbó";3
"261485 Tamandaré";7
"261500 Taquaritinga do Norte";6
"261530 Timbaúba";5
"261540 Toritama";2
"261560 Trindade";4
"261610 Verdejante";1
"261618 Vertente do Lério";1
"261620 Vertentes";2
"261630 Vicência";3
"261640 Vitória de Santo Antão";24
"261650 Xexéu";2
"260000 Município ignorado - PE";1
"270020 Anadia";2
"270030 Arapiraca";27
"270040 Atalaia";2
"270050 Barra de Santo Antônio";2
"270060 Barra de São Miguel";3
"270070 Batalha";2
"270100 Boca da Mata";2
"270130 Cajueiro";2
"270135 Campestre";1
"270140 Campo Alegre";2
"270160 Canapi";1
"270210 Colônia Leopoldina";2
"270230 Coruripe";6
"270235 Craíbas";1
"270240 Delmiro Gouveia";1
"270255 Estrela de Alagoas";1
"270260 Feira Grande";1
"270270 Feliz Deserto";1
"270290 Girau do Ponciano";1
"270310 Igaci";2
"270330 Inhapi";1
"270360 Japaratinga";2
"270375 Jequiá da Praia";1
"270380 Joaquim Gomes";3
"270400 Junqueiro";5
"270420 Limoeiro de Anadia";1
"270430 Maceió";238
"270450 Maragogi";4
"270460 Maravilha";1
"270470 Marechal Deodoro";6
"270480 Maribondo";3
"270510 Matriz de Camaragibe";9
"270520 Messias";3
"270550 Murici";9
"270560 Novo Lino";1
"270570 Olho d'Água das Flores";1
"270630 Palmeira dos Índios";13
"270640 Pão de Açúcar";3
"270650 Passo de Camaragibe";3
"270660 Paulo Jacinto";1
"270670 Penedo";7
"270680 Piaçabuçu";2
"270690 Pilar";2
"270710 Piranhas";2
"270730 Porto Calvo";2
"270750 Porto Real do Colégio";1
"270770 Rio Largo";8
"270800 Santana do Ipanema";3
"270810 Santana do Mundaú";1
"270850 São Luís do Quitunde";3
"270860 São Miguel dos Campos";5
"270870 São Miguel dos Milagres";1
"270880 São Sebastião";1
"270890 Satuba";1
"270915 Teotônio Vilela";6
"270920 Traipu";1
"270930 União dos Palmares";9
"270940 Viçosa";1
"280010 Amparo de São Francisco";1
"280020 Aquidabã";1
"280030 Aracaju";178
"280040 Arauá";1
"280050 Areia Branca";2
"280060 Barra dos Coqueiros";2
"280067 Boquim";3
"280070 Brejo Grande";1
"280120 Canindé de São Francisco";8
"280130 Capela";7
"280140 Carira";2
"280150 Carmópolis";3
"280160 Cedro de São João";2
"280170 Cristinápolis";4
"280190 Cumbe";1
"280200 Divina Pastora";1
"280210 Estância";13
"280220 Feira Nova";1
"280230 Frei Paulo";1
"280250 General Maynard";1
"280270 Ilha das Flores";2
"280290 Itabaiana";13
"280300 Itabaianinha";3
"280320 Itaporanga d'Ajuda";2
"280330 Japaratuba";7
"280350 Lagarto";12
"280360 Laranjeiras";7
"280390 Malhador";2
"280400 Maruim";2
"280420 Monte Alegre de Sergipe";1
"280440 Neópolis";1
"280450 Nossa Senhora da Glória";3
"280460 Nossa Senhora das Dores";5
"280480 Nossa Senhora do Socorro";28
"280490 Pacatuba";1
"280500 Pedra Mole";1
"280510 Pedrinhas";1
"280540 Poço Redondo";4
"280560 Porto da Folha";3
"280570 Propriá";9
"280580 Riachão do Dantas";1
"280620 Salgado";3
"280630 Santa Luzia do Itanhy";4
"280640 Santana do São Francisco";2
"280660 Santo Amaro das Brotas";2
"280670 São Cristóvão";14
"280710 Simão Dias";4
"280740 Tobias Barreto";8
"280750 Tomar do Geru";3
"280760 Umbaúba";3
"290030 Acajutiba";1
"290040 Água Fria";1
"290060 Aiquara";1
"290070 Alagoinhas";10
"290080 Alcobaça";4
"290100 Amargosa";3
"290110 Amélia Rodrigues";2
"290135 Andorinha";1
"290170 Antônio Cardoso";2
"290205 Araças";2
"290200 Aracatu";1
"290210 Araci";6
"290220 Aramari";1
"290270 Barra";2
"290280 Barra da Estiva";1
"290320 Barreiras";31
"290340 Belmonte";6
"290350 Belo Campo";1
"290380 Boa Vista do Tupim";1
"290390 Bom Jesus da Lapa";4
"290405 Bonito";1
"290430 Brejões";2
"290460 Brumado";6
"290490 Cachoeira";5
"290530 Cafarnaum";1
"290540 Cairu";3
"290560 Camacan";4
